WINDOW	CHROM	CHROM_WINDOW	STRAIN	GROUP	MEAN_COVERAGE	MEDIAN_COVERAGE	GENE_COUNT
70	Supercontig_1.2	8	C10.9M3	C10.9M3	1.00	0.99	20
70	Supercontig_1.2	8	C11.9M41	C11.9M41	0.93	0.93	20
70	Supercontig_1.2	8	C12.9U1	C12.9U1	0.87	0.86	20
70	Supercontig_1.2	8	C13.9U2	C13.9U2	0.93	0.93	20
70	Supercontig_1.2	8	C14.9U3	C14.9U3	0.91	0.92	20
70	Supercontig_1.2	8	C15.9U4s	C15.9U4s	0.96	0.96	20
70	Supercontig_1.2	8	C30.13LM	C30.13LM	0.94	0.94	20
70	Supercontig_1.2	8	C31.13MP	C31.13MP	0.92	0.91	20
70	Supercontig_1.2	8	C4.9L1	C4.9L1	0.98	0.98	20
70	Supercontig_1.2	8	C5.9L2	C5.9L2	1.00	1.00	20
70	Supercontig_1.2	8	C6.9L3	C6.9L3	0.91	0.91	20
70	Supercontig_1.2	8	C7.9L4	C7.9L4	0.93	0.91	20
70	Supercontig_1.2	8	C8.9M1	C8.9M1	1.02	1.03	20
70	Supercontig_1.2	8	C9.9M2	C9.9M2	0.96	0.95	20
70	Supercontig_1.2	8	ctl1.AL1B	ctl1.AL1B	1.00	0.99	20
70	Supercontig_1.2	8	ctl2.AL1B	ctl2.AL1B	1.00	1.01	20
70	Supercontig_1.2	8	ctl3.C9L1	ctl3.C9L1	0.95	0.93	20
71	Supercontig_1.2	9	A10.L4C	A10.L4C	0.84	0.84	20
71	Supercontig_1.2	9	A11.L11G	A11.L11G	0.79	0.83	20
71	Supercontig_1.2	9	A12.L10B	A12.L10B	0.86	0.89	20
71	Supercontig_1.2	9	A13.L3B	A13.L3B	0.87	0.92	20
71	Supercontig_1.2	9	A14.L4E	A14.L4E	0.88	0.90	20
71	Supercontig_1.2	9	A15.L4G	A15.L4G	0.82	0.85	20
71	Supercontig_1.2	9	A16.L7C	A16.L7C	0.87	0.91	20
71	Supercontig_1.2	9	A17.L1B	A17.L1B	0.85	0.87	20
71	Supercontig_1.2	9	A18.S4H	A18.S4H	0.82	0.86	20
71	Supercontig_1.2	9	A19.S3B	A19.S3B	0.87	0.90	20
71	Supercontig_1.2	9	A2.U10A	A2.U10A	0.81	0.87	20
71	Supercontig_1.2	9	A20.S1E	A20.S1E	0.79	0.83	20
71	Supercontig_1.2	9	A21.S8A	A21.S8A	0.85	0.87	20
71	Supercontig_1.2	9	A22.UpperP	A22.UpperP	0.86	0.90	20
71	Supercontig_1.2	9	A23.LowerP	A23.LowerP	0.83	0.87	20
71	Supercontig_1.2	9	A24.SputuP	A24.SputuP	0.84	0.88	20
71	Supercontig_1.2	9	A3.U3G	A3.U3G	0.80	0.83	20
71	Supercontig_1.2	9	A4.U3B	A4.U3B	0.85	0.87	20
71	Supercontig_1.2	9	A5.U10D	A5.U10D	0.83	0.87	20
71	Supercontig_1.2	9	A6.U5C	A6.U5C	0.82	0.86	20
71	Supercontig_1.2	9	A7.U3E	A7.U3E	0.89	0.93	20
71	Supercontig_1.2	9	A8.U2E	A8.U2E	0.78	0.81	20
71	Supercontig_1.2	9	A9.L3D	A9.L3D	0.86	0.89	20
71	Supercontig_1.2	9	ATCC42720	ATCC42720	0.83	0.83	20
71	Supercontig_1.2	9	B16.1310D	B16.1310D	0.85	0.89	20
71	Supercontig_1.2	9	B17.1311G	B17.1311G	0.94	0.98	20
71	Supercontig_1.2	9	B18.1312G	B18.1312G	0.82	0.86	20
71	Supercontig_1.2	9	B19.1310A	B19.1310A	0.88	0.92	20
71	Supercontig_1.2	9	B20.1311A	B20.1311A	0.82	0.86	20
71	Supercontig_1.2	9	B21.1312A	B21.1312A	0.85	0.89	20
71	Supercontig_1.2	9	B22.134E	B22.134E	0.82	0.85	20
71	Supercontig_1.2	9	B23.133H	B23.133H	0.84	0.90	20
71	Supercontig_1.2	9	B24.133F	B24.133F	0.82	0.86	20
71	Supercontig_1.2	9	B25.135C	B25.135C	0.90	0.94	20
71	Supercontig_1.2	9	B26.131A	B26.131A	0.82	0.87	20
71	Supercontig_1.2	9	B27.136A	B27.136A	0.87	0.91	20
71	Supercontig_1.2	9	B28.13UM	B28.13UM	0.88	0.91	20
71	Supercontig_1.2	9	B29.13MM	B29.13MM	0.86	0.87	20
71	Supercontig_1.2	9	C10.9M3	C10.9M3	0.96	0.96	20
71	Supercontig_1.2	9	C11.9M41	C11.9M41	0.88	0.88	20
71	Supercontig_1.2	9	C12.9U1	C12.9U1	0.80	0.80	20
71	Supercontig_1.2	9	C13.9U2	C13.9U2	0.90	0.90	20
71	Supercontig_1.2	9	C14.9U3	C14.9U3	0.88	0.88	20
71	Supercontig_1.2	9	C15.9U4s	C15.9U4s	0.92	0.92	20
71	Supercontig_1.2	9	C30.13LM	C30.13LM	0.87	0.92	20
71	Supercontig_1.2	9	C31.13MP	C31.13MP	0.81	0.86	20
71	Supercontig_1.2	9	C4.9L1	C4.9L1	0.95	0.95	20
71	Supercontig_1.2	9	C5.9L2	C5.9L2	0.95	0.93	20
71	Supercontig_1.2	9	C6.9L3	C6.9L3	0.87	0.87	20
71	Supercontig_1.2	9	C7.9L4	C7.9L4	0.88	0.88	20
71	Supercontig_1.2	9	C8.9M1	C8.9M1	0.99	0.99	20
71	Supercontig_1.2	9	C9.9M2	C9.9M2	0.93	0.93	20
71	Supercontig_1.2	9	ctl1.AL1B	ctl1.AL1B	0.92	0.96	20
71	Supercontig_1.2	9	ctl2.AL1B	ctl2.AL1B	0.92	0.97	20
71	Supercontig_1.2	9	ctl3.C9L1	ctl3.C9L1	0.91	0.90	20
72	Supercontig_1.2	10	A10.L4C	A10.L4C	0.86	0.86	20
72	Supercontig_1.2	10	A11.L11G	A11.L11G	0.78	0.77	20
72	Supercontig_1.2	10	A12.L10B	A12.L10B	0.88	0.88	20
72	Supercontig_1.2	10	A13.L3B	A13.L3B	0.87	0.86	20
72	Supercontig_1.2	10	A14.L4E	A14.L4E	0.86	0.86	20
72	Supercontig_1.2	10	A15.L4G	A15.L4G	0.85	0.84	20
72	Supercontig_1.2	10	A16.L7C	A16.L7C	0.92	0.93	20
72	Supercontig_1.2	10	A17.L1B	A17.L1B	0.84	0.85	20
72	Supercontig_1.2	10	A18.S4H	A18.S4H	0.82	0.82	20
72	Supercontig_1.2	10	A19.S3B	A19.S3B	0.88	0.88	20
72	Supercontig_1.2	10	A2.U10A	A2.U10A	0.82	0.80	20
72	Supercontig_1.2	10	A20.S1E	A20.S1E	0.80	0.79	20
72	Supercontig_1.2	10	A21.S8A	A21.S8A	0.86	0.85	20
72	Supercontig_1.2	10	A22.UpperP	A22.UpperP	0.85	0.85	20
72	Supercontig_1.2	10	A23.LowerP	A23.LowerP	0.82	0.82	20
72	Supercontig_1.2	10	A24.SputuP	A24.SputuP	0.80	0.81	20
72	Supercontig_1.2	10	A3.U3G	A3.U3G	0.82	0.82	20
72	Supercontig_1.2	10	A4.U3B	A4.U3B	0.85	0.86	20
72	Supercontig_1.2	10	A5.U10D	A5.U10D	0.83	0.83	20
72	Supercontig_1.2	10	A6.U5C	A6.U5C	0.83	0.82	20
72	Supercontig_1.2	10	A7.U3E	A7.U3E	0.90	0.89	20
72	Supercontig_1.2	10	A8.U2E	A8.U2E	0.80	0.81	20
72	Supercontig_1.2	10	A9.L3D	A9.L3D	0.85	0.85	20
72	Supercontig_1.2	10	ATCC42720	ATCC42720	0.79	0.78	20
72	Supercontig_1.2	10	B16.1310D	B16.1310D	0.87	0.86	20
72	Supercontig_1.2	10	B17.1311G	B17.1311G	0.94	0.94	20
72	Supercontig_1.2	10	B18.1312G	B18.1312G	0.85	0.83	20
72	Supercontig_1.2	10	B19.1310A	B19.1310A	0.89	0.89	20
72	Supercontig_1.2	10	B20.1311A	B20.1311A	0.84	0.83	20
72	Supercontig_1.2	10	B21.1312A	B21.1312A	0.86	0.87	20
72	Supercontig_1.2	10	B22.134E	B22.134E	0.85	0.85	20
72	Supercontig_1.2	10	B23.133H	B23.133H	0.87	0.89	20
72	Supercontig_1.2	10	B24.133F	B24.133F	0.86	0.85	20
72	Supercontig_1.2	10	B25.135C	B25.135C	0.89	0.90	20
72	Supercontig_1.2	10	B26.131A	B26.131A	0.86	0.85	20
72	Supercontig_1.2	10	B27.136A	B27.136A	0.88	0.88	20
72	Supercontig_1.2	10	B28.13UM	B28.13UM	0.91	0.88	20
72	Supercontig_1.2	10	B29.13MM	B29.13MM	0.93	0.91	20
72	Supercontig_1.2	10	C10.9M3	C10.9M3	0.89	0.89	20
72	Supercontig_1.2	10	C11.9M41	C11.9M41	0.82	0.82	20
72	Supercontig_1.2	10	C12.9U1	C12.9U1	0.74	0.74	20
72	Supercontig_1.2	10	C13.9U2	C13.9U2	0.86	0.87	20
72	Supercontig_1.2	10	C14.9U3	C14.9U3	0.84	0.83	20
72	Supercontig_1.2	10	C15.9U4s	C15.9U4s	0.88	0.88	20
72	Supercontig_1.2	10	C30.13LM	C30.13LM	0.90	0.89	20
72	Supercontig_1.2	10	C31.13MP	C31.13MP	0.80	0.79	20
72	Supercontig_1.2	10	C4.9L1	C4.9L1	0.89	0.89	20
72	Supercontig_1.2	10	C5.9L2	C5.9L2	0.89	0.89	20
72	Supercontig_1.2	10	C6.9L3	C6.9L3	0.80	0.81	20
72	Supercontig_1.2	10	C7.9L4	C7.9L4	0.82	0.82	20
72	Supercontig_1.2	10	C8.9M1	C8.9M1	0.90	0.90	20
72	Supercontig_1.2	10	C9.9M2	C9.9M2	0.88	0.88	20
72	Supercontig_1.2	10	ctl1.AL1B	ctl1.AL1B	0.95	0.95	20
72	Supercontig_1.2	10	ctl2.AL1B	ctl2.AL1B	0.93	0.93	20
72	Supercontig_1.2	10	ctl3.C9L1	ctl3.C9L1	0.87	0.87	20
73	Supercontig_1.2	11	A10.L4C	A10.L4C	0.85	0.84	20
73	Supercontig_1.2	11	A11.L11G	A11.L11G	0.80	0.79	20
73	Supercontig_1.2	11	A12.L10B	A12.L10B	0.87	0.87	20
73	Supercontig_1.2	11	A13.L3B	A13.L3B	0.87	0.88	20
73	Supercontig_1.2	11	A14.L4E	A14.L4E	0.87	0.86	20
73	Supercontig_1.2	11	A15.L4G	A15.L4G	0.85	0.85	20
73	Supercontig_1.2	11	A16.L7C	A16.L7C	0.92	0.93	20
73	Supercontig_1.2	11	A17.L1B	A17.L1B	0.86	0.87	20
73	Supercontig_1.2	11	A18.S4H	A18.S4H	0.83	0.83	20
73	Supercontig_1.2	11	A19.S3B	A19.S3B	0.86	0.85	20
73	Supercontig_1.2	11	A2.U10A	A2.U10A	0.82	0.80	20
73	Supercontig_1.2	11	A20.S1E	A20.S1E	0.78	0.78	20
73	Supercontig_1.2	11	A21.S8A	A21.S8A	0.84	0.83	20
73	Supercontig_1.2	11	A22.UpperP	A22.UpperP	0.86	0.86	20
73	Supercontig_1.2	11	A23.LowerP	A23.LowerP	0.84	0.82	20
73	Supercontig_1.2	11	A24.SputuP	A24.SputuP	0.83	0.80	20
73	Supercontig_1.2	11	A3.U3G	A3.U3G	0.82	0.81	20
73	Supercontig_1.2	11	A4.U3B	A4.U3B	0.88	0.88	20
73	Supercontig_1.2	11	A5.U10D	A5.U10D	0.85	0.84	20
73	Supercontig_1.2	11	A6.U5C	A6.U5C	0.84	0.83	20
73	Supercontig_1.2	11	A7.U3E	A7.U3E	0.88	0.89	20
73	Supercontig_1.2	11	A8.U2E	A8.U2E	0.81	0.81	20
73	Supercontig_1.2	11	A9.L3D	A9.L3D	0.86	0.85	20
73	Supercontig_1.2	11	ATCC42720	ATCC42720	0.78	0.78	20
73	Supercontig_1.2	11	B16.1310D	B16.1310D	0.84	0.85	20
73	Supercontig_1.2	11	B17.1311G	B17.1311G	0.90	0.89	20
73	Supercontig_1.2	11	B18.1312G	B18.1312G	0.83	0.82	20
73	Supercontig_1.2	11	B19.1310A	B19.1310A	0.89	0.89	20
73	Supercontig_1.2	11	B20.1311A	B20.1311A	0.84	0.84	20
73	Supercontig_1.2	11	B21.1312A	B21.1312A	0.86	0.86	20
73	Supercontig_1.2	11	B22.134E	B22.134E	0.83	0.83	20
73	Supercontig_1.2	11	B23.133H	B23.133H	0.84	0.84	20
73	Supercontig_1.2	11	B24.133F	B24.133F	0.84	0.84	20
73	Supercontig_1.2	11	B25.135C	B25.135C	0.87	0.87	20
73	Supercontig_1.2	11	B26.131A	B26.131A	0.84	0.83	20
73	Supercontig_1.2	11	B27.136A	B27.136A	0.88	0.88	20
73	Supercontig_1.2	11	B28.13UM	B28.13UM	0.89	0.87	20
73	Supercontig_1.2	11	B29.13MM	B29.13MM	0.88	0.85	20
73	Supercontig_1.2	11	C10.9M3	C10.9M3	0.87	0.88	20
73	Supercontig_1.2	11	C11.9M41	C11.9M41	0.81	0.82	20
73	Supercontig_1.2	11	C12.9U1	C12.9U1	0.72	0.73	20
73	Supercontig_1.2	11	C13.9U2	C13.9U2	0.88	0.89	20
73	Supercontig_1.2	11	C14.9U3	C14.9U3	0.84	0.84	20
73	Supercontig_1.2	11	C15.9U4s	C15.9U4s	0.88	0.87	20
73	Supercontig_1.2	11	C30.13LM	C30.13LM	0.87	0.86	20
73	Supercontig_1.2	11	C31.13MP	C31.13MP	0.76	0.76	20
73	Supercontig_1.2	11	C4.9L1	C4.9L1	0.86	0.86	20
73	Supercontig_1.2	11	C5.9L2	C5.9L2	0.86	0.87	20
73	Supercontig_1.2	11	C6.9L3	C6.9L3	0.80	0.80	20
73	Supercontig_1.2	11	C7.9L4	C7.9L4	0.80	0.80	20
73	Supercontig_1.2	11	C8.9M1	C8.9M1	0.87	0.87	20
73	Supercontig_1.2	11	C9.9M2	C9.9M2	0.88	0.88	20
73	Supercontig_1.2	11	ctl1.AL1B	ctl1.AL1B	0.92	0.92	20
73	Supercontig_1.2	11	ctl2.AL1B	ctl2.AL1B	0.92	0.92	20
73	Supercontig_1.2	11	ctl3.C9L1	ctl3.C9L1	0.86	0.86	20
74	Supercontig_1.2	12	A10.L4C	A10.L4C	0.91	0.91	20
74	Supercontig_1.2	12	A11.L11G	A11.L11G	0.84	0.84	20
74	Supercontig_1.2	12	A12.L10B	A12.L10B	0.92	0.92	20
74	Supercontig_1.2	12	A13.L3B	A13.L3B	0.93	0.95	20
74	Supercontig_1.2	12	A14.L4E	A14.L4E	0.93	0.94	20
74	Supercontig_1.2	12	A15.L4G	A15.L4G	0.91	0.91	20
74	Supercontig_1.2	12	A16.L7C	A16.L7C	0.93	0.93	20
74	Supercontig_1.2	12	A17.L1B	A17.L1B	0.91	0.92	20
74	Supercontig_1.2	12	A18.S4H	A18.S4H	0.87	0.88	20
74	Supercontig_1.2	12	A19.S3B	A19.S3B	0.88	0.89	20
74	Supercontig_1.2	12	A2.U10A	A2.U10A	0.86	0.86	20
74	Supercontig_1.2	12	A20.S1E	A20.S1E	0.84	0.82	20
74	Supercontig_1.2	12	A21.S8A	A21.S8A	0.90	0.90	20
74	Supercontig_1.2	12	A22.UpperP	A22.UpperP	0.91	0.91	20
74	Supercontig_1.2	12	A23.LowerP	A23.LowerP	0.89	0.87	20
74	Supercontig_1.2	12	A24.SputuP	A24.SputuP	0.87	0.87	20
74	Supercontig_1.2	12	A3.U3G	A3.U3G	0.85	0.86	20
74	Supercontig_1.2	12	A4.U3B	A4.U3B	0.91	0.91	20
74	Supercontig_1.2	12	A5.U10D	A5.U10D	0.86	0.88	20
74	Supercontig_1.2	12	A6.U5C	A6.U5C	0.90	0.91	20
74	Supercontig_1.2	12	A7.U3E	A7.U3E	0.94	0.94	20
74	Supercontig_1.2	12	A8.U2E	A8.U2E	0.87	0.87	20
74	Supercontig_1.2	12	A9.L3D	A9.L3D	0.92	0.93	20
74	Supercontig_1.2	12	ATCC42720	ATCC42720	0.82	0.80	20
74	Supercontig_1.2	12	B16.1310D	B16.1310D	0.84	0.84	20
74	Supercontig_1.2	12	B17.1311G	B17.1311G	0.88	0.88	20
74	Supercontig_1.2	12	B18.1312G	B18.1312G	0.83	0.82	20
74	Supercontig_1.2	12	B19.1310A	B19.1310A	0.87	0.87	20
74	Supercontig_1.2	12	B20.1311A	B20.1311A	0.83	0.83	20
74	Supercontig_1.2	12	B21.1312A	B21.1312A	0.85	0.86	20
74	Supercontig_1.2	12	B22.134E	B22.134E	0.83	0.83	20
74	Supercontig_1.2	12	B23.133H	B23.133H	0.84	0.86	20
74	Supercontig_1.2	12	B24.133F	B24.133F	0.86	0.85	20
74	Supercontig_1.2	12	B25.135C	B25.135C	0.88	0.87	20
74	Supercontig_1.2	12	B26.131A	B26.131A	0.84	0.84	20
74	Supercontig_1.2	12	B27.136A	B27.136A	0.90	0.90	20
74	Supercontig_1.2	12	B28.13UM	B28.13UM	0.82	0.81	20
74	Supercontig_1.2	12	B29.13MM	B29.13MM	0.81	0.80	20
74	Supercontig_1.2	12	C10.9M3	C10.9M3	0.83	0.83	20
74	Supercontig_1.2	12	C11.9M41	C11.9M41	0.79	0.79	20
74	Supercontig_1.2	12	C12.9U1	C12.9U1	0.72	0.72	20
74	Supercontig_1.2	12	C13.9U2	C13.9U2	0.89	0.89	20
74	Supercontig_1.2	12	C14.9U3	C14.9U3	0.84	0.84	20
74	Supercontig_1.2	12	C15.9U4s	C15.9U4s	0.88	0.89	20
74	Supercontig_1.2	12	C30.13LM	C30.13LM	0.87	0.88	20
74	Supercontig_1.2	12	C31.13MP	C31.13MP	0.74	0.74	20
74	Supercontig_1.2	12	C4.9L1	C4.9L1	0.84	0.85	20
74	Supercontig_1.2	12	C5.9L2	C5.9L2	0.84	0.84	20
74	Supercontig_1.2	12	C6.9L3	C6.9L3	0.78	0.78	20
74	Supercontig_1.2	12	C7.9L4	C7.9L4	0.79	0.78	20
74	Supercontig_1.2	12	C8.9M1	C8.9M1	0.84	0.84	20
74	Supercontig_1.2	12	C9.9M2	C9.9M2	0.87	0.87	20
74	Supercontig_1.2	12	ctl1.AL1B	ctl1.AL1B	0.90	0.91	20
74	Supercontig_1.2	12	ctl2.AL1B	ctl2.AL1B	0.93	0.92	20
74	Supercontig_1.2	12	ctl3.C9L1	ctl3.C9L1	0.86	0.85	20
75	Supercontig_1.2	13	A10.L4C	A10.L4C	0.94	0.93	20
75	Supercontig_1.2	13	A11.L11G	A11.L11G	0.88	0.86	20
75	Supercontig_1.2	13	A12.L10B	A12.L10B	0.96	0.96	20
75	Supercontig_1.2	13	A13.L3B	A13.L3B	0.94	0.95	20
75	Supercontig_1.2	13	A14.L4E	A14.L4E	0.96	0.93	20
75	Supercontig_1.2	13	A15.L4G	A15.L4G	0.90	0.90	20
75	Supercontig_1.2	13	A16.L7C	A16.L7C	0.93	0.94	20
75	Supercontig_1.2	13	A17.L1B	A17.L1B	0.91	0.90	20
75	Supercontig_1.2	13	A18.S4H	A18.S4H	0.89	0.88	20
75	Supercontig_1.2	13	A19.S3B	A19.S3B	0.89	0.88	20
75	Supercontig_1.2	13	A2.U10A	A2.U10A	0.90	0.90	20
75	Supercontig_1.2	13	A20.S1E	A20.S1E	0.86	0.85	20
75	Supercontig_1.2	13	A21.S8A	A21.S8A	0.92	0.92	20
75	Supercontig_1.2	13	A22.UpperP	A22.UpperP	0.92	0.91	20
75	Supercontig_1.2	13	A23.LowerP	A23.LowerP	0.90	0.90	20
75	Supercontig_1.2	13	A24.SputuP	A24.SputuP	0.91	0.91	20
75	Supercontig_1.2	13	A3.U3G	A3.U3G	0.85	0.86	20
75	Supercontig_1.2	13	A4.U3B	A4.U3B	0.91	0.91	20
75	Supercontig_1.2	13	A5.U10D	A5.U10D	0.89	0.90	20
75	Supercontig_1.2	13	A6.U5C	A6.U5C	0.92	0.92	20
75	Supercontig_1.2	13	A7.U3E	A7.U3E	0.97	0.96	20
75	Supercontig_1.2	13	A8.U2E	A8.U2E	0.88	0.89	20
75	Supercontig_1.2	13	A9.L3D	A9.L3D	0.90	0.90	20
75	Supercontig_1.2	13	ATCC42720	ATCC42720	0.81	0.82	20
75	Supercontig_1.2	13	B16.1310D	B16.1310D	0.82	0.82	20
75	Supercontig_1.2	13	B17.1311G	B17.1311G	0.86	0.86	20
75	Supercontig_1.2	13	B18.1312G	B18.1312G	0.82	0.83	20
75	Supercontig_1.2	13	B19.1310A	B19.1310A	0.89	0.88	20
75	Supercontig_1.2	13	B20.1311A	B20.1311A	0.82	0.83	20
75	Supercontig_1.2	13	B21.1312A	B21.1312A	0.86	0.85	20
75	Supercontig_1.2	13	B22.134E	B22.134E	0.82	0.83	20
75	Supercontig_1.2	13	B23.133H	B23.133H	0.85	0.83	20
75	Supercontig_1.2	13	B24.133F	B24.133F	0.85	0.85	20
75	Supercontig_1.2	13	B25.135C	B25.135C	0.87	0.87	20
75	Supercontig_1.2	13	B26.131A	B26.131A	0.82	0.82	20
75	Supercontig_1.2	13	B27.136A	B27.136A	0.89	0.89	20
75	Supercontig_1.2	13	B28.13UM	B28.13UM	0.81	0.82	20
75	Supercontig_1.2	13	B29.13MM	B29.13MM	0.80	0.79	20
75	Supercontig_1.2	13	C10.9M3	C10.9M3	0.80	0.80	20
75	Supercontig_1.2	13	C11.9M41	C11.9M41	0.78	0.78	20
75	Supercontig_1.2	13	C12.9U1	C12.9U1	0.71	0.71	20
75	Supercontig_1.2	13	C13.9U2	C13.9U2	0.90	0.90	20
75	Supercontig_1.2	13	C14.9U3	C14.9U3	0.84	0.84	20
75	Supercontig_1.2	13	C15.9U4s	C15.9U4s	0.87	0.87	20
75	Supercontig_1.2	13	C30.13LM	C30.13LM	0.85	0.86	20
75	Supercontig_1.2	13	C31.13MP	C31.13MP	0.71	0.71	20
75	Supercontig_1.2	13	C4.9L1	C4.9L1	0.82	0.82	20
75	Supercontig_1.2	13	C5.9L2	C5.9L2	0.82	0.82	20
75	Supercontig_1.2	13	C6.9L3	C6.9L3	0.77	0.77	20
75	Supercontig_1.2	13	C7.9L4	C7.9L4	0.78	0.77	20
75	Supercontig_1.2	13	C8.9M1	C8.9M1	0.81	0.82	20
75	Supercontig_1.2	13	C9.9M2	C9.9M2	0.86	0.86	20
75	Supercontig_1.2	13	ctl1.AL1B	ctl1.AL1B	0.91	0.91	20
75	Supercontig_1.2	13	ctl2.AL1B	ctl2.AL1B	0.91	0.91	20
75	Supercontig_1.2	13	ctl3.C9L1	ctl3.C9L1	0.81	0.81	20
76	Supercontig_1.2	14	A10.L4C	A10.L4C	0.94	0.95	20
76	Supercontig_1.2	14	A11.L11G	A11.L11G	0.86	0.86	20
76	Supercontig_1.2	14	A12.L10B	A12.L10B	0.96	0.97	20
76	Supercontig_1.2	14	A13.L3B	A13.L3B	0.94	0.95	20
76	Supercontig_1.2	14	A14.L4E	A14.L4E	0.94	0.96	20
76	Supercontig_1.2	14	A15.L4G	A15.L4G	0.92	0.92	20
76	Supercontig_1.2	14	A16.L7C	A16.L7C	0.89	0.89	20
76	Supercontig_1.2	14	A17.L1B	A17.L1B	0.91	0.92	20
76	Supercontig_1.2	14	A18.S4H	A18.S4H	0.85	0.86	20
76	Supercontig_1.2	14	A19.S3B	A19.S3B	0.87	0.88	20
76	Supercontig_1.2	14	A2.U10A	A2.U10A	0.90	0.91	20
76	Supercontig_1.2	14	A20.S1E	A20.S1E	0.87	0.87	20
76	Supercontig_1.2	14	A21.S8A	A21.S8A	0.89	0.89	20
76	Supercontig_1.2	14	A22.UpperP	A22.UpperP	0.92	0.92	20
76	Supercontig_1.2	14	A23.LowerP	A23.LowerP	0.90	0.91	20
76	Supercontig_1.2	14	A24.SputuP	A24.SputuP	0.88	0.90	20
76	Supercontig_1.2	14	A3.U3G	A3.U3G	0.85	0.84	20
76	Supercontig_1.2	14	A4.U3B	A4.U3B	0.93	0.93	20
76	Supercontig_1.2	14	A5.U10D	A5.U10D	0.87	0.88	20
76	Supercontig_1.2	14	A6.U5C	A6.U5C	0.92	0.93	20
76	Supercontig_1.2	14	A7.U3E	A7.U3E	0.94	0.93	20
76	Supercontig_1.2	14	A8.U2E	A8.U2E	0.88	0.89	20
76	Supercontig_1.2	14	A9.L3D	A9.L3D	0.91	0.92	20
76	Supercontig_1.2	14	ATCC42720	ATCC42720	0.80	0.81	20
76	Supercontig_1.2	14	B16.1310D	B16.1310D	0.79	0.80	20
76	Supercontig_1.2	14	B17.1311G	B17.1311G	0.83	0.84	20
76	Supercontig_1.2	14	B18.1312G	B18.1312G	0.80	0.80	20
76	Supercontig_1.2	14	B19.1310A	B19.1310A	0.88	0.89	20
76	Supercontig_1.2	14	B20.1311A	B20.1311A	0.81	0.82	20
76	Supercontig_1.2	14	B21.1312A	B21.1312A	0.82	0.83	20
76	Supercontig_1.2	14	B22.134E	B22.134E	0.78	0.79	20
76	Supercontig_1.2	14	B23.133H	B23.133H	0.83	0.83	20
76	Supercontig_1.2	14	B24.133F	B24.133F	0.83	0.84	20
76	Supercontig_1.2	14	B25.135C	B25.135C	0.85	0.85	20
76	Supercontig_1.2	14	B26.131A	B26.131A	0.81	0.81	20
76	Supercontig_1.2	14	B27.136A	B27.136A	0.87	0.87	20
76	Supercontig_1.2	14	B28.13UM	B28.13UM	0.81	0.80	20
76	Supercontig_1.2	14	B29.13MM	B29.13MM	0.78	0.78	20
76	Supercontig_1.2	14	C10.9M3	C10.9M3	0.78	0.78	20
76	Supercontig_1.2	14	C11.9M41	C11.9M41	0.74	0.74	20
76	Supercontig_1.2	14	C12.9U1	C12.9U1	0.68	0.68	20
76	Supercontig_1.2	14	C13.9U2	C13.9U2	0.89	0.89	20
76	Supercontig_1.2	14	C14.9U3	C14.9U3	0.82	0.82	20
76	Supercontig_1.2	14	C15.9U4s	C15.9U4s	0.86	0.86	20
76	Supercontig_1.2	14	C30.13LM	C30.13LM	0.83	0.83	20
76	Supercontig_1.2	14	C31.13MP	C31.13MP	0.69	0.69	20
76	Supercontig_1.2	14	C4.9L1	C4.9L1	0.81	0.81	20
76	Supercontig_1.2	14	C5.9L2	C5.9L2	0.79	0.79	20
76	Supercontig_1.2	14	C6.9L3	C6.9L3	0.76	0.76	20
76	Supercontig_1.2	14	C7.9L4	C7.9L4	0.77	0.78	20
76	Supercontig_1.2	14	C8.9M1	C8.9M1	0.79	0.79	20
76	Supercontig_1.2	14	C9.9M2	C9.9M2	0.83	0.84	20
76	Supercontig_1.2	14	ctl1.AL1B	ctl1.AL1B	0.88	0.87	20
76	Supercontig_1.2	14	ctl2.AL1B	ctl2.AL1B	0.87	0.88	20
76	Supercontig_1.2	14	ctl3.C9L1	ctl3.C9L1	0.81	0.81	20
77	Supercontig_1.2	15	A10.L4C	A10.L4C	0.93	0.95	20
77	Supercontig_1.2	15	A11.L11G	A11.L11G	0.86	0.85	20
77	Supercontig_1.2	15	A12.L10B	A12.L10B	0.97	0.95	20
77	Supercontig_1.2	15	A13.L3B	A13.L3B	0.95	0.97	20
77	Supercontig_1.2	15	A14.L4E	A14.L4E	0.92	0.93	20
77	Supercontig_1.2	15	A15.L4G	A15.L4G	0.95	0.96	20
77	Supercontig_1.2	15	A16.L7C	A16.L7C	0.94	0.95	20
77	Supercontig_1.2	15	A17.L1B	A17.L1B	0.92	0.93	20
77	Supercontig_1.2	15	A18.S4H	A18.S4H	0.87	0.87	20
77	Supercontig_1.2	15	A19.S3B	A19.S3B	0.88	0.88	20
77	Supercontig_1.2	15	A2.U10A	A2.U10A	0.91	0.90	20
77	Supercontig_1.2	15	A20.S1E	A20.S1E	0.90	0.90	20
77	Supercontig_1.2	15	A21.S8A	A21.S8A	0.89	0.90	20
77	Supercontig_1.2	15	A22.UpperP	A22.UpperP	0.94	0.96	20
77	Supercontig_1.2	15	A23.LowerP	A23.LowerP	0.92	0.93	20
77	Supercontig_1.2	15	A24.SputuP	A24.SputuP	0.92	0.94	20
