CHROM,BIN,MEAN_INSERT_SIZE,GC,OBSERVATIONS
Supercontig_1.2,1069,207,0.462059206798867,353
Supercontig_1.2,1070,208,0.4725,304
Supercontig_1.2,1071,210,0.432835180055401,361
Supercontig_1.2,1072,208,0.427963421828908,339
Supercontig_1.2,1073,207,0.419062430939227,362
Supercontig_1.2,1074,208.5,0.457322606382979,376
Supercontig_1.2,1075,209.5,0.437093023255814,344
Supercontig_1.2,1076,201,0.418355826558266,369
Supercontig_1.2,1077,202,0.443688405797102,345
Supercontig_1.2,1078,210,0.4351835694051,353
Supercontig_1.2,1079,213.5,0.427227741935484,310
Supercontig_1.2,1080,207,0.431276080691643,347
Supercontig_1.2,1081,204,0.414989385474861,358
Supercontig_1.2,1082,212,0.411716710182768,383
Supercontig_1.2,1083,209,0.42219541547278,349
Supercontig_1.2,1084,221,0.385151123595506,356
Supercontig_1.2,1085,213.5,0.402845695364238,302
Supercontig_1.2,1086,172,0.435201333333333,150
Supercontig_1.2,1087,207,0.414461202185793,366
Supercontig_1.2,1088,211,0.477808041958042,286
Supercontig_1.2,1089,212,0.424548688046648,343
Supercontig_1.2,1090,212,0.4487726443769,329
Supercontig_1.2,1091,207,0.423574798927615,373
Supercontig_1.2,1092,210.5,0.437500914634147,328
Supercontig_1.2,1093,205,0.426068834688347,369
Supercontig_1.2,1094,205,0.411716167664671,334
Supercontig_1.2,1095,208,0.4187687150838,358
Supercontig_1.2,1096,215,0.396079144385027,374
Supercontig_1.2,1097,210,0.405640963855422,332
Supercontig_1.2,1098,219,0.388326016260163,369
Supercontig_1.2,1099,204,0.391667857142857,364
Supercontig_1.2,1100,204,0.438524483775811,339
Supercontig_1.2,1101,210,0.491841547277937,349
Supercontig_1.2,1102,206,0.522112891986062,287
Supercontig_1.2,1103,203,0.44718695652174,276
Supercontig_1.2,1104,205,0.462222118380063,321
Supercontig_1.2,1105,207,0.452049068322982,322
Supercontig_1.2,1106,202,0.42199881305638,337
Supercontig_1.2,1107,212.5,0.420273979591837,392
Supercontig_1.2,1108,205,0.373958854166667,384
Supercontig_1.2,1109,207,0.396706944444445,360
Supercontig_1.2,1110,200,0.406119648093842,341
Supercontig_1.2,1111,210,0.404239444444444,360
Supercontig_1.2,1112,206,0.420776923076923,351
Supercontig_1.2,1113,208.5,0.443480448717949,312
Supercontig_1.2,1114,214,0.402711445783132,332
Supercontig_1.2,1115,204,0.395475476839237,367
Supercontig_1.2,1116,211,0.402313753581662,349
Supercontig_1.2,1117,209,0.416306413994169,343
Supercontig_1.2,1118,212,0.411181066666667,375
Supercontig_1.2,1119,211,0.452967241379311,348
Supercontig_1.2,1120,205,0.445945245901639,305
Supercontig_1.2,1121,206.5,0.460001712328767,292
Supercontig_1.2,1122,211,0.439146153846154,351
Supercontig_1.2,1123,206,0.424833994334278,353
Supercontig_1.2,1124,206,0.434011749347259,383
Supercontig_1.2,1125,213,0.424016216216216,370
Supercontig_1.2,1126,206.5,0.47031,280
Supercontig_1.2,1127,210,0.426567168674699,332
Supercontig_1.2,1128,213,0.399505154639175,388
Supercontig_1.2,1129,211,0.402901358695653,368
Supercontig_1.2,1130,213,0.376014016172507,371
Supercontig_1.2,1131,215,0.470927491408935,291
Supercontig_1.2,1132,214,0.421614876033058,363
Supercontig_1.2,1133,205,0.387030259365994,347
Supercontig_1.2,1134,212.5,0.417976966292135,356
Supercontig_1.2,1135,206.5,0.437157647058823,340
Supercontig_1.2,1136,207,0.442299076923078,325
Supercontig_1.2,1137,214,0.394085875706214,354
Supercontig_1.2,1138,210,0.441297297297298,333
Supercontig_1.2,1139,215,0.411490263157895,380
Supercontig_1.2,1140,212,0.39346274509804,357
Supercontig_1.2,1141,201,0.417815151515152,330
Supercontig_1.2,1142,219,0.420100917431193,327
Supercontig_1.2,1143,212,0.42440894308943,369
Supercontig_1.2,1144,201,0.412969754768393,367
Supercontig_1.2,1145,210,0.400201671309192,359
Supercontig_1.2,1146,207,0.432263661971832,355
Supercontig_1.2,1147,209,0.390742253521127,355
Supercontig_1.2,1148,200,0.440237091988131,337
Supercontig_1.2,1149,211,0.440944219653179,346
Supercontig_1.2,1150,213,0.521047202797203,286
Supercontig_1.2,1151,213,0.481429885057471,261
Supercontig_1.2,1152,205,0.452609337349398,332
Supercontig_1.2,1153,204.5,0.426878197674419,344
Supercontig_1.2,1154,203,0.398521037463977,347
Supercontig_1.2,1155,204.5,0.423715151515152,330
Supercontig_1.2,1156,208,0.493489562289563,297
Supercontig_1.2,1157,214,0.434674022346369,358
Supercontig_1.2,1158,215.5,0.404881215469613,362
Supercontig_1.2,1159,210,0.508570329670329,273
Supercontig_1.2,1160,212.5,0.401849421965317,346
Supercontig_1.2,1161,209,0.475158600583091,343
Supercontig_1.2,1162,205,0.495390225563909,266
Supercontig_1.2,1163,206,0.597067253521128,284
Supercontig_1.2,1164,203,0.473864307692309,325
Supercontig_1.2,1165,206.5,0.443467941176471,340
Supercontig_1.2,1166,206,0.469917610062894,318
Supercontig_1.2,1167,213,0.466727607361963,326
Supercontig_1.2,1168,209,0.507850403225807,248
Supercontig_1.2,1169,202,0.550503673469387,245
Supercontig_1.2,1170,211,0.398840707964602,339
Supercontig_1.2,1171,212,0.460019417475728,309
Supercontig_1.2,1172,202,0.512237857142857,280
Supercontig_1.2,1173,198.5,0.437292857142857,308
Supercontig_1.2,1174,211.5,0.400806050955414,314
Supercontig_1.2,1175,207,0.402819047619048,357
Supercontig_1.2,1176,207,0.495698976109215,293
Supercontig_1.2,1177,210.5,0.417459943181819,352
Supercontig_1.2,1178,200,0.530381785714285,280
Supercontig_1.2,1179,210,0.496727177700349,287
Supercontig_1.2,1180,203,0.455666569767443,344
Supercontig_1.2,1181,206,0.428460550458716,327
Supercontig_1.2,1182,205,0.442042333333334,300
Supercontig_1.2,1183,213,0.463654515050167,299
Supercontig_1.2,1184,212,0.543450704225352,284
Supercontig_1.2,1185,198,0.486013471502591,193
Supercontig_1.2,1186,207,0.439708777429467,319
Supercontig_1.2,1187,211,0.403335000000001,360
Supercontig_1.2,1188,207,0.420938483146067,356
Supercontig_1.2,1189,209,0.426336092715232,302
Supercontig_1.2,1190,215,0.409122506393863,391
Supercontig_1.2,1191,205,0.502465676567657,303
Supercontig_1.2,1192,202,0.402778994082841,338
Supercontig_1.2,1193,216,0.489496202531645,316
Supercontig_1.2,1194,208,0.417601261829653,317
Supercontig_1.2,1195,213,0.409504225352113,355
Supercontig_1.2,1196,215,0.435536414565826,357
Supercontig_1.2,1197,204,0.404285428571429,350
Supercontig_1.2,1198,216,0.398661662198391,373
Supercontig_1.2,1199,203,0.410221086261981,313
Supercontig_1.2,1200,200,0.427285633802818,355
Supercontig_1.2,1201,213,0.41606098901099,364
Supercontig_1.2,1202,215.5,0.422818518518519,324
Supercontig_1.2,1203,212,0.41175564738292,363
Supercontig_1.2,1204,208,0.431864857142857,350
Supercontig_1.2,1205,210,0.446266666666666,318
Supercontig_1.2,1206,208,0.434494017094017,351
Supercontig_1.2,1207,215,0.431213294797688,346
Supercontig_1.2,1208,203.5,0.473015384615385,312
Supercontig_1.2,1209,208,0.479934333333334,300
Supercontig_1.2,1210,214,0.418526229508197,366
Supercontig_1.2,1211,209,0.461809714285714,350
Supercontig_1.2,1212,218,0.50875016286645,307
Supercontig_1.2,1213,203.5,0.525798333333333,300
Supercontig_1.2,1214,207.5,0.478698287671233,292
Supercontig_1.2,1215,198,0.524088698630137,292
Supercontig_1.2,1216,214,0.540122556390977,266
Supercontig_1.2,1217,203,0.480325901639344,305
Supercontig_1.2,1218,212,0.41143698630137,365
Supercontig_1.2,1219,209,0.480257741935484,310
Supercontig_1.2,1220,209,0.552545573770492,305
Supercontig_1.2,1221,207,0.62231083032491,277
Supercontig_1.2,1222,210,0.397938701298701,385
Supercontig_1.2,1223,211,0.385939733333334,375
Supercontig_1.2,1224,206,0.429860778443114,334
Supercontig_1.2,1225,209,0.397062300319489,313
Supercontig_1.2,1226,211,0.440529829545455,352
Supercontig_1.2,1227,196,0.361538858695652,368
Supercontig_1.2,1228,209,0.475125,320
Supercontig_1.2,1229,213,0.464757837837838,370
Supercontig_1.2,1230,208,0.396246630727763,371
Supercontig_1.2,1231,212,0.407864637681159,345
Supercontig_1.2,1232,207.5,0.397424747474748,396
Supercontig_1.2,1233,212,0.420230026809652,373
Supercontig_1.2,1234,207,0.421079941002951,339
Supercontig_1.2,1235,204.5,0.399643548387097,372
Supercontig_1.2,1236,214.5,0.387592613636364,352
Supercontig_1.2,1237,215,0.406899463806971,373
Supercontig_1.2,1238,205,0.453120000000001,340
Supercontig_1.2,1239,214,0.457874561403509,342
Supercontig_1.2,1240,199.5,0.431407792207793,308
Supercontig_1.2,1241,203,0.544416719242902,317
Supercontig_1.2,1242,219,0.568332142857142,280
Supercontig_1.2,1243,198,0.479332121212121,330
Supercontig_1.2,1244,200,0.429351428571429,350
Supercontig_1.2,1245,213,0.448278693181818,352
Supercontig_1.2,1246,208,0.551018245614035,285
Supercontig_1.2,1247,210,0.394496256684492,374
Supercontig_1.2,1248,207,0.41534051948052,385
Supercontig_1.2,1249,209,0.427844837758113,339
Supercontig_1.2,1250,212,0.403576123595506,356
Supercontig_1.2,1251,206,0.416013917525773,388
Supercontig_1.2,1252,208.5,0.428475142857143,350
Supercontig_1.2,1253,211,0.460525705329154,319
Supercontig_1.2,1254,210,0.543748484848485,297
Supercontig_1.2,1255,208,0.505016151202749,291
Supercontig_1.2,1256,213,0.462476401179941,339
Supercontig_1.2,1257,217,0.500622191780822,365
Supercontig_1.2,1258,200,0.434501832460734,382
Supercontig_1.2,1259,206,0.544235135135135,296
Supercontig_1.2,1260,219,0.473015873015874,315
Supercontig_1.2,1261,208.5,0.559267630057802,346
Supercontig_1.2,1262,212,0.439927671232876,365
Supercontig_1.2,1263,208,0.412724810126582,395
Supercontig_1.2,1264,215,0.399398453608248,388
Supercontig_1.2,1265,208,0.437931677018634,322
Supercontig_1.2,1266,222,0.593678546712803,289
Supercontig_1.2,1267,222,0.645935258358662,329
Supercontig_1.2,1268,212,0.538121682847896,309
Supercontig_1.2,1269,207,0.424968035190616,341
Supercontig_1.2,1270,199.5,0.438537719298246,342
Supercontig_1.2,1271,209,0.440188917525773,388
Supercontig_1.2,1272,209.5,0.432901081081082,370
Supercontig_1.2,1273,200,0.437151075268818,372
Supercontig_1.2,1274,218,0.469552991452991,351
Supercontig_1.2,1275,211,0.634046125461254,271
Supercontig_1.2,1276,214.5,0.59514384057971,276
Supercontig_1.2,1277,213,0.463980588235294,340
Supercontig_1.2,1278,198,0.487494331983806,247
Supercontig_1.2,1279,,0,0
Supercontig_1.2,1280,171,0.54883984962406,133
Supercontig_1.2,1281,208.5,0.562279365079365,504
Supercontig_1.2,1282,217.5,0.453464324324325,370
Supercontig_1.2,1283,208,0.409783129584353,409
Supercontig_1.2,1284,211,0.414201208459215,331
Supercontig_1.2,1285,208,0.404583870967742,403
Supercontig_1.2,1286,212,0.49047095709571,303
Supercontig_1.2,1287,209,0.401055064935065,385
Supercontig_1.2,1288,213.5,0.456070679012345,324
Supercontig_1.2,1289,210.5,0.495038888888888,324
Supercontig_1.2,1290,203,0.481903986710964,301
Supercontig_1.2,1291,213,0.533354692556633,309
Supercontig_1.2,1292,202.5,0.506549290780142,282
Supercontig_1.2,1293,206,0.374196226415095,371
Supercontig_1.2,1294,206,0.491289225589226,297
Supercontig_1.2,1295,211,0.462115407854985,331
Supercontig_1.2,1296,207,0.513230182926829,328
Supercontig_1.2,1297,207.5,0.473334375,288
Supercontig_1.2,1298,212,0.412994932432433,296
Supercontig_1.2,1299,210,0.487952733118971,311
Supercontig_1.2,1300,209,0.487658600583091,343
Supercontig_1.2,1301,210.5,0.411931218274112,394
Supercontig_1.2,1302,208,0.425171032745592,397
Supercontig_1.2,1303,216,0.4416665625,320
Supercontig_1.2,1304,201,0.431038120104439,383
Supercontig_1.2,1305,210,0.412364145658264,357
Supercontig_1.2,1306,207,0.431008310249308,361
Supercontig_1.2,1307,206,0.454060335195531,358
Supercontig_1.2,1308,212.5,0.453374277456648,346
Supercontig_1.2,1309,201.5,0.434474285714286,350
Supercontig_1.2,1310,211,0.428443055555555,360
Supercontig_1.2,1311,205,0.493118327974277,311
Supercontig_1.2,1312,209,0.381107901907357,367
Supercontig_1.2,1313,209,0.513031515151514,330
Supercontig_1.2,1314,209,0.50697638483965,343
Supercontig_1.2,1315,203,0.485153680981595,326
Supercontig_1.2,1316,209,0.437350684931507,365
Supercontig_1.2,1317,207.5,0.436030555555556,324
Supercontig_1.2,1318,216,0.375747688564477,411
Supercontig_1.2,1319,209,0.482371111111111,360
Supercontig_1.2,1320,220,0.402692372881356,354
Supercontig_1.2,1321,208,0.367678385416667,384
Supercontig_1.2,1322,207,0.487157538461538,325
Supercontig_1.2,1323,215,0.44801393442623,366
Supercontig_1.2,1324,211,0.449128746177371,327
Supercontig_1.2,1325,206.5,0.544871893491123,338
Supercontig_1.2,1326,208,0.547735737704918,305
Supercontig_1.2,1327,209,0.413037465564738,363
Supercontig_1.2,1328,206,0.410939743589745,390
Supercontig_1.2,1329,203,0.424259220779222,385
Supercontig_1.2,1330,204,0.425538095238096,378
Supercontig_1.2,1331,209,0.471146280991736,363
Supercontig_1.2,1332,217,0.399321148825065,383
Supercontig_1.2,1333,214,0.589989562289562,297
Supercontig_1.2,1334,211.5,0.520673988439306,346
Supercontig_1.2,1335,205,0.394458961038961,385
Supercontig_1.2,1336,216,0.452324332344214,337
Supercontig_1.2,1337,208,0.387992167101828,383
Supercontig_1.2,1338,204,0.472817901234568,324
Supercontig_1.2,1339,207,0.541377666666666,300
Supercontig_1.2,1340,216,0.38806546961326,362
Supercontig_1.2,1341,206.5,0.42844683908046,348
Supercontig_1.2,1342,207,0.433479347826088,368
Supercontig_1.2,1343,207,0.470509141274238,361
Supercontig_1.2,1344,207,0.499664353312303,317
Supercontig_1.2,1345,210.5,0.479650310559007,322
Supercontig_1.2,1346,201,0.425488674033149,362
Supercontig_1.2,1347,215.5,0.611982720588236,272
Supercontig_1.2,1348,212.5,0.605537096774194,248
Supercontig_1.2,1349,206,0.480804885993485,307
Supercontig_1.2,1350,209,0.496347658402203,363
Supercontig_1.2,1351,214,0.483082526881721,372
Supercontig_1.2,1352,207.5,0.445275428571429,350
Supercontig_1.2,1353,208,0.428933759590794,391
Supercontig_1.2,1354,214,0.488322727272727,330
Supercontig_1.2,1355,210,0.456033947368421,380
Supercontig_1.2,1356,205.5,0.457517222222222,360
Supercontig_1.2,1357,211,0.43493893557423,357
Supercontig_1.2,1358,209.5,0.488314887640449,356
Supercontig_1.2,1359,211,0.480875510204082,343
Supercontig_1.2,1360,208,0.40835873015873,378
Supercontig_1.2,1361,209,0.428184438040347,347
Supercontig_1.2,1362,211,0.46025125,320
Supercontig_1.2,1363,214,0.475027794561933,331
Supercontig_1.2,1364,203,0.487864887640449,356
Supercontig_1.2,1365,208,0.451333243967829,373
Supercontig_1.2,1366,208,0.458463835616439,365
Supercontig_1.2,1367,207,0.414432038834952,412
Supercontig_1.2,1368,208.5,0.468333163265306,392
Supercontig_1.2,1369,216,0.485084573002755,363
Supercontig_1.2,1370,206,0.396912211981567,434
Supercontig_1.2,1371,218.5,0.376532730923695,498
Supercontig_1.2,1372,212,0.433760724233983,359
Supercontig_1.2,1373,209,0.441317692307693,390
Supercontig_1.2,1374,206,0.379542654028436,422
Supercontig_1.2,1375,214,0.421508659217877,358
Supercontig_1.2,1376,214,0.407685918854416,419
Supercontig_1.2,1377,209,0.416083018867925,371
Supercontig_1.2,1378,207,0.43657807486631,374
Supercontig_1.2,1379,207,0.423210481586403,353
Supercontig_1.2,1380,209,0.46178422818792,298
Supercontig_1.2,1381,199,0.419374866310161,374
Supercontig_1.2,1382,211,0.452806793478262,368
Supercontig_1.2,1383,212,0.473204469273743,358
Supercontig_1.2,1384,213.5,0.499353428571428,350
Supercontig_1.2,1385,215,0.542074850299402,334
Supercontig_1.2,1386,214,0.437621808510638,376
Supercontig_1.2,1387,213,0.41385072815534,412
Supercontig_1.2,1388,209,0.395072105263158,380
Supercontig_1.2,1389,216,0.431407027027027,370
Supercontig_1.2,1390,204.5,0.455458421052632,380
Supercontig_1.2,1391,209.5,0.461687345679013,324
Supercontig_1.2,1392,206.5,0.440001842105264,380
Supercontig_1.2,1393,214,0.4527684375,320
Supercontig_1.2,1394,209,0.391751000000001,400
Supercontig_1.2,1395,217,0.481051543209876,324
Supercontig_1.2,1396,208,0.452469230769231,364
Supercontig_1.2,1397,210,0.438658293838863,422
Supercontig_1.2,1398,217,0.575495362318841,345
Supercontig_1.2,1399,207,0.519538871473354,319
Supercontig_1.2,1400,207,0.461834782608695,414
Supercontig_1.2,1401,205.5,0.472531407035176,398
Supercontig_1.2,1402,215,0.515104986149584,361
Supercontig_1.2,1403,188.5,0.36190447761194,402
Supercontig_1.2,1404,211,0.452562258953168,363
Supercontig_1.2,1405,209,0.435500280112045,357
Supercontig_1.2,1406,206,0.427052173913044,345
Supercontig_1.2,1407,207,0.440035584415584,385
Supercontig_1.2,1408,205,0.419068827930174,401
Supercontig_1.2,1409,199,0.421120610687023,393
Supercontig_1.2,1410,213,0.470181420765028,366
Supercontig_1.2,1411,220.5,0.38640504587156,436
Supercontig_1.2,1412,216,0.420941148325359,418
Supercontig_1.2,1413,210.5,0.464799214659686,382
Supercontig_1.2,1414,204,0.442726610644258,357
Supercontig_1.2,1415,207,0.44845552631579,380
Supercontig_1.2,1416,205,0.426926520681266,411
Supercontig_1.2,1417,208,0.475339805825243,412
Supercontig_1.2,1418,200,0.416348044692737,358
Supercontig_1.2,1419,214,0.456812467532468,385
Supercontig_1.2,1420,205,0.437138554216867,415
Supercontig_1.2,1421,202,0.513654682779457,331
Supercontig_1.2,1422,208,0.425168096514746,373
Supercontig_1.2,1423,207,0.46238031496063,381
Supercontig_1.2,1424,211,0.428757611940299,335
Supercontig_1.2,1425,208,0.458303179190751,346
Supercontig_1.2,1426,200.5,0.431552205882353,408
Supercontig_1.2,1427,216,0.465607291666667,384
Supercontig_1.2,1428,212,0.488773504273505,351
Supercontig_1.2,1429,215.5,0.473461731843576,358
Supercontig_1.2,1430,206,0.466750955414013,314
Supercontig_1.2,1431,211,0.437337026239067,343
Supercontig_1.2,1432,218,0.480555764075067,373
Supercontig_1.2,1433,203,0.410195081967213,427
Supercontig_1.2,1434,209,0.422509405940594,404
Supercontig_1.2,1435,209,0.448313231552163,393
Supercontig_1.2,1436,193,0.440411750599522,417
Supercontig_1.2,1437,209,0.415518092909537,409
Supercontig_1.2,1438,209,0.426322716049383,405
Supercontig_1.2,1439,208,0.447584675324676,385
Supercontig_1.2,1440,217,0.448804513064133,421
Supercontig_1.2,1441,209.5,0.524140445859872,314
Supercontig_1.2,1442,201,0.467855847953216,342
Supercontig_1.2,1443,211,0.487987041564792,409
Supercontig_1.2,1444,210,0.45941689373297,367
Supercontig_1.2,1445,201,0.454179538904899,347
Supercontig_1.2,1446,212,0.439959052924791,359
Supercontig_1.2,1447,201,0.519747169811321,371
Supercontig_1.2,1448,207,0.436218826405868,409
Supercontig_1.2,1449,210.5,0.42950594059406,404
Supercontig_1.2,1450,204,0.404197135416668,384
Supercontig_1.2,1451,212,0.553901898734177,316
Supercontig_1.2,1452,208.5,0.424404207920792,404
Supercontig_1.2,1453,209,0.521463461538462,364
Supercontig_1.2,1454,200,0.419981147540984,366
Supercontig_1.2,1455,214,0.472054179566563,323
Supercontig_1.2,1456,201,0.408668513853904,397
Supercontig_1.2,1457,201,0.429942183622829,403
Supercontig_1.2,1458,205,0.44609247311828,372
Supercontig_1.2,1459,201,0.414179113924051,316
Supercontig_1.2,1460,210,0.496475682382133,403
Supercontig_1.2,1461,207,0.45603669250646,387
Supercontig_1.2,1462,205,0.484615229885057,348
Supercontig_1.2,1463,215,0.628861022364217,313
Supercontig_1.2,1464,207.5,0.520509117647059,340
Supercontig_1.2,1465,204,0.400190512820513,390
Supercontig_1.2,1466,213,0.552400291545189,343
Supercontig_1.2,1467,216,0.555781039755351,327
Supercontig_1.2,1468,208,0.425660740740741,405
Supercontig_1.2,1469,216,0.478165882352941,425
Supercontig_1.2,1470,213,0.426505405405406,407
Supercontig_1.2,1471,209,0.482010256410256,312
Supercontig_1.2,1472,212.5,0.443098826291081,426
Supercontig_1.2,1473,216,0.537414887640449,356
Supercontig_1.2,1474,213,0.431785,400
Supercontig_1.2,1475,205.5,0.383204106280194,414
Supercontig_1.2,1476,210,0.438509736842106,380
Supercontig_1.2,1477,215,0.470721866666667,375
Supercontig_1.2,1478,205,0.380872481572482,407
Supercontig_1.2,1479,216,0.540306790123457,324
Supercontig_1.2,1480,218,0.530874018126888,331
Supercontig_1.2,1481,204,0.47320200573066,349
Supercontig_1.2,1482,205.5,0.472878,350
Supercontig_1.2,1483,213.5,0.49445625,368
Supercontig_1.2,1484,204,0.486569515669516,351
Supercontig_1.2,1485,205,0.499826530612244,343
Supercontig_1.2,1486,212,0.47099821958457,337
Supercontig_1.2,1487,206,0.434493523316062,386
Supercontig_1.2,1488,213,0.429034508816121,397
Supercontig_1.2,1489,210,0.412526540284361,422
Supercontig_1.2,1490,209,0.408106615776081,393
Supercontig_1.2,1491,222,0.497149193548387,372
Supercontig_1.2,1492,204,0.451184050632912,395
Supercontig_1.2,1493,214.5,0.435842564102564,390
Supercontig_1.2,1494,204.5,0.46623040201005,398
Supercontig_1.2,1495,207,0.584860806916426,347
Supercontig_1.2,1496,214,0.492194871794872,351
Supercontig_1.2,1497,213,0.479273670212767,376
Supercontig_1.2,1498,208.5,0.476274705882353,340
Supercontig_1.2,1499,211.5,0.465142682926829,328
Supercontig_1.2,1500,214,0.412565706806282,382
Supercontig_1.2,1501,208,0.439599749373434,399
Supercontig_1.2,1502,209,0.459359890109891,364
Supercontig_1.2,1503,214,0.40242380952381,399
Supercontig_1.2,1504,208,0.430317534246576,365
Supercontig_1.2,1505,202.5,0.431766176470589,340
Supercontig_1.2,1506,207,0.457979008746356,343
Supercontig_1.2,1507,207,0.39394317617866,403
Supercontig_1.2,1508,201.5,0.445108291457287,398
Supercontig_1.2,1509,204,0.447168876080692,347
Supercontig_1.2,1510,206,0.497494576271187,295
Supercontig_1.2,1511,207,0.474153538461539,325
Supercontig_1.2,1512,212,0.470680901856764,377
Supercontig_1.2,1513,208,0.525297719869706,307
Supercontig_1.2,1514,202,0.422719008264463,363
Supercontig_1.2,1515,215,0.471105080213903,374
Supercontig_1.2,1516,216,0.51983804347826,368
Supercontig_1.2,1517,209,0.422177721518987,395
Supercontig_1.2,1518,182,0.358998601398601,286
Supercontig_1.2,1519,203,0.383203002309469,433
Supercontig_1.2,1520,212,0.512228834355828,326
Supercontig_1.2,1521,206.5,0.381426801801802,444
Supercontig_1.2,1522,213,0.563698843930636,346
Supercontig_1.2,1523,212,0.545707079646018,339
Supercontig_1.2,1524,216,0.46370078125,384
Supercontig_1.2,1525,204,0.480476033057851,363
Supercontig_1.2,1526,207,0.564403038674033,362
Supercontig_1.2,1527,218,0.589614647887323,355
Supercontig_1.2,1528,219,0.51156994047619,336
Supercontig_1.2,1529,208,0.492263636363637,330
Supercontig_1.2,1530,204.5,0.423919587628866,388
Supercontig_1.2,1531,207,0.468076762402089,383
Supercontig_1.2,1532,196,0.419220190023753,421
Supercontig_1.2,1533,209,0.466952285714286,350
Supercontig_1.2,1534,209,0.475322222222222,315
Supercontig_1.2,1535,211,0.569179016393442,305
Supercontig_1.2,1536,216,0.51656,320
Supercontig_1.2,1537,212,0.447102452316076,367
Supercontig_1.2,1538,206,0.489928134556575,327
Supercontig_1.2,1539,203,0.47754265129683,347
Supercontig_1.2,1540,216,0.380270179372197,446
Supercontig_1.2,1541,205,0.455641277641279,407
Supercontig_1.2,1542,214,0.413368324607329,382
Supercontig_1.2,1543,208,0.45224686716792,399
Supercontig_1.2,1544,218.5,0.522314971751412,354
Supercontig_1.2,1545,200,0.452183045977012,348
Supercontig_1.2,1546,206,0.447039775910364,357
Supercontig_1.2,1547,212,0.441841176470588,391
Supercontig_1.2,1548,221,0.503801923076923,312
Supercontig_1.2,1549,209,0.444261128526646,319
Supercontig_1.2,1550,203.5,0.535091411042945,326
Supercontig_1.2,1551,209,0.437042382271468,361
Supercontig_1.2,1552,204,0.419482825484764,361
Supercontig_1.2,1553,212,0.369785405405406,370
Supercontig_1.2,1554,201,0.426150857142858,350
Supercontig_1.2,1555,197,0.510216997167139,353
Supercontig_1.2,1556,203,0.509684802431611,329
Supercontig_1.2,1557,212.5,0.4295495,400
Supercontig_1.2,1558,214,0.605834267912772,321
Supercontig_1.2,1559,204.5,0.503553571428572,364
Supercontig_1.2,1560,210,0.557176875,320
Supercontig_1.2,1561,213.5,0.59707331081081,296
Supercontig_1.2,1562,213,0.350357180156658,383
Supercontig_1.2,1563,206.5,0.483913081395349,344
Supercontig_1.2,1564,215.5,0.562316666666666,354
Supercontig_1.2,1565,213,0.363428758169935,459
Supercontig_1.2,1566,211,0.463906426735218,389
Supercontig_1.2,1567,200.5,0.431361224489796,392
Supercontig_1.2,1568,202,0.458105526315789,380
Supercontig_1.2,1569,203,0.449699,400
Supercontig_1.2,1570,212,0.51848785942492,313
Supercontig_1.2,1571,203.5,0.456250000000001,338
Supercontig_1.2,1572,205,0.528907936507937,315
Supercontig_1.2,1573,201,0.487183333333334,348
Supercontig_1.2,1574,211,0.527350993377483,302
Supercontig_1.2,1575,203,0.429577088948787,371
Supercontig_1.2,1576,212.5,0.494060893854749,358
Supercontig_1.2,1577,167.5,0.359385,320
Supercontig_1.2,1578,207,0.579055060728745,247
Supercontig_1.2,1579,208,0.548418507462686,335
Supercontig_1.2,1580,206,0.469164601769912,339
Supercontig_1.2,1581,208,0.370660869565217,414
Supercontig_1.2,1582,209,0.452845406824148,381
Supercontig_1.2,1583,213,0.430805714285715,385
Supercontig_1.2,1584,206,0.474116879795396,391
Supercontig_1.2,1585,192,0.491437410071942,278
Supercontig_1.2,1586,206,0.57272596491228,285
Supercontig_1.2,1587,210.5,0.511052380952381,336
Supercontig_1.2,1588,201,0.454965328467154,274
Supercontig_1.2,1589,210,0.4261197740113,354
Supercontig_1.2,1590,211,0.429956955380578,381
Supercontig_1.2,1591,205.5,0.360751225490197,408
Supercontig_1.2,1592,210,0.353577931034483,435
Supercontig_1.2,1593,207,0.464436624203822,314
Supercontig_1.2,1594,209.5,0.422309523809525,378
Supercontig_1.2,1595,215,0.509990447761194,335
Supercontig_1.2,1596,211,0.453061876832845,341
Supercontig_1.2,1597,210,0.461117837837838,370
Supercontig_1.2,1598,213,0.36694090909091,440
Supercontig_1.2,1599,203.5,0.47702415730337,356
Supercontig_1.2,1600,212,0.527794153846153,325
Supercontig_1.2,1601,198,0.485975862068965,319
Supercontig_1.2,1602,211,0.50327873015873,315
Supercontig_1.2,1603,202,0.378596587926509,381
Supercontig_1.2,1604,209,0.450026631853787,383
Supercontig_1.2,1605,201,0.385117831325301,415
Supercontig_1.2,1606,200,0.482592447129909,331
Supercontig_1.2,1607,205.5,0.469476966292135,356
Supercontig_1.2,1608,207,0.435364599483204,387
Supercontig_1.2,1609,215,0.438236768802229,359
Supercontig_1.2,1610,206,0.461055555555556,360
Supercontig_1.2,1611,209,0.504105792682927,328
Supercontig_1.2,1612,195.5,0.541905033557047,298
Supercontig_1.2,1613,200,0.495889935064935,308
Supercontig_1.2,1614,209,0.519231683168316,303
Supercontig_1.2,1615,208,0.462555342465754,365
Supercontig_1.2,1616,204.5,0.485179666666667,300
Supercontig_1.2,1617,210,0.431971698113208,318
Supercontig_1.2,1618,205,0.464622636103153,349
Supercontig_1.2,1619,194,0.417519558359622,317
Supercontig_1.2,1620,218,0.493349572649572,351
