WINDOW	CHROM	CHROM_WINDOW	STRAIN	STRAIN_GROUP	LOCALE	MEAN_COVERAGE	MEDIAN_COVERAGE	GENE_COUNT
26	Supercontig_1.1	25	A18.S4H	A	S	0.71	0.71	20
26	Supercontig_1.1	25	A19.S3B	A	S	0.76	0.75	20
26	Supercontig_1.1	25	A2.U10A	A	U	0.86	0.88	20
26	Supercontig_1.1	25	A20.S1E	A	S	0.77	0.79	20
26	Supercontig_1.1	25	A21.S8A	A	S	0.74	0.75	20
26	Supercontig_1.1	25	A22.UpperP	A	U	0.79	0.80	20
26	Supercontig_1.1	25	A23.LowerP	A	L	0.82	0.84	20
26	Supercontig_1.1	25	A24.SputuP	A	S	0.70	0.71	20
26	Supercontig_1.1	25	A3.U3G	A	U	0.64	0.65	20
26	Supercontig_1.1	25	A4.U3B	A	U	0.87	0.87	20
26	Supercontig_1.1	25	A5.U10D	A	U	0.61	0.62	20
26	Supercontig_1.1	25	A6.U5C	A	U	0.88	0.89	20
26	Supercontig_1.1	25	A7.U3E	A	U	0.83	0.84	20
26	Supercontig_1.1	25	A8.U2E	A	U	0.76	0.77	20
26	Supercontig_1.1	25	A9.L3D	A	L	0.73	0.74	20
26	Supercontig_1.1	25	ATCC42720	REF	Blood	0.71	0.71	20
26	Supercontig_1.1	25	B16.1310D	B	L	0.78	0.79	20
26	Supercontig_1.1	25	B17.1311G	B	L	0.63	0.64	20
26	Supercontig_1.1	25	B18.1312G	B	L	0.79	0.78	20
26	Supercontig_1.1	25	B19.1310A	B	L	0.73	0.72	20
26	Supercontig_1.1	25	B20.1311A	B	L	0.71	0.71	20
26	Supercontig_1.1	25	B21.1312A	B	L	0.75	0.75	20
26	Supercontig_1.1	25	B22.134E	B	U	0.80	0.81	20
26	Supercontig_1.1	25	B23.133H	B	U	0.81	0.80	20
26	Supercontig_1.1	25	B24.133F	B	U	0.82	0.81	20
26	Supercontig_1.1	25	B25.135C	B	U	0.69	0.70	20
26	Supercontig_1.1	25	B26.131A	B	U	0.77	0.77	20
26	Supercontig_1.1	25	B27.136A	B	U	0.78	0.77	20
26	Supercontig_1.1	25	B28.13UM	B	U	0.78	0.77	20
26	Supercontig_1.1	25	B29.13MM	B	M	0.80	0.79	20
26	Supercontig_1.1	25	C10.9M3	C	M	0.50	0.49	20
26	Supercontig_1.1	25	C11.9M41	C	M	0.66	0.65	20
26	Supercontig_1.1	25	C12.9U1	C	U	0.63	0.62	20
26	Supercontig_1.1	25	C13.9U2	C	U	0.83	0.83	20
26	Supercontig_1.1	25	C14.9U3	C	U	0.77	0.77	20
26	Supercontig_1.1	25	C15.9U4s	C	U	0.79	0.79	20
26	Supercontig_1.1	25	C30.13LM	C	L	0.73	0.73	20
26	Supercontig_1.1	25	C31.13MP	C	Stock	0.55	0.54	20
26	Supercontig_1.1	25	C4.9L1	C	L	0.62	0.62	20
26	Supercontig_1.1	25	C5.9L2	C	L	0.54	0.54	20
26	Supercontig_1.1	25	C6.9L3	C	L	0.68	0.69	20
26	Supercontig_1.1	25	C7.9L4	C	L	0.66	0.67	20
26	Supercontig_1.1	25	C8.9M1	C	M	0.50	0.50	20
26	Supercontig_1.1	25	C9.9M2	C	M	0.70	0.71	20
26	Supercontig_1.1	25	ctl1.AL1B	A	L	0.78	0.78	20
26	Supercontig_1.1	25	ctl2.AL1B	A	L	0.78	0.77	20
26	Supercontig_1.1	25	ctl3.C9L1	C	L	0.73	0.73	20
27	Supercontig_1.1	26	A10.L4C	A	L	0.86	0.89	20
27	Supercontig_1.1	26	A11.L11G	A	L	0.74	0.73	20
27	Supercontig_1.1	26	A12.L10B	A	L	0.84	0.84	20
27	Supercontig_1.1	26	A13.L3B	A	L	0.81	0.82	20
27	Supercontig_1.1	26	A14.L4E	A	L	0.83	0.83	20
27	Supercontig_1.1	26	A15.L4G	A	L	0.90	0.91	20
27	Supercontig_1.1	26	A16.L7C	A	L	0.88	0.89	20
27	Supercontig_1.1	26	A17.L1B	A	L	0.82	0.84	20
27	Supercontig_1.1	26	A18.S4H	A	S	0.75	0.76	20
27	Supercontig_1.1	26	A19.S3B	A	S	0.79	0.78	20
27	Supercontig_1.1	26	A2.U10A	A	U	0.91	0.91	20
27	Supercontig_1.1	26	A20.S1E	A	S	0.79	0.79	20
27	Supercontig_1.1	26	A21.S8A	A	S	0.75	0.76	20
27	Supercontig_1.1	26	A22.UpperP	A	U	0.84	0.84	20
27	Supercontig_1.1	26	A23.LowerP	A	L	0.88	0.88	20
27	Supercontig_1.1	26	A24.SputuP	A	S	0.77	0.76	20
27	Supercontig_1.1	26	A3.U3G	A	U	0.66	0.67	20
27	Supercontig_1.1	26	A4.U3B	A	U	0.91	0.91	20
27	Supercontig_1.1	26	A5.U10D	A	U	0.65	0.67	20
27	Supercontig_1.1	26	A6.U5C	A	U	0.93	0.94	20
27	Supercontig_1.1	26	A7.U3E	A	U	0.85	0.86	20
27	Supercontig_1.1	26	A8.U2E	A	U	0.79	0.81	20
27	Supercontig_1.1	26	A9.L3D	A	L	0.76	0.75	20
27	Supercontig_1.1	26	ATCC42720	REF	Blood	0.73	0.73	20
27	Supercontig_1.1	26	B16.1310D	B	L	0.81	0.81	20
27	Supercontig_1.1	26	B17.1311G	B	L	0.64	0.64	20
27	Supercontig_1.1	26	B18.1312G	B	L	0.80	0.81	20
27	Supercontig_1.1	26	B19.1310A	B	L	0.74	0.75	20
27	Supercontig_1.1	26	B20.1311A	B	L	0.72	0.71	20
27	Supercontig_1.1	26	B21.1312A	B	L	0.79	0.80	20
27	Supercontig_1.1	26	B22.134E	B	U	0.83	0.84	20
27	Supercontig_1.1	26	B23.133H	B	U	0.82	0.82	20
27	Supercontig_1.1	26	B24.133F	B	U	0.84	0.83	20
27	Supercontig_1.1	26	B25.135C	B	U	0.71	0.71	20
27	Supercontig_1.1	26	B26.131A	B	U	0.77	0.78	20
27	Supercontig_1.1	26	B27.136A	B	U	0.79	0.79	20
27	Supercontig_1.1	26	B28.13UM	B	U	0.75	0.74	20
27	Supercontig_1.1	26	B29.13MM	B	M	0.76	0.75	20
27	Supercontig_1.1	26	C10.9M3	C	M	0.51	0.51	20
27	Supercontig_1.1	26	C11.9M41	C	M	0.66	0.66	20
27	Supercontig_1.1	26	C12.9U1	C	U	0.65	0.65	20
27	Supercontig_1.1	26	C13.9U2	C	U	0.86	0.86	20
27	Supercontig_1.1	26	C14.9U3	C	U	0.81	0.82	20
27	Supercontig_1.1	26	C15.9U4s	C	U	0.82	0.83	20
27	Supercontig_1.1	26	C30.13LM	C	L	0.75	0.76	20
27	Supercontig_1.1	26	C31.13MP	C	Stock	0.57	0.57	20
27	Supercontig_1.1	26	C4.9L1	C	L	0.64	0.64	20
27	Supercontig_1.1	26	C5.9L2	C	L	0.55	0.55	20
27	Supercontig_1.1	26	C6.9L3	C	L	0.69	0.69	20
27	Supercontig_1.1	26	C7.9L4	C	L	0.67	0.67	20
27	Supercontig_1.1	26	C8.9M1	C	M	0.53	0.53	20
27	Supercontig_1.1	26	C9.9M2	C	M	0.72	0.72	20
27	Supercontig_1.1	26	ctl1.AL1B	A	L	0.80	0.81	20
27	Supercontig_1.1	26	ctl2.AL1B	A	L	0.80	0.79	20
27	Supercontig_1.1	26	ctl3.C9L1	C	L	0.76	0.77	20
28	Supercontig_1.1	27	A10.L4C	A	L	0.69	0.71	20
28	Supercontig_1.1	27	A11.L11G	A	L	0.64	0.64	20
28	Supercontig_1.1	27	A12.L10B	A	L	0.68	0.67	20
28	Supercontig_1.1	27	A13.L3B	A	L	0.67	0.68	20
28	Supercontig_1.1	27	A14.L4E	A	L	0.68	0.68	20
28	Supercontig_1.1	27	A15.L4G	A	L	0.72	0.75	20
28	Supercontig_1.1	27	A16.L7C	A	L	0.73	0.73	20
28	Supercontig_1.1	27	A17.L1B	A	L	0.68	0.68	20
28	Supercontig_1.1	27	A18.S4H	A	S	0.62	0.63	20
28	Supercontig_1.1	27	A19.S3B	A	S	0.68	0.66	20
28	Supercontig_1.1	27	A2.U10A	A	U	0.73	0.75	20
28	Supercontig_1.1	27	A20.S1E	A	S	0.65	0.67	20
28	Supercontig_1.1	27	A21.S8A	A	S	0.66	0.66	20
28	Supercontig_1.1	27	A22.UpperP	A	U	0.69	0.69	20
28	Supercontig_1.1	27	A23.LowerP	A	L	0.70	0.69	20
28	Supercontig_1.1	27	A24.SputuP	A	S	0.59	0.60	20
28	Supercontig_1.1	27	A3.U3G	A	U	0.58	0.57	20
28	Supercontig_1.1	27	A4.U3B	A	U	0.76	0.76	20
28	Supercontig_1.1	27	A5.U10D	A	U	0.57	0.57	20
28	Supercontig_1.1	27	A6.U5C	A	U	0.78	0.79	20
28	Supercontig_1.1	27	A7.U3E	A	U	0.69	0.69	20
28	Supercontig_1.1	27	A8.U2E	A	U	0.67	0.66	20
28	Supercontig_1.1	27	A9.L3D	A	L	0.64	0.65	20
28	Supercontig_1.1	27	ATCC42720	REF	Blood	0.63	0.64	20
28	Supercontig_1.1	27	B16.1310D	B	L	0.71	0.72	20
28	Supercontig_1.1	27	B17.1311G	B	L	0.56	0.57	20
28	Supercontig_1.1	27	B18.1312G	B	L	0.72	0.71	20
28	Supercontig_1.1	27	B19.1310A	B	L	0.68	0.68	20
28	Supercontig_1.1	27	B20.1311A	B	L	0.65	0.65	20
28	Supercontig_1.1	27	B21.1312A	B	L	0.71	0.72	20
28	Supercontig_1.1	27	B22.134E	B	U	0.75	0.75	20
28	Supercontig_1.1	27	B23.133H	B	U	0.71	0.70	20
28	Supercontig_1.1	27	B24.133F	B	U	0.74	0.74	20
28	Supercontig_1.1	27	B25.135C	B	U	0.65	0.66	20
28	Supercontig_1.1	27	B26.131A	B	U	0.74	0.75	20
28	Supercontig_1.1	27	B27.136A	B	U	0.73	0.73	20
28	Supercontig_1.1	27	B28.13UM	B	U	0.78	0.78	20
28	Supercontig_1.1	27	B29.13MM	B	M	0.76	0.79	20
28	Supercontig_1.1	27	C10.9M3	C	M	0.49	0.48	20
28	Supercontig_1.1	27	C11.9M41	C	M	0.64	0.63	20
28	Supercontig_1.1	27	C12.9U1	C	U	0.63	0.63	20
28	Supercontig_1.1	27	C13.9U2	C	U	0.78	0.78	20
28	Supercontig_1.1	27	C14.9U3	C	U	0.75	0.75	20
28	Supercontig_1.1	27	C15.9U4s	C	U	0.75	0.75	20
28	Supercontig_1.1	27	C30.13LM	C	L	0.69	0.70	20
28	Supercontig_1.1	27	C31.13MP	C	Stock	0.55	0.55	20
28	Supercontig_1.1	27	C4.9L1	C	L	0.60	0.59	20
28	Supercontig_1.1	27	C5.9L2	C	L	0.53	0.53	20
28	Supercontig_1.1	27	C6.9L3	C	L	0.67	0.67	20
28	Supercontig_1.1	27	C7.9L4	C	L	0.64	0.65	20
28	Supercontig_1.1	27	C8.9M1	C	M	0.50	0.49	20
28	Supercontig_1.1	27	C9.9M2	C	M	0.70	0.71	20
28	Supercontig_1.1	27	ctl1.AL1B	A	L	0.72	0.73	20
28	Supercontig_1.1	27	ctl2.AL1B	A	L	0.72	0.71	20
28	Supercontig_1.1	27	ctl3.C9L1	C	L	0.72	0.72	20
29	Supercontig_1.1	28	A10.L4C	A	L	0.67	0.66	20
29	Supercontig_1.1	28	A11.L11G	A	L	0.60	0.59	20
29	Supercontig_1.1	28	A12.L10B	A	L	0.66	0.65	20
29	Supercontig_1.1	28	A13.L3B	A	L	0.63	0.63	20
29	Supercontig_1.1	28	A14.L4E	A	L	0.65	0.65	20
29	Supercontig_1.1	28	A15.L4G	A	L	0.72	0.72	20
29	Supercontig_1.1	28	A16.L7C	A	L	0.71	0.70	20
29	Supercontig_1.1	28	A17.L1B	A	L	0.65	0.66	20
29	Supercontig_1.1	28	A18.S4H	A	S	0.60	0.58	20
29	Supercontig_1.1	28	A19.S3B	A	S	0.66	0.66	20
29	Supercontig_1.1	28	A2.U10A	A	U	0.68	0.68	20
29	Supercontig_1.1	28	A20.S1E	A	S	0.63	0.64	20
29	Supercontig_1.1	28	A21.S8A	A	S	0.61	0.60	20
29	Supercontig_1.1	28	A22.UpperP	A	U	0.65	0.66	20
29	Supercontig_1.1	28	A23.LowerP	A	L	0.67	0.66	20
29	Supercontig_1.1	28	A24.SputuP	A	S	0.57	0.57	20
29	Supercontig_1.1	28	A3.U3G	A	U	0.55	0.54	20
29	Supercontig_1.1	28	A4.U3B	A	U	0.73	0.74	20
29	Supercontig_1.1	28	A5.U10D	A	U	0.52	0.51	20
29	Supercontig_1.1	28	A6.U5C	A	U	0.75	0.76	20
29	Supercontig_1.1	28	A7.U3E	A	U	0.65	0.65	20
29	Supercontig_1.1	28	A8.U2E	A	U	0.62	0.61	20
29	Supercontig_1.1	28	A9.L3D	A	L	0.62	0.62	20
29	Supercontig_1.1	28	ATCC42720	REF	Blood	0.58	0.59	20
29	Supercontig_1.1	28	B16.1310D	B	L	0.70	0.70	20
29	Supercontig_1.1	28	B17.1311G	B	L	0.55	0.56	20
29	Supercontig_1.1	28	B18.1312G	B	L	0.73	0.74	20
29	Supercontig_1.1	28	B19.1310A	B	L	0.69	0.69	20
29	Supercontig_1.1	28	B20.1311A	B	L	0.67	0.67	20
29	Supercontig_1.1	28	B21.1312A	B	L	0.74	0.74	20
29	Supercontig_1.1	28	B22.134E	B	U	0.75	0.77	20
29	Supercontig_1.1	28	B23.133H	B	U	0.68	0.68	20
29	Supercontig_1.1	28	B24.133F	B	U	0.75	0.75	20
29	Supercontig_1.1	28	B25.135C	B	U	0.65	0.65	20
29	Supercontig_1.1	28	B26.131A	B	U	0.73	0.72	20
29	Supercontig_1.1	28	B27.136A	B	U	0.74	0.74	20
29	Supercontig_1.1	28	B28.13UM	B	U	0.85	0.87	20
29	Supercontig_1.1	28	B29.13MM	B	M	0.80	0.81	20
29	Supercontig_1.1	28	C10.9M3	C	M	0.48	0.48	20
29	Supercontig_1.1	28	C11.9M41	C	M	0.63	0.64	20
29	Supercontig_1.1	28	C12.9U1	C	U	0.63	0.62	20
29	Supercontig_1.1	28	C13.9U2	C	U	0.77	0.78	20
29	Supercontig_1.1	28	C14.9U3	C	U	0.73	0.74	20
29	Supercontig_1.1	28	C15.9U4s	C	U	0.75	0.76	20
29	Supercontig_1.1	28	C30.13LM	C	L	0.69	0.70	20
29	Supercontig_1.1	28	C31.13MP	C	Stock	0.54	0.54	20
29	Supercontig_1.1	28	C4.9L1	C	L	0.60	0.61	20
29	Supercontig_1.1	28	C5.9L2	C	L	0.53	0.53	20
29	Supercontig_1.1	28	C6.9L3	C	L	0.67	0.67	20
29	Supercontig_1.1	28	C7.9L4	C	L	0.65	0.66	20
29	Supercontig_1.1	28	C8.9M1	C	M	0.49	0.49	20
29	Supercontig_1.1	28	C9.9M2	C	M	0.69	0.70	20
29	Supercontig_1.1	28	ctl1.AL1B	A	L	0.70	0.70	20
29	Supercontig_1.1	28	ctl2.AL1B	A	L	0.70	0.72	20
29	Supercontig_1.1	28	ctl3.C9L1	C	L	0.73	0.73	20
30	Supercontig_1.1	29	A10.L4C	A	L	0.70	0.69	20
30	Supercontig_1.1	29	A11.L11G	A	L	0.63	0.63	20
30	Supercontig_1.1	29	A12.L10B	A	L	0.70	0.71	20
30	Supercontig_1.1	29	A13.L3B	A	L	0.68	0.68	20
30	Supercontig_1.1	29	A14.L4E	A	L	0.71	0.71	20
30	Supercontig_1.1	29	A15.L4G	A	L	0.74	0.76	20
30	Supercontig_1.1	29	A16.L7C	A	L	0.75	0.73	20
30	Supercontig_1.1	29	A17.L1B	A	L	0.71	0.69	20
30	Supercontig_1.1	29	A18.S4H	A	S	0.64	0.64	20
30	Supercontig_1.1	29	A19.S3B	A	S	0.70	0.68	20
30	Supercontig_1.1	29	A2.U10A	A	U	0.71	0.72	20
30	Supercontig_1.1	29	A20.S1E	A	S	0.69	0.69	20
30	Supercontig_1.1	29	A21.S8A	A	S	0.67	0.66	20
30	Supercontig_1.1	29	A22.UpperP	A	U	0.70	0.69	20
30	Supercontig_1.1	29	A23.LowerP	A	L	0.72	0.72	20
30	Supercontig_1.1	29	A24.SputuP	A	S	0.60	0.59	20
30	Supercontig_1.1	29	A3.U3G	A	U	0.59	0.59	20
30	Supercontig_1.1	29	A4.U3B	A	U	0.77	0.78	20
30	Supercontig_1.1	29	A5.U10D	A	U	0.56	0.56	20
30	Supercontig_1.1	29	A6.U5C	A	U	0.80	0.81	20
30	Supercontig_1.1	29	A7.U3E	A	U	0.71	0.71	20
30	Supercontig_1.1	29	A8.U2E	A	U	0.65	0.65	20
30	Supercontig_1.1	29	A9.L3D	A	L	0.65	0.65	20
30	Supercontig_1.1	29	ATCC42720	REF	Blood	0.62	0.62	20
30	Supercontig_1.1	29	B16.1310D	B	L	0.73	0.74	20
30	Supercontig_1.1	29	B17.1311G	B	L	0.55	0.55	20
30	Supercontig_1.1	29	B18.1312G	B	L	0.76	0.74	20
30	Supercontig_1.1	29	B19.1310A	B	L	0.70	0.70	20
30	Supercontig_1.1	29	B20.1311A	B	L	0.69	0.70	20
30	Supercontig_1.1	29	B21.1312A	B	L	0.77	0.78	20
30	Supercontig_1.1	29	B22.134E	B	U	0.79	0.78	20
30	Supercontig_1.1	29	B23.133H	B	U	0.72	0.71	20
30	Supercontig_1.1	29	B24.133F	B	U	0.77	0.76	20
30	Supercontig_1.1	29	B25.135C	B	U	0.68	0.68	20
30	Supercontig_1.1	29	B26.131A	B	U	0.74	0.74	20
30	Supercontig_1.1	29	B27.136A	B	U	0.76	0.76	20
30	Supercontig_1.1	29	B28.13UM	B	U	0.78	0.78	20
30	Supercontig_1.1	29	B29.13MM	B	M	0.74	0.74	20
30	Supercontig_1.1	29	C10.9M3	C	M	0.49	0.49	20
30	Supercontig_1.1	29	C11.9M41	C	M	0.63	0.62	20
30	Supercontig_1.1	29	C12.9U1	C	U	0.63	0.62	20
30	Supercontig_1.1	29	C13.9U2	C	U	0.77	0.77	20
30	Supercontig_1.1	29	C14.9U3	C	U	0.74	0.74	20
30	Supercontig_1.1	29	C15.9U4s	C	U	0.76	0.76	20
30	Supercontig_1.1	29	C30.13LM	C	L	0.72	0.72	20
30	Supercontig_1.1	29	C31.13MP	C	Stock	0.56	0.56	20
30	Supercontig_1.1	29	C4.9L1	C	L	0.60	0.60	20
30	Supercontig_1.1	29	C5.9L2	C	L	0.53	0.54	20
30	Supercontig_1.1	29	C6.9L3	C	L	0.65	0.65	20
30	Supercontig_1.1	29	C7.9L4	C	L	0.64	0.64	20
30	Supercontig_1.1	29	C8.9M1	C	M	0.51	0.50	20
30	Supercontig_1.1	29	C9.9M2	C	M	0.70	0.68	20
30	Supercontig_1.1	29	ctl1.AL1B	A	L	0.71	0.71	20
30	Supercontig_1.1	29	ctl2.AL1B	A	L	0.73	0.73	20
30	Supercontig_1.1	29	ctl3.C9L1	C	L	0.72	0.72	20
31	Supercontig_1.1	30	A10.L4C	A	L	0.68	0.69	20
31	Supercontig_1.1	30	A11.L11G	A	L	0.62	0.61	20
31	Supercontig_1.1	30	A12.L10B	A	L	0.68	0.69	20
31	Supercontig_1.1	30	A13.L3B	A	L	0.67	0.68	20
31	Supercontig_1.1	30	A14.L4E	A	L	0.67	0.69	20
31	Supercontig_1.1	30	A15.L4G	A	L	0.72	0.74	20
31	Supercontig_1.1	30	A16.L7C	A	L	0.71	0.71	20
31	Supercontig_1.1	30	A17.L1B	A	L	0.67	0.67	20
31	Supercontig_1.1	30	A18.S4H	A	S	0.62	0.63	20
31	Supercontig_1.1	30	A19.S3B	A	S	0.67	0.67	20
31	Supercontig_1.1	30	A2.U10A	A	U	0.69	0.70	20
31	Supercontig_1.1	30	A20.S1E	A	S	0.67	0.68	20
31	Supercontig_1.1	30	A21.S8A	A	S	0.62	0.64	20
31	Supercontig_1.1	30	A22.UpperP	A	U	0.66	0.67	20
31	Supercontig_1.1	30	A23.LowerP	A	L	0.69	0.70	20
31	Supercontig_1.1	30	A24.SputuP	A	S	0.57	0.61	20
31	Supercontig_1.1	30	A3.U3G	A	U	0.56	0.57	20
31	Supercontig_1.1	30	A4.U3B	A	U	0.74	0.74	20
31	Supercontig_1.1	30	A5.U10D	A	U	0.55	0.55	20
31	Supercontig_1.1	30	A6.U5C	A	U	0.76	0.77	20
31	Supercontig_1.1	30	A7.U3E	A	U	0.68	0.70	20
31	Supercontig_1.1	30	A8.U2E	A	U	0.65	0.66	20
31	Supercontig_1.1	30	A9.L3D	A	L	0.64	0.66	20
31	Supercontig_1.1	30	ATCC42720	REF	Blood	0.60	0.62	20
31	Supercontig_1.1	30	B16.1310D	B	L	0.72	0.72	20
31	Supercontig_1.1	30	B17.1311G	B	L	0.56	0.56	20
31	Supercontig_1.1	30	B18.1312G	B	L	0.75	0.75	20
31	Supercontig_1.1	30	B19.1310A	B	L	0.70	0.69	20
31	Supercontig_1.1	30	B20.1311A	B	L	0.68	0.68	20
31	Supercontig_1.1	30	B21.1312A	B	L	0.76	0.76	20
31	Supercontig_1.1	30	B22.134E	B	U	0.76	0.76	20
31	Supercontig_1.1	30	B23.133H	B	U	0.70	0.69	20
31	Supercontig_1.1	30	B24.133F	B	U	0.74	0.74	20
31	Supercontig_1.1	30	B25.135C	B	U	0.69	0.70	20
31	Supercontig_1.1	30	B26.131A	B	U	0.74	0.74	20
31	Supercontig_1.1	30	B27.136A	B	U	0.75	0.76	20
31	Supercontig_1.1	30	B28.13UM	B	U	0.82	0.81	20
31	Supercontig_1.1	30	B29.13MM	B	M	0.80	0.79	20
31	Supercontig_1.1	30	C10.9M3	C	M	0.49	0.49	20
31	Supercontig_1.1	30	C11.9M41	C	M	0.65	0.66	20
31	Supercontig_1.1	30	C12.9U1	C	U	0.64	0.64	20
31	Supercontig_1.1	30	C13.9U2	C	U	0.78	0.78	20
31	Supercontig_1.1	30	C14.9U3	C	U	0.75	0.75	20
31	Supercontig_1.1	30	C15.9U4s	C	U	0.75	0.76	20
31	Supercontig_1.1	30	C30.13LM	C	L	0.71	0.71	20
31	Supercontig_1.1	30	C31.13MP	C	Stock	0.56	0.55	20
31	Supercontig_1.1	30	C4.9L1	C	L	0.60	0.61	20
31	Supercontig_1.1	30	C5.9L2	C	L	0.54	0.54	20
31	Supercontig_1.1	30	C6.9L3	C	L	0.67	0.66	20
31	Supercontig_1.1	30	C7.9L4	C	L	0.66	0.66	20
31	Supercontig_1.1	30	C8.9M1	C	M	0.53	0.53	20
31	Supercontig_1.1	30	C9.9M2	C	M	0.72	0.72	20
31	Supercontig_1.1	30	ctl1.AL1B	A	L	0.72	0.72	20
31	Supercontig_1.1	30	ctl2.AL1B	A	L	0.72	0.72	20
31	Supercontig_1.1	30	ctl3.C9L1	C	L	0.73	0.73	20
32	Supercontig_1.1	31	A10.L4C	A	L	0.69	0.66	20
32	Supercontig_1.1	31	A11.L11G	A	L	0.64	0.64	20
32	Supercontig_1.1	31	A12.L10B	A	L	0.67	0.68	20
32	Supercontig_1.1	31	A13.L3B	A	L	0.67	0.70	20
32	Supercontig_1.1	31	A14.L4E	A	L	0.69	0.70	20
32	Supercontig_1.1	31	A15.L4G	A	L	0.69	0.70	20
32	Supercontig_1.1	31	A16.L7C	A	L	0.70	0.70	20
32	Supercontig_1.1	31	A17.L1B	A	L	0.67	0.68	20
32	Supercontig_1.1	31	A18.S4H	A	S	0.63	0.64	20
32	Supercontig_1.1	31	A19.S3B	A	S	0.68	0.68	20
32	Supercontig_1.1	31	A2.U10A	A	U	0.71	0.71	20
32	Supercontig_1.1	31	A20.S1E	A	S	0.67	0.66	20
32	Supercontig_1.1	31	A21.S8A	A	S	0.62	0.63	20
32	Supercontig_1.1	31	A22.UpperP	A	U	0.67	0.67	20
32	Supercontig_1.1	31	A23.LowerP	A	L	0.69	0.70	20
32	Supercontig_1.1	31	A24.SputuP	A	S	0.58	0.59	20
32	Supercontig_1.1	31	A3.U3G	A	U	0.53	0.55	20
32	Supercontig_1.1	31	A4.U3B	A	U	0.74	0.75	20
32	Supercontig_1.1	31	A5.U10D	A	U	0.55	0.55	20
32	Supercontig_1.1	31	A6.U5C	A	U	0.76	0.76	20
32	Supercontig_1.1	31	A7.U3E	A	U	0.68	0.68	20
32	Supercontig_1.1	31	A8.U2E	A	U	0.66	0.65	20
32	Supercontig_1.1	31	A9.L3D	A	L	0.63	0.63	20
32	Supercontig_1.1	31	ATCC42720	REF	Blood	0.61	0.61	20
32	Supercontig_1.1	31	B16.1310D	B	L	0.72	0.71	20
32	Supercontig_1.1	31	B17.1311G	B	L	0.57	0.57	20
32	Supercontig_1.1	31	B18.1312G	B	L	0.77	0.77	20
32	Supercontig_1.1	31	B19.1310A	B	L	0.70	0.70	20
32	Supercontig_1.1	31	B20.1311A	B	L	0.70	0.69	20
32	Supercontig_1.1	31	B21.1312A	B	L	0.77	0.76	20
32	Supercontig_1.1	31	B22.134E	B	U	0.77	0.76	20
32	Supercontig_1.1	31	B23.133H	B	U	0.70	0.70	20
32	Supercontig_1.1	31	B24.133F	B	U	0.74	0.74	20
32	Supercontig_1.1	31	B25.135C	B	U	0.69	0.68	20
32	Supercontig_1.1	31	B26.131A	B	U	0.75	0.75	20
32	Supercontig_1.1	31	B27.136A	B	U	0.78	0.76	20
32	Supercontig_1.1	31	B28.13UM	B	U	0.84	0.82	20
32	Supercontig_1.1	31	B29.13MM	B	M	0.82	0.81	20
32	Supercontig_1.1	31	C10.9M3	C	M	0.52	0.51	20
32	Supercontig_1.1	31	C11.9M41	C	M	0.65	0.65	20
32	Supercontig_1.1	31	C12.9U1	C	U	0.64	0.64	20
32	Supercontig_1.1	31	C13.9U2	C	U	0.79	0.80	20
32	Supercontig_1.1	31	C14.9U3	C	U	0.73	0.73	20
32	Supercontig_1.1	31	C15.9U4s	C	U	0.75	0.75	20
32	Supercontig_1.1	31	C30.13LM	C	L	0.72	0.72	20
32	Supercontig_1.1	31	C31.13MP	C	Stock	0.56	0.56	20
32	Supercontig_1.1	31	C4.9L1	C	L	0.61	0.62	20
32	Supercontig_1.1	31	C5.9L2	C	L	0.55	0.54	20
32	Supercontig_1.1	31	C6.9L3	C	L	0.67	0.67	20
32	Supercontig_1.1	31	C7.9L4	C	L	0.65	0.64	20
32	Supercontig_1.1	31	C8.9M1	C	M	0.52	0.53	20
32	Supercontig_1.1	31	C9.9M2	C	M	0.70	0.70	20
32	Supercontig_1.1	31	ctl1.AL1B	A	L	0.72	0.72	20
32	Supercontig_1.1	31	ctl2.AL1B	A	L	0.72	0.72	20
32	Supercontig_1.1	31	ctl3.C9L1	C	L	0.73	0.73	20
33	Supercontig_1.1	32	A10.L4C	A	L	0.71	0.70	20
33	Supercontig_1.1	32	A11.L11G	A	L	0.65	0.65	20
33	Supercontig_1.1	32	A12.L10B	A	L	0.66	0.67	20
33	Supercontig_1.1	32	A13.L3B	A	L	0.69	0.69	20
33	Supercontig_1.1	32	A14.L4E	A	L	0.71	0.70	20
33	Supercontig_1.1	32	A15.L4G	A	L	0.74	0.75	20
33	Supercontig_1.1	32	A16.L7C	A	L	0.74	0.74	20
33	Supercontig_1.1	32	A17.L1B	A	L	0.70	0.68	20
33	Supercontig_1.1	32	A18.S4H	A	S	0.64	0.65	20
33	Supercontig_1.1	32	A19.S3B	A	S	0.68	0.68	20
33	Supercontig_1.1	32	A2.U10A	A	U	0.74	0.75	20
33	Supercontig_1.1	32	A20.S1E	A	S	0.70	0.69	20
33	Supercontig_1.1	32	A21.S8A	A	S	0.64	0.65	20
33	Supercontig_1.1	32	A22.UpperP	A	U	0.70	0.69	20
33	Supercontig_1.1	32	A23.LowerP	A	L	0.71	0.71	20
33	Supercontig_1.1	32	A24.SputuP	A	S	0.62	0.62	20
33	Supercontig_1.1	32	A3.U3G	A	U	0.57	0.57	20
33	Supercontig_1.1	32	A4.U3B	A	U	0.77	0.77	20
