GENE	POSITION	COVERAGE	STRAIN	LOCALE	GROUP
CLUG_01557	692092	0.8577	ATCC42720	Blood	ATCC42720
CLUG_01557	692092	0.6919	B16.1310D	L	B
CLUG_01557	692092	0.8051	B17.1311G	L	B
CLUG_01557	692092	0.7836	B18.1312G	L	B
CLUG_01557	692092	0.7738	B19.1310A	L	B
CLUG_01557	692092	0.7402	B20.1311A	L	B
CLUG_01557	692092	0.8750	B21.1312A	L	B
CLUG_01557	692092	0.8539	B22.134E	U	B
CLUG_01557	692092	0.8446	B23.133H	U	B
CLUG_01557	692092	0.7259	B24.133F	U	B
CLUG_01557	692092	0.8021	B25.135C	U	B
CLUG_01557	692092	0.8499	B26.131A	U	B
CLUG_01557	692092	0.7399	B27.136A	U	B
CLUG_01557	692092	0.7366	B28.13UM	U	B
CLUG_01557	692092	0.7042	B29.13MM	M	B
CLUG_01557	692092	0.6717	C10.9M3	M	C
CLUG_01557	692092	0.6910	C11.9M41	M	C
CLUG_01557	692092	0.9000	C12.9U1	U	C
CLUG_01557	692092	0.8036	C13.9U2	U	C
CLUG_01557	692092	0.8628	C14.9U3	U	C
CLUG_01557	692092	0.7776	C15.9U4s	U	C
CLUG_01557	692092	0.7065	C30.13LM	L	C
CLUG_01557	692092	0.7656	C31.13MP	U	C
CLUG_01557	692092	0.7628	C4.9L1	L	C
CLUG_01557	692092	0.7728	C5.9L2	L	C
CLUG_01557	692092	0.7342	C6.9L3	L	C
CLUG_01557	692092	0.7192	C7.9L4	L	C
CLUG_01557	692092	0.7941	C8.9M1	M	C
CLUG_01557	692092	0.8371	C9.9M2	M	C
CLUG_01557	692092	0.8192	ctl1.AL1B	L	A
CLUG_01557	692092	0.8253	ctl2.AL1B	L	A
CLUG_01558	692759	0.8797	POSITION	UNK	P
CLUG_01558	692759	0.8111	A10.L4C	L	A
CLUG_01558	692759	0.8282	A11.L11G	L	A
CLUG_01558	692759	0.8554	A12.L10B	L	A
CLUG_01558	692759	0.8400	A13.L3B	L	A
CLUG_01558	692759	0.8132	A14.L4E	L	A
CLUG_01558	692759	0.8492	A15.L4G	L	A
CLUG_01558	692759	0.8021	A16.L7C	L	A
CLUG_01558	692759	0.7988	A17.L1B	L	A
CLUG_01558	692759	0.8649	A18.S4H	S	A
CLUG_01558	692759	0.8809	A19.S3B	S	A
CLUG_01558	692759	0.8208	A2.U10A	U	A
CLUG_01558	692759	0.7926	A20.S1E	S	A
CLUG_01558	692759	0.8908	A21.S8A	S	A
CLUG_01558	692759	0.9259	A22.UpperP	U	A
CLUG_01558	692759	0.7969	A23.LowerP	L	A
CLUG_01558	692759	0.7052	A24.SputuP	S	A
CLUG_01558	692759	0.8819	A3.U3G	U	A
CLUG_01558	692759	0.6944	A4.U3B	U	A
CLUG_01558	692759	0.9183	A5.U10D	U	A
CLUG_01558	692759	0.8438	A6.U5C	U	A
CLUG_01558	692759	0.8108	A7.U3E	U	A
CLUG_01558	692759	0.8297	A8.U2E	U	A
CLUG_01558	692759	0.7488	A9.L3D	L	A
CLUG_01558	692759	0.8825	ATCC42720	Blood	ATCC42720
CLUG_01558	692759	0.7733	B16.1310D	L	B
CLUG_01558	692759	0.8361	B17.1311G	L	B
CLUG_01558	692759	0.8706	B18.1312G	L	B
CLUG_01558	692759	0.8087	B19.1310A	L	B
CLUG_01558	692759	0.8593	B20.1311A	L	B
CLUG_01558	692759	0.8751	B21.1312A	L	B
CLUG_01558	692759	0.8261	B22.134E	U	B
CLUG_01558	692759	0.8873	B23.133H	U	B
CLUG_01558	692759	0.8303	B24.133F	U	B
CLUG_01558	692759	0.8484	B25.135C	U	B
CLUG_01558	692759	0.8981	B26.131A	U	B
CLUG_01558	692759	0.8312	B27.136A	U	B
CLUG_01558	692759	0.8049	B28.13UM	U	B
CLUG_01558	692759	0.7251	B29.13MM	M	B
CLUG_01558	692759	0.7755	C10.9M3	M	C
CLUG_01558	692759	0.7356	C11.9M41	M	C
CLUG_01558	692759	0.8902	C12.9U1	U	C
CLUG_01558	692759	0.8155	C13.9U2	U	C
CLUG_01558	692759	0.8670	C14.9U3	U	C
CLUG_01558	692759	0.8532	C15.9U4s	U	C
CLUG_01558	692759	0.7001	C30.13LM	L	C
CLUG_01558	692759	0.7741	C31.13MP	U	C
CLUG_01558	692759	0.7952	C4.9L1	L	C
CLUG_01558	692759	0.7735	C5.9L2	L	C
CLUG_01558	692759	0.7371	C6.9L3	L	C
CLUG_01558	692759	0.7364	C7.9L4	L	C
CLUG_01558	692759	0.8323	C8.9M1	M	C
CLUG_01558	692759	0.8446	C9.9M2	M	C
CLUG_01558	692759	0.8618	ctl1.AL1B	L	A
CLUG_01558	692759	0.8493	ctl2.AL1B	L	A
CLUG_01559	696063	0.8695	POSITION	UNK	P
CLUG_01559	696063	0.8195	A10.L4C	L	A
CLUG_01559	696063	0.8465	A11.L11G	L	A
CLUG_01559	696063	0.9093	A12.L10B	L	A
CLUG_01559	696063	0.9375	A13.L3B	L	A
CLUG_01559	696063	0.8830	A14.L4E	L	A
CLUG_01559	696063	0.8939	A15.L4G	L	A
CLUG_01559	696063	0.8452	A16.L7C	L	A
CLUG_01559	696063	0.8037	A17.L1B	L	A
CLUG_01559	696063	0.8815	A18.S4H	S	A
CLUG_01559	696063	0.8921	A19.S3B	S	A
CLUG_01559	696063	0.8486	A2.U10A	U	A
CLUG_01559	696063	0.8822	A20.S1E	S	A
CLUG_01559	696063	0.9212	A21.S8A	S	A
CLUG_01559	696063	0.9562	A22.UpperP	U	A
CLUG_01559	696063	0.8207	A23.LowerP	L	A
CLUG_01559	696063	0.7815	A24.SputuP	S	A
CLUG_01559	696063	0.9022	A3.U3G	U	A
CLUG_01559	696063	0.7934	A4.U3B	U	A
CLUG_01559	696063	0.9077	A5.U10D	U	A
CLUG_01559	696063	0.8748	A6.U5C	U	A
CLUG_01559	696063	0.8281	A7.U3E	U	A
CLUG_01559	696063	0.8638	A8.U2E	U	A
CLUG_01559	696063	0.7771	A9.L3D	L	A
CLUG_01559	696063	0.8830	ATCC42720	Blood	ATCC42720
CLUG_01559	696063	0.8013	B16.1310D	L	B
CLUG_01559	696063	0.8743	B17.1311G	L	B
CLUG_01559	696063	0.9007	B18.1312G	L	B
CLUG_01559	696063	0.8453	B19.1310A	L	B
CLUG_01559	696063	0.8877	B20.1311A	L	B
CLUG_01559	696063	0.8971	B21.1312A	L	B
CLUG_01559	696063	0.8482	B22.134E	U	B
CLUG_01559	696063	0.9000	B23.133H	U	B
CLUG_01559	696063	0.8592	B24.133F	U	B
CLUG_01559	696063	0.8383	B25.135C	U	B
CLUG_01559	696063	0.8864	B26.131A	U	B
CLUG_01559	696063	0.7647	B27.136A	U	B
CLUG_01559	696063	0.7528	B28.13UM	U	B
CLUG_01559	696063	0.7225	B29.13MM	M	B
CLUG_01559	696063	0.7652	C10.9M3	M	C
CLUG_01559	696063	0.7567	C11.9M41	M	C
CLUG_01559	696063	0.8995	C12.9U1	U	C
CLUG_01559	696063	0.8260	C13.9U2	U	C
CLUG_01559	696063	0.8525	C14.9U3	U	C
CLUG_01559	696063	0.8661	C15.9U4s	U	C
CLUG_01559	696063	0.6705	C30.13LM	L	C
CLUG_01559	696063	0.7546	C31.13MP	U	C
CLUG_01559	696063	0.7922	C4.9L1	L	C
CLUG_01559	696063	0.8070	C5.9L2	L	C
CLUG_01559	696063	0.7947	C6.9L3	L	C
CLUG_01559	696063	0.7552	C7.9L4	L	C
CLUG_01559	696063	0.8392	C8.9M1	M	C
CLUG_01559	696063	0.8985	C9.9M2	M	C
CLUG_01559	696063	0.8710	ctl1.AL1B	L	A
CLUG_01559	696063	0.8583	ctl2.AL1B	L	A
CLUG_01560	698427	0.9052	POSITION	UNK	P
CLUG_01560	698427	0.9065	A10.L4C	L	A
CLUG_01560	698427	0.9063	A11.L11G	L	A
CLUG_01560	698427	0.8846	A12.L10B	L	A
CLUG_01560	698427	0.8487	A13.L3B	L	A
CLUG_01560	698427	0.8465	A14.L4E	L	A
CLUG_01560	698427	0.8318	A15.L4G	L	A
CLUG_01560	698427	0.8818	A16.L7C	L	A
CLUG_01560	698427	0.8619	A17.L1B	L	A
CLUG_01560	698427	0.9369	A18.S4H	S	A
CLUG_01560	698427	0.8614	A19.S3B	S	A
CLUG_01560	698427	0.8136	A2.U10A	U	A
CLUG_01560	698427	0.8503	A20.S1E	S	A
CLUG_01560	698427	0.9166	A21.S8A	S	A
CLUG_01560	698427	0.9430	A22.UpperP	U	A
CLUG_01560	698427	0.8217	A23.LowerP	L	A
CLUG_01560	698427	0.7677	A24.SputuP	S	A
CLUG_01560	698427	0.8996	A3.U3G	U	A
CLUG_01560	698427	0.7497	A4.U3B	U	A
CLUG_01560	698427	0.9163	A5.U10D	U	A
CLUG_01560	698427	0.9072	A6.U5C	U	A
CLUG_01560	698427	0.8275	A7.U3E	U	A
CLUG_01560	698427	0.9033	A8.U2E	U	A
CLUG_01560	698427	0.7622	A9.L3D	L	A
CLUG_01560	698427	0.8792	ATCC42720	Blood	ATCC42720
CLUG_01560	698427	0.8068	B16.1310D	L	B
CLUG_01560	698427	0.8639	B17.1311G	L	B
CLUG_01560	698427	0.8784	B18.1312G	L	B
CLUG_01560	698427	0.8554	B19.1310A	L	B
CLUG_01560	698427	0.8736	B20.1311A	L	B
CLUG_01560	698427	0.8841	B21.1312A	L	B
CLUG_01560	698427	0.9224	B22.134E	U	B
CLUG_01560	698427	0.8973	B23.133H	U	B
CLUG_01560	698427	0.8516	B24.133F	U	B
CLUG_01560	698427	0.8533	B25.135C	U	B
CLUG_01560	698427	0.9099	B26.131A	U	B
CLUG_01560	698427	0.8469	B27.136A	U	B
CLUG_01560	698427	0.7870	B28.13UM	U	B
CLUG_01560	698427	0.7350	B29.13MM	M	B
CLUG_01560	698427	0.7510	C10.9M3	M	C
CLUG_01560	698427	0.7648	C11.9M41	M	C
CLUG_01560	698427	0.8927	C12.9U1	U	C
CLUG_01560	698427	0.8468	C13.9U2	U	C
CLUG_01560	698427	0.8939	C14.9U3	U	C
CLUG_01560	698427	0.8733	C15.9U4s	U	C
CLUG_01560	698427	0.6765	C30.13LM	L	C
CLUG_01560	698427	0.7638	C31.13MP	U	C
CLUG_01560	698427	0.7559	C4.9L1	L	C
CLUG_01560	698427	0.7742	C5.9L2	L	C
CLUG_01560	698427	0.7778	C6.9L3	L	C
CLUG_01560	698427	0.7349	C7.9L4	L	C
CLUG_01560	698427	0.8390	C8.9M1	M	C
CLUG_01560	698427	0.8931	C9.9M2	M	C
CLUG_01560	698427	0.8424	ctl1.AL1B	L	A
CLUG_01560	698427	0.8526	ctl2.AL1B	L	A
CLUG_01561	699909	0.9975	POSITION	UNK	P
CLUG_01561	699909	0.9331	A10.L4C	L	A
CLUG_01561	699909	0.8262	A11.L11G	L	A
CLUG_01561	699909	0.9336	A12.L10B	L	A
CLUG_01561	699909	0.9291	A13.L3B	L	A
CLUG_01561	699909	0.8726	A14.L4E	L	A
CLUG_01561	699909	0.9638	A15.L4G	L	A
CLUG_01561	699909	0.9541	A16.L7C	L	A
CLUG_01561	699909	0.9292	A17.L1B	L	A
CLUG_01561	699909	0.9403	A18.S4H	S	A
CLUG_01561	699909	1.0001	A19.S3B	S	A
CLUG_01561	699909	0.8641	A2.U10A	U	A
CLUG_01561	699909	0.9114	A20.S1E	S	A
CLUG_01561	699909	1.0196	A21.S8A	S	A
CLUG_01561	699909	1.0191	A22.UpperP	U	A
CLUG_01561	699909	0.8898	A23.LowerP	L	A
CLUG_01561	699909	0.7785	A24.SputuP	S	A
CLUG_01561	699909	0.9615	A3.U3G	U	A
CLUG_01561	699909	0.8432	A4.U3B	U	A
CLUG_01561	699909	0.9739	A5.U10D	U	A
CLUG_01561	699909	0.9687	A6.U5C	U	A
CLUG_01561	699909	0.8322	A7.U3E	U	A
CLUG_01561	699909	0.8630	A8.U2E	U	A
CLUG_01561	699909	0.8250	A9.L3D	L	A
CLUG_01561	699909	0.9327	ATCC42720	Blood	ATCC42720
CLUG_01561	699909	0.8358	B16.1310D	L	B
CLUG_01561	699909	0.9074	B17.1311G	L	B
CLUG_01561	699909	0.9150	B18.1312G	L	B
CLUG_01561	699909	0.9151	B19.1310A	L	B
CLUG_01561	699909	0.9477	B20.1311A	L	B
CLUG_01561	699909	0.9644	B21.1312A	L	B
CLUG_01561	699909	0.9015	B22.134E	U	B
CLUG_01561	699909	0.9418	B23.133H	U	B
CLUG_01561	699909	0.9403	B24.133F	U	B
CLUG_01561	699909	0.8910	B25.135C	U	B
CLUG_01561	699909	0.9016	B26.131A	U	B
CLUG_01561	699909	0.8233	B27.136A	U	B
CLUG_01561	699909	0.8296	B28.13UM	U	B
CLUG_01561	699909	0.8001	B29.13MM	M	B
CLUG_01561	699909	0.8100	C10.9M3	M	C
CLUG_01561	699909	0.7841	C11.9M41	M	C
CLUG_01561	699909	0.9941	C12.9U1	U	C
CLUG_01561	699909	0.8962	C13.9U2	U	C
CLUG_01561	699909	0.9305	C14.9U3	U	C
CLUG_01561	699909	0.8838	C15.9U4s	U	C
CLUG_01561	699909	0.6754	C30.13LM	L	C
CLUG_01561	699909	0.8477	C31.13MP	U	C
CLUG_01561	699909	0.7533	C4.9L1	L	C
CLUG_01561	699909	0.8030	C5.9L2	L	C
CLUG_01561	699909	0.8380	C6.9L3	L	C
CLUG_01561	699909	0.7534	C7.9L4	L	C
CLUG_01561	699909	0.8955	C8.9M1	M	C
CLUG_01561	699909	0.8754	C9.9M2	M	C
CLUG_01561	699909	0.8690	ctl1.AL1B	L	A
CLUG_01561	699909	0.8476	ctl2.AL1B	L	A
CLUG_01562	701258	0.8465	POSITION	UNK	P
CLUG_01562	701258	0.8144	A10.L4C	L	A
CLUG_01562	701258	0.8192	A11.L11G	L	A
CLUG_01562	701258	0.8848	A12.L10B	L	A
CLUG_01562	701258	0.8853	A13.L3B	L	A
CLUG_01562	701258	0.8331	A14.L4E	L	A
CLUG_01562	701258	0.8326	A15.L4G	L	A
CLUG_01562	701258	0.8783	A16.L7C	L	A
CLUG_01562	701258	0.8091	A17.L1B	L	A
CLUG_01562	701258	0.8149	A18.S4H	S	A
CLUG_01562	701258	0.8695	A19.S3B	S	A
CLUG_01562	701258	0.8207	A2.U10A	U	A
CLUG_01562	701258	0.7912	A20.S1E	S	A
CLUG_01562	701258	0.8698	A21.S8A	S	A
CLUG_01562	701258	0.9193	A22.UpperP	U	A
CLUG_01562	701258	0.8164	A23.LowerP	L	A
CLUG_01562	701258	0.7103	A24.SputuP	S	A
CLUG_01562	701258	0.8590	A3.U3G	U	A
CLUG_01562	701258	0.7441	A4.U3B	U	A
CLUG_01562	701258	0.9185	A5.U10D	U	A
CLUG_01562	701258	0.8058	A6.U5C	U	A
CLUG_01562	701258	0.7927	A7.U3E	U	A
CLUG_01562	701258	0.8458	A8.U2E	U	A
CLUG_01562	701258	0.7419	A9.L3D	L	A
CLUG_01562	701258	0.8628	ATCC42720	Blood	ATCC42720
CLUG_01562	701258	0.7931	B16.1310D	L	B
CLUG_01562	701258	0.8639	B17.1311G	L	B
CLUG_01562	701258	0.8503	B18.1312G	L	B
CLUG_01562	701258	0.8193	B19.1310A	L	B
CLUG_01562	701258	0.8552	B20.1311A	L	B
CLUG_01562	701258	0.8729	B21.1312A	L	B
CLUG_01562	701258	0.8323	B22.134E	U	B
CLUG_01562	701258	0.8863	B23.133H	U	B
CLUG_01562	701258	0.8126	B24.133F	U	B
CLUG_01562	701258	0.8150	B25.135C	U	B
CLUG_01562	701258	0.8562	B26.131A	U	B
CLUG_01562	701258	0.7317	B27.136A	U	B
CLUG_01562	701258	0.7807	B28.13UM	U	B
CLUG_01562	701258	0.7054	B29.13MM	M	B
CLUG_01562	701258	0.7288	C10.9M3	M	C
CLUG_01562	701258	0.7329	C11.9M41	M	C
CLUG_01562	701258	0.8842	C12.9U1	U	C
CLUG_01562	701258	0.8350	C13.9U2	U	C
CLUG_01562	701258	0.8688	C14.9U3	U	C
CLUG_01562	701258	0.8477	C15.9U4s	U	C
CLUG_01562	701258	0.7037	C30.13LM	L	C
CLUG_01562	701258	0.7772	C31.13MP	U	C
CLUG_01562	701258	0.7314	C4.9L1	L	C
CLUG_01562	701258	0.7699	C5.9L2	L	C
CLUG_01562	701258	0.7769	C6.9L3	L	C
CLUG_01562	701258	0.7334	C7.9L4	L	C
CLUG_01562	701258	0.8547	C8.9M1	M	C
CLUG_01562	701258	0.8409	C9.9M2	M	C
CLUG_01562	701258	0.8860	ctl1.AL1B	L	A
CLUG_01562	701258	0.7917	ctl2.AL1B	L	A
CLUG_01563	704991	0.6751	POSITION	UNK	P
CLUG_01563	704991	0.7675	A10.L4C	L	A
CLUG_01563	704991	0.8921	A11.L11G	L	A
CLUG_01563	704991	0.8324	A12.L10B	L	A
CLUG_01563	704991	0.8553	A13.L3B	L	A
CLUG_01563	704991	0.8961	A14.L4E	L	A
CLUG_01563	704991	0.8338	A15.L4G	L	A
CLUG_01563	704991	0.7903	A16.L7C	L	A
CLUG_01563	704991	0.7996	A17.L1B	L	A
CLUG_01563	704991	0.8813	A18.S4H	S	A
CLUG_01563	704991	0.8126	A19.S3B	S	A
CLUG_01563	704991	0.7805	A2.U10A	U	A
CLUG_01563	704991	0.8741	A20.S1E	S	A
CLUG_01563	704991	0.9494	A21.S8A	S	A
CLUG_01563	704991	0.8910	A22.UpperP	U	A
CLUG_01563	704991	0.8362	A23.LowerP	L	A
CLUG_01563	704991	0.7938	A24.SputuP	S	A
CLUG_01563	704991	0.8916	A3.U3G	U	A
CLUG_01563	704991	0.6359	A4.U3B	U	A
CLUG_01563	704991	0.8796	A5.U10D	U	A
CLUG_01563	704991	0.8003	A6.U5C	U	A
CLUG_01563	704991	0.8191	A7.U3E	U	A
CLUG_01563	704991	0.8945	A8.U2E	U	A
CLUG_01563	704991	0.8068	A9.L3D	L	A
CLUG_01563	704991	0.9184	ATCC42720	Blood	ATCC42720
CLUG_01563	704991	0.8178	B16.1310D	L	B
CLUG_01563	704991	0.8109	B17.1311G	L	B
CLUG_01563	704991	0.8891	B18.1312G	L	B
CLUG_01563	704991	0.8256	B19.1310A	L	B
CLUG_01563	704991	0.8287	B20.1311A	L	B
CLUG_01563	704991	0.8391	B21.1312A	L	B
CLUG_01563	704991	0.8837	B22.134E	U	B
CLUG_01563	704991	0.9155	B23.133H	U	B
CLUG_01563	704991	0.8696	B24.133F	U	B
CLUG_01563	704991	0.7701	B25.135C	U	B
CLUG_01563	704991	0.8772	B26.131A	U	B
CLUG_01563	704991	0.6906	B27.136A	U	B
CLUG_01563	704991	0.6716	B28.13UM	U	B
CLUG_01563	704991	0.6852	B29.13MM	M	B
CLUG_01563	704991	0.7540	C10.9M3	M	C
CLUG_01563	704991	0.6920	C11.9M41	M	C
CLUG_01563	704991	0.9449	C12.9U1	U	C
CLUG_01563	704991	0.7980	C13.9U2	U	C
CLUG_01563	704991	0.9093	C14.9U3	U	C
CLUG_01563	704991	0.9014	C15.9U4s	U	C
CLUG_01563	704991	0.6941	C30.13LM	L	C
CLUG_01563	704991	0.7961	C31.13MP	U	C
CLUG_01563	704991	0.8031	C4.9L1	L	C
CLUG_01563	704991	0.7515	C5.9L2	L	C
CLUG_01563	704991	0.7874	C6.9L3	L	C
CLUG_01563	704991	0.7335	C7.9L4	L	C
CLUG_01563	704991	0.8944	C8.9M1	M	C
CLUG_01563	704991	0.7861	C9.9M2	M	C
CLUG_01563	704991	0.7650	ctl1.AL1B	L	A
CLUG_01563	704991	0.8173	ctl2.AL1B	L	A
CLUG_01564	705335	0.9663	POSITION	UNK	P
CLUG_01564	705335	0.8877	A10.L4C	L	A
CLUG_01564	705335	0.8900	A11.L11G	L	A
CLUG_01564	705335	0.9346	A12.L10B	L	A
CLUG_01564	705335	0.9448	A13.L3B	L	A
CLUG_01564	705335	0.9029	A14.L4E	L	A
CLUG_01564	705335	0.8886	A15.L4G	L	A
CLUG_01564	705335	0.9156	A16.L7C	L	A
CLUG_01564	705335	0.8714	A17.L1B	L	A
CLUG_01564	705335	0.8789	A18.S4H	S	A
CLUG_01564	705335	0.9211	A19.S3B	S	A
CLUG_01564	705335	0.9336	A2.U10A	U	A
CLUG_01564	705335	0.9138	A20.S1E	S	A
CLUG_01564	705335	1.0056	A21.S8A	S	A
CLUG_01564	705335	0.9854	A22.UpperP	U	A
CLUG_01564	705335	0.8687	A23.LowerP	L	A
CLUG_01564	705335	0.7472	A24.SputuP	S	A
CLUG_01564	705335	0.9245	A3.U3G	U	A
CLUG_01564	705335	0.7783	A4.U3B	U	A
CLUG_01564	705335	1.0002	A5.U10D	U	A
CLUG_01564	705335	0.9212	A6.U5C	U	A
CLUG_01564	705335	0.8456	A7.U3E	U	A
CLUG_01564	705335	0.8761	A8.U2E	U	A
CLUG_01564	705335	0.8241	A9.L3D	L	A
CLUG_01564	705335	0.9179	ATCC42720	Blood	ATCC42720
CLUG_01564	705335	0.8182	B16.1310D	L	B
CLUG_01564	705335	0.9350	B17.1311G	L	B
CLUG_01564	705335	0.8686	B18.1312G	L	B
CLUG_01564	705335	0.9005	B19.1310A	L	B
CLUG_01564	705335	0.9436	B20.1311A	L	B
CLUG_01564	705335	0.9543	B21.1312A	L	B
CLUG_01564	705335	0.8743	B22.134E	U	B
CLUG_01564	705335	0.9676	B23.133H	U	B
CLUG_01564	705335	0.9292	B24.133F	U	B
CLUG_01564	705335	0.8486	B25.135C	U	B
CLUG_01564	705335	0.9333	B26.131A	U	B
CLUG_01564	705335	0.7628	B27.136A	U	B
CLUG_01564	705335	0.7663	B28.13UM	U	B
CLUG_01564	705335	0.8232	B29.13MM	M	B
CLUG_01564	705335	0.8348	C10.9M3	M	C
CLUG_01564	705335	0.7443	C11.9M41	M	C
CLUG_01564	705335	0.8766	C12.9U1	U	C
CLUG_01564	705335	0.8417	C13.9U2	U	C
CLUG_01564	705335	0.9102	C14.9U3	U	C
CLUG_01564	705335	0.8979	C15.9U4s	U	C
CLUG_01564	705335	0.7020	C30.13LM	L	C
CLUG_01564	705335	0.7717	C31.13MP	U	C
CLUG_01564	705335	0.7844	C4.9L1	L	C
CLUG_01564	705335	0.8218	C5.9L2	L	C
CLUG_01564	705335	0.8512	C6.9L3	L	C
CLUG_01564	705335	0.7946	C7.9L4	L	C
CLUG_01564	705335	0.9007	C8.9M1	M	C
CLUG_01564	705335	0.8947	C9.9M2	M	C
CLUG_01564	705335	0.9025	ctl1.AL1B	L	A
CLUG_01564	705335	0.8540	ctl2.AL1B	L	A
CLUG_01565	707413	0.9388	POSITION	UNK	P
CLUG_01565	707413	0.8260	A10.L4C	L	A
CLUG_01565	707413	0.9091	A11.L11G	L	A
CLUG_01565	707413	0.8625	A12.L10B	L	A
CLUG_01565	707413	0.8853	A13.L3B	L	A
CLUG_01565	707413	0.9393	A14.L4E	L	A
CLUG_01565	707413	0.8796	A15.L4G	L	A
CLUG_01565	707413	0.9017	A16.L7C	L	A
CLUG_01565	707413	0.8355	A17.L1B	L	A
CLUG_01565	707413	0.9146	A18.S4H	S	A
CLUG_01565	707413	0.9366	A19.S3B	S	A
CLUG_01565	707413	0.9095	A2.U10A	U	A
CLUG_01565	707413	0.8358	A20.S1E	S	A
CLUG_01565	707413	0.9439	A21.S8A	S	A
CLUG_01565	707413	0.9673	A22.UpperP	U	A
CLUG_01565	707413	0.8538	A23.LowerP	L	A
CLUG_01565	707413	0.8260	A24.SputuP	S	A
CLUG_01565	707413	0.9323	A3.U3G	U	A
CLUG_01565	707413	0.7964	A4.U3B	U	A
CLUG_01565	707413	0.9578	A5.U10D	U	A
CLUG_01565	707413	0.9023	A6.U5C	U	A
CLUG_01565	707413	0.8527	A7.U3E	U	A
CLUG_01565	707413	0.8551	A8.U2E	U	A
CLUG_01565	707413	0.7966	A9.L3D	L	A
CLUG_01565	707413	0.9175	ATCC42720	Blood	ATCC42720
CLUG_01565	707413	0.8067	B16.1310D	L	B
CLUG_01565	707413	0.8500	B17.1311G	L	B
CLUG_01565	707413	0.8844	B18.1312G	L	B
CLUG_01565	707413	0.8416	B19.1310A	L	B
CLUG_01565	707413	0.9182	B20.1311A	L	B
CLUG_01565	707413	0.9229	B21.1312A	L	B
CLUG_01565	707413	0.8871	B22.134E	U	B
CLUG_01565	707413	0.9335	B23.133H	U	B
CLUG_01565	707413	0.8686	B24.133F	U	B
CLUG_01565	707413	0.8570	B25.135C	U	B
CLUG_01565	707413	0.8817	B26.131A	U	B
CLUG_01565	707413	0.8116	B27.136A	U	B
CLUG_01565	707413	0.8152	B28.13UM	U	B
CLUG_01565	707413	0.7604	B29.13MM	M	B
CLUG_01565	707413	0.7959	C10.9M3	M	C
CLUG_01565	707413	0.7473	C11.9M41	M	C
CLUG_01565	707413	0.9633	C12.9U1	U	C
CLUG_01565	707413	0.8405	C13.9U2	U	C
CLUG_01565	707413	0.9140	C14.9U3	U	C
CLUG_01565	707413	0.8738	C15.9U4s	U	C
CLUG_01565	707413	0.7361	C30.13LM	L	C
CLUG_01565	707413	0.8123	C31.13MP	U	C
CLUG_01565	707413	0.8191	C4.9L1	L	C
CLUG_01565	707413	0.8199	C5.9L2	L	C
CLUG_01565	707413	0.7701	C6.9L3	L	C
CLUG_01565	707413	0.7843	C7.9L4	L	C
CLUG_01565	707413	0.8763	C8.9M1	M	C
CLUG_01565	707413	0.9200	C9.9M2	M	C
CLUG_01565	707413	0.8809	ctl1.AL1B	L	A
CLUG_01565	707413	0.8369	ctl2.AL1B	L	A
CLUG_01566	707824	0.9695	POSITION	UNK	P
CLUG_01566	707824	0.8279	A10.L4C	L	A
CLUG_01566	707824	0.8877	A11.L11G	L	A
CLUG_01566	707824	0.8574	A12.L10B	L	A
CLUG_01566	707824	0.8890	A13.L3B	L	A
CLUG_01566	707824	0.9444	A14.L4E	L	A
CLUG_01566	707824	0.8816	A15.L4G	L	A
CLUG_01566	707824	0.8977	A16.L7C	L	A
CLUG_01566	707824	0.8346	A17.L1B	L	A
CLUG_01566	707824	0.9016	A18.S4H	S	A
CLUG_01566	707824	0.9480	A19.S3B	S	A
CLUG_01566	707824	0.9345	A2.U10A	U	A
CLUG_01566	707824	0.8128	A20.S1E	S	A
CLUG_01566	707824	0.9475	A21.S8A	S	A
CLUG_01566	707824	0.9670	A22.UpperP	U	A
CLUG_01566	707824	0.8374	A23.LowerP	L	A
CLUG_01566	707824	0.8418	A24.SputuP	S	A
CLUG_01566	707824	0.9136	A3.U3G	U	A
CLUG_01566	707824	0.8061	A4.U3B	U	A
CLUG_01566	707824	0.9644	A5.U10D	U	A
CLUG_01566	707824	0.9180	A6.U5C	U	A
CLUG_01566	707824	0.8232	A7.U3E	U	A
CLUG_01566	707824	0.8530	A8.U2E	U	A
CLUG_01566	707824	0.7990	A9.L3D	L	A
CLUG_01566	707824	0.9368	ATCC42720	Blood	ATCC42720
CLUG_01566	707824	0.8334	B16.1310D	L	B
CLUG_01566	707824	0.8539	B17.1311G	L	B
CLUG_01566	707824	0.8733	B18.1312G	L	B
CLUG_01566	707824	0.8345	B19.1310A	L	B
CLUG_01566	707824	0.9199	B20.1311A	L	B
CLUG_01566	707824	0.9301	B21.1312A	L	B
CLUG_01566	707824	0.8812	B22.134E	U	B
CLUG_01566	707824	0.9435	B23.133H	U	B
CLUG_01566	707824	0.8792	B24.133F	U	B
CLUG_01566	707824	0.8671	B25.135C	U	B
CLUG_01566	707824	0.8764	B26.131A	U	B
CLUG_01566	707824	0.8130	B27.136A	U	B
CLUG_01566	707824	0.8335	B28.13UM	U	B
CLUG_01566	707824	0.7544	B29.13MM	M	B
CLUG_01566	707824	0.7852	C10.9M3	M	C
CLUG_01566	707824	0.7460	C11.9M41	M	C
CLUG_01566	707824	0.9683	C12.9U1	U	C
