Window	Chr	Chr_start	Chr_end	Track	Density
352	Supercontig_1.2	1090000	1100000	PopA.SNP.lungonly_curated	0
352	Supercontig_1.2	1090000	1100000	repeats	0
353	Supercontig_1.2	1100000	1110000	Genes	4
353	Supercontig_1.2	1100000	1110000	PopA.INDEL.lungonly	0
353	Supercontig_1.2	1100000	1110000	PopA.INDEL.lungonly_curated	0
353	Supercontig_1.2	1100000	1110000	PopA.SNP.lungonly	0
353	Supercontig_1.2	1100000	1110000	PopA.SNP.lungonly_curated	0
353	Supercontig_1.2	1100000	1110000	repeats	0
354	Supercontig_1.2	1110000	1120000	Genes	8
354	Supercontig_1.2	1110000	1120000	PopA.INDEL.lungonly	1
354	Supercontig_1.2	1110000	1120000	PopA.INDEL.lungonly_curated	1
354	Supercontig_1.2	1110000	1120000	PopA.SNP.lungonly	1
354	Supercontig_1.2	1110000	1120000	PopA.SNP.lungonly_curated	1
354	Supercontig_1.2	1110000	1120000	repeats	0
355	Supercontig_1.2	1120000	1130000	Genes	7
355	Supercontig_1.2	1120000	1130000	PopA.INDEL.lungonly	1
355	Supercontig_1.2	1120000	1130000	PopA.INDEL.lungonly_curated	1
355	Supercontig_1.2	1120000	1130000	PopA.SNP.lungonly	1
355	Supercontig_1.2	1120000	1130000	PopA.SNP.lungonly_curated	1
355	Supercontig_1.2	1120000	1130000	repeats	2
356	Supercontig_1.2	1130000	1140000	Genes	6
356	Supercontig_1.2	1130000	1140000	PopA.INDEL.lungonly	0
356	Supercontig_1.2	1130000	1140000	PopA.INDEL.lungonly_curated	0
356	Supercontig_1.2	1130000	1140000	PopA.SNP.lungonly	0
356	Supercontig_1.2	1130000	1140000	PopA.SNP.lungonly_curated	0
356	Supercontig_1.2	1130000	1140000	repeats	1
357	Supercontig_1.2	1140000	1150000	Genes	4
357	Supercontig_1.2	1140000	1150000	PopA.INDEL.lungonly	0
357	Supercontig_1.2	1140000	1150000	PopA.INDEL.lungonly_curated	0
357	Supercontig_1.2	1140000	1150000	PopA.SNP.lungonly	0
357	Supercontig_1.2	1140000	1150000	PopA.SNP.lungonly_curated	0
357	Supercontig_1.2	1140000	1150000	repeats	0
358	Supercontig_1.2	1150000	1160000	Genes	4
358	Supercontig_1.2	1150000	1160000	PopA.INDEL.lungonly	0
358	Supercontig_1.2	1150000	1160000	PopA.INDEL.lungonly_curated	0
358	Supercontig_1.2	1150000	1160000	PopA.SNP.lungonly	0
358	Supercontig_1.2	1150000	1160000	PopA.SNP.lungonly_curated	0
358	Supercontig_1.2	1150000	1160000	repeats	1
359	Supercontig_1.2	1160000	1170000	Genes	5
359	Supercontig_1.2	1160000	1170000	PopA.INDEL.lungonly	0
359	Supercontig_1.2	1160000	1170000	PopA.INDEL.lungonly_curated	0
359	Supercontig_1.2	1160000	1170000	PopA.SNP.lungonly	0
359	Supercontig_1.2	1160000	1170000	PopA.SNP.lungonly_curated	0
359	Supercontig_1.2	1160000	1170000	repeats	0
360	Supercontig_1.2	1170000	1180000	Genes	5
360	Supercontig_1.2	1170000	1180000	PopA.INDEL.lungonly	0
360	Supercontig_1.2	1170000	1180000	PopA.INDEL.lungonly_curated	0
360	Supercontig_1.2	1170000	1180000	PopA.SNP.lungonly	0
360	Supercontig_1.2	1170000	1180000	PopA.SNP.lungonly_curated	0
360	Supercontig_1.2	1170000	1180000	repeats	0
361	Supercontig_1.2	1180000	1190000	Genes	4
361	Supercontig_1.2	1180000	1190000	PopA.INDEL.lungonly	0
361	Supercontig_1.2	1180000	1190000	PopA.INDEL.lungonly_curated	0
361	Supercontig_1.2	1180000	1190000	PopA.SNP.lungonly	0
361	Supercontig_1.2	1180000	1190000	PopA.SNP.lungonly_curated	0
361	Supercontig_1.2	1180000	1190000	repeats	0
362	Supercontig_1.2	1190000	1200000	Genes	6
362	Supercontig_1.2	1190000	1200000	PopA.INDEL.lungonly	0
362	Supercontig_1.2	1190000	1200000	PopA.INDEL.lungonly_curated	0
362	Supercontig_1.2	1190000	1200000	PopA.SNP.lungonly	0
362	Supercontig_1.2	1190000	1200000	PopA.SNP.lungonly_curated	0
362	Supercontig_1.2	1190000	1200000	repeats	0
363	Supercontig_1.2	1200000	1210000	Genes	4
363	Supercontig_1.2	1200000	1210000	PopA.INDEL.lungonly	0
363	Supercontig_1.2	1200000	1210000	PopA.INDEL.lungonly_curated	0
363	Supercontig_1.2	1200000	1210000	PopA.SNP.lungonly	0
363	Supercontig_1.2	1200000	1210000	PopA.SNP.lungonly_curated	0
363	Supercontig_1.2	1200000	1210000	repeats	0
364	Supercontig_1.2	1210000	1220000	Genes	6
364	Supercontig_1.2	1210000	1220000	PopA.INDEL.lungonly	0
364	Supercontig_1.2	1210000	1220000	PopA.INDEL.lungonly_curated	0
364	Supercontig_1.2	1210000	1220000	PopA.SNP.lungonly	0
364	Supercontig_1.2	1210000	1220000	PopA.SNP.lungonly_curated	0
364	Supercontig_1.2	1210000	1220000	repeats	0
365	Supercontig_1.2	1220000	1230000	Genes	4
365	Supercontig_1.2	1220000	1230000	PopA.INDEL.lungonly	1
365	Supercontig_1.2	1220000	1230000	PopA.INDEL.lungonly_curated	0
365	Supercontig_1.2	1220000	1230000	PopA.SNP.lungonly	0
365	Supercontig_1.2	1220000	1230000	PopA.SNP.lungonly_curated	0
365	Supercontig_1.2	1220000	1230000	repeats	0
366	Supercontig_1.2	1230000	1240000	Genes	5
366	Supercontig_1.2	1230000	1240000	PopA.INDEL.lungonly	0
366	Supercontig_1.2	1230000	1240000	PopA.INDEL.lungonly_curated	0
366	Supercontig_1.2	1230000	1240000	PopA.SNP.lungonly	0
366	Supercontig_1.2	1230000	1240000	PopA.SNP.lungonly_curated	0
366	Supercontig_1.2	1230000	1240000	repeats	1
367	Supercontig_1.2	1240000	1250000	Genes	7
367	Supercontig_1.2	1240000	1250000	PopA.INDEL.lungonly	0
367	Supercontig_1.2	1240000	1250000	PopA.INDEL.lungonly_curated	0
367	Supercontig_1.2	1240000	1250000	PopA.SNP.lungonly	1
367	Supercontig_1.2	1240000	1250000	PopA.SNP.lungonly_curated	0
367	Supercontig_1.2	1240000	1250000	repeats	0
368	Supercontig_1.2	1250000	1260000	Genes	5
368	Supercontig_1.2	1250000	1260000	PopA.INDEL.lungonly	0
368	Supercontig_1.2	1250000	1260000	PopA.INDEL.lungonly_curated	0
368	Supercontig_1.2	1250000	1260000	PopA.SNP.lungonly	0
368	Supercontig_1.2	1250000	1260000	PopA.SNP.lungonly_curated	0
368	Supercontig_1.2	1250000	1260000	repeats	0
369	Supercontig_1.2	1260000	1270000	Genes	6
369	Supercontig_1.2	1260000	1270000	PopA.INDEL.lungonly	0
369	Supercontig_1.2	1260000	1270000	PopA.INDEL.lungonly_curated	0
369	Supercontig_1.2	1260000	1270000	PopA.SNP.lungonly	0
369	Supercontig_1.2	1260000	1270000	PopA.SNP.lungonly_curated	0
369	Supercontig_1.2	1260000	1270000	repeats	0
370	Supercontig_1.2	1270000	1280000	Genes	3
370	Supercontig_1.2	1270000	1280000	PopA.INDEL.lungonly	1
370	Supercontig_1.2	1270000	1280000	PopA.INDEL.lungonly_curated	0
370	Supercontig_1.2	1270000	1280000	PopA.SNP.lungonly	1
370	Supercontig_1.2	1270000	1280000	PopA.SNP.lungonly_curated	1
370	Supercontig_1.2	1270000	1280000	repeats	0
371	Supercontig_1.2	1280000	1290000	Genes	3
371	Supercontig_1.2	1280000	1290000	PopA.INDEL.lungonly	3
371	Supercontig_1.2	1280000	1290000	PopA.INDEL.lungonly_curated	1
371	Supercontig_1.2	1280000	1290000	PopA.SNP.lungonly	0
371	Supercontig_1.2	1280000	1290000	PopA.SNP.lungonly_curated	0
371	Supercontig_1.2	1280000	1290000	repeats	0
372	Supercontig_1.2	1290000	1300000	Genes	6
372	Supercontig_1.2	1290000	1300000	PopA.INDEL.lungonly	0
372	Supercontig_1.2	1290000	1300000	PopA.INDEL.lungonly_curated	0
372	Supercontig_1.2	1290000	1300000	PopA.SNP.lungonly	0
372	Supercontig_1.2	1290000	1300000	PopA.SNP.lungonly_curated	0
372	Supercontig_1.2	1290000	1300000	repeats	0
373	Supercontig_1.2	1300000	1310000	Genes	6
373	Supercontig_1.2	1300000	1310000	PopA.INDEL.lungonly	0
373	Supercontig_1.2	1300000	1310000	PopA.INDEL.lungonly_curated	0
373	Supercontig_1.2	1300000	1310000	PopA.SNP.lungonly	0
373	Supercontig_1.2	1300000	1310000	PopA.SNP.lungonly_curated	0
373	Supercontig_1.2	1300000	1310000	repeats	0
374	Supercontig_1.2	1310000	1320000	Genes	4
374	Supercontig_1.2	1310000	1320000	PopA.INDEL.lungonly	0
374	Supercontig_1.2	1310000	1320000	PopA.INDEL.lungonly_curated	0
374	Supercontig_1.2	1310000	1320000	PopA.SNP.lungonly	0
374	Supercontig_1.2	1310000	1320000	PopA.SNP.lungonly_curated	0
374	Supercontig_1.2	1310000	1320000	repeats	0
375	Supercontig_1.2	1320000	1330000	Genes	6
375	Supercontig_1.2	1320000	1330000	PopA.INDEL.lungonly	0
375	Supercontig_1.2	1320000	1330000	PopA.INDEL.lungonly_curated	0
375	Supercontig_1.2	1320000	1330000	PopA.SNP.lungonly	0
375	Supercontig_1.2	1320000	1330000	PopA.SNP.lungonly_curated	0
375	Supercontig_1.2	1320000	1330000	repeats	0
376	Supercontig_1.2	1330000	1340000	Genes	5
376	Supercontig_1.2	1330000	1340000	PopA.INDEL.lungonly	0
376	Supercontig_1.2	1330000	1340000	PopA.INDEL.lungonly_curated	0
376	Supercontig_1.2	1330000	1340000	PopA.SNP.lungonly	0
376	Supercontig_1.2	1330000	1340000	PopA.SNP.lungonly_curated	0
376	Supercontig_1.2	1330000	1340000	repeats	0
377	Supercontig_1.2	1340000	1350000	Genes	7
377	Supercontig_1.2	1340000	1350000	PopA.INDEL.lungonly	0
377	Supercontig_1.2	1340000	1350000	PopA.INDEL.lungonly_curated	0
377	Supercontig_1.2	1340000	1350000	PopA.SNP.lungonly	0
377	Supercontig_1.2	1340000	1350000	PopA.SNP.lungonly_curated	0
377	Supercontig_1.2	1340000	1350000	repeats	0
378	Supercontig_1.2	1350000	1360000	Genes	8
378	Supercontig_1.2	1350000	1360000	PopA.INDEL.lungonly	0
378	Supercontig_1.2	1350000	1360000	PopA.INDEL.lungonly_curated	0
378	Supercontig_1.2	1350000	1360000	PopA.SNP.lungonly	0
378	Supercontig_1.2	1350000	1360000	PopA.SNP.lungonly_curated	0
378	Supercontig_1.2	1350000	1360000	repeats	0
379	Supercontig_1.2	1360000	1370000	Genes	6
379	Supercontig_1.2	1360000	1370000	PopA.INDEL.lungonly	0
379	Supercontig_1.2	1360000	1370000	PopA.INDEL.lungonly_curated	0
379	Supercontig_1.2	1360000	1370000	PopA.SNP.lungonly	1
379	Supercontig_1.2	1360000	1370000	PopA.SNP.lungonly_curated	1
379	Supercontig_1.2	1360000	1370000	repeats	0
380	Supercontig_1.2	1370000	1380000	Genes	2
380	Supercontig_1.2	1370000	1380000	PopA.INDEL.lungonly	0
380	Supercontig_1.2	1370000	1380000	PopA.INDEL.lungonly_curated	0
380	Supercontig_1.2	1370000	1380000	PopA.SNP.lungonly	0
380	Supercontig_1.2	1370000	1380000	PopA.SNP.lungonly_curated	0
380	Supercontig_1.2	1370000	1380000	repeats	0
381	Supercontig_1.2	1380000	1390000	Genes	7
381	Supercontig_1.2	1380000	1390000	PopA.INDEL.lungonly	2
381	Supercontig_1.2	1380000	1390000	PopA.INDEL.lungonly_curated	1
381	Supercontig_1.2	1380000	1390000	PopA.SNP.lungonly	2
381	Supercontig_1.2	1380000	1390000	PopA.SNP.lungonly_curated	3
381	Supercontig_1.2	1380000	1390000	repeats	0
382	Supercontig_1.2	1390000	1400000	Genes	5
382	Supercontig_1.2	1390000	1400000	PopA.INDEL.lungonly	0
382	Supercontig_1.2	1390000	1400000	PopA.INDEL.lungonly_curated	0
382	Supercontig_1.2	1390000	1400000	PopA.SNP.lungonly	1
382	Supercontig_1.2	1390000	1400000	PopA.SNP.lungonly_curated	1
382	Supercontig_1.2	1390000	1400000	repeats	0
383	Supercontig_1.2	1400000	1410000	Genes	6
383	Supercontig_1.2	1400000	1410000	PopA.INDEL.lungonly	5
383	Supercontig_1.2	1400000	1410000	PopA.INDEL.lungonly_curated	1
383	Supercontig_1.2	1400000	1410000	PopA.SNP.lungonly	0
383	Supercontig_1.2	1400000	1410000	PopA.SNP.lungonly_curated	0
383	Supercontig_1.2	1400000	1410000	repeats	0
384	Supercontig_1.2	1410000	1420000	Genes	5
384	Supercontig_1.2	1410000	1420000	PopA.INDEL.lungonly	2
384	Supercontig_1.2	1410000	1420000	PopA.INDEL.lungonly_curated	0
384	Supercontig_1.2	1410000	1420000	PopA.SNP.lungonly	0
384	Supercontig_1.2	1410000	1420000	PopA.SNP.lungonly_curated	0
384	Supercontig_1.2	1410000	1420000	repeats	0
385	Supercontig_1.2	1420000	1430000	Genes	6
385	Supercontig_1.2	1420000	1430000	PopA.INDEL.lungonly	0
385	Supercontig_1.2	1420000	1430000	PopA.INDEL.lungonly_curated	0
385	Supercontig_1.2	1420000	1430000	PopA.SNP.lungonly	0
385	Supercontig_1.2	1420000	1430000	PopA.SNP.lungonly_curated	0
385	Supercontig_1.2	1420000	1430000	repeats	0
386	Supercontig_1.2	1430000	1440000	Genes	7
386	Supercontig_1.2	1430000	1440000	PopA.INDEL.lungonly	0
386	Supercontig_1.2	1430000	1440000	PopA.INDEL.lungonly_curated	0
386	Supercontig_1.2	1430000	1440000	PopA.SNP.lungonly	0
386	Supercontig_1.2	1430000	1440000	PopA.SNP.lungonly_curated	0
386	Supercontig_1.2	1430000	1440000	repeats	0
387	Supercontig_1.2	1440000	1450000	Genes	5
387	Supercontig_1.2	1440000	1450000	PopA.INDEL.lungonly	3
387	Supercontig_1.2	1440000	1450000	PopA.INDEL.lungonly_curated	0
387	Supercontig_1.2	1440000	1450000	PopA.SNP.lungonly	0
387	Supercontig_1.2	1440000	1450000	PopA.SNP.lungonly_curated	0
387	Supercontig_1.2	1440000	1450000	repeats	0
388	Supercontig_1.2	1450000	1460000	Genes	5
388	Supercontig_1.2	1450000	1460000	PopA.INDEL.lungonly	2
388	Supercontig_1.2	1450000	1460000	PopA.INDEL.lungonly_curated	1
388	Supercontig_1.2	1450000	1460000	PopA.SNP.lungonly	0
388	Supercontig_1.2	1450000	1460000	PopA.SNP.lungonly_curated	0
388	Supercontig_1.2	1450000	1460000	repeats	0
389	Supercontig_1.2	1460000	1470000	Genes	6
389	Supercontig_1.2	1460000	1470000	PopA.INDEL.lungonly	0
389	Supercontig_1.2	1460000	1470000	PopA.INDEL.lungonly_curated	0
389	Supercontig_1.2	1460000	1470000	PopA.SNP.lungonly	0
389	Supercontig_1.2	1460000	1470000	PopA.SNP.lungonly_curated	0
389	Supercontig_1.2	1460000	1470000	repeats	0
390	Supercontig_1.2	1470000	1480000	Genes	5
390	Supercontig_1.2	1470000	1480000	PopA.INDEL.lungonly	0
390	Supercontig_1.2	1470000	1480000	PopA.INDEL.lungonly_curated	0
390	Supercontig_1.2	1470000	1480000	PopA.SNP.lungonly	1
390	Supercontig_1.2	1470000	1480000	PopA.SNP.lungonly_curated	1
390	Supercontig_1.2	1470000	1480000	repeats	0
391	Supercontig_1.2	1480000	1490000	Genes	4
391	Supercontig_1.2	1480000	1490000	PopA.INDEL.lungonly	1
391	Supercontig_1.2	1480000	1490000	PopA.INDEL.lungonly_curated	0
391	Supercontig_1.2	1480000	1490000	PopA.SNP.lungonly	0
391	Supercontig_1.2	1480000	1490000	PopA.SNP.lungonly_curated	0
391	Supercontig_1.2	1480000	1490000	repeats	0
392	Supercontig_1.2	1490000	1500000	Genes	7
392	Supercontig_1.2	1490000	1500000	PopA.INDEL.lungonly	0
392	Supercontig_1.2	1490000	1500000	PopA.INDEL.lungonly_curated	0
392	Supercontig_1.2	1490000	1500000	PopA.SNP.lungonly	0
392	Supercontig_1.2	1490000	1500000	PopA.SNP.lungonly_curated	0
392	Supercontig_1.2	1490000	1500000	repeats	0
393	Supercontig_1.2	1500000	1510000	Genes	6
393	Supercontig_1.2	1500000	1510000	PopA.INDEL.lungonly	1
393	Supercontig_1.2	1500000	1510000	PopA.INDEL.lungonly_curated	0
393	Supercontig_1.2	1500000	1510000	PopA.SNP.lungonly	1
393	Supercontig_1.2	1500000	1510000	PopA.SNP.lungonly_curated	1
393	Supercontig_1.2	1500000	1510000	repeats	0
394	Supercontig_1.2	1510000	1520000	Genes	4
394	Supercontig_1.2	1510000	1520000	PopA.INDEL.lungonly	2
394	Supercontig_1.2	1510000	1520000	PopA.INDEL.lungonly_curated	0
394	Supercontig_1.2	1510000	1520000	PopA.SNP.lungonly	1
394	Supercontig_1.2	1510000	1520000	PopA.SNP.lungonly_curated	0
394	Supercontig_1.2	1510000	1520000	repeats	0
395	Supercontig_1.2	1520000	1530000	Genes	7
395	Supercontig_1.2	1520000	1530000	PopA.INDEL.lungonly	0
395	Supercontig_1.2	1520000	1530000	PopA.INDEL.lungonly_curated	0
395	Supercontig_1.2	1520000	1530000	PopA.SNP.lungonly	0
395	Supercontig_1.2	1520000	1530000	PopA.SNP.lungonly_curated	0
395	Supercontig_1.2	1520000	1530000	repeats	0
396	Supercontig_1.2	1530000	1540000	Genes	5
396	Supercontig_1.2	1530000	1540000	PopA.INDEL.lungonly	0
396	Supercontig_1.2	1530000	1540000	PopA.INDEL.lungonly_curated	0
396	Supercontig_1.2	1530000	1540000	PopA.SNP.lungonly	0
396	Supercontig_1.2	1530000	1540000	PopA.SNP.lungonly_curated	0
396	Supercontig_1.2	1530000	1540000	repeats	0
397	Supercontig_1.2	1540000	1550000	Genes	5
397	Supercontig_1.2	1540000	1550000	PopA.INDEL.lungonly	0
397	Supercontig_1.2	1540000	1550000	PopA.INDEL.lungonly_curated	0
397	Supercontig_1.2	1540000	1550000	PopA.SNP.lungonly	0
397	Supercontig_1.2	1540000	1550000	PopA.SNP.lungonly_curated	0
397	Supercontig_1.2	1540000	1550000	repeats	0
398	Supercontig_1.2	1550000	1560000	Genes	6
398	Supercontig_1.2	1550000	1560000	PopA.INDEL.lungonly	0
398	Supercontig_1.2	1550000	1560000	PopA.INDEL.lungonly_curated	0
398	Supercontig_1.2	1550000	1560000	PopA.SNP.lungonly	0
398	Supercontig_1.2	1550000	1560000	PopA.SNP.lungonly_curated	0
398	Supercontig_1.2	1550000	1560000	repeats	0
399	Supercontig_1.2	1560000	1570000	Genes	8
399	Supercontig_1.2	1560000	1570000	PopA.INDEL.lungonly	1
399	Supercontig_1.2	1560000	1570000	PopA.INDEL.lungonly_curated	1
399	Supercontig_1.2	1560000	1570000	PopA.SNP.lungonly	0
399	Supercontig_1.2	1560000	1570000	PopA.SNP.lungonly_curated	0
399	Supercontig_1.2	1560000	1570000	repeats	0
400	Supercontig_1.2	1570000	1580000	Genes	5
400	Supercontig_1.2	1570000	1580000	PopA.INDEL.lungonly	0
400	Supercontig_1.2	1570000	1580000	PopA.INDEL.lungonly_curated	0
400	Supercontig_1.2	1570000	1580000	PopA.SNP.lungonly	1
400	Supercontig_1.2	1570000	1580000	PopA.SNP.lungonly_curated	0
400	Supercontig_1.2	1570000	1580000	repeats	0
401	Supercontig_1.2	1580000	1590000	Genes	3
401	Supercontig_1.2	1580000	1590000	PopA.INDEL.lungonly	1
401	Supercontig_1.2	1580000	1590000	PopA.INDEL.lungonly_curated	0
401	Supercontig_1.2	1580000	1590000	PopA.SNP.lungonly	1
401	Supercontig_1.2	1580000	1590000	PopA.SNP.lungonly_curated	1
401	Supercontig_1.2	1580000	1590000	repeats	0
402	Supercontig_1.2	1590000	1600000	Genes	6
402	Supercontig_1.2	1590000	1600000	PopA.INDEL.lungonly	2
402	Supercontig_1.2	1590000	1600000	PopA.INDEL.lungonly_curated	1
402	Supercontig_1.2	1590000	1600000	PopA.SNP.lungonly	1
402	Supercontig_1.2	1590000	1600000	PopA.SNP.lungonly_curated	1
402	Supercontig_1.2	1590000	1600000	repeats	1
403	Supercontig_1.2	1600000	1610000	Genes	5
403	Supercontig_1.2	1600000	1610000	PopA.INDEL.lungonly	0
403	Supercontig_1.2	1600000	1610000	PopA.INDEL.lungonly_curated	0
403	Supercontig_1.2	1600000	1610000	PopA.SNP.lungonly	1
403	Supercontig_1.2	1600000	1610000	PopA.SNP.lungonly_curated	1
403	Supercontig_1.2	1600000	1610000	repeats	0
404	Supercontig_1.2	1610000	1620000	Genes	5
404	Supercontig_1.2	1610000	1620000	PopA.INDEL.lungonly	3
404	Supercontig_1.2	1610000	1620000	PopA.INDEL.lungonly_curated	0
404	Supercontig_1.2	1610000	1620000	PopA.SNP.lungonly	1
404	Supercontig_1.2	1610000	1620000	PopA.SNP.lungonly_curated	0
404	Supercontig_1.2	1610000	1620000	repeats	0
405	Supercontig_1.2	1620000	1630000	Genes	4
405	Supercontig_1.2	1620000	1630000	PopA.INDEL.lungonly	2
405	Supercontig_1.2	1620000	1630000	PopA.INDEL.lungonly_curated	2
405	Supercontig_1.2	1620000	1630000	PopA.SNP.lungonly	2
405	Supercontig_1.2	1620000	1630000	PopA.SNP.lungonly_curated	2
405	Supercontig_1.2	1620000	1630000	repeats	0
406	Supercontig_1.2	1630000	1640000	Genes	7
406	Supercontig_1.2	1630000	1640000	PopA.INDEL.lungonly	3
406	Supercontig_1.2	1630000	1640000	PopA.INDEL.lungonly_curated	0
406	Supercontig_1.2	1630000	1640000	PopA.SNP.lungonly	0
406	Supercontig_1.2	1630000	1640000	PopA.SNP.lungonly_curated	0
406	Supercontig_1.2	1630000	1640000	repeats	0
407	Supercontig_1.2	1640000	1650000	Genes	4
407	Supercontig_1.2	1640000	1650000	PopA.INDEL.lungonly	4
407	Supercontig_1.2	1640000	1650000	PopA.INDEL.lungonly_curated	0
407	Supercontig_1.2	1640000	1650000	PopA.SNP.lungonly	0
407	Supercontig_1.2	1640000	1650000	PopA.SNP.lungonly_curated	0
407	Supercontig_1.2	1640000	1650000	repeats	0
408	Supercontig_1.2	1650000	1660000	Genes	6
408	Supercontig_1.2	1650000	1660000	PopA.INDEL.lungonly	6
408	Supercontig_1.2	1650000	1660000	PopA.INDEL.lungonly_curated	0
408	Supercontig_1.2	1650000	1660000	PopA.SNP.lungonly	1
408	Supercontig_1.2	1650000	1660000	PopA.SNP.lungonly_curated	0
408	Supercontig_1.2	1650000	1660000	repeats	0
409	Supercontig_1.2	1660000	1670000	Genes	5
409	Supercontig_1.2	1660000	1670000	PopA.INDEL.lungonly	4
409	Supercontig_1.2	1660000	1670000	PopA.INDEL.lungonly_curated	2
409	Supercontig_1.2	1660000	1670000	PopA.SNP.lungonly	0
409	Supercontig_1.2	1660000	1670000	PopA.SNP.lungonly_curated	0
409	Supercontig_1.2	1660000	1670000	repeats	0
410	Supercontig_1.2	1670000	1680000	Genes	3
410	Supercontig_1.2	1670000	1680000	PopA.INDEL.lungonly	6
410	Supercontig_1.2	1670000	1680000	PopA.INDEL.lungonly_curated	1
410	Supercontig_1.2	1670000	1680000	PopA.SNP.lungonly	0
410	Supercontig_1.2	1670000	1680000	PopA.SNP.lungonly_curated	0
410	Supercontig_1.2	1670000	1680000	repeats	1
411	Supercontig_1.2	1680000	1690000	Genes	5
411	Supercontig_1.2	1680000	1690000	PopA.INDEL.lungonly	10
411	Supercontig_1.2	1680000	1690000	PopA.INDEL.lungonly_curated	3
411	Supercontig_1.2	1680000	1690000	PopA.SNP.lungonly	1
411	Supercontig_1.2	1680000	1690000	PopA.SNP.lungonly_curated	1
411	Supercontig_1.2	1680000	1690000	repeats	0
412	Supercontig_1.2	1690000	1700000	Genes	5
412	Supercontig_1.2	1690000	1700000	PopA.INDEL.lungonly	2
412	Supercontig_1.2	1690000	1700000	PopA.INDEL.lungonly_curated	0
412	Supercontig_1.2	1690000	1700000	PopA.SNP.lungonly	3
412	Supercontig_1.2	1690000	1700000	PopA.SNP.lungonly_curated	2
412	Supercontig_1.2	1690000	1700000	repeats	0
413	Supercontig_1.2	1700000	1710000	Genes	4
413	Supercontig_1.2	1700000	1710000	PopA.INDEL.lungonly	12
413	Supercontig_1.2	1700000	1710000	PopA.INDEL.lungonly_curated	1
413	Supercontig_1.2	1700000	1710000	PopA.SNP.lungonly	1
413	Supercontig_1.2	1700000	1710000	PopA.SNP.lungonly_curated	0
413	Supercontig_1.2	1700000	1710000	repeats	0
414	Supercontig_1.2	1710000	1720000	Genes	4
414	Supercontig_1.2	1710000	1720000	PopA.INDEL.lungonly	5
414	Supercontig_1.2	1710000	1720000	PopA.INDEL.lungonly_curated	1
414	Supercontig_1.2	1710000	1720000	PopA.SNP.lungonly	0
414	Supercontig_1.2	1710000	1720000	PopA.SNP.lungonly_curated	0
414	Supercontig_1.2	1710000	1720000	repeats	0
415	Supercontig_1.2	1720000	1730000	Genes	5
415	Supercontig_1.2	1720000	1730000	PopA.INDEL.lungonly	2
415	Supercontig_1.2	1720000	1730000	PopA.INDEL.lungonly_curated	0
415	Supercontig_1.2	1720000	1730000	PopA.SNP.lungonly	0
415	Supercontig_1.2	1720000	1730000	PopA.SNP.lungonly_curated	0
415	Supercontig_1.2	1720000	1730000	repeats	0
416	Supercontig_1.2	1730000	1740000	Genes	5
416	Supercontig_1.2	1730000	1740000	PopA.INDEL.lungonly	2
416	Supercontig_1.2	1730000	1740000	PopA.INDEL.lungonly_curated	0
416	Supercontig_1.2	1730000	1740000	PopA.SNP.lungonly	0
416	Supercontig_1.2	1730000	1740000	PopA.SNP.lungonly_curated	0
416	Supercontig_1.2	1730000	1740000	repeats	1
417	Supercontig_1.2	1740000	1750000	Genes	6
417	Supercontig_1.2	1740000	1750000	PopA.INDEL.lungonly	1
417	Supercontig_1.2	1740000	1750000	PopA.INDEL.lungonly_curated	1
417	Supercontig_1.2	1740000	1750000	PopA.SNP.lungonly	0
417	Supercontig_1.2	1740000	1750000	PopA.SNP.lungonly_curated	0
417	Supercontig_1.2	1740000	1750000	repeats	2
418	Supercontig_1.2	1750000	1760000	Genes	11
418	Supercontig_1.2	1750000	1760000	PopA.INDEL.lungonly	11
418	Supercontig_1.2	1750000	1760000	PopA.INDEL.lungonly_curated	3
418	Supercontig_1.2	1750000	1760000	PopA.SNP.lungonly	1
418	Supercontig_1.2	1750000	1760000	PopA.SNP.lungonly_curated	1
418	Supercontig_1.2	1750000	1760000	repeats	0
419	Supercontig_1.2	1760000	1770000	Genes	5
419	Supercontig_1.2	1760000	1770000	PopA.INDEL.lungonly	6
419	Supercontig_1.2	1760000	1770000	PopA.INDEL.lungonly_curated	6
419	Supercontig_1.2	1760000	1770000	PopA.SNP.lungonly	2
419	Supercontig_1.2	1760000	1770000	PopA.SNP.lungonly_curated	1
419	Supercontig_1.2	1760000	1770000	repeats	1
420	Supercontig_1.2	1770000	1780000	Genes	4
420	Supercontig_1.2	1770000	1780000	PopA.INDEL.lungonly	0
420	Supercontig_1.2	1770000	1780000	PopA.INDEL.lungonly_curated	0
420	Supercontig_1.2	1770000	1780000	PopA.SNP.lungonly	0
420	Supercontig_1.2	1770000	1780000	PopA.SNP.lungonly_curated	0
420	Supercontig_1.2	1770000	1780000	repeats	0
421	Supercontig_1.2	1780000	1790000	Genes	6
421	Supercontig_1.2	1780000	1790000	PopA.INDEL.lungonly	0
421	Supercontig_1.2	1780000	1790000	PopA.INDEL.lungonly_curated	0
421	Supercontig_1.2	1780000	1790000	PopA.SNP.lungonly	1
421	Supercontig_1.2	1780000	1790000	PopA.SNP.lungonly_curated	1
421	Supercontig_1.2	1780000	1790000	repeats	0
422	Supercontig_1.2	1790000	1800000	Genes	6
422	Supercontig_1.2	1790000	1800000	PopA.INDEL.lungonly	0
422	Supercontig_1.2	1790000	1800000	PopA.INDEL.lungonly_curated	0
