Window	Chr	Chr_start	Chr_end	Track	Density
72	Supercontig_1.2	1150000	1200000	PopA.INDEL.lungonly	0
72	Supercontig_1.2	1150000	1200000	PopA.INDEL.lungonly_curated	0
72	Supercontig_1.2	1150000	1200000	PopA.SNP.lungonly	0
72	Supercontig_1.2	1150000	1200000	PopA.SNP.lungonly_curated	0
72	Supercontig_1.2	1150000	1200000	repeats	1
73	Supercontig_1.2	1200000	1250000	Genes	24
73	Supercontig_1.2	1200000	1250000	PopA.INDEL.lungonly	1
73	Supercontig_1.2	1200000	1250000	PopA.INDEL.lungonly_curated	0
73	Supercontig_1.2	1200000	1250000	PopA.SNP.lungonly	1
73	Supercontig_1.2	1200000	1250000	PopA.SNP.lungonly_curated	0
73	Supercontig_1.2	1200000	1250000	repeats	1
74	Supercontig_1.2	1250000	1300000	Genes	20
74	Supercontig_1.2	1250000	1300000	PopA.INDEL.lungonly	4
74	Supercontig_1.2	1250000	1300000	PopA.INDEL.lungonly_curated	1
74	Supercontig_1.2	1250000	1300000	PopA.SNP.lungonly	1
74	Supercontig_1.2	1250000	1300000	PopA.SNP.lungonly_curated	1
74	Supercontig_1.2	1250000	1300000	repeats	0
75	Supercontig_1.2	1300000	1350000	Genes	25
75	Supercontig_1.2	1300000	1350000	PopA.INDEL.lungonly	0
75	Supercontig_1.2	1300000	1350000	PopA.INDEL.lungonly_curated	0
75	Supercontig_1.2	1300000	1350000	PopA.SNP.lungonly	0
75	Supercontig_1.2	1300000	1350000	PopA.SNP.lungonly_curated	0
75	Supercontig_1.2	1300000	1350000	repeats	0
76	Supercontig_1.2	1350000	1400000	Genes	24
76	Supercontig_1.2	1350000	1400000	PopA.INDEL.lungonly	2
76	Supercontig_1.2	1350000	1400000	PopA.INDEL.lungonly_curated	1
76	Supercontig_1.2	1350000	1400000	PopA.SNP.lungonly	4
76	Supercontig_1.2	1350000	1400000	PopA.SNP.lungonly_curated	5
76	Supercontig_1.2	1350000	1400000	repeats	0
77	Supercontig_1.2	1400000	1450000	Genes	26
77	Supercontig_1.2	1400000	1450000	PopA.INDEL.lungonly	10
77	Supercontig_1.2	1400000	1450000	PopA.INDEL.lungonly_curated	1
77	Supercontig_1.2	1400000	1450000	PopA.SNP.lungonly	0
77	Supercontig_1.2	1400000	1450000	PopA.SNP.lungonly_curated	0
77	Supercontig_1.2	1400000	1450000	repeats	0
78	Supercontig_1.2	1450000	1500000	Genes	24
78	Supercontig_1.2	1450000	1500000	PopA.INDEL.lungonly	3
78	Supercontig_1.2	1450000	1500000	PopA.INDEL.lungonly_curated	1
78	Supercontig_1.2	1450000	1500000	PopA.SNP.lungonly	1
78	Supercontig_1.2	1450000	1500000	PopA.SNP.lungonly_curated	1
78	Supercontig_1.2	1450000	1500000	repeats	0
79	Supercontig_1.2	1500000	1550000	Genes	25
79	Supercontig_1.2	1500000	1550000	PopA.INDEL.lungonly	3
79	Supercontig_1.2	1500000	1550000	PopA.INDEL.lungonly_curated	0
79	Supercontig_1.2	1500000	1550000	PopA.SNP.lungonly	2
79	Supercontig_1.2	1500000	1550000	PopA.SNP.lungonly_curated	1
79	Supercontig_1.2	1500000	1550000	repeats	0
80	Supercontig_1.2	1550000	1600000	Genes	25
80	Supercontig_1.2	1550000	1600000	PopA.INDEL.lungonly	4
80	Supercontig_1.2	1550000	1600000	PopA.INDEL.lungonly_curated	2
80	Supercontig_1.2	1550000	1600000	PopA.SNP.lungonly	3
80	Supercontig_1.2	1550000	1600000	PopA.SNP.lungonly_curated	2
80	Supercontig_1.2	1550000	1600000	repeats	1
81	Supercontig_1.2	1600000	1650000	Genes	21
81	Supercontig_1.2	1600000	1650000	PopA.INDEL.lungonly	12
81	Supercontig_1.2	1600000	1650000	PopA.INDEL.lungonly_curated	2
81	Supercontig_1.2	1600000	1650000	PopA.SNP.lungonly	4
81	Supercontig_1.2	1600000	1650000	PopA.SNP.lungonly_curated	3
81	Supercontig_1.2	1600000	1650000	repeats	0
82	Supercontig_1.2	1650000	1700000	Genes	24
82	Supercontig_1.2	1650000	1700000	PopA.INDEL.lungonly	28
82	Supercontig_1.2	1650000	1700000	PopA.INDEL.lungonly_curated	6
82	Supercontig_1.2	1650000	1700000	PopA.SNP.lungonly	5
82	Supercontig_1.2	1650000	1700000	PopA.SNP.lungonly_curated	3
82	Supercontig_1.2	1650000	1700000	repeats	1
83	Supercontig_1.2	1700000	1750000	Genes	23
83	Supercontig_1.2	1700000	1750000	PopA.INDEL.lungonly	22
83	Supercontig_1.2	1700000	1750000	PopA.INDEL.lungonly_curated	3
83	Supercontig_1.2	1700000	1750000	PopA.SNP.lungonly	1
83	Supercontig_1.2	1700000	1750000	PopA.SNP.lungonly_curated	0
83	Supercontig_1.2	1700000	1750000	repeats	3
84	Supercontig_1.2	1750000	1800000	Genes	29
84	Supercontig_1.2	1750000	1800000	PopA.INDEL.lungonly	17
84	Supercontig_1.2	1750000	1800000	PopA.INDEL.lungonly_curated	9
84	Supercontig_1.2	1750000	1800000	PopA.SNP.lungonly	4
84	Supercontig_1.2	1750000	1800000	PopA.SNP.lungonly_curated	3
84	Supercontig_1.2	1750000	1800000	repeats	1
85	Supercontig_1.2	1800000	1850000	Genes	25
85	Supercontig_1.2	1800000	1850000	PopA.INDEL.lungonly	0
85	Supercontig_1.2	1800000	1850000	PopA.INDEL.lungonly_curated	0
85	Supercontig_1.2	1800000	1850000	PopA.SNP.lungonly	3
85	Supercontig_1.2	1800000	1850000	PopA.SNP.lungonly_curated	3
85	Supercontig_1.2	1800000	1850000	repeats	0
86	Supercontig_1.2	1850000	1900000	Genes	26
86	Supercontig_1.2	1850000	1900000	PopA.INDEL.lungonly	31
86	Supercontig_1.2	1850000	1900000	PopA.INDEL.lungonly_curated	6
86	Supercontig_1.2	1850000	1900000	PopA.SNP.lungonly	6
86	Supercontig_1.2	1850000	1900000	PopA.SNP.lungonly_curated	5
86	Supercontig_1.2	1850000	1900000	repeats	1
87	Supercontig_1.2	1900000	1950000	Genes	28
87	Supercontig_1.2	1900000	1950000	PopA.INDEL.lungonly	9
87	Supercontig_1.2	1900000	1950000	PopA.INDEL.lungonly_curated	1
87	Supercontig_1.2	1900000	1950000	PopA.SNP.lungonly	2
87	Supercontig_1.2	1900000	1950000	PopA.SNP.lungonly_curated	1
87	Supercontig_1.2	1900000	1950000	repeats	0
88	Supercontig_1.2	1950000	2000000	Genes	24
88	Supercontig_1.2	1950000	2000000	PopA.INDEL.lungonly	16
88	Supercontig_1.2	1950000	2000000	PopA.INDEL.lungonly_curated	0
88	Supercontig_1.2	1950000	2000000	PopA.SNP.lungonly	6
88	Supercontig_1.2	1950000	2000000	PopA.SNP.lungonly_curated	2
88	Supercontig_1.2	1950000	2000000	repeats	0
89	Supercontig_1.2	2000000	2050000	Genes	23
89	Supercontig_1.2	2000000	2050000	PopA.INDEL.lungonly	1
89	Supercontig_1.2	2000000	2050000	PopA.INDEL.lungonly_curated	1
89	Supercontig_1.2	2000000	2050000	PopA.SNP.lungonly	0
89	Supercontig_1.2	2000000	2050000	PopA.SNP.lungonly_curated	0
89	Supercontig_1.2	2000000	2050000	repeats	1
90	Supercontig_1.2	2050000	2100000	Genes	20
90	Supercontig_1.2	2050000	2100000	PopA.INDEL.lungonly	2
90	Supercontig_1.2	2050000	2100000	PopA.INDEL.lungonly_curated	0
90	Supercontig_1.2	2050000	2100000	PopA.SNP.lungonly	2
90	Supercontig_1.2	2050000	2100000	PopA.SNP.lungonly_curated	2
90	Supercontig_1.2	2050000	2100000	repeats	0
91	Supercontig_1.2	2100000	2150000	Genes	19
91	Supercontig_1.2	2100000	2150000	PopA.INDEL.lungonly	2
91	Supercontig_1.2	2100000	2150000	PopA.INDEL.lungonly_curated	0
91	Supercontig_1.2	2100000	2150000	PopA.SNP.lungonly	4
91	Supercontig_1.2	2100000	2150000	PopA.SNP.lungonly_curated	4
91	Supercontig_1.2	2100000	2150000	repeats	0
92	Supercontig_1.2	2150000	2200000	Genes	31
92	Supercontig_1.2	2150000	2200000	PopA.INDEL.lungonly	8
92	Supercontig_1.2	2150000	2200000	PopA.INDEL.lungonly_curated	3
92	Supercontig_1.2	2150000	2200000	PopA.SNP.lungonly	2
92	Supercontig_1.2	2150000	2200000	PopA.SNP.lungonly_curated	0
92	Supercontig_1.2	2150000	2200000	repeats	0
93	Supercontig_1.2	2200000	2215196	Genes	9
93	Supercontig_1.2	2200000	2215196	PopA.INDEL.lungonly	4
93	Supercontig_1.2	2200000	2215196	PopA.INDEL.lungonly_curated	1
93	Supercontig_1.2	2200000	2215196	PopA.SNP.lungonly	4
93	Supercontig_1.2	2200000	2215196	PopA.SNP.lungonly_curated	2
93	Supercontig_1.2	2200000	2215196	repeats	0
94	Supercontig_1.3	0	50000	Genes	18
94	Supercontig_1.3	0	50000	PopA.INDEL.lungonly	57
94	Supercontig_1.3	0	50000	PopA.INDEL.lungonly_curated	20
94	Supercontig_1.3	0	50000	PopA.SNP.lungonly	32
94	Supercontig_1.3	0	50000	PopA.SNP.lungonly_curated	16
94	Supercontig_1.3	0	50000	repeats	0
95	Supercontig_1.3	50000	100000	Genes	25
95	Supercontig_1.3	50000	100000	PopA.INDEL.lungonly	0
95	Supercontig_1.3	50000	100000	PopA.INDEL.lungonly_curated	0
95	Supercontig_1.3	50000	100000	PopA.SNP.lungonly	1
95	Supercontig_1.3	50000	100000	PopA.SNP.lungonly_curated	1
95	Supercontig_1.3	50000	100000	repeats	0
96	Supercontig_1.3	100000	150000	Genes	27
96	Supercontig_1.3	100000	150000	PopA.INDEL.lungonly	3
96	Supercontig_1.3	100000	150000	PopA.INDEL.lungonly_curated	3
96	Supercontig_1.3	100000	150000	PopA.SNP.lungonly	2
96	Supercontig_1.3	100000	150000	PopA.SNP.lungonly_curated	2
96	Supercontig_1.3	100000	150000	repeats	2
97	Supercontig_1.3	150000	200000	Genes	27
97	Supercontig_1.3	150000	200000	PopA.INDEL.lungonly	0
97	Supercontig_1.3	150000	200000	PopA.INDEL.lungonly_curated	0
97	Supercontig_1.3	150000	200000	PopA.SNP.lungonly	0
97	Supercontig_1.3	150000	200000	PopA.SNP.lungonly_curated	0
97	Supercontig_1.3	150000	200000	repeats	1
98	Supercontig_1.3	200000	250000	Genes	25
98	Supercontig_1.3	200000	250000	PopA.INDEL.lungonly	2
98	Supercontig_1.3	200000	250000	PopA.INDEL.lungonly_curated	1
98	Supercontig_1.3	200000	250000	PopA.SNP.lungonly	3
98	Supercontig_1.3	200000	250000	PopA.SNP.lungonly_curated	3
98	Supercontig_1.3	200000	250000	repeats	2
99	Supercontig_1.3	250000	300000	Genes	31
99	Supercontig_1.3	250000	300000	PopA.INDEL.lungonly	1
99	Supercontig_1.3	250000	300000	PopA.INDEL.lungonly_curated	1
99	Supercontig_1.3	250000	300000	PopA.SNP.lungonly	1
99	Supercontig_1.3	250000	300000	PopA.SNP.lungonly_curated	1
99	Supercontig_1.3	250000	300000	repeats	1
100	Supercontig_1.3	300000	350000	Genes	24
100	Supercontig_1.3	300000	350000	PopA.INDEL.lungonly	0
100	Supercontig_1.3	300000	350000	PopA.INDEL.lungonly_curated	0
100	Supercontig_1.3	300000	350000	PopA.SNP.lungonly	1
100	Supercontig_1.3	300000	350000	PopA.SNP.lungonly_curated	1
100	Supercontig_1.3	300000	350000	repeats	0
101	Supercontig_1.3	350000	400000	Genes	39
101	Supercontig_1.3	350000	400000	PopA.INDEL.lungonly	1
101	Supercontig_1.3	350000	400000	PopA.INDEL.lungonly_curated	0
101	Supercontig_1.3	350000	400000	PopA.SNP.lungonly	0
101	Supercontig_1.3	350000	400000	PopA.SNP.lungonly_curated	0
101	Supercontig_1.3	350000	400000	repeats	2
102	Supercontig_1.3	400000	450000	Genes	28
102	Supercontig_1.3	400000	450000	PopA.INDEL.lungonly	0
102	Supercontig_1.3	400000	450000	PopA.INDEL.lungonly_curated	0
102	Supercontig_1.3	400000	450000	PopA.SNP.lungonly	2
102	Supercontig_1.3	400000	450000	PopA.SNP.lungonly_curated	2
102	Supercontig_1.3	400000	450000	repeats	2
103	Supercontig_1.3	450000	500000	Genes	26
103	Supercontig_1.3	450000	500000	PopA.INDEL.lungonly	3
103	Supercontig_1.3	450000	500000	PopA.INDEL.lungonly_curated	1
103	Supercontig_1.3	450000	500000	PopA.SNP.lungonly	1
103	Supercontig_1.3	450000	500000	PopA.SNP.lungonly_curated	1
103	Supercontig_1.3	450000	500000	repeats	0
104	Supercontig_1.3	500000	550000	Genes	24
104	Supercontig_1.3	500000	550000	PopA.INDEL.lungonly	0
104	Supercontig_1.3	500000	550000	PopA.INDEL.lungonly_curated	0
104	Supercontig_1.3	500000	550000	PopA.SNP.lungonly	2
104	Supercontig_1.3	500000	550000	PopA.SNP.lungonly_curated	2
104	Supercontig_1.3	500000	550000	repeats	1
105	Supercontig_1.3	550000	600000	Genes	31
105	Supercontig_1.3	550000	600000	PopA.INDEL.lungonly	2
105	Supercontig_1.3	550000	600000	PopA.INDEL.lungonly_curated	2
105	Supercontig_1.3	550000	600000	PopA.SNP.lungonly	1
105	Supercontig_1.3	550000	600000	PopA.SNP.lungonly_curated	1
105	Supercontig_1.3	550000	600000	repeats	2
106	Supercontig_1.3	600000	650000	Genes	25
106	Supercontig_1.3	600000	650000	PopA.INDEL.lungonly	1
106	Supercontig_1.3	600000	650000	PopA.INDEL.lungonly_curated	0
106	Supercontig_1.3	600000	650000	PopA.SNP.lungonly	0
106	Supercontig_1.3	600000	650000	PopA.SNP.lungonly_curated	0
106	Supercontig_1.3	600000	650000	repeats	0
107	Supercontig_1.3	650000	700000	Genes	21
107	Supercontig_1.3	650000	700000	PopA.INDEL.lungonly	1
107	Supercontig_1.3	650000	700000	PopA.INDEL.lungonly_curated	0
107	Supercontig_1.3	650000	700000	PopA.SNP.lungonly	0
107	Supercontig_1.3	650000	700000	PopA.SNP.lungonly_curated	0
107	Supercontig_1.3	650000	700000	repeats	1
108	Supercontig_1.3	700000	750000	Genes	23
108	Supercontig_1.3	700000	750000	PopA.INDEL.lungonly	3
108	Supercontig_1.3	700000	750000	PopA.INDEL.lungonly_curated	1
108	Supercontig_1.3	700000	750000	PopA.SNP.lungonly	2
108	Supercontig_1.3	700000	750000	PopA.SNP.lungonly_curated	2
108	Supercontig_1.3	700000	750000	repeats	0
109	Supercontig_1.3	750000	800000	Genes	21
109	Supercontig_1.3	750000	800000	PopA.INDEL.lungonly	19
109	Supercontig_1.3	750000	800000	PopA.INDEL.lungonly_curated	3
109	Supercontig_1.3	750000	800000	PopA.SNP.lungonly	1
109	Supercontig_1.3	750000	800000	PopA.SNP.lungonly_curated	0
109	Supercontig_1.3	750000	800000	repeats	0
110	Supercontig_1.3	800000	850000	Genes	26
110	Supercontig_1.3	800000	850000	PopA.INDEL.lungonly	25
110	Supercontig_1.3	800000	850000	PopA.INDEL.lungonly_curated	10
110	Supercontig_1.3	800000	850000	PopA.SNP.lungonly	14
110	Supercontig_1.3	800000	850000	PopA.SNP.lungonly_curated	2
110	Supercontig_1.3	800000	850000	repeats	0
111	Supercontig_1.3	850000	900000	Genes	18
111	Supercontig_1.3	850000	900000	PopA.INDEL.lungonly	12
111	Supercontig_1.3	850000	900000	PopA.INDEL.lungonly_curated	6
111	Supercontig_1.3	850000	900000	PopA.SNP.lungonly	1
111	Supercontig_1.3	850000	900000	PopA.SNP.lungonly_curated	0
111	Supercontig_1.3	850000	900000	repeats	0
112	Supercontig_1.3	900000	950000	Genes	19
112	Supercontig_1.3	900000	950000	PopA.INDEL.lungonly	0
112	Supercontig_1.3	900000	950000	PopA.INDEL.lungonly_curated	0
112	Supercontig_1.3	900000	950000	PopA.SNP.lungonly	1
112	Supercontig_1.3	900000	950000	PopA.SNP.lungonly_curated	0
112	Supercontig_1.3	900000	950000	repeats	0
113	Supercontig_1.3	950000	1000000	Genes	21
113	Supercontig_1.3	950000	1000000	PopA.INDEL.lungonly	8
113	Supercontig_1.3	950000	1000000	PopA.INDEL.lungonly_curated	4
113	Supercontig_1.3	950000	1000000	PopA.SNP.lungonly	4
113	Supercontig_1.3	950000	1000000	PopA.SNP.lungonly_curated	2
113	Supercontig_1.3	950000	1000000	repeats	0
114	Supercontig_1.3	1000000	1050000	Genes	22
114	Supercontig_1.3	1000000	1050000	PopA.INDEL.lungonly	1
114	Supercontig_1.3	1000000	1050000	PopA.INDEL.lungonly_curated	1
114	Supercontig_1.3	1000000	1050000	PopA.SNP.lungonly	3
114	Supercontig_1.3	1000000	1050000	PopA.SNP.lungonly_curated	1
114	Supercontig_1.3	1000000	1050000	repeats	1
115	Supercontig_1.3	1050000	1100000	Genes	31
115	Supercontig_1.3	1050000	1100000	PopA.INDEL.lungonly	6
115	Supercontig_1.3	1050000	1100000	PopA.INDEL.lungonly_curated	1
115	Supercontig_1.3	1050000	1100000	PopA.SNP.lungonly	2
115	Supercontig_1.3	1050000	1100000	PopA.SNP.lungonly_curated	0
115	Supercontig_1.3	1050000	1100000	repeats	1
116	Supercontig_1.3	1100000	1150000	Genes	30
116	Supercontig_1.3	1100000	1150000	PopA.INDEL.lungonly	7
116	Supercontig_1.3	1100000	1150000	PopA.INDEL.lungonly_curated	4
116	Supercontig_1.3	1100000	1150000	PopA.SNP.lungonly	0
116	Supercontig_1.3	1100000	1150000	PopA.SNP.lungonly_curated	0
116	Supercontig_1.3	1100000	1150000	repeats	0
117	Supercontig_1.3	1150000	1200000	Genes	23
117	Supercontig_1.3	1150000	1200000	PopA.INDEL.lungonly	5
117	Supercontig_1.3	1150000	1200000	PopA.INDEL.lungonly_curated	1
117	Supercontig_1.3	1150000	1200000	PopA.SNP.lungonly	1
117	Supercontig_1.3	1150000	1200000	PopA.SNP.lungonly_curated	1
117	Supercontig_1.3	1150000	1200000	repeats	0
118	Supercontig_1.3	1200000	1250000	Genes	22
118	Supercontig_1.3	1200000	1250000	PopA.INDEL.lungonly	39
118	Supercontig_1.3	1200000	1250000	PopA.INDEL.lungonly_curated	11
118	Supercontig_1.3	1200000	1250000	PopA.SNP.lungonly	17
118	Supercontig_1.3	1200000	1250000	PopA.SNP.lungonly_curated	7
118	Supercontig_1.3	1200000	1250000	repeats	0
119	Supercontig_1.3	1250000	1300000	Genes	23
119	Supercontig_1.3	1250000	1300000	PopA.INDEL.lungonly	15
119	Supercontig_1.3	1250000	1300000	PopA.INDEL.lungonly_curated	3
119	Supercontig_1.3	1250000	1300000	PopA.SNP.lungonly	9
119	Supercontig_1.3	1250000	1300000	PopA.SNP.lungonly_curated	5
119	Supercontig_1.3	1250000	1300000	repeats	0
120	Supercontig_1.3	1300000	1350000	Genes	27
120	Supercontig_1.3	1300000	1350000	PopA.INDEL.lungonly	18
120	Supercontig_1.3	1300000	1350000	PopA.INDEL.lungonly_curated	3
120	Supercontig_1.3	1300000	1350000	PopA.SNP.lungonly	5
120	Supercontig_1.3	1300000	1350000	PopA.SNP.lungonly_curated	2
120	Supercontig_1.3	1300000	1350000	repeats	1
121	Supercontig_1.3	1350000	1400000	Genes	23
121	Supercontig_1.3	1350000	1400000	PopA.INDEL.lungonly	22
121	Supercontig_1.3	1350000	1400000	PopA.INDEL.lungonly_curated	5
121	Supercontig_1.3	1350000	1400000	PopA.SNP.lungonly	8
121	Supercontig_1.3	1350000	1400000	PopA.SNP.lungonly_curated	1
121	Supercontig_1.3	1350000	1400000	repeats	0
122	Supercontig_1.3	1400000	1450000	Genes	20
122	Supercontig_1.3	1400000	1450000	PopA.INDEL.lungonly	15
122	Supercontig_1.3	1400000	1450000	PopA.INDEL.lungonly_curated	0
122	Supercontig_1.3	1400000	1450000	PopA.SNP.lungonly	2
122	Supercontig_1.3	1400000	1450000	PopA.SNP.lungonly_curated	0
122	Supercontig_1.3	1400000	1450000	repeats	0
123	Supercontig_1.3	1450000	1500000	Genes	30
123	Supercontig_1.3	1450000	1500000	PopA.INDEL.lungonly	12
123	Supercontig_1.3	1450000	1500000	PopA.INDEL.lungonly_curated	7
123	Supercontig_1.3	1450000	1500000	PopA.SNP.lungonly	6
123	Supercontig_1.3	1450000	1500000	PopA.SNP.lungonly_curated	4
123	Supercontig_1.3	1450000	1500000	repeats	0
124	Supercontig_1.3	1500000	1550000	Genes	21
124	Supercontig_1.3	1500000	1550000	PopA.INDEL.lungonly	7
124	Supercontig_1.3	1500000	1550000	PopA.INDEL.lungonly_curated	2
124	Supercontig_1.3	1500000	1550000	PopA.SNP.lungonly	2
124	Supercontig_1.3	1500000	1550000	PopA.SNP.lungonly_curated	1
124	Supercontig_1.3	1500000	1550000	repeats	5
125	Supercontig_1.3	1550000	1600000	Genes	22
125	Supercontig_1.3	1550000	1600000	PopA.INDEL.lungonly	3
125	Supercontig_1.3	1550000	1600000	PopA.INDEL.lungonly_curated	0
125	Supercontig_1.3	1550000	1600000	PopA.SNP.lungonly	3
125	Supercontig_1.3	1550000	1600000	PopA.SNP.lungonly_curated	1
125	Supercontig_1.3	1550000	1600000	repeats	2
126	Supercontig_1.3	1600000	1650000	Genes	23
126	Supercontig_1.3	1600000	1650000	PopA.INDEL.lungonly	1
126	Supercontig_1.3	1600000	1650000	PopA.INDEL.lungonly_curated	0
126	Supercontig_1.3	1600000	1650000	PopA.SNP.lungonly	5
126	Supercontig_1.3	1600000	1650000	PopA.SNP.lungonly_curated	4
126	Supercontig_1.3	1600000	1650000	repeats	3
127	Supercontig_1.3	1650000	1700000	Genes	21
127	Supercontig_1.3	1650000	1700000	PopA.INDEL.lungonly	1
127	Supercontig_1.3	1650000	1700000	PopA.INDEL.lungonly_curated	0
127	Supercontig_1.3	1650000	1700000	PopA.SNP.lungonly	1
127	Supercontig_1.3	1650000	1700000	PopA.SNP.lungonly_curated	1
127	Supercontig_1.3	1650000	1700000	repeats	1
128	Supercontig_1.3	1700000	1750000	Genes	28
128	Supercontig_1.3	1700000	1750000	PopA.INDEL.lungonly	11
128	Supercontig_1.3	1700000	1750000	PopA.INDEL.lungonly_curated	1
128	Supercontig_1.3	1700000	1750000	PopA.SNP.lungonly	2
128	Supercontig_1.3	1700000	1750000	PopA.SNP.lungonly_curated	2
128	Supercontig_1.3	1700000	1750000	repeats	1
129	Supercontig_1.3	1750000	1800000	Genes	24
129	Supercontig_1.3	1750000	1800000	PopA.INDEL.lungonly	5
129	Supercontig_1.3	1750000	1800000	PopA.INDEL.lungonly_curated	2
129	Supercontig_1.3	1750000	1800000	PopA.SNP.lungonly	1
129	Supercontig_1.3	1750000	1800000	PopA.SNP.lungonly_curated	0
129	Supercontig_1.3	1750000	1800000	repeats	0
130	Supercontig_1.3	1800000	1850000	Genes	23
130	Supercontig_1.3	1800000	1850000	PopA.INDEL.lungonly	2
130	Supercontig_1.3	1800000	1850000	PopA.INDEL.lungonly_curated	1
130	Supercontig_1.3	1800000	1850000	PopA.SNP.lungonly	4
130	Supercontig_1.3	1800000	1850000	PopA.SNP.lungonly_curated	3
130	Supercontig_1.3	1800000	1850000	repeats	0
131	Supercontig_1.3	1850000	1874050	Genes	9
131	Supercontig_1.3	1850000	1874050	PopA.INDEL.lungonly	26
131	Supercontig_1.3	1850000	1874050	PopA.INDEL.lungonly_curated	9
131	Supercontig_1.3	1850000	1874050	PopA.SNP.lungonly	8
131	Supercontig_1.3	1850000	1874050	PopA.SNP.lungonly_curated	5
131	Supercontig_1.3	1850000	1874050	repeats	0
132	Supercontig_1.4	0	50000	Genes	25
132	Supercontig_1.4	0	50000	PopA.INDEL.lungonly	70
132	Supercontig_1.4	0	50000	PopA.INDEL.lungonly_curated	12
132	Supercontig_1.4	0	50000	PopA.SNP.lungonly	60
132	Supercontig_1.4	0	50000	PopA.SNP.lungonly_curated	11
132	Supercontig_1.4	0	50000	repeats	0
133	Supercontig_1.4	50000	100000	Genes	24
133	Supercontig_1.4	50000	100000	PopA.INDEL.lungonly	7
133	Supercontig_1.4	50000	100000	PopA.INDEL.lungonly_curated	3
133	Supercontig_1.4	50000	100000	PopA.SNP.lungonly	2
133	Supercontig_1.4	50000	100000	PopA.SNP.lungonly_curated	1
133	Supercontig_1.4	50000	100000	repeats	2
134	Supercontig_1.4	100000	150000	Genes	21
134	Supercontig_1.4	100000	150000	PopA.INDEL.lungonly	4
134	Supercontig_1.4	100000	150000	PopA.INDEL.lungonly_curated	3
134	Supercontig_1.4	100000	150000	PopA.SNP.lungonly	0
134	Supercontig_1.4	100000	150000	PopA.SNP.lungonly_curated	0
134	Supercontig_1.4	100000	150000	repeats	4
135	Supercontig_1.4	150000	200000	Genes	24
135	Supercontig_1.4	150000	200000	PopA.INDEL.lungonly	16
135	Supercontig_1.4	150000	200000	PopA.INDEL.lungonly_curated	6
135	Supercontig_1.4	150000	200000	PopA.SNP.lungonly	8
135	Supercontig_1.4	150000	200000	PopA.SNP.lungonly_curated	5
135	Supercontig_1.4	150000	200000	repeats	2
136	Supercontig_1.4	200000	250000	Genes	24
136	Supercontig_1.4	200000	250000	PopA.INDEL.lungonly	1
136	Supercontig_1.4	200000	250000	PopA.INDEL.lungonly_curated	0
136	Supercontig_1.4	200000	250000	PopA.SNP.lungonly	2
136	Supercontig_1.4	200000	250000	PopA.SNP.lungonly_curated	2
136	Supercontig_1.4	200000	250000	repeats	1
137	Supercontig_1.4	250000	300000	Genes	25
137	Supercontig_1.4	250000	300000	PopA.INDEL.lungonly	3
137	Supercontig_1.4	250000	300000	PopA.INDEL.lungonly_curated	3
137	Supercontig_1.4	250000	300000	PopA.SNP.lungonly	0
137	Supercontig_1.4	250000	300000	PopA.SNP.lungonly_curated	0
137	Supercontig_1.4	250000	300000	repeats	1
138	Supercontig_1.4	300000	350000	Genes	30
138	Supercontig_1.4	300000	350000	PopA.INDEL.lungonly	20
138	Supercontig_1.4	300000	350000	PopA.INDEL.lungonly_curated	3
138	Supercontig_1.4	300000	350000	PopA.SNP.lungonly	4
138	Supercontig_1.4	300000	350000	PopA.SNP.lungonly_curated	2
138	Supercontig_1.4	300000	350000	repeats	0
139	Supercontig_1.4	350000	400000	Genes	26
139	Supercontig_1.4	350000	400000	PopA.INDEL.lungonly	3
139	Supercontig_1.4	350000	400000	PopA.INDEL.lungonly_curated	1
139	Supercontig_1.4	350000	400000	PopA.SNP.lungonly	0
139	Supercontig_1.4	350000	400000	PopA.SNP.lungonly_curated	0
139	Supercontig_1.4	350000	400000	repeats	0
140	Supercontig_1.4	400000	450000	Genes	21
140	Supercontig_1.4	400000	450000	PopA.INDEL.lungonly	1
140	Supercontig_1.4	400000	450000	PopA.INDEL.lungonly_curated	1
140	Supercontig_1.4	400000	450000	PopA.SNP.lungonly	3
140	Supercontig_1.4	400000	450000	PopA.SNP.lungonly_curated	3
140	Supercontig_1.4	400000	450000	repeats	8
141	Supercontig_1.4	450000	500000	Genes	18
141	Supercontig_1.4	450000	500000	PopA.INDEL.lungonly	1
141	Supercontig_1.4	450000	500000	PopA.INDEL.lungonly_curated	1
141	Supercontig_1.4	450000	500000	PopA.SNP.lungonly	2
141	Supercontig_1.4	450000	500000	PopA.SNP.lungonly_curated	2
141	Supercontig_1.4	450000	500000	repeats	0
142	Supercontig_1.4	500000	550000	Genes	27
142	Supercontig_1.4	500000	550000	PopA.INDEL.lungonly	2
142	Supercontig_1.4	500000	550000	PopA.INDEL.lungonly_curated	1
142	Supercontig_1.4	500000	550000	PopA.SNP.lungonly	0
142	Supercontig_1.4	500000	550000	PopA.SNP.lungonly_curated	0
142	Supercontig_1.4	500000	550000	repeats	1
143	Supercontig_1.4	550000	600000	Genes	33
143	Supercontig_1.4	550000	600000	PopA.INDEL.lungonly	2
143	Supercontig_1.4	550000	600000	PopA.INDEL.lungonly_curated	1
143	Supercontig_1.4	550000	600000	PopA.SNP.lungonly	4
143	Supercontig_1.4	550000	600000	PopA.SNP.lungonly_curated	3
