Gene	Pn	Ps	Pn_Ps	Total_Variants
CLUG_00854	1	3	0.3333	4
CLUG_00855	0	0	Undef	0
CLUG_00856	0	1	0.0000	1
CLUG_00857	3	9	0.3333	12
CLUG_00858	0	0	Undef	0
CLUG_00859	0	0	Undef	0
CLUG_00860	0	0	Undef	0
CLUG_00861	0	2	0.0000	2
CLUG_00862	0	0	Undef	0
CLUG_00863	1	3	0.3333	4
CLUG_00864	0	0	Undef	0
CLUG_00865	0	3	0.0000	3
CLUG_00866	1	13	0.0769	14
CLUG_00867	0	0	Undef	0
CLUG_00868	0	0	Undef	0
CLUG_00869	0	5	0.0000	5
CLUG_00870	1	9	0.1111	10
CLUG_00871	0	5	0.0000	5
CLUG_00872	2	12	0.1667	14
CLUG_00873	0	1	0.0000	1
CLUG_00874	0	0	Undef	0
CLUG_00875	0	1	0.0000	1
CLUG_00876	0	1	0.0000	1
CLUG_00877	2	6	0.3333	8
CLUG_00878	1	10	0.1000	11
CLUG_00879	5	12	0.4167	17
CLUG_00880	0	1	0.0000	1
CLUG_00881	0	1	0.0000	1
CLUG_00882	6	2	3.0000	8
CLUG_00883	0	4	0.0000	4
CLUG_00884	0	0	Undef	0
CLUG_00885	1	0	Undef	1
CLUG_00886	0	0	Undef	0
CLUG_00887	0	0	Undef	0
CLUG_00888	0	0	Undef	0
CLUG_00889	2	2	1.0000	4
CLUG_00890	1	9	0.1111	10
CLUG_00891	1	3	0.3333	4
CLUG_00892	0	0	Undef	0
CLUG_00893	3	2	1.5000	5
CLUG_00894	1	2	0.5000	3
CLUG_00895	3	7	0.4286	10
CLUG_00896	1	1	1.0000	2
CLUG_00897	1	2	0.5000	3
CLUG_00898	1	2	0.5000	3
CLUG_00899	1	0	Undef	1
CLUG_00900	0	2	0.0000	2
CLUG_00901	11	18	0.6111	29
CLUG_00902	0	7	0.0000	7
CLUG_00903	2	7	0.2857	9
CLUG_00904	2	4	0.5000	6
CLUG_00905	3	3	1.0000	6
CLUG_00906	0	3	0.0000	3
CLUG_00907	0	1	0.0000	1
CLUG_00908	0	2	0.0000	2
CLUG_00909	0	1	0.0000	1
CLUG_00910	3	29	0.1034	32
CLUG_00911	2	21	0.0952	23
CLUG_00912	0	3	0.0000	3
CLUG_00913	0	0	Undef	0
CLUG_00914	0	2	0.0000	2
CLUG_00915	2	9	0.2222	11
CLUG_00916	0	3	0.0000	3
CLUG_00917	3	4	0.7500	7
CLUG_00918	1	10	0.1000	11
CLUG_00919	0	1	0.0000	1
CLUG_00920	2	0	Undef	2
CLUG_00921	1	13	0.0769	14
CLUG_00922	0	4	0.0000	4
CLUG_00923	0	4	0.0000	4
CLUG_00924	1	2	0.5000	3
CLUG_00925	0	2	0.0000	2
CLUG_00926	3	4	0.7500	7
CLUG_00927	2	1	2.0000	3
CLUG_00928	0	1	0.0000	1
CLUG_00929	0	1	0.0000	1
CLUG_00930	4	7	0.5714	11
CLUG_00931	0	0	Undef	0
CLUG_00932	0	1	0.0000	1
CLUG_00933	1	0	Undef	1
CLUG_00934	0	0	Undef	0
CLUG_00935	0	0	Undef	0
CLUG_00936	0	1	0.0000	1
CLUG_00937	2	1	2.0000	3
CLUG_00938	0	6	0.0000	6
CLUG_00939	0	4	0.0000	4
CLUG_00940	1	1	1.0000	2
CLUG_00941	4	1	4.0000	5
CLUG_00942	0	1	0.0000	1
CLUG_00943	1	0	Undef	1
CLUG_00944	1	6	0.1667	7
CLUG_00945	0	1	0.0000	1
CLUG_00946	7	19	0.3684	26
CLUG_00947	3	0	Undef	3
CLUG_00948	0	1	0.0000	1
CLUG_00949	0	3	0.0000	3
CLUG_00950	0	4	0.0000	4
CLUG_00951	0	0	Undef	0
CLUG_00952	2	9	0.2222	11
CLUG_00953	3	7	0.4286	10
CLUG_00954	0	5	0.0000	5
CLUG_00955	2	6	0.3333	8
CLUG_00956	1	0	Undef	1
CLUG_00957	0	1	0.0000	1
CLUG_00958	0	1	0.0000	1
CLUG_00959	0	0	Undef	0
CLUG_00960	3	11	0.2727	14
CLUG_00961	0	3	0.0000	3
CLUG_00962	4	18	0.2222	22
CLUG_00963	0	0	Undef	0
CLUG_00964	0	10	0.0000	10
CLUG_00965	0	3	0.0000	3
CLUG_00966	1	5	0.2000	6
CLUG_00967	0	0	Undef	0
CLUG_00968	4	1	4.0000	5
CLUG_00969	4	2	2.0000	6
CLUG_00970	0	1	0.0000	1
CLUG_00971	0	1	0.0000	1
CLUG_00972	2	1	2.0000	3
CLUG_00973	0	2	0.0000	2
CLUG_00974	0	2	0.0000	2
CLUG_00975	2	6	0.3333	8
CLUG_00976	1	2	0.5000	3
CLUG_00977	2	6	0.3333	8
CLUG_00978	0	5	0.0000	5
CLUG_00979	1	3	0.3333	4
CLUG_00980	0	4	0.0000	4
CLUG_00981	0	0	Undef	0
CLUG_00982	1	10	0.1000	11
CLUG_00983	9	8	1.1250	17
CLUG_00984	0	5	0.0000	5
CLUG_00985	2	5	0.4000	7
CLUG_00986	0	2	0.0000	2
CLUG_00987	4	11	0.3636	15
CLUG_00988	1	2	0.5000	3
CLUG_00989	0	2	0.0000	2
CLUG_00990	0	4	0.0000	4
CLUG_00991	0	0	Undef	0
CLUG_00992	0	0	Undef	0
CLUG_00993	0	6	0.0000	6
CLUG_00994	0	2	0.0000	2
CLUG_00995	3	2	1.5000	5
CLUG_00996	1	1	1.0000	2
CLUG_00997	2	4	0.5000	6
CLUG_00998	0	6	0.0000	6
CLUG_00999	2	0	Undef	2
CLUG_01000	0	2	0.0000	2
CLUG_01001	0	5	0.0000	5
CLUG_01002	5	0	Undef	5
CLUG_01003	4	1	4.0000	5
CLUG_01004	1	2	0.5000	3
CLUG_01005	0	0	Undef	0
CLUG_01006	0	0	Undef	0
CLUG_01007	1	2	0.5000	3
CLUG_01008	0	0	Undef	0
CLUG_01009	1	1	1.0000	2
CLUG_01010	3	8	0.3750	11
CLUG_01011	1	6	0.1667	7
CLUG_01012	0	3	0.0000	3
CLUG_01013	0	0	Undef	0
CLUG_01014	1	5	0.2000	6
CLUG_01015	2	1	2.0000	3
CLUG_01016	2	1	2.0000	3
CLUG_01017	0	3	0.0000	3
CLUG_01018	3	2	1.5000	5
CLUG_01019	4	2	2.0000	6
CLUG_01020	1	5	0.2000	6
CLUG_01021	0	4	0.0000	4
CLUG_01022	3	14	0.2143	17
CLUG_01023	1	1	1.0000	2
CLUG_01024	0	1	0.0000	1
CLUG_01025	0	0	Undef	0
CLUG_01026	2	0	Undef	2
CLUG_01027	0	0	Undef	0
CLUG_01028	0	4	0.0000	4
CLUG_01029	1	5	0.2000	6
CLUG_01030	0	0	Undef	0
CLUG_01031	7	3	2.3333	10
CLUG_01032	3	0	Undef	3
CLUG_01033	1	0	Undef	1
CLUG_01034	2	4	0.5000	6
CLUG_01035	1	4	0.2500	5
CLUG_01036	8	11	0.7273	19
CLUG_01037	3	12	0.2500	15
CLUG_01038	0	4	0.0000	4
CLUG_01039	0	0	Undef	0
CLUG_01040	1	0	Undef	1
CLUG_01041	1	2	0.5000	3
CLUG_01042	0	0	Undef	0
CLUG_01043	1	1	1.0000	2
CLUG_01044	2	3	0.6667	5
CLUG_01045	2	1	2.0000	3
CLUG_01046	9	21	0.4286	30
CLUG_01047	3	1	3.0000	4
CLUG_01048	0	0	Undef	0
CLUG_01049	5	5	1.0000	10
CLUG_01050	5	8	0.6250	13
CLUG_01051	0	3	0.0000	3
CLUG_01052	0	3	0.0000	3
CLUG_01053	0	0	Undef	0
CLUG_01054	7	13	0.5385	20
CLUG_01055	0	0	Undef	0
CLUG_01056	5	5	1.0000	10
CLUG_01057	2	10	0.2000	12
CLUG_01058	1	2	0.5000	3
CLUG_01059	0	3	0.0000	3
CLUG_01060	0	10	0.0000	10
CLUG_01061	1	1	1.0000	2
CLUG_01062	3	2	1.5000	5
CLUG_01063	1	0	Undef	1
CLUG_01064	0	1	0.0000	1
CLUG_01065	0	1	0.0000	1
CLUG_01066	0	2	0.0000	2
CLUG_01067	0	1	0.0000	1
CLUG_01068	0	8	0.0000	8
CLUG_01069	4	4	1.0000	8
CLUG_01070	1	0	Undef	1
CLUG_01071	4	9	0.4444	13
CLUG_01072	2	1	2.0000	3
CLUG_01073	4	4	1.0000	8
CLUG_01074	2	9	0.2222	11
CLUG_01075	3	15	0.2000	18
CLUG_01076	1	2	0.5000	3
CLUG_01077	1	0	Undef	1
CLUG_01078	2	7	0.2857	9
CLUG_01079	4	8	0.5000	12
CLUG_01080	2	14	0.1429	16
CLUG_01081	5	10	0.5000	15
CLUG_01082	0	0	Undef	0
CLUG_01083	0	7	0.0000	7
CLUG_01084	2	10	0.2000	12
CLUG_01085	2	11	0.1818	13
CLUG_01086	2	5	0.4000	7
CLUG_01087	2	11	0.1818	13
CLUG_01088	0	2	0.0000	2
CLUG_01089	1	1	1.0000	2
CLUG_01090	4	4	1.0000	8
CLUG_01091	3	9	0.3333	12
CLUG_01092	3	16	0.1875	19
CLUG_01093	2	7	0.2857	9
CLUG_01094	0	4	0.0000	4
CLUG_01095	2	7	0.2857	9
CLUG_01096	2	2	1.0000	4
CLUG_01097	1	5	0.2000	6
CLUG_01098	1	13	0.0769	14
CLUG_01099	0	6	0.0000	6
CLUG_01100	0	1	0.0000	1
CLUG_01101	4	10	0.4000	14
CLUG_01102	0	15	0.0000	15
CLUG_01103	0	6	0.0000	6
CLUG_01104	1	6	0.1667	7
CLUG_01105	0	9	0.0000	9
CLUG_01106	2	16	0.1250	18
CLUG_01107	1	14	0.0714	15
CLUG_01108	3	8	0.3750	11
CLUG_01109	3	30	0.1000	33
CLUG_01110	1	8	0.1250	9
CLUG_01111	1	0	Undef	1
CLUG_01112	3	29	0.1034	32
CLUG_01113	2	9	0.2222	11
CLUG_01114	1	6	0.1667	7
CLUG_01115	1	3	0.3333	4
CLUG_01116	1	10	0.1000	11
CLUG_01117	2	9	0.2222	11
CLUG_01118	6	2	3.0000	8
CLUG_01119	2	9	0.2222	11
CLUG_01120	3	5	0.6000	8
CLUG_01121	3	23	0.1304	26
CLUG_01122	0	5	0.0000	5
CLUG_01123	1	10	0.1000	11
CLUG_01124	5	16	0.3125	21
CLUG_01125	2	5	0.4000	7
CLUG_01126	2	3	0.6667	5
CLUG_01127	2	19	0.1053	21
CLUG_01128	0	8	0.0000	8
CLUG_01129	2	3	0.6667	5
CLUG_01130	3	0	Undef	3
CLUG_01131	1	1	1.0000	2
CLUG_01132	3	9	0.3333	12
CLUG_01133	5	18	0.2778	23
CLUG_01134	1	10	0.1000	11
CLUG_01135	2	6	0.3333	8
CLUG_01136	10	17	0.5882	27
CLUG_01137	2	3	0.6667	5
CLUG_01138	0	0	Undef	0
CLUG_01139	1	8	0.1250	9
CLUG_01140	0	1	0.0000	1
CLUG_01141	3	5	0.6000	8
CLUG_01142	3	12	0.2500	15
CLUG_01143	0	11	0.0000	11
CLUG_01144	1	8	0.1250	9
CLUG_01145	2	6	0.3333	8
CLUG_01146	0	4	0.0000	4
CLUG_01147	0	2	0.0000	2
CLUG_01148	0	0	Undef	0
CLUG_01149	2	1	2.0000	3
CLUG_01150	0	20	0.0000	20
CLUG_01151	1	1	1.0000	2
CLUG_01152	1	9	0.1111	10
CLUG_01153	3	13	0.2308	16
CLUG_01154	5	3	1.6667	8
CLUG_01155	1	8	0.1250	9
CLUG_01156	1	11	0.0909	12
CLUG_01157	1	4	0.2500	5
CLUG_01158	0	5	0.0000	5
CLUG_01159	7	12	0.5833	19
CLUG_01160	1	1	1.0000	2
CLUG_01161	1	4	0.2500	5
CLUG_01162	4	1	4.0000	5
CLUG_01163	0	5	0.0000	5
CLUG_01164	2	7	0.2857	9
CLUG_01165	0	0	Undef	0
CLUG_01166	1	5	0.2000	6
CLUG_01167	0	1	0.0000	1
CLUG_01168	0	9	0.0000	9
CLUG_01169	1	0	Undef	1
CLUG_01170	2	2	1.0000	4
CLUG_01171	0	4	0.0000	4
CLUG_01172	1	5	0.2000	6
CLUG_01173	2	5	0.4000	7
CLUG_01174	3	17	0.1765	20
CLUG_01175	4	4	1.0000	8
CLUG_01176	0	1	0.0000	1
CLUG_01177	0	1	0.0000	1
CLUG_01178	1	1	1.0000	2
CLUG_01179	0	9	0.0000	9
CLUG_01180	0	2	0.0000	2
CLUG_01181	1	11	0.0909	12
CLUG_01182	2	6	0.3333	8
CLUG_01183	0	1	0.0000	1
CLUG_01184	0	0	Undef	0
CLUG_01185	3	28	0.1071	31
CLUG_01186	7	3	2.3333	10
CLUG_01187	1	1	1.0000	2
CLUG_01188	2	1	2.0000	3
CLUG_01189	3	0	Undef	3
CLUG_01190	1	0	Undef	1
CLUG_01191	2	7	0.2857	9
CLUG_01192	3	1	3.0000	4
CLUG_01193	2	1	2.0000	3
CLUG_01194	1	9	0.1111	10
CLUG_01195	4	1	4.0000	5
CLUG_01196	2	3	0.6667	5
CLUG_01197	18	27	0.6667	45
CLUG_01198	1	0	Undef	1
CLUG_01199	1	0	Undef	1
CLUG_01200	0	9	0.0000	9
CLUG_01201	4	11	0.3636	15
CLUG_01202	1	6	0.1667	7
CLUG_01203	5	4	1.2500	9
CLUG_01204	1	1	1.0000	2
CLUG_01205	3	4	0.7500	7
CLUG_01206	6	3	2.0000	9
CLUG_01207	0	0	Undef	0
CLUG_01208	0	0	Undef	0
CLUG_01210	0	0	Undef	0
CLUG_01211	1	1	1.0000	2
CLUG_01212	0	0	Undef	0
CLUG_01213	0	0	Undef	0
CLUG_01214	1	1	1.0000	2
CLUG_01215	0	0	Undef	0
CLUG_01216	0	0	Undef	0
CLUG_01217	0	1	0.0000	1
CLUG_01218	0	0	Undef	0
CLUG_01219	1	0	Undef	1
CLUG_01220	2	1	2.0000	3
CLUG_01221	1	0	Undef	1
CLUG_01222	0	0	Undef	0
CLUG_01223	1	0	Undef	1
CLUG_01224	1	0	Undef	1
CLUG_01225	0	0	Undef	0
CLUG_01226	1	0	Undef	1
CLUG_01227	1	0	Undef	1
CLUG_01228	1	0	Undef	1
CLUG_01229	0	0	Undef	0
CLUG_01230	1	0	Undef	1
CLUG_01231	3	0	Undef	3
CLUG_01232	1	0	Undef	1
CLUG_01233	0	0	Undef	0
CLUG_01234	0	1	0.0000	1
CLUG_01235	3	1	3.0000	4
CLUG_01236	0	0	Undef	0
CLUG_01237	0	0	Undef	0
CLUG_01238	3	2	1.5000	5
CLUG_01239	2	0	Undef	2
CLUG_01240	0	0	Undef	0
CLUG_01241	1	0	Undef	1
CLUG_01242	1	0	Undef	1
CLUG_01243	0	0	Undef	0
CLUG_01244	1	0	Undef	1
CLUG_01245	1	0	Undef	1
CLUG_01246	1	0	Undef	1
CLUG_01247	1	0	Undef	1
CLUG_01248	1	0	Undef	1
CLUG_01249	1	0	Undef	1
CLUG_01250	0	1	0.0000	1
CLUG_01251	0	0	Undef	0
CLUG_01252	0	0	Undef	0
CLUG_01253	1	0	Undef	1
CLUG_01254	0	0	Undef	0
CLUG_01255	1	1	1.0000	2
CLUG_01256	2	0	Undef	2
CLUG_01257	1	1	1.0000	2
CLUG_01258	0	0	Undef	0
CLUG_01259	2	0	Undef	2
CLUG_01260	0	0	Undef	0
CLUG_01261	2	0	Undef	2
CLUG_01262	0	0	Undef	0
CLUG_01263	2	0	Undef	2
CLUG_01264	0	0	Undef	0
CLUG_01265	0	1	0.0000	1
CLUG_01266	0	0	Undef	0
CLUG_01267	0	0	Undef	0
CLUG_01268	0	0	Undef	0
CLUG_01269	2	0	Undef	2
CLUG_01270	0	0	Undef	0
CLUG_01271	1	0	Undef	1
CLUG_01272	0	0	Undef	0
CLUG_01273	0	0	Undef	0
CLUG_01274	0	0	Undef	0
CLUG_01275	0	0	Undef	0
CLUG_01276	3	0	Undef	3
CLUG_01277	0	0	Undef	0
CLUG_01278	0	0	Undef	0
CLUG_01279	0	0	Undef	0
CLUG_01280	0	0	Undef	0
CLUG_01281	0	0	Undef	0
CLUG_01282	1	1	1.0000	2
CLUG_01283	0	0	Undef	0
CLUG_01284	0	0	Undef	0
CLUG_01285	0	0	Undef	0
CLUG_01286	0	0	Undef	0
CLUG_01287	0	0	Undef	0
CLUG_01288	1	0	Undef	1
CLUG_01289	1	0	Undef	1
CLUG_01290	0	0	Undef	0
CLUG_01291	0	1	0.0000	1
CLUG_01292	0	0	Undef	0
CLUG_01293	0	0	Undef	0
CLUG_01294	1	0	Undef	1
CLUG_01295	0	0	Undef	0
CLUG_01296	1	0	Undef	1
CLUG_01297	0	0	Undef	0
CLUG_01298	0	0	Undef	0
CLUG_01299	0	0	Undef	0
CLUG_01300	1	0	Undef	1
CLUG_01301	3	0	Undef	3
CLUG_01302	0	0	Undef	0
CLUG_01303	0	0	Undef	0
CLUG_01304	0	0	Undef	0
CLUG_01305	3	1	3.0000	4
CLUG_01306	0	0	Undef	0
CLUG_01307	0	0	Undef	0
CLUG_01308	1	0	Undef	1
CLUG_01309	0	0	Undef	0
CLUG_01310	1	0	Undef	1
CLUG_01311	0	0	Undef	0
CLUG_01312	1	0	Undef	1
CLUG_01313	0	0	Undef	0
CLUG_01314	1	0	Undef	1
CLUG_01315	2	0	Undef	2
CLUG_01316	1	0	Undef	1
CLUG_01317	1	0	Undef	1
CLUG_01318	1	2	0.5000	3
CLUG_01319	8	3	2.6667	11
CLUG_01320	0	0	Undef	0
CLUG_01321	2	0	Undef	2
CLUG_01322	0	0	Undef	0
CLUG_01323	0	0	Undef	0
CLUG_01324	0	0	Undef	0
CLUG_01325	0	0	Undef	0
CLUG_01327	0	0	Undef	0
CLUG_01328	0	0	Undef	0
CLUG_01329	0	1	0.0000	1
CLUG_01330	1	0	Undef	1
CLUG_01331	0	0	Undef	0
CLUG_01332	1	0	Undef	1
CLUG_01333	0	0	Undef	0
CLUG_01334	1	0	Undef	1
CLUG_01335	0	0	Undef	0
CLUG_01336	0	0	Undef	0
CLUG_01337	0	0	Undef	0
CLUG_01338	2	1	2.0000	3
CLUG_01339	0	0	Undef	0
CLUG_01341	0	0	Undef	0
CLUG_01342	0	0	Undef	0
CLUG_01343	0	0	Undef	0
CLUG_01344	1	1	1.0000	2
CLUG_01345	4	0	Undef	4
CLUG_01346	2	1	2.0000	3
CLUG_01347	1	0	Undef	1
CLUG_01348	0	0	Undef	0
CLUG_01349	0	0	Undef	0
CLUG_01350	0	0	Undef	0
CLUG_01351	0	0	Undef	0
CLUG_01352	0	0	Undef	0
CLUG_01353	1	0	Undef	1
CLUG_01354	0	0	Undef	0
CLUG_01355	0	0	Undef	0
CLUG_01356	0	0	Undef	0
CLUG_01357	0	0	Undef	0
CLUG_01358	0	0	Undef	0
CLUG_01359	1	0	Undef	1
CLUG_01360	0	0	Undef	0
CLUG_01361	0	0	Undef	0
CLUG_01362	1	0	Undef	1
CLUG_01363	0	0	Undef	0
CLUG_01364	1	0	Undef	1
CLUG_01365	0	0	Undef	0
CLUG_01366	1	0	Undef	1
CLUG_01367	0	0	Undef	0
CLUG_01368	0	0	Undef	0
CLUG_01371	0	0	Undef	0
CLUG_01372	0	0	Undef	0
CLUG_01373	1	1	1.0000	2
CLUG_01374	2	0	Undef	2
CLUG_01375	0	0	Undef	0
CLUG_01376	0	0	Undef	0
CLUG_01377	0	0	Undef	0
CLUG_01378	0	0	Undef	0
CLUG_01379	0	0	Undef	0
CLUG_01380	0	0	Undef	0
CLUG_01381	0	0	Undef	0
CLUG_01382	2	1	2.0000	3
CLUG_01383	1	4	0.2500	5
CLUG_01384	0	0	Undef	0
CLUG_01385	0	0	Undef	0
CLUG_01386	0	2	0.0000	2
CLUG_01387	3	16	0.1875	19
CLUG_01388	3	23	0.1304	26
CLUG_01389	1	12	0.0833	13
CLUG_01390	4	0	Undef	4
CLUG_01391	2	14	0.1429	16
CLUG_01392	0	0	Undef	0
CLUG_01393	0	0	Undef	0
CLUG_01394	2	9	0.2222	11
CLUG_01395	1	7	0.1429	8
CLUG_01396	0	0	Undef	0
CLUG_01397	0	0	Undef	0
CLUG_01398	0	1	0.0000	1
CLUG_01399	0	7	0.0000	7
CLUG_01400	2	7	0.2857	9
CLUG_01401	0	0	Undef	0
CLUG_01402	0	1	0.0000	1
CLUG_01403	0	2	0.0000	2
CLUG_01404	0	6	0.0000	6
CLUG_01405	0	3	0.0000	3
CLUG_01406	0	0	Undef	0
CLUG_01407	0	0	Undef	0
CLUG_01408	1	4	0.2500	5
CLUG_01409	1	5	0.2000	6
CLUG_01410	0	0	Undef	0
CLUG_01411	2	1	2.0000	3
CLUG_01412	0	1	0.0000	1
CLUG_01413	0	1	0.0000	1
CLUG_01414	0	0	Undef	0
CLUG_01415	0	2	0.0000	2
CLUG_01416	0	0	Undef	0
CLUG_01417	4	13	0.3077	17
CLUG_01418	0	3	0.0000	3
CLUG_01419	2	7	0.2857	9
CLUG_01420	0	1	0.0000	1
CLUG_01421	1	0	Undef	1
CLUG_01422	0	1	0.0000	1
CLUG_01423	1	0	Undef	1
CLUG_01424	0	0	Undef	0
CLUG_01425	0	0	Undef	0
CLUG_01426	0	0	Undef	0
CLUG_01427	0	5	0.0000	5
CLUG_01428	2	0	Undef	2
CLUG_01429	1	0	Undef	1
CLUG_01430	1	0	Undef	1
CLUG_01431	0	1	0.0000	1
CLUG_01432	1	9	0.1111	10
CLUG_01433	0	0	Undef	0
CLUG_01434	2	2	1.0000	4
CLUG_01435	0	1	0.0000	1
CLUG_01436	0	0	Undef	0
CLUG_01437	9	7	1.2857	16
CLUG_01438	0	0	Undef	0
CLUG_01439	6	15	0.4000	21
CLUG_01440	1	4	0.2500	5
CLUG_01441	2	1	2.0000	3
CLUG_01442	1	0	Undef	1
CLUG_01443	2	1	2.0000	3
CLUG_01444	1	1	1.0000	2
CLUG_01445	0	0	Undef	0
CLUG_01446	0	3	0.0000	3
CLUG_01447	0	1	0.0000	1
CLUG_01448	0	0	Undef	0
CLUG_01449	0	0	Undef	0
CLUG_01450	0	0	Undef	0
CLUG_01451	2	1	2.0000	3
CLUG_01452	3	6	0.5000	9
CLUG_01453	0	2	0.0000	2
CLUG_01454	0	1	0.0000	1
CLUG_01455	0	1	0.0000	1
CLUG_01456	1	0	Undef	1
CLUG_01457	0	0	Undef	0
CLUG_01458	1	3	0.3333	4
CLUG_01459	0	8	0.0000	8
CLUG_01460	0	2	0.0000	2
CLUG_01461	0	5	0.0000	5
CLUG_01462	2	7	0.2857	9
CLUG_01463	0	1	0.0000	1
CLUG_01464	0	0	Undef	0
CLUG_01465	0	0	Undef	0
CLUG_01466	1	1	1.0000	2
CLUG_01467	0	0	Undef	0
CLUG_01468	0	0	Undef	0
CLUG_01469	2	1	2.0000	3
CLUG_01470	1	1	1.0000	2
CLUG_01471	1	2	0.5000	3
CLUG_01472	6	2	3.0000	8
CLUG_01473	0	0	Undef	0
CLUG_01474	1	5	0.2000	6
CLUG_01475	0	0	Undef	0
CLUG_01476	1	1	1.0000	2
CLUG_01477	2	7	0.2857	9
CLUG_01478	1	0	Undef	1
CLUG_01479	0	0	Undef	0
CLUG_01480	0	1	0.0000	1
CLUG_01481	0	0	Undef	0
CLUG_01482	0	0	Undef	0
CLUG_01483	1	1	1.0000	2
CLUG_01484	0	2	0.0000	2
CLUG_01485	2	2	1.0000	4
CLUG_01486	1	8	0.1250	9
CLUG_01487	0	0	Undef	0
CLUG_01488	0	4	0.0000	4
CLUG_01489	2	2	1.0000	4
CLUG_01490	0	1	0.0000	1
CLUG_01491	1	5	0.2000	6
CLUG_01492	0	5	0.0000	5
CLUG_01493	1	4	0.2500	5
CLUG_01494	0	7	0.0000	7
CLUG_01495	0	10	0.0000	10
CLUG_01496	2	0	Undef	2
CLUG_01497	2	6	0.3333	8
CLUG_01498	2	1	2.0000	3
CLUG_01499	1	6	0.1667	7
CLUG_01500	0	0	Undef	0
CLUG_01501	0	2	0.0000	2
CLUG_01502	0	0	Undef	0
CLUG_01503	3	2	1.5000	5
CLUG_01504	0	0	Undef	0
CLUG_01505	0	0	Undef	0
CLUG_01506	0	0	Undef	0
CLUG_01507	1	1	1.0000	2
CLUG_01508	1	0	Undef	1
CLUG_01509	3	12	0.2500	15
CLUG_01510	0	1	0.0000	1
CLUG_01511	0	0	Undef	0
CLUG_01512	5	1	5.0000	6
CLUG_01513	2	0	Undef	2
CLUG_01514	0	0	Undef	0
CLUG_01515	1	0	Undef	1
CLUG_01516	0	0	Undef	0
CLUG_01517	0	3	0.0000	3
CLUG_01518	0	0	Undef	0
CLUG_01519	0	0	Undef	0
CLUG_01520	1	1	1.0000	2
CLUG_01521	0	0	Undef	0
CLUG_01522	2	1	2.0000	3
CLUG_01523	2	3	0.6667	5
CLUG_01524	2	3	0.6667	5
CLUG_01525	1	0	Undef	1
CLUG_01526	0	0	Undef	0
CLUG_01527	2	2	1.0000	4
CLUG_01528	0	0	Undef	0
CLUG_01529	0	1	0.0000	1
CLUG_01530	0	2	0.0000	2
CLUG_01531	0	0	Undef	0
CLUG_01532	0	1	0.0000	1
CLUG_01533	3	1	3.0000	4
CLUG_01534	0	0	Undef	0
CLUG_01535	2	0	Undef	2
CLUG_01536	2	8	0.2500	10
CLUG_01537	0	1	0.0000	1
CLUG_01538	1	3	0.3333	4
CLUG_01539	0	0	Undef	0
CLUG_01540	0	2	0.0000	2
CLUG_01541	1	1	1.0000	2
CLUG_01542	1	1	1.0000	2
CLUG_01543	0	0	Undef	0
CLUG_01544	0	0	Undef	0
CLUG_01545	0	1	0.0000	1
CLUG_01546	2	1	2.0000	3
CLUG_01547	1	1	1.0000	2
CLUG_01548	2	1	2.0000	3
CLUG_01549	0	1	0.0000	1
CLUG_01550	0	2	0.0000	2
CLUG_01551	0	0	Undef	0
CLUG_01552	0	1	0.0000	1
CLUG_01553	0	0	Undef	0
CLUG_01554	1	1	1.0000	2
CLUG_01555	0	1	0.0000	1
CLUG_01556	2	2	1.0000	4
CLUG_01557	0	1	0.0000	1
CLUG_01558	2	1	2.0000	3
CLUG_01559	0	1	0.0000	1
CLUG_01560	0	1	0.0000	1
CLUG_01561	0	1	0.0000	1
CLUG_01562	0	2	0.0000	2
CLUG_01563	0	0	Undef	0
CLUG_01564	2	4	0.5000	6
CLUG_01565	1	1	1.0000	2
CLUG_01566	2	0	Undef	2
CLUG_01567	1	1	1.0000	2
CLUG_01568	1	6	0.1667	7
CLUG_01569	1	1	1.0000	2
CLUG_01570	0	0	Undef	0
CLUG_01571	5	6	0.8333	11
CLUG_01572	0	1	0.0000	1
CLUG_01573	0	3	0.0000	3
CLUG_01574	0	0	Undef	0
CLUG_01575	0	1	0.0000	1
CLUG_01576	1	2	0.5000	3
CLUG_01577	0	0	Undef	0
CLUG_01578	0	0	Undef	0
CLUG_01579	0	0	Undef	0
CLUG_01580	0	0	Undef	0
CLUG_01581	2	0	Undef	2
CLUG_01582	0	0	Undef	0
CLUG_01583	0	4	0.0000	4
CLUG_01584	2	10	0.2000	12
CLUG_01585	1	0	Undef	1
CLUG_01586	1	1	1.0000	2
CLUG_01587	0	0	Undef	0
CLUG_01588	0	1	0.0000	1
CLUG_01589	0	6	0.0000	6
CLUG_01590	1	0	Undef	1
CLUG_01591	0	0	Undef	0
CLUG_01592	1	1	1.0000	2
CLUG_01593	0	0	Undef	0
CLUG_01594	1	0	Undef	1
CLUG_01595	1	0	Undef	1
CLUG_01596	0	0	Undef	0
CLUG_01597	0	0	Undef	0
CLUG_01598	0	0	Undef	0
CLUG_01599	0	0	Undef	0
CLUG_01600	0	0	Undef	0
CLUG_01601	0	0	Undef	0
CLUG_01602	0	0	Undef	0
CLUG_01603	3	1	3.0000	4
CLUG_01604	1	0	Undef	1
CLUG_01605	0	0	Undef	0
CLUG_01606	1	1	1.0000	2
CLUG_01607	0	0	Undef	0
CLUG_01612	0	0	Undef	0
CLUG_01613	0	0	Undef	0
