# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
CLUG_01344	CLUG_01344	CLUT_01344T0	protein_coding	1	0	0	5	0	0	0	5	1	0	0	0	0	0	0	0	0	0
CLUG_01345	CLUG_01345	CLUT_01345T0	protein_coding	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	5
CLUG_01346	CLUG_01346	CLUT_01346T0	protein_coding	0	0	0	6	0	0	0	5	0	0	0	0	0	0	0	0	0	1
CLUG_01347	CLUG_01347	CLUT_01347T0	protein_coding	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	5
CLUG_01348	CLUG_01348	CLUT_01348T0	protein_coding	0	0	1	5	0	0	1	5	0	0	0	0	0	0	0	0	0	0
CLUG_01349	CLUG_01349	CLUT_01349T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_01350	CLUG_01350	CLUT_01350T0	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
CLUG_01351	CLUG_01351	CLUT_01351T0	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0
CLUG_01352	CLUG_01352	CLUT_01352T0	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
CLUG_01353	CLUG_01353	CLUT_01353T0	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
CLUG_01354	CLUG_01354	CLUT_01354T0	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
CLUG_01355	CLUG_01355	CLUT_01355T0	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
CLUG_01356	CLUG_01356	CLUT_01356T0	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0
CLUG_01371	CLUG_01371	CLUT_01371T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_01372	CLUG_01372	CLUT_01372T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_01373	CLUG_01373	CLUT_01373T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_01374	CLUG_01374	CLUT_01374T0	protein_coding	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1
CLUG_01375	CLUG_01375	CLUT_01375T0	protein_coding	0	0	0	6	0	0	0	5	0	0	0	0	0	0	0	0	0	1
CLUG_01376	CLUG_01376	CLUT_01376T0	protein_coding	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0	0	0
CLUG_01377	CLUG_01377	CLUT_01377T0	protein_coding	1	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	4
CLUG_01378	CLUG_01378	CLUT_01378T0	protein_coding	1	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	4
CLUG_01379	CLUG_01379	CLUT_01379T0	protein_coding	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	4
CLUG_01380	CLUG_01380	CLUT_01380T0	protein_coding	2	0	1	2	0	0	0	1	2	0	1	0	0	0	0	0	0	1
CLUG_01381	CLUG_01381	CLUT_01381T0	protein_coding	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0	0	0
CLUG_01382	CLUG_01382	CLUT_01382T0	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4
CLUG_01385	CLUG_01385	CLUT_01385T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_01386	CLUG_01386	CLUT_01386T0	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CLUG_01387	CLUG_01387	CLUT_01387T0	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CLUG_01388	CLUG_01388	CLUT_01388T0	protein_coding	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1
CLUG_01389	CLUG_01389	CLUT_01389T0	protein_coding	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0
CLUG_01390	CLUG_01390	CLUT_01390T0	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1
CLUG_01391	CLUG_01391	CLUT_01391T0	protein_coding	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0
CLUG_01392	CLUG_01392	CLUT_01392T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_01395	CLUG_01395	CLUT_01395T0	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
CLUG_01396	CLUG_01396	CLUT_01396T0	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0
CLUG_01397	CLUG_01397	CLUT_01397T0	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
CLUG_01398	CLUG_01398	CLUT_01398T0	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
CLUG_01401	CLUG_01401	CLUT_01401T0	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CLUG_01402	CLUG_01402	CLUT_01402T0	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
CLUG_01403	CLUG_01403	CLUT_01403T0	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
CLUG_01404	CLUG_01404	CLUT_01404T0	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1
CLUG_01405	CLUG_01405	CLUT_01405T0	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1
CLUG_01406	CLUG_01406	CLUT_01406T0	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CLUG_01407	CLUG_01407	CLUT_01407T0	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
CLUG_01408	CLUG_01408	CLUT_01408T0	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CLUG_01409	CLUG_01409	CLUT_01409T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_01426	CLUG_01426	CLUT_01426T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_01427	CLUG_01427	CLUT_01427T0	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
CLUG_01428	CLUG_01428	CLUT_01428T0	protein_coding	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0
CLUG_01429	CLUG_01429	CLUT_01429T0	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1
CLUG_01430	CLUG_01430	CLUT_01430T0	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1
CLUG_01431	CLUG_01431	CLUT_01431T0	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
CLUG_01432	CLUG_01432	CLUT_01432T0	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1
CLUG_01433	CLUG_01433	CLUT_01433T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_01434	CLUG_01434	CLUT_01434T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_01440	CLUG_01440	CLUT_01440T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_01441	CLUG_01441	CLUT_01441T0	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CLUG_01442	CLUG_01442	CLUT_01442T0	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CLUG_01450	CLUG_01450	CLUT_01450T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_01451	CLUG_01451	CLUT_01451T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_01452	CLUG_01452	CLUT_01452T0	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CLUG_01453	CLUG_01453	CLUT_01453T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_01456	CLUG_01456	CLUT_01456T0	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CLUG_01457	CLUG_01457	CLUT_01457T0	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
CLUG_01458	CLUG_01458	CLUT_01458T0	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CLUG_01459	CLUG_01459	CLUT_01459T0	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
CLUG_01460	CLUG_01460	CLUT_01460T0	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	2
CLUG_01461	CLUG_01461	CLUT_01461T0	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
CLUG_01462	CLUG_01462	CLUT_01462T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_01464	CLUG_01464	CLUT_01464T0	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5
CLUG_01465	CLUG_01465	CLUT_01465T0	protein_coding	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	8
CLUG_01466	CLUG_01466	CLUT_01466T0	protein_coding	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	9
CLUG_01467	CLUG_01467	CLUT_01467T0	protein_coding	0	0	0	10	0	0	0	7	0	0	0	0	0	0	0	0	0	3
CLUG_01468	CLUG_01468	CLUT_01468T0	protein_coding	1	0	0	9	0	0	0	3	1	0	0	0	0	0	0	0	0	6
CLUG_01469	CLUG_01469	CLUT_01469T0	protein_coding	4	0	1	5	0	0	0	2	4	0	1	0	0	0	0	0	0	3
CLUG_01470	CLUG_01470	CLUT_01470T0	protein_coding	0	0	0	10	0	0	0	8	0	0	0	0	0	0	0	0	0	2
CLUG_01471	CLUG_01471	CLUT_01471T0	protein_coding	1	0	0	9	0	0	0	8	1	0	0	0	0	0	0	0	0	1
CLUG_01472	CLUG_01472	CLUT_01472T0	protein_coding	1	0	0	9	0	0	0	9	1	0	0	0	0	0	0	0	0	0
CLUG_01473	CLUG_01473	CLUT_01473T0	protein_coding	0	0	0	8	0	0	0	7	0	0	0	0	0	0	0	0	0	1
CLUG_01474	CLUG_01474	CLUT_01474T0	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	2
CLUG_01475	CLUG_01475	CLUT_01475T0	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
CLUG_01476	CLUG_01476	CLUT_01476T0	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1
CLUG_01477	CLUG_01477	CLUT_01477T0	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1
CLUG_01478	CLUG_01478	CLUT_01478T0	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1
CLUG_01479	CLUG_01479	CLUT_01479T0	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1
CLUG_01480	CLUG_01480	CLUT_01480T0	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1
CLUG_01481	CLUG_01481	CLUT_01481T0	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CLUG_01482	CLUG_01482	CLUT_01482T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_01483	CLUG_01483	CLUT_01483T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_01489	CLUG_01489	CLUT_01489T0	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CLUG_01490	CLUG_01490	CLUT_01490T0	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CLUG_01491	CLUG_01491	CLUT_01491T0	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CLUG_01492	CLUG_01492	CLUT_01492T0	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
CLUG_01493	CLUG_01493	CLUT_01493T0	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CLUG_01494	CLUG_01494	CLUT_01494T0	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
CLUG_01495	CLUG_01495	CLUT_01495T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_01496	CLUG_01496	CLUT_01496T0	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CLUG_01497	CLUG_01497	CLUT_01497T0	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
CLUG_01498	CLUG_01498	CLUT_01498T0	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	2
CLUG_01499	CLUG_01499	CLUT_01499T0	protein_coding	1	0	0	4	0	0	0	2	1	0	0	0	0	0	0	0	0	2
CLUG_01500	CLUG_01500	CLUT_01500T0	protein_coding	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	2
CLUG_01501	CLUG_01501	CLUT_01501T0	protein_coding	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	2
CLUG_01502	CLUG_01502	CLUT_01502T0	protein_coding	0	0	0	5	0	0	0	2	0	0	0	0	0	0	0	0	0	3
CLUG_01503	CLUG_01503	CLUT_01503T0	protein_coding	0	0	0	5	0	0	0	2	0	0	0	0	0	0	0	0	0	3
CLUG_01504	CLUG_01504	CLUT_01504T0	protein_coding	0	0	0	5	0	0	0	3	0	0	0	0	0	0	0	0	0	2
CLUG_01505	CLUG_01505	CLUT_01505T0	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
CLUG_01506	CLUG_01506	CLUT_01506T0	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0
CLUG_01507	CLUG_01507	CLUT_01507T0	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0
CLUG_01508	CLUG_01508	CLUT_01508T0	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0
CLUG_01509	CLUG_01509	CLUT_01509T0	protein_coding	1	0	1	2	0	0	0	2	1	0	1	0	0	0	0	0	0	0
CLUG_01510	CLUG_01510	CLUT_01510T0	protein_coding	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	0	1
CLUG_01511	CLUG_01511	CLUT_01511T0	protein_coding	1	0	0	3	0	0	0	3	1	0	0	0	0	0	0	0	0	0
CLUG_01512	CLUG_01512	CLUT_01512T0	protein_coding	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	4
CLUG_01513	CLUG_01513	CLUT_01513T0	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1
CLUG_01514	CLUG_01514	CLUT_01514T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_01515	CLUG_01515	CLUT_01515T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_01516	CLUG_01516	CLUT_01516T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_01517	CLUG_01517	CLUT_01517T0	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CLUG_01518	CLUG_01518	CLUT_01518T0	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CLUG_01519	CLUG_01519	CLUT_01519T0	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CLUG_01520	CLUG_01520	CLUT_01520T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_01535	CLUG_01535	CLUT_01535T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_01536	CLUG_01536	CLUT_01536T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_01537	CLUG_01537	CLUT_01537T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_01538	CLUG_01538	CLUT_01538T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_01539	CLUG_01539	CLUT_01539T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_01540	CLUG_01540	CLUT_01540T0	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CLUG_01548	CLUG_01548	CLUT_01548T0	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CLUG_01549	CLUG_01549	CLUT_01549T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_01550	CLUG_01550	CLUT_01550T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_01551	CLUG_01551	CLUT_01551T0	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CLUG_01552	CLUG_01552	CLUT_01552T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_01553	CLUG_01553	CLUT_01553T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_01554	CLUG_01554	CLUT_01554T0	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CLUG_01555	CLUG_01555	CLUT_01555T0	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CLUG_01562	CLUG_01562	CLUT_01562T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_01563	CLUG_01563	CLUT_01563T0	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CLUG_01564	CLUG_01564	CLUT_01564T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_01565	CLUG_01565	CLUT_01565T0	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CLUG_01566	CLUG_01566	CLUT_01566T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_01567	CLUG_01567	CLUT_01567T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_01568	CLUG_01568	CLUT_01568T0	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CLUG_01571	CLUG_01571	CLUT_01571T0	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CLUG_01572	CLUG_01572	CLUT_01572T0	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1
CLUG_01573	CLUG_01573	CLUT_01573T0	protein_coding	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	3
CLUG_01574	CLUG_01574	CLUT_01574T0	protein_coding	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	3
CLUG_01575	CLUG_01575	CLUT_01575T0	protein_coding	1	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	3
CLUG_01576	CLUG_01576	CLUT_01576T0	protein_coding	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	0	1
CLUG_01577	CLUG_01577	CLUT_01577T0	protein_coding	1	0	0	3	0	0	0	3	1	0	0	0	0	0	0	0	0	0
CLUG_01578	CLUG_01578	CLUT_01578T0	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0
CLUG_01579	CLUG_01579	CLUT_01579T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_01580	CLUG_01580	CLUT_01580T0	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CLUG_01581	CLUG_01581	CLUT_01581T0	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1
CLUG_01582	CLUG_01582	CLUT_01582T0	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1
CLUG_01583	CLUG_01583	CLUT_01583T0	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CLUG_01584	CLUG_01584	CLUT_01584T0	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CLUG_01585	CLUG_01585	CLUT_01585T0	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	1
CLUG_01586	CLUG_01586	CLUT_01586T0	protein_coding	1	0	0	3	0	0	0	1	1	0	0	0	0	0	0	0	0	2
CLUG_01587	CLUG_01587	CLUT_01587T0	protein_coding	1	0	0	3	0	0	0	1	1	0	0	0	1	0	0	1	0	2
CLUG_01588	CLUG_01588	CLUT_01588T0	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	2
CLUG_01589	CLUG_01589	CLUT_01589T0	protein_coding	1	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	1
CLUG_01590	CLUG_01590	CLUT_01590T0	protein_coding	1	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	1
CLUG_01591	CLUG_01591	CLUT_01591T0	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	1
CLUG_01592	CLUG_01592	CLUT_01592T0	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
CLUG_01593	CLUG_01593	CLUT_01593T0	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CLUG_01617	CLUG_01617	CLUT_01617T0	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CLUG_01618	CLUG_01618	CLUT_01618T0	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CLUG_01619	CLUG_01619	CLUT_01619T0	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1
CLUG_01620	CLUG_01620	CLUT_01620T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_01621	CLUG_01621	CLUT_01621T0	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1
CLUG_01622	CLUG_01622	CLUT_01622T0	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1
CLUG_01623	CLUG_01623	CLUT_01623T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_01624	CLUG_01624	CLUT_01624T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_01625	CLUG_01625	CLUT_01625T0	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CLUG_01626	CLUG_01626	CLUT_01626T0	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CLUG_01627	CLUG_01627	CLUT_01627T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_01628	CLUG_01628	CLUT_01628T0	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CLUG_01629	CLUG_01629	CLUT_01629T0	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CLUG_01630	CLUG_01630	CLUT_01630T0	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	1
CLUG_01631	CLUG_01631	CLUT_01631T0	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	1
CLUG_01632	CLUG_01632	CLUT_01632T0	protein_coding	1	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	1
CLUG_01633	CLUG_01633	CLUT_01633T0	protein_coding	1	0	0	2	0	0	0	2	1	0	0	0	0	0	0	0	0	0
CLUG_01634	CLUG_01634	CLUT_01634T0	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
CLUG_01635	CLUG_01635	CLUT_01635T0	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CLUG_01636	CLUG_01636	CLUT_01636T0	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CLUG_01637	CLUG_01637	CLUT_01637T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_01646	CLUG_01646	CLUT_01646T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_01647	CLUG_01647	CLUT_01647T0	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
CLUG_01648	CLUG_01648	CLUT_01648T0	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
CLUG_01649	CLUG_01649	CLUT_01649T0	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
CLUG_01650	CLUG_01650	CLUT_01650T0	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0
CLUG_01673	CLUG_01673	CLUT_01673T0	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CLUG_01674	CLUG_01674	CLUT_01674T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_01675	CLUG_01675	CLUT_01675T0	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CLUG_01676	CLUG_01676	CLUT_01676T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_01677	CLUG_01677	CLUT_01677T0	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CLUG_01678	CLUG_01678	CLUT_01678T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_01679	CLUG_01679	CLUT_01679T0	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1
CLUG_01680	CLUG_01680	CLUT_01680T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_01681	CLUG_01681	CLUT_01681T0	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CLUG_01682	CLUG_01682	CLUT_01682T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
