GENE	POSITION	A10.L4C	A11.L11G	A12.L10B	A13.L3B	A14.L4E	A15.L4G	A16.L7C	A17.L1B	A18.S4H	A19.S3B	A2.U10A	A20.S1E	A21.S8A	A22.UpperP	A23.LowerP	A24.SputuP	A3.U3G	A4.U3B	A5.U10D	A6.U5C	A7.U3E	A8.U2E	A9.L3D	ATCC42720	B16.1310D	B17.1311G	B18.1312G	B19.1310A	B20.1311A	B21.1312A	B22.134E	B23.133H	B24.133F	B25.135C	B26.131A	B27.136A	B28.13UM	B29.13MM	C10.9M3	C11.9M41	C12.9U1	C13.9U2	C14.9U3	C15.9U4s	C30.13LM	C31.13MP	C4.9L1	C5.9L2	C6.9L3	C7.9L4	C8.9M1	C9.9M2	ctl1.AL1B	ctl2.AL1B	ctl3.C9L1
CLUG_04895	140112	129.11	161.94	116.60	158.25	147.10	133.58	123.02	98.78	135.65	260.49	296.70	133.94	153.39	313.12	468.56	128.64	106.64	115.96	112.42	563.86	190.65	164.13	140.94	188.43	393.04	438.50	433.32	401.55	392.58	372.83	374.20	392.02	384.84	344.97	396.95	372.61	232.12	280.09	326.68	365.91	466.83	393.78	512.60	436.19	377.91	504.44	341.73	390.56	429.70	392.36	401.15	321.17	367.82	362.24	352.08
CLUG_04896	143102	106.72	131.33	79.57	126.95	121.70	99.03	91.79	81.17	106.95	185.24	206.64	95.29	119.67	233.33	344.41	106.58	88.73	99.70	84.68	462.74	139.49	125.71	116.65	157.88	334.09	376.47	366.69	346.03	313.57	286.97	293.23	293.39	294.16	292.26	273.83	296.71	190.28	213.56	289.88	348.15	466.68	373.58	488.16	404.87	324.83	401.69	331.69	387.74	426.69	346.24	386.42	308.48	302.56	290.14	313.33
CLUG_04897	146532	16.14	15.00	8.27	16.51	17.42	14.17	14.05	12.82	16.33	26.88	30.29	12.46	15.24	35.87	53.50	13.15	13.27	13.45	13.40	56.33	16.51	18.27	15.63	178.24	45.40	48.15	47.89	46.58	37.97	38.86	41.31	40.31	37.48	33.95	39.60	43.99	27.10	28.35	316.38	365.07	479.62	411.32	486.37	402.00	48.25	54.16	335.52	364.76	427.35	364.23	403.82	321.16	40.08	39.70	324.54
CLUG_04898	148021	97.33	115.53	90.60	111.20	107.13	99.05	94.53	80.22	95.04	182.91	215.90	87.15	107.75	209.47	286.57	85.03	74.82	85.85	86.79	412.82	127.12	119.90	99.24	138.58	346.96	393.24	366.58	365.75	345.51	321.03	314.18	317.70	329.28	299.43	307.79	315.84	341.60	349.72	314.14	344.96	451.99	386.65	470.26	385.95	334.45	440.54	359.14	364.71	427.35	352.60	372.67	291.53	321.97	327.90	316.94
CLUG_04899	151548	138.23	138.61	105.83	134.54	134.05	113.26	106.33	93.96	124.19	224.17	255.39	104.91	139.89	269.90	380.32	123.27	97.61	109.22	106.49	510.01	164.97	154.97	124.12	155.23	356.61	419.66	417.56	384.67	370.85	355.35	332.90	353.74	345.35	312.34	364.84	332.77	249.12	280.93	297.61	336.07	431.82	353.27	456.93	385.56	368.56	486.12	328.21	349.33	409.66	329.48	368.59	296.83	342.52	348.92	318.21
CLUG_04900	153618	128.80	159.82	123.86	172.89	149.11	131.29	124.91	101.37	127.91	245.19	262.39	125.52	152.02	311.28	445.55	124.56	93.91	110.55	108.94	537.06	204.00	172.43	146.14	176.96	390.01	457.48	439.75	445.15	414.73	345.88	370.08	377.59	374.49	350.13	355.27	353.74	263.07	295.91	316.29	354.27	447.03	402.65	501.63	407.39	381.54	531.67	330.63	341.23	396.32	338.43	394.62	304.65	381.51	389.28	329.30
CLUG_04901	154491	79.92	93.78	81.33	100.82	96.22	84.55	83.64	71.54	84.75	150.49	182.54	73.73	100.51	201.77	274.47	84.27	66.24	87.58	71.19	351.93	115.12	109.91	91.97	137.32	296.96	295.84	309.39	293.27	249.83	252.43	263.30	264.94	257.67	227.64	253.39	258.42	174.74	213.88	245.24	281.24	369.82	314.36	392.28	335.47	268.98	364.37	265.62	314.65	329.16	267.96	302.16	232.77	251.42	271.81	271.26
CLUG_04902	157567	126.68	144.56	108.66	141.80	139.84	118.86	112.55	102.74	126.68	231.26	269.12	122.96	147.96	273.15	414.33	107.34	101.19	112.42	110.22	531.89	174.78	167.55	135.55	167.48	367.52	420.05	432.95	402.39	352.72	332.99	329.31	347.47	342.25	308.94	349.56	336.93	251.15	285.12	297.00	337.28	429.00	374.58	464.79	400.26	366.32	477.38	305.78	370.28	406.64	336.18	374.46	307.12	355.03	347.73	334.29
CLUG_04903	159886	119.94	133.37	105.20	153.42	130.50	123.35	118.92	92.89	122.35	219.16	260.54	115.20	131.01	268.58	375.61	115.46	94.48	118.35	104.22	494.67	166.46	148.53	135.33	157.93	351.73	400.97	408.56	373.87	315.70	328.81	338.34	346.83	347.24	308.47	356.41	335.50	242.21	259.62	286.72	344.75	431.07	387.48	469.68	395.22	353.66	450.48	302.33	368.87	398.32	321.13	363.11	285.79	341.67	323.51	330.67
CLUG_04904	161648	113.70	135.64	100.74	134.52	132.74	112.42	99.58	84.25	108.72	210.55	232.98	109.09	129.32	246.18	340.67	91.63	91.97	96.42	106.09	486.75	151.64	143.27	114.62	159.08	366.84	404.86	402.32	385.08	351.81	334.66	342.22	367.16	339.59	303.82	331.79	346.77	311.41	334.72	298.76	330.36	442.28	371.17	455.73	392.39	361.54	466.79	320.32	369.03	423.34	342.91	347.42	297.97	339.60	341.98	314.74
CLUG_04905	163768	107.89	122.16	93.34	124.61	114.08	111.53	101.21	87.51	109.06	210.15	232.34	102.27	122.90	242.71	336.35	89.56	85.72	102.78	98.24	456.55	147.29	135.41	106.10	136.18	345.35	395.96	390.28	371.55	336.03	314.73	329.41	341.36	338.36	306.36	328.15	328.29	281.04	315.27	295.61	327.37	418.18	368.90	448.98	381.65	344.88	460.68	304.79	347.76	398.13	315.68	350.92	296.72	343.44	325.41	305.02
CLUG_04906	168022	117.56	136.59	98.17	133.64	133.17	112.99	116.66	77.48	128.00	233.60	245.21	107.01	133.66	279.02	396.40	104.74	91.56	112.87	101.45	510.72	168.06	162.72	121.76	163.89	392.39	428.15	421.49	398.57	347.23	347.71	344.57	365.57	364.98	336.62	343.36	365.01	282.58	309.93	298.15	331.80	433.67	382.64	503.69	414.43	371.83	484.50	338.31	375.84	423.20	353.70	361.71	310.98	352.30	341.43	337.85
CLUG_04907	169647	117.70	135.43	93.02	126.17	117.21	119.75	106.53	93.49	114.06	178.49	234.66	100.95	129.37	250.95	332.82	93.04	88.75	94.32	101.65	461.04	151.84	134.11	111.15	141.08	331.38	410.31	400.58	383.51	331.59	333.22	332.33	367.68	346.69	312.42	326.33	318.45	303.71	344.37	277.16	326.66	418.22	373.99	425.51	373.23	354.09	456.46	302.68	345.50	381.93	331.58	343.35	312.92	333.99	356.11	299.05
CLUG_04908	169890	123.14	135.95	87.33	118.75	119.03	123.51	108.56	94.66	117.23	173.58	232.47	104.25	136.67	245.20	337.65	89.45	86.92	92.58	99.30	466.74	150.09	129.96	111.05	142.31	316.76	409.89	404.75	383.23	319.22	327.12	328.96	370.79	344.49	311.30	318.09	315.33	301.84	357.00	274.99	315.11	407.05	381.30	413.74	378.01	355.28	460.11	297.68	333.82	373.50	331.66	337.89	312.11	330.03	356.39	292.90
CLUG_04909	172822	114.72	124.84	91.65	130.91	125.70	114.65	104.89	92.26	117.74	218.39	251.63	117.51	134.78	266.06	375.00	98.68	94.22	112.27	102.23	503.49	163.38	146.19	122.77	157.36	362.03	410.17	404.16	376.15	348.78	331.09	337.08	348.54	361.80	305.70	342.01	327.16	252.24	286.12	284.26	310.52	417.41	372.11	473.26	395.15	364.87	448.12	307.46	349.51	395.25	315.88	358.88	286.95	334.35	338.10	306.63
CLUG_04910	173122	115.14	124.50	90.02	129.84	123.38	112.01	104.08	91.62	120.63	216.15	253.71	117.01	134.16	261.53	371.37	98.55	94.63	111.11	99.43	497.91	159.68	145.17	123.15	156.19	362.90	408.74	398.57	372.24	349.28	332.32	338.95	345.32	363.36	301.01	337.47	329.29	257.20	291.17	283.31	307.41	418.61	367.46	473.49	399.76	365.87	452.11	310.27	349.06	399.23	310.53	361.06	289.39	335.84	337.72	303.97
CLUG_04911	176492	119.83	133.15	103.19	143.16	132.69	121.63	117.89	96.97	120.56	222.81	250.34	113.73	136.67	271.29	382.52	110.08	96.52	107.99	102.80	509.89	166.23	144.88	127.46	152.07	376.78	398.30	419.01	400.26	353.62	334.41	351.46	364.13	353.69	315.38	344.92	335.72	248.20	295.09	292.77	323.14	411.69	368.84	467.95	397.95	363.07	460.38	296.54	355.79	387.67	320.31	355.99	293.10	350.83	329.80	325.44
CLUG_04912	184544	109.33	116.43	91.66	122.44	118.25	117.97	103.03	89.85	101.14	204.05	222.79	108.82	124.75	227.26	295.07	84.97	80.89	110.18	90.14	451.67	142.96	139.12	109.81	130.35	402.78	441.33	432.63	411.53	377.31	359.16	354.02	370.15	402.75	329.14	336.93	355.94	368.87	426.52	325.31	354.86	423.28	395.96	464.46	417.21	393.65	454.44	347.76	361.78	419.60	345.95	377.37	313.25	361.56	351.14	315.35
CLUG_04913	184808	108.76	121.10	91.23	112.52	112.57	121.07	101.52	92.54	107.19	200.96	218.65	113.63	124.26	220.99	290.71	88.06	80.08	111.59	94.89	459.50	142.91	146.43	114.57	132.37	425.57	449.80	445.65	430.26	387.01	366.87	363.31	382.16	412.32	340.28	333.91	353.61	403.16	447.99	332.31	350.66	441.30	418.84	487.58	416.14	414.79	463.34	357.75	378.29	429.97	350.14	390.54	332.22	367.60	363.31	333.41
CLUG_04914	184905	106.78	121.83	90.16	112.72	116.18	123.12	103.49	93.75	111.04	202.68	219.44	114.56	124.37	220.49	294.16	91.25	81.21	112.81	97.55	466.75	145.86	152.84	117.35	134.19	432.23	460.29	455.13	437.97	399.54	369.81	365.17	386.32	416.36	344.37	336.65	356.31	413.25	452.64	341.71	354.69	450.87	429.71	496.51	418.24	418.03	472.26	358.32	384.98	441.77	354.29	397.67	341.20	370.38	375.69	337.30
CLUG_04915	188108	119.52	123.40	99.60	142.00	135.53	109.94	107.62	86.12	118.50	214.45	245.72	108.40	118.25	249.13	331.42	89.98	85.72	111.35	102.65	491.88	141.46	138.31	117.52	139.47	370.98	385.78	414.73	401.28	346.71	347.90	327.37	344.64	352.72	312.78	317.87	314.85	285.06	327.27	271.07	301.19	389.23	371.41	437.82	383.93	341.88	432.61	294.60	343.07	373.88	302.87	330.34	270.06	331.14	337.73	293.62
CLUG_04916	190698	132.25	140.05	96.58	135.71	135.08	125.98	120.12	111.72	118.61	207.53	250.73	123.95	129.21	293.27	396.20	118.05	101.23	101.46	106.57	511.39	165.65	148.27	119.11	158.07	374.14	412.94	433.15	403.81	356.22	343.52	355.10	353.25	340.38	309.95	330.70	320.82	245.63	307.08	265.09	304.85	391.87	365.86	454.70	406.07	373.37	443.65	288.18	345.94	367.97	315.32	344.64	279.63	341.15	338.90	321.09
CLUG_04917	190732	132.45	137.50	98.10	136.70	137.43	127.24	122.45	109.67	117.71	208.71	247.23	124.47	127.51	287.27	390.32	117.84	101.17	102.78	106.60	516.27	162.95	147.13	123.63	161.70	375.21	413.11	430.08	404.33	356.59	347.80	351.00	354.15	340.04	310.02	334.05	320.19	239.39	299.17	268.05	307.22	394.60	369.05	457.19	400.22	365.57	444.96	284.19	346.26	368.30	322.00	342.69	281.23	338.55	331.47	319.24
CLUG_04918	191570	114.61	133.81	101.48	134.64	130.67	115.40	115.69	90.84	126.16	226.19	242.39	113.08	135.30	254.50	365.94	107.84	91.67	109.82	101.75	476.59	159.43	154.19	117.21	151.36	361.45	368.61	392.33	372.71	320.66	325.52	328.19	346.83	333.87	304.67	315.26	311.04	216.18	263.17	267.72	303.99	374.02	354.41	432.96	383.83	350.39	424.18	282.24	334.92	359.16	293.56	337.39	271.57	336.41	315.18	296.89
CLUG_04919	193909	124.22	139.59	101.69	141.85	132.88	118.97	114.75	94.99	115.42	224.65	253.27	114.98	142.52	260.95	400.88	102.87	92.44	113.15	100.34	501.12	166.67	154.27	123.64	152.73	371.60	409.65	416.22	399.12	343.21	339.04	342.40	350.03	346.80	310.65	323.87	323.26	236.13	277.98	269.87	311.07	367.40	365.19	444.15	402.81	365.89	437.76	285.38	351.75	373.52	306.84	350.26	277.26	338.97	339.89	301.35
CLUG_04920	197828	85.15	92.06	74.81	92.80	93.29	84.49	88.23	68.98	79.91	158.18	175.21	83.65	91.42	192.15	251.75	63.92	68.70	85.53	68.62	364.01	108.00	109.45	85.81	126.22	313.99	322.48	354.87	335.71	300.93	285.61	283.86	294.08	293.91	260.04	288.28	280.82	282.95	330.71	248.61	271.29	344.64	323.35	380.16	331.88	320.37	377.70	259.18	297.95	321.32	267.91	291.70	243.43	300.25	277.00	263.55
CLUG_04921	198792	85.25	95.99	71.73	88.10	92.76	74.61	83.21	65.35	83.09	155.88	176.84	72.96	81.99	175.08	224.04	61.78	67.34	85.78	62.21	368.32	108.67	97.37	75.28	127.38	313.89	324.92	337.96	344.04	288.06	276.72	264.11	268.38	292.94	251.86	293.09	262.26	315.61	379.49	273.80	270.94	353.64	326.91	379.20	332.82	313.84	363.13	270.24	323.43	318.20	280.67	313.01	259.07	304.60	254.62	273.99
CLUG_04922	200484	132.67	138.36	108.87	146.16	149.18	127.68	123.94	103.16	132.16	233.97	267.32	123.25	145.51	303.62	420.00	123.38	105.77	125.88	112.23	546.22	170.73	166.35	132.38	162.70	394.26	410.20	433.40	424.30	367.57	351.58	365.39	381.89	380.59	325.84	322.32	343.66	228.87	262.17	0.18	0.36	0.18	0.00	0.18	0.36	369.87	459.93	0.00	0.00	0.51	1.90	0.04	0.16	359.05	346.35	0.35
CLUG_04923	202174	142.25	157.43	111.75	148.47	143.75	135.22	135.94	111.64	133.81	242.55	274.63	124.66	153.72	302.06	454.78	122.46	106.82	113.68	120.11	560.13	180.60	175.78	130.87	162.60	401.53	424.22	460.12	415.88	385.26	343.32	379.92	388.06	396.79	357.08	352.72	352.86	240.43	281.29	0.00	0.00	0.00	0.00	0.00	0.00	380.62	443.01	0.00	0.32	0.37	1.89	0.00	0.02	358.87	345.90	0.06
CLUG_04924	202826	139.42	147.44	113.44	160.02	153.88	132.13	125.15	111.60	144.51	244.39	283.97	129.85	148.82	296.41	432.68	125.10	108.40	122.64	113.25	552.50	178.42	156.04	141.71	169.81	400.74	418.14	440.50	410.96	363.13	362.12	371.00	374.90	369.58	331.84	358.43	360.71	246.28	289.70	0.00	0.43	0.00	0.00	0.11	0.00	377.96	458.94	0.00	0.32	0.30	0.64	0.00	0.00	355.73	343.95	0.40
CLUG_04925	206185	119.56	137.67	108.58	144.86	144.97	126.53	111.55	101.66	122.62	219.72	258.56	116.57	140.46	282.26	415.17	112.69	94.72	118.05	105.75	533.42	163.13	162.82	133.90	143.45	370.05	428.72	415.88	412.37	359.88	336.12	350.64	363.06	356.66	321.86	320.05	328.60	214.22	250.80	0.00	0.25	0.00	0.00	0.48	0.00	357.56	427.25	0.00	0.25	0.00	0.33	0.00	0.24	341.15	332.83	0.74
CLUG_04926	208512	101.81	108.41	84.20	109.63	110.32	105.67	101.85	77.66	101.33	187.23	213.51	97.44	112.99	201.12	277.59	76.98	75.68	96.49	82.19	414.23	137.52	121.03	101.75	121.50	350.15	364.58	387.80	371.23	332.50	312.45	319.13	333.55	340.38	285.23	301.22	306.89	328.20	370.01	265.39	297.70	379.98	362.55	401.91	370.63	352.75	411.63	292.52	322.50	342.51	287.31	319.99	272.64	315.74	319.82	284.38
CLUG_04927	208614	103.95	109.54	84.38	108.95	111.20	108.26	102.69	78.12	102.06	188.77	215.70	98.20	113.15	203.92	279.88	76.62	75.20	97.84	83.17	415.57	138.67	121.24	103.50	122.03	354.62	368.66	391.64	374.08	336.05	314.83	321.30	338.37	343.87	288.80	304.04	310.44	335.29	374.46	269.55	302.75	385.15	368.01	406.58	375.60	357.79	416.21	295.95	326.18	347.12	292.00	323.52	275.65	318.75	323.30	289.31
CLUG_04928	212006	94.90	100.63	80.26	106.16	97.36	85.90	83.82	66.98	85.37	171.65	185.89	90.22	100.89	200.87	288.47	75.46	74.35	82.34	75.29	380.32	126.54	115.67	90.67	138.16	287.42	291.84	310.58	309.83	267.62	264.49	258.47	280.29	273.43	234.66	245.06	241.99	194.32	210.57	211.65	246.44	290.72	285.48	337.86	291.77	276.97	309.72	224.30	260.03	278.19	241.74	264.28	218.97	259.71	247.85	240.10
CLUG_04929	215281	96.70	97.63	80.08	106.36	93.52	101.36	95.99	72.24	89.28	187.06	194.30	94.21	104.53	190.99	268.34	66.88	67.56	81.02	76.46	393.76	122.08	111.96	108.26	129.72	350.70	375.69	404.07	368.27	333.05	333.60	313.74	331.36	342.23	298.50	313.42	335.99	330.52	409.17	268.58	308.07	375.62	365.91	410.08	375.77	339.82	447.75	314.19	331.53	375.07	300.94	328.16	259.22	327.86	309.38	287.54
CLUG_04930	215520	94.25	94.26	75.96	94.85	89.69	95.62	97.30	68.05	89.62	174.46	180.00	84.58	103.06	181.20	250.21	66.68	62.19	79.38	71.15	383.48	119.63	100.17	105.29	134.35	342.04	367.47	400.73	367.81	340.87	320.83	308.36	320.64	335.37	291.60	313.02	331.74	328.38	410.51	272.77	296.80	374.06	362.90	395.21	374.97	341.80	448.57	313.62	323.72	367.64	298.93	326.44	258.19	329.58	306.76	282.88
CLUG_04931	217836	111.55	121.51	93.01	118.55	116.54	108.42	105.06	83.32	103.34	200.11	225.98	108.09	118.39	244.96	320.22	96.66	82.37	97.33	89.39	432.41	146.31	127.59	108.65	127.19	362.86	371.70	388.94	384.22	332.23	316.17	320.72	338.56	327.59	293.22	293.27	303.76	268.62	341.07	264.75	298.85	353.98	363.74	418.31	367.58	326.00	418.93	286.20	319.24	364.15	285.44	323.69	266.56	315.95	318.09	287.28
CLUG_04932	218130	112.91	121.88	95.49	120.10	121.90	112.75	106.73	85.14	104.28	208.04	231.22	108.13	121.99	248.83	329.23	98.23	81.82	97.73	91.27	439.58	152.09	130.54	109.49	128.85	374.07	379.08	401.31	389.43	339.20	329.52	331.74	348.07	335.37	298.40	302.73	309.22	271.94	348.58	273.46	306.47	363.75	368.14	423.51	372.15	329.84	429.94	296.47	328.71	366.99	290.08	331.40	273.56	322.04	327.62	297.31
CLUG_04933	220762	103.98	121.62	85.67	117.24	110.05	100.81	100.80	83.73	98.73	206.17	215.29	102.29	108.70	234.54	317.17	87.39	81.29	96.98	90.44	450.56	152.85	127.68	112.02	126.99	329.52	358.13	377.07	381.56	308.07	291.40	309.29	320.23	307.74	286.74	310.85	295.75	265.87	303.40	255.48	270.59	326.89	336.53	411.13	359.98	341.96	403.22	258.82	322.01	333.77	281.24	319.41	251.71	308.56	302.61	283.72
CLUG_04934	222953	111.21	114.00	94.33	114.01	107.97	103.94	103.60	83.72	98.34	194.72	213.88	100.43	121.33	249.05	321.61	77.15	84.77	97.86	83.77	438.34	142.82	134.93	106.70	130.14	343.11	377.42	378.68	378.85	327.56	324.59	311.87	326.93	331.09	299.33	307.50	304.63	275.07	315.28	268.53	273.69	355.44	359.82	416.95	354.62	342.58	420.67	290.20	319.06	352.61	295.22	314.76	272.70	325.10	299.30	299.35
CLUG_04935	225823	119.82	110.02	89.75	117.13	109.13	98.71	105.38	88.19	91.54	204.91	218.66	101.77	112.63	230.24	295.38	79.12	76.68	92.53	80.33	439.06	137.57	125.93	98.24	122.23	367.15	395.42	394.59	372.32	349.44	331.11	311.82	341.74	357.30	309.57	316.14	308.65	313.62	354.71	260.26	277.19	377.67	360.98	431.20	374.46	349.24	403.58	301.16	337.07	339.82	288.31	334.65	279.22	317.63	317.47	302.28
CLUG_04936	226279	117.34	113.59	89.63	120.12	110.30	102.91	100.74	91.61	91.37	206.20	222.47	107.50	114.55	234.15	301.88	81.08	83.68	96.77	83.36	458.75	133.56	130.47	100.52	125.68	386.09	416.35	405.99	383.98	364.99	339.26	320.38	351.70	372.85	314.25	330.23	317.15	335.95	387.48	272.58	281.99	386.58	373.33	447.44	383.54	368.46	425.06	318.39	356.54	348.37	288.71	345.68	293.31	328.83	333.92	315.22
CLUG_04937	227282	112.37	139.45	93.81	134.39	115.98	112.84	116.60	91.80	107.84	203.09	236.21	115.97	117.35	263.99	357.02	90.80	94.94	102.59	90.12	480.12	142.56	143.34	112.82	153.06	393.64	431.70	412.37	395.02	371.54	356.75	347.11	366.58	390.72	309.68	340.30	343.55	323.01	390.81	292.69	307.39	381.98	392.84	444.29	395.29	375.81	439.22	304.98	359.86	371.53	309.41	330.12	297.16	343.32	341.61	303.09
CLUG_04938	228487	111.99	120.90	99.63	128.86	122.93	109.35	106.83	88.34	112.24	205.46	228.36	103.92	124.31	245.10	352.38	100.44	92.71	105.10	89.53	464.66	158.70	132.93	116.73	139.14	355.98	369.93	402.65	381.67	343.67	328.27	332.15	332.75	333.73	295.47	315.15	313.74	247.42	294.55	264.72	285.63	353.66	352.99	415.20	374.44	347.41	414.64	287.16	323.94	352.78	296.00	318.67	269.16	324.84	314.29	287.87
CLUG_04939	233323	111.10	111.04	92.35	118.32	122.53	107.25	112.73	83.58	105.67	204.88	227.13	106.00	113.75	248.69	340.28	92.54	89.94	101.18	94.48	448.27	143.93	130.65	117.03	137.78	366.29	383.44	381.10	384.77	328.59	320.59	324.30	330.76	335.01	291.87	315.59	308.66	229.94	283.99	269.88	277.47	353.73	363.44	417.43	368.07	332.29	407.26	273.41	336.27	340.03	298.59	315.93	259.35	317.45	308.37	288.71
CLUG_04940	236417	98.39	97.23	93.15	106.34	113.81	107.06	95.23	82.33	82.73	184.31	208.32	93.58	111.09	200.69	314.20	85.66	86.96	96.62	87.42	420.09	133.28	124.77	92.17	134.69	349.32	362.97	381.58	366.02	294.30	284.40	294.44	300.08	315.04	275.07	302.09	296.54	253.97	281.21	230.44	254.68	329.53	302.57	364.74	314.06	350.09	388.05	263.91	299.33	318.49	290.50	305.13	235.58	293.64	284.85	268.16
CLUG_04941	236551	112.17	112.81	100.97	124.84	117.79	107.98	103.61	99.60	104.57	199.51	224.28	98.13	115.42	233.55	338.51	96.07	85.73	107.21	91.92	462.15	145.11	124.96	109.64	142.36	352.49	366.95	368.73	373.21	287.85	290.95	296.15	313.34	299.76	284.66	299.77	302.16	270.89	292.74	186.20	200.63	253.42	247.14	300.71	258.28	328.10	401.31	214.24	233.84	253.29	224.91	237.40	192.85	294.40	294.63	219.06
CLUG_04942	237473	97.06	101.24	75.35	102.38	100.21	97.78	98.55	77.92	85.91	181.56	201.29	85.20	99.32	194.55	280.85	71.17	76.75	86.28	82.40	405.18	123.52	114.30	96.43	107.09	337.79	354.43	376.42	368.13	323.40	312.03	308.92	304.40	311.49	289.34	308.34	310.38	301.60	356.14	260.46	283.72	356.76	334.77	378.12	349.38	329.75	392.74	282.24	324.24	343.41	286.74	321.38	270.70	307.25	307.25	292.29
CLUG_04943	237892	106.97	100.24	77.30	96.46	100.89	106.39	100.30	78.56	88.48	181.75	216.18	85.52	103.75	206.07	292.97	66.11	86.11	91.19	74.55	414.51	131.39	112.25	89.60	103.60	365.03	383.73	388.17	391.14	345.68	335.73	341.69	323.25	338.37	293.98	347.04	323.22	379.81	439.07	294.30	307.53	383.07	334.87	404.09	395.28	355.91	414.54	306.21	369.00	367.51	311.15	337.90	306.14	337.69	342.98	314.93
CLUG_04944	237938	105.06	98.63	75.89	100.60	98.08	102.84	99.88	77.68	90.51	182.74	211.13	87.47	104.49	197.63	288.11	65.33	85.23	92.45	79.46	421.74	131.54	114.15	96.75	105.12	364.13	381.63	398.38	376.53	342.87	336.63	334.65	324.97	330.39	297.41	343.94	327.25	358.24	419.26	291.03	307.87	393.54	349.46	411.07	380.36	343.27	423.21	313.06	348.45	368.89	323.79	344.52	302.72	336.71	329.72	311.33
CLUG_04945	241508	103.48	88.69	78.29	108.68	107.04	87.44	97.08	76.78	99.34	173.43	217.31	94.41	108.42	217.13	293.99	74.47	62.95	86.15	77.05	384.25	124.00	111.67	104.84	118.83	327.80	353.86	355.98	362.89	304.92	319.79	300.83	318.39	310.96	278.93	290.63	285.78	296.96	321.01	257.27	293.44	343.60	344.98	389.75	348.32	334.66	363.25	283.53	326.12	332.85	283.34	310.69	256.06	296.66	297.73	286.19
CLUG_04946	242230	103.75	103.48	78.86	105.19	110.51	99.15	93.48	72.70	80.54	195.30	226.90	102.27	107.75	205.45	306.45	79.02	81.47	95.02	85.54	411.78	132.01	121.28	96.46	125.11	358.81	375.70	394.39	356.54	326.71	334.25	315.08	327.06	341.57	283.35	307.66	292.81	310.91	365.20	227.60	237.87	297.14	303.23	330.42	317.21	347.38	424.48	250.29	288.43	285.75	256.38	263.50	239.83	287.15	307.31	252.68
CLUG_04947	243145	89.06	111.60	83.98	103.05	106.39	93.58	95.98	68.17	89.61	167.84	193.13	88.18	104.56	194.15	278.19	75.01	75.98	88.31	74.17	397.00	126.47	108.47	97.68	111.07	319.81	326.34	349.72	347.18	308.16	303.36	302.79	305.00	287.38	267.61	285.32	281.75	282.40	345.21	252.56	261.88	320.65	347.19	364.64	343.95	309.97	399.16	270.87	286.07	341.29	276.21	300.90	253.64	285.31	282.07	264.15
CLUG_04948	243343	97.93	112.02	84.00	103.00	110.43	97.86	100.89	70.70	91.59	168.25	201.64	90.04	107.52	205.20	290.55	81.23	75.50	88.87	76.77	412.45	132.05	112.89	99.54	111.33	320.49	326.75	349.09	345.32	310.48	306.21	304.89	305.78	292.78	262.92	287.99	284.60	284.49	338.35	255.72	274.74	334.28	348.77	381.78	353.86	322.56	407.92	279.68	293.66	351.34	280.40	314.98	256.25	286.99	277.94	271.08
CLUG_04949	244524	86.80	105.51	79.16	100.80	93.78	89.98	87.62	57.76	86.23	152.66	186.17	69.54	103.95	191.16	264.10	54.07	70.49	77.69	59.00	380.36	114.96	121.66	96.03	114.56	311.55	342.08	324.32	318.61	270.18	292.39	277.51	297.39	286.95	233.27	270.38	277.95	256.30	297.19	224.75	233.44	285.22	289.53	333.11	310.07	284.78	357.30	229.51	283.97	261.24	227.37	279.05	221.54	281.01	269.19	234.99
CLUG_04950	244626	95.42	107.93	80.21	104.15	104.29	95.16	90.55	60.94	92.62	161.13	196.21	79.03	107.15	202.58	277.10	58.52	70.32	85.00	64.28	414.91	124.44	122.57	105.45	115.48	335.20	345.70	340.32	331.79	277.56	297.78	289.37	306.94	304.23	249.29	282.07	292.62	271.94	308.69	260.52	268.29	326.02	339.55	378.22	357.05	294.23	372.04	268.06	325.93	301.68	257.77	324.63	246.80	288.37	279.42	273.06
CLUG_04951	246238	108.53	102.61	87.66	108.51	110.45	94.32	99.22	79.47	88.17	177.86	200.64	88.78	111.29	220.25	277.10	67.00	73.35	99.47	77.05	427.35	139.02	117.53	106.70	106.55	310.88	358.58	360.21	353.49	324.92	308.16	308.95	317.53	321.44	261.93	286.51	275.08	304.50	366.21	268.12	282.83	357.64	335.44	398.47	363.08	333.22	360.15	278.95	316.69	342.02	281.90	312.48	264.78	289.47	288.02	276.43
CLUG_04952	248127	104.80	107.51	84.91	107.83	110.08	104.58	105.48	79.17	104.80	185.77	224.83	96.56	109.16	236.33	315.94	84.79	77.90	96.12	83.59	426.54	136.80	129.23	99.45	123.44	338.80	352.73	370.28	357.01	306.07	308.50	304.10	308.67	307.94	277.83	283.18	287.81	236.86	269.71	234.66	252.82	309.81	321.82	351.36	336.27	321.31	369.89	250.27	306.99	304.21	262.94	279.38	246.59	296.98	293.30	262.54
