GENE	A10.L4C	A11.L11G	A12.L10B	A13.L3B	A14.L4E	A15.L4G	A16.L7C	A17.L1B	A18.S4H	A19.S3B	A2.U10A	A20.S1E	A21.S8A	A22.UpperP	A23.LowerP	A24.SputuP	A3.U3G	A4.U3B	A5.U10D	A6.U5C	A7.U3E	A8.U2E	A9.L3D	ATCC42720	B16.1310D	B17.1311G	B18.1312G	B19.1310A	B20.1311A	B21.1312A	B22.134E	B23.133H	B24.133F	B25.135C	B26.131A	B27.136A	B28.13UM	C10.9M3	C11.9M41	C12.9U1	C13.9U2	C14.9U3	C15.9U4s	C4.9L1	C5.9L2	C6.9L3	C7.9L4	C8.9M1	C9.9M2	ctl1.AL1B	ctl2.AL1B	ctl3.C9L1
CLUG_05662	147.00	343.26	133.70	163.37	160.86	138.61	127.82	108.97	137.20	259.67	152.83	139.83	165.17	332.41	499.63	127.31	114.18	129.54	118.09	564.03	194.76	179.26	144.13	173.35	442.98	451.40	478.87	458.69	417.68	384.25	408.23	431.64	421.42	368.55	354.21	356.61	244.36	291.54	307.24	376.47	384.80	450.52	405.33	296.50	342.35	391.07	307.58	339.80	272.08	381.10	365.49	318.42
CLUG_05663	144.25	326.05	129.01	178.74	165.08	142.37	142.46	117.97	134.04	279.48	182.77	154.03	155.28	364.04	574.08	146.12	113.62	154.11	124.91	579.28	192.92	182.36	143.57	194.13	445.11	497.01	546.75	490.70	448.52	397.40	437.43	451.46	438.95	374.43	382.90	365.81	260.53	277.80	345.51	430.93	409.73	489.26	443.49	334.70	388.09	406.88	323.56	348.96	300.39	394.73	383.22	331.45
CLUG_05664	152.22	353.34	124.99	209.00	175.25	163.37	141.38	146.06	153.29	286.99	180.90	137.49	170.96	381.53	581.38	143.45	143.81	129.09	116.39	658.69	209.01	191.45	164.05	192.19	497.44	470.31	498.61	506.08	468.64	395.72	453.70	450.72	431.81	371.81	419.25	421.32	276.34	293.23	334.33	416.32	394.33	478.33	457.17	315.46	354.53	408.90	337.86	373.61	295.00	424.34	401.84	345.46
CLUG_05665	135.96	314.44	125.61	161.00	176.63	137.49	132.29	111.43	136.26	250.79	145.04	133.27	158.35	328.93	507.30	122.90	109.09	132.17	117.15	555.30	190.87	157.65	145.20	166.57	435.34	434.37	469.33	427.96	386.19	364.85	364.51	413.91	400.56	333.19	364.42	346.46	231.21	268.69	302.13	365.03	378.91	452.50	384.79	277.00	332.30	354.79	305.83	349.29	262.35	361.90	360.09	291.56
CLUG_05666	155.14	335.41	130.00	166.76	158.87	150.22	132.56	118.61	152.06	265.35	161.04	140.94	164.12	360.63	547.78	140.12	114.90	135.49	126.91	606.24	209.56	182.43	163.21	168.45	437.36	454.03	496.13	458.33	408.67	381.53	402.80	425.62	408.28	370.67	358.76	367.12	229.43	276.76	318.60	377.37	378.35	451.71	413.86	291.69	335.35	381.35	317.69	348.25	283.57	378.55	380.44	297.02
CLUG_05667	143.85	309.42	121.36	152.92	136.79	136.88	114.76	114.24	145.82	250.20	154.17	123.28	147.25	315.95	506.23	130.97	113.42	119.62	117.87	551.93	187.09	169.56	150.62	162.32	439.32	459.40	470.17	464.07	408.48	384.75	386.07	427.37	405.13	358.71	350.61	347.89	285.25	273.93	301.36	392.84	391.42	451.82	421.79	314.99	349.32	389.78	303.67	365.22	288.75	368.18	384.43	293.96
CLUG_05668	159.17	327.40	130.95	165.01	166.80	154.32	126.25	129.27	152.06	255.88	153.67	144.15	162.43	364.42	545.95	136.36	126.20	129.72	129.15	598.67	201.26	179.62	159.62	180.73	482.84	485.72	483.09	487.85	430.83	398.85	402.53	436.79	420.84	362.59	373.97	376.99	286.04	287.99	321.58	405.21	399.23	477.59	424.69	310.10	371.89	385.94	321.06	360.13	307.83	393.17	392.17	323.35
CLUG_05669	149.27	347.52	116.58	162.42	163.57	140.25	135.86	117.65	141.32	258.28	165.34	146.72	175.19	343.33	539.14	138.30	112.68	127.06	121.27	589.44	196.46	191.98	151.55	169.87	462.36	467.98	503.86	466.77	423.38	398.80	413.73	449.11	434.05	382.68	371.32	382.25	282.69	302.12	313.27	421.37	412.63	471.01	426.59	308.32	367.04	396.90	344.65	369.52	306.52	382.96	388.52	314.76
CLUG_05670	143.93	312.15	116.81	161.02	150.82	136.99	130.87	107.22	135.01	251.34	148.91	137.82	157.92	324.63	526.67	138.46	110.27	128.72	115.18	568.82	193.42	178.86	139.40	171.07	426.36	442.65	474.53	441.08	400.07	377.53	376.50	408.79	417.02	347.65	352.26	355.47	240.47	261.04	298.31	370.96	379.11	458.52	412.61	280.93	337.10	379.77	303.14	346.92	270.07	381.84	371.42	304.54
CLUG_05671	160.04	337.76	126.10	174.64	150.82	153.41	143.75	127.58	167.46	276.16	173.36	157.15	165.81	349.11	545.68	158.32	114.82	152.80	122.64	594.89	209.25	196.87	158.64	171.68	433.73	443.15	466.33	463.02	402.32	403.76	390.57	423.51	424.82	352.97	342.74	387.39	255.76	289.91	314.51	380.84	390.03	463.21	389.28	313.04	341.48	400.05	321.98	351.72	280.44	399.69	390.31	334.24
CLUG_05672	148.22	317.85	124.75	162.65	159.34	147.18	133.69	117.37	145.35	242.91	155.09	134.51	157.71	342.64	505.70	135.05	108.96	132.81	121.75	566.71	194.41	176.30	152.75	173.57	417.13	453.15	470.65	437.13	388.18	373.53	382.69	412.96	410.17	341.26	349.94	355.15	236.22	285.32	300.12	365.01	376.63	448.78	406.00	279.78	334.14	353.92	291.06	330.98	288.59	376.70	362.76	297.03
CLUG_05673	142.69	309.65	114.56	156.91	153.21	135.49	133.43	107.12	135.46	248.38	151.16	134.71	148.00	331.14	520.23	134.19	110.07	124.82	114.31	554.85	191.14	176.15	148.79	169.82	402.87	434.86	478.00	437.04	380.64	379.50	373.05	383.10	385.00	334.46	361.85	347.11	253.76	257.72	293.24	379.11	371.18	435.60	388.43	294.00	333.53	373.82	297.44	322.19	276.72	378.15	364.27	298.26
CLUG_05674	161.77	317.06	132.43	163.01	162.54	144.36	132.86	104.53	151.04	258.21	164.69	144.27	168.92	338.93	526.03	138.52	122.65	126.16	104.16	602.28	194.76	178.90	158.01	182.21	452.22	476.12	491.67	467.10	420.59	389.69	393.37	428.84	431.06	341.09	379.70	370.52	286.11	277.37	308.16	375.56	381.17	481.65	399.86	299.90	359.29	385.17	322.82	346.88	299.33	408.44	369.33	304.94
CLUG_05675	145.32	312.29	124.40	156.49	148.58	126.59	118.51	99.49	136.12	237.49	146.46	131.73	151.04	318.47	493.20	123.57	111.15	122.67	118.53	560.22	185.55	164.48	142.18	161.95	422.19	430.64	460.35	431.80	395.07	366.35	369.84	399.85	403.57	332.34	335.95	342.16	230.13	264.70	292.27	357.46	370.30	451.13	384.58	285.61	331.13	356.00	286.84	312.03	284.27	367.26	363.23	310.81
CLUG_05676	137.85	296.16	111.61	149.52	152.19	139.10	132.12	112.70	134.33	254.35	147.03	130.24	153.89	306.60	507.75	126.22	104.30	118.65	116.17	563.86	183.24	168.32	130.60	158.83	444.52	434.82	451.87	431.42	389.89	374.16	377.53	416.01	404.94	346.92	323.48	344.38	245.79	277.91	295.78	376.27	380.89	438.88	416.14	282.97	353.42	353.01	302.95	343.76	279.78	375.81	381.59	316.14
CLUG_05677	143.70	308.67	120.03	159.88	139.17	132.46	130.13	109.52	136.64	238.07	152.84	124.14	158.60	342.03	487.58	122.42	105.71	112.38	111.37	547.31	182.82	168.77	142.20	161.03	419.08	433.22	473.25	432.11	377.70	373.94	382.77	396.96	401.04	337.24	352.01	355.29	274.25	260.19	299.18	372.05	361.40	454.69	392.67	290.51	319.46	346.54	297.90	325.74	274.48	372.05	362.37	315.04
CLUG_05678	131.19	294.31	115.43	147.32	144.90	124.13	119.47	105.87	136.81	235.64	141.57	121.33	144.58	307.99	489.54	115.90	100.70	120.30	104.46	535.06	178.98	166.24	138.99	161.62	407.56	428.98	448.92	406.97	367.95	361.93	353.83	375.10	378.27	324.52	331.80	329.16	231.78	259.17	287.85	355.41	358.22	420.48	384.43	289.98	321.68	356.34	287.79	333.20	257.86	347.02	353.09	288.18
CLUG_05679	128.73	294.63	119.46	149.87	152.05	133.79	130.41	99.32	133.88	236.74	145.65	128.54	147.69	307.67	479.43	117.83	103.36	117.27	113.21	552.91	184.56	163.63	134.07	153.11	425.78	435.73	469.91	437.88	391.99	376.67	379.33	385.06	388.51	331.28	343.15	348.32	285.16	271.36	322.78	371.76	389.20	443.76	405.15	303.33	344.57	362.55	310.38	334.60	277.57	372.37	378.17	307.06
CLUG_05680	142.57	318.37	114.52	154.96	160.02	134.84	138.17	112.70	139.53	249.45	162.79	126.82	153.48	333.86	492.99	130.55	111.43	114.92	121.60	570.88	198.68	172.14	159.85	172.92	424.69	414.61	441.98	440.16	389.52	354.85	369.93	394.21	391.71	329.53	342.45	350.49	255.27	267.83	289.38	355.84	347.09	446.05	378.61	280.86	326.30	351.17	287.21	340.21	273.00	375.66	355.55	289.62
CLUG_05681	137.71	288.02	107.55	134.62	144.25	130.59	120.75	100.07	130.58	256.05	142.83	128.57	136.03	313.68	465.06	126.66	94.71	121.41	101.69	528.33	185.77	175.68	134.78	166.98	422.86	422.20	450.88	404.19	372.10	370.79	358.31	400.85	383.61	310.26	322.04	355.94	248.05	260.13	291.47	362.50	375.06	441.49	375.79	295.27	313.99	359.16	293.37	330.88	264.75	359.51	381.73	299.99
CLUG_05682	121.22	273.73	113.38	136.20	134.13	121.92	125.53	100.76	127.61	235.60	130.83	128.06	140.76	289.68	433.39	110.81	107.52	108.11	111.00	497.27	160.82	160.54	120.09	141.43	370.52	409.11	414.22	380.01	357.69	328.42	345.48	359.26	354.20	299.09	327.49	307.18	247.38	241.20	266.44	346.25	338.68	401.86	362.38	264.49	302.14	343.22	276.29	312.31	256.89	345.32	345.85	269.94
CLUG_05683	121.07	288.77	116.62	145.41	144.14	123.49	123.00	97.54	134.67	235.77	139.81	123.41	138.50	296.55	470.87	118.03	106.09	119.11	111.51	530.10	169.11	153.62	125.87	153.88	398.02	414.58	435.35	406.33	350.84	351.22	355.08	370.29	376.72	314.68	329.50	340.68	237.66	261.73	283.60	350.39	350.99	418.80	367.34	272.51	324.20	350.11	289.88	324.25	282.02	355.76	345.57	281.57
CLUG_05684	111.31	246.58	96.99	122.78	122.22	117.21	104.42	87.58	103.89	210.50	120.46	109.31	132.38	264.81	362.05	94.91	82.05	104.18	93.70	461.94	155.34	139.22	117.42	123.74	370.31	387.45	412.73	399.11	331.66	353.32	338.54	345.93	359.90	297.89	325.16	309.75	264.05	252.86	264.45	326.74	325.19	402.51	350.65	262.60	314.02	316.67	284.44	306.82	252.44	342.04	342.76	273.78
CLUG_05685	94.94	216.75	84.56	115.54	113.92	102.84	98.34	69.48	98.64	189.28	101.16	90.54	113.28	231.51	324.31	79.55	77.90	81.96	91.40	397.38	129.93	132.38	92.07	115.61	350.27	370.18	370.08	369.76	316.87	309.23	309.72	313.21	332.41	284.87	288.28	299.63	276.35	232.23	244.61	314.31	301.46	367.90	327.30	260.17	288.45	321.80	252.61	286.26	230.07	305.07	304.41	239.08
CLUG_05686	110.96	252.52	96.29	120.47	123.24	104.63	110.47	88.74	115.58	207.75	129.34	104.40	126.69	258.54	385.47	94.24	93.40	106.61	93.28	464.74	156.92	141.60	114.49	136.40	367.31	375.79	405.02	381.54	330.03	328.22	324.12	332.33	345.59	302.92	316.41	319.19	266.50	251.46	256.10	328.95	338.06	380.72	355.61	259.00	310.65	326.61	262.66	298.84	250.39	335.11	332.76	267.14
CLUG_05687	112.39	256.83	97.51	126.28	117.48	118.42	105.67	93.02	119.15	212.21	120.92	107.77	123.60	249.50	383.23	103.94	85.33	124.75	93.09	472.52	152.75	142.44	123.64	133.66	389.04	386.16	429.59	413.90	338.52	363.61	342.26	355.40	373.89	340.64	333.74	336.32	295.10	255.93	273.34	329.37	339.11	423.63	364.33	263.63	327.04	348.85	286.39	326.12	276.29	355.69	345.53	292.24
CLUG_05688	112.68	253.04	95.87	125.51	113.93	119.44	106.05	88.54	118.79	204.38	117.05	107.51	127.49	240.70	368.12	102.75	82.67	125.38	90.62	471.37	149.18	134.67	120.62	130.27	387.88	385.20	425.03	407.56	335.88	366.72	338.63	352.98	375.65	338.60	336.61	336.85	308.60	252.67	264.19	329.89	339.71	421.12	361.57	258.61	324.03	345.20	291.29	323.96	274.36	353.93	342.99	295.56
CLUG_05689	98.19	214.87	85.65	107.67	97.20	88.19	102.29	79.86	89.00	187.91	120.07	93.45	92.85	216.31	343.14	83.55	70.00	81.45	75.30	361.51	129.08	121.18	104.13	120.69	314.11	328.49	376.22	323.72	308.75	290.44	287.57	318.95	343.16	302.51	299.81	302.84	252.00	206.58	240.79	276.46	279.72	335.24	301.18	226.92	261.17	272.39	217.19	260.86	211.94	290.72	303.92	241.66
CLUG_05690	105.95	226.18	88.73	119.78	108.36	108.95	106.58	82.83	108.19	207.28	109.40	98.03	116.79	231.45	350.94	83.70	81.80	93.57	87.63	447.16	141.00	138.13	111.74	126.97	349.52	366.74	380.63	359.81	313.98	307.00	317.86	321.74	325.58	283.03	288.80	301.92	291.66	240.26	271.01	319.99	325.15	382.15	345.85	264.62	305.80	321.93	263.29	290.81	245.67	325.61	318.67	271.26
CLUG_05691	123.81	268.46	104.14	133.65	133.99	116.78	123.46	94.62	122.93	232.87	128.61	116.06	135.81	284.52	438.28	108.24	98.50	108.06	104.01	499.43	159.26	153.47	125.81	150.05	376.67	390.27	416.59	385.64	327.21	334.77	333.28	345.32	357.59	300.35	323.69	320.64	240.04	246.47	274.09	329.55	329.70	405.01	352.87	267.78	312.46	337.05	273.99	301.28	260.34	343.72	342.49	271.55
CLUG_05692	118.32	233.47	102.57	118.22	122.44	112.43	111.31	77.23	101.65	218.82	118.95	114.01	117.71	252.70	365.67	94.17	76.22	100.02	86.05	435.87	136.58	135.11	113.53	134.05	372.35	374.79	391.50	360.73	297.63	317.13	321.81	328.86	342.62	265.93	285.32	301.28	276.16	219.67	257.60	327.10	301.61	369.25	330.33	264.73	305.33	329.07	273.27	275.46	241.88	325.43	324.37	247.21
CLUG_05693	116.39	269.12	101.84	118.74	137.53	109.87	120.46	99.97	122.09	219.27	128.97	115.70	129.43	264.90	408.14	100.32	102.47	100.97	98.51	482.16	149.88	139.95	124.63	135.47	379.50	386.72	415.93	386.00	339.14	336.65	332.52	347.70	360.40	297.90	327.57	321.38	231.20	264.39	276.17	312.95	328.52	434.88	333.01	288.86	306.52	358.81	276.95	299.65	277.24	348.70	348.59	274.78
CLUG_05694	102.19	224.51	86.92	108.22	112.79	94.12	95.82	80.10	102.63	203.28	106.78	90.87	109.32	230.18	328.97	82.40	81.52	88.77	84.40	428.86	139.64	137.63	99.81	117.80	328.77	349.98	353.21	351.72	316.94	308.39	303.92	304.76	316.19	275.48	301.58	291.01	291.22	231.07	247.46	311.91	299.76	373.21	325.01	251.79	289.71	325.27	246.50	282.95	245.98	321.41	307.17	261.61
CLUG_05695	109.80	257.88	101.15	131.47	121.74	114.34	106.03	85.97	113.91	213.91	125.23	102.12	133.59	272.68	403.43	99.71	91.49	103.37	100.31	470.25	141.22	141.04	114.92	135.11	339.93	374.46	377.70	360.38	317.97	319.57	311.12	313.29	319.59	285.39	309.77	312.86	230.51	242.54	258.58	311.73	313.27	398.65	338.40	253.34	300.17	322.17	271.43	293.74	249.98	337.39	326.08	270.95
CLUG_05696	100.04	222.42	97.36	115.24	117.14	105.31	93.45	79.07	109.66	189.41	103.65	94.17	121.60	253.83	357.88	89.87	90.45	93.36	88.10	423.51	141.59	132.30	113.26	115.54	332.70	369.33	360.13	346.18	302.53	314.92	303.29	297.08	311.75	263.34	287.98	299.01	266.46	252.39	246.77	313.92	323.45	372.07	308.44	257.14	299.75	339.97	269.00	294.87	241.41	328.36	326.15	263.28
CLUG_05697	95.80	205.73	92.32	107.76	112.68	99.56	86.10	74.57	105.95	181.80	97.11	87.53	117.49	243.40	337.07	80.63	85.21	90.05	85.10	401.73	137.96	133.65	113.17	109.77	334.92	383.10	359.23	350.87	306.40	319.12	306.02	310.52	311.88	265.33	289.27	300.05	284.56	256.26	251.87	318.74	330.66	379.72	306.66	260.39	306.85	348.25	277.28	294.99	243.99	331.74	327.94	263.22
CLUG_05698	94.79	201.46	90.52	103.72	110.43	97.59	83.38	72.44	105.72	178.83	94.99	85.79	117.26	238.27	329.30	78.40	83.66	89.96	85.93	393.88	134.86	132.12	112.54	107.58	331.95	384.27	359.69	352.39	306.85	317.99	305.73	312.45	310.02	263.90	289.60	298.98	291.63	255.17	251.27	319.14	332.83	380.68	306.45	260.45	306.90	349.02	277.45	295.38	242.33	332.44	329.60	261.29
CLUG_05699	96.34	200.00	89.95	103.42	110.00	95.72	81.05	71.18	107.14	177.65	94.60	85.49	118.23	229.56	322.26	76.73	82.16	89.58	85.60	388.79	131.13	127.31	110.84	106.04	330.87	392.78	367.00	358.47	313.18	321.47	310.71	316.45	310.65	264.67	293.17	301.72	306.47	256.24	253.54	321.70	337.99	386.99	310.26	263.62	306.22	354.25	279.96	301.31	245.39	336.89	339.29	261.04
CLUG_05700	108.69	280.99	100.42	113.19	130.22	103.26	114.67	88.30	124.53	216.61	112.79	98.07	143.84	253.91	407.01	123.51	89.83	108.85	88.50	495.68	144.11	144.91	114.39	138.30	323.56	349.91	389.77	346.19	301.49	309.87	281.34	309.01	319.53	274.52	312.82	308.58	223.62	232.69	276.99	308.65	302.14	404.73	345.01	240.36	300.10	321.11	247.32	294.67	250.99	327.63	329.12	268.75
CLUG_05701	103.85	225.79	89.07	117.81	109.60	100.40	106.24	79.01	104.57	205.79	106.85	93.40	125.29	224.07	318.35	85.55	82.60	95.32	84.67	444.27	140.71	130.73	108.41	119.69	344.34	370.71	358.16	363.39	331.81	313.16	303.93	310.07	311.64	278.33	304.02	322.45	308.18	255.55	278.36	318.59	316.72	388.38	349.86	272.46	328.28	341.92	272.21	312.92	261.85	350.96	319.35	268.43
CLUG_05702	108.01	246.85	98.91	129.70	112.74	115.60	107.81	87.97	115.41	197.51	126.72	92.11	133.49	260.44	421.67	98.81	90.43	103.46	97.71	451.03	164.52	140.34	116.72	128.14	318.89	347.95	339.17	347.79	281.69	323.87	303.73	305.63	295.03	265.29	295.08	287.23	209.66	230.36	247.54	292.48	312.58	397.10	323.87	234.68	298.28	309.16	252.15	285.20	236.24	333.99	299.42	257.98
CLUG_05703	109.15	261.17	99.62	121.93	115.14	128.62	94.13	82.32	113.72	201.20	125.87	95.45	129.94	270.90	424.13	96.94	83.95	97.30	98.47	480.41	153.00	133.30	124.07	143.81	314.99	372.13	352.24	347.37	291.96	299.73	301.01	277.27	301.61	285.70	279.17	330.84	212.78	232.88	244.05	296.15	312.57	389.25	325.16	249.95	310.51	309.13	268.70	304.99	277.54	310.27	327.47	267.49
CLUG_05704	115.00	255.90	99.23	135.52	117.46	122.57	107.79	84.90	110.23	209.54	118.94	98.07	128.73	287.33	437.90	108.83	92.58	105.71	99.16	490.11	157.90	132.05	128.16	149.41	334.72	361.36	362.36	347.75	302.55	302.64	302.56	276.68	310.92	286.49	302.48	325.84	230.87	236.10	250.63	303.44	318.04	391.34	336.56	265.24	295.83	316.87	277.53	307.57	261.29	322.43	315.84	280.89
CLUG_05705	108.85	247.48	83.93	127.64	117.23	107.99	104.57	80.70	107.69	206.06	116.37	100.00	125.19	251.50	366.28	94.32	86.55	97.49	90.13	457.51	140.00	131.49	109.36	132.60	316.50	341.37	337.52	346.90	299.11	309.51	294.33	289.72	301.14	276.97	296.84	307.31	221.58	233.70	256.86	301.46	298.92	371.80	327.95	242.67	291.97	304.39	260.31	285.04	240.15	314.00	323.65	270.86
CLUG_05706	90.41	219.89	80.55	113.69	97.57	101.40	100.53	74.92	99.49	200.66	100.17	87.51	122.73	231.70	328.10	71.94	92.82	87.77	77.41	421.72	136.16	119.80	101.99	117.94	322.81	330.15	350.75	350.83	299.14	286.82	286.80	269.81	288.65	267.89	292.84	305.33	262.15	234.92	259.08	307.05	309.99	358.72	310.18	253.65	287.80	324.80	248.81	282.54	248.91	308.90	316.13	267.09
CLUG_05707	100.14	206.52	83.72	123.40	123.33	104.81	112.89	86.54	106.98	206.25	119.79	96.60	116.43	259.66	387.69	101.49	84.97	96.65	92.62	449.86	143.97	123.91	115.45	136.44	331.82	357.48	363.07	329.56	286.95	328.00	308.20	268.72	302.90	288.98	310.88	311.47	181.05	254.16	264.33	306.70	302.61	390.66	316.89	276.31	289.52	295.32	249.72	289.04	245.31	324.67	314.10	264.69
CLUG_05708	100.45	228.69	88.87	119.42	113.36	106.42	106.43	77.01	100.95	198.01	108.19	98.12	116.46	247.03	360.39	91.14	77.08	92.81	84.41	431.59	139.62	123.88	99.68	119.23	295.19	323.85	336.97	330.59	276.09	304.65	282.28	267.32	274.13	286.70	277.61	299.45	224.14	217.99	243.08	283.38	289.50	341.20	316.32	230.71	287.13	291.13	245.94	280.95	239.36	309.34	306.28	253.22
CLUG_05709	91.09	214.51	79.28	114.93	106.22	97.32	93.98	76.53	96.60	182.78	105.74	84.71	114.34	214.20	334.50	76.72	77.89	90.12	78.36	412.63	127.21	112.44	94.31	110.32	303.90	317.74	309.91	329.52	276.10	288.96	275.17	258.54	278.20	259.83	271.70	283.40	231.02	217.03	227.46	287.60	299.22	344.18	306.95	233.81	277.01	293.22	242.38	274.62	226.27	292.00	283.01	250.89
CLUG_05710	105.16	246.44	91.81	125.76	116.05	104.19	103.74	86.93	110.76	204.53	117.31	97.86	128.80	257.09	394.81	102.52	88.62	101.96	92.91	478.66	142.09	141.07	112.64	132.14	316.15	348.04	337.25	347.70	294.67	306.78	301.63	278.97	300.63	276.37	294.03	303.94	245.54	232.43	255.09	306.94	308.40	364.99	324.53	249.93	285.78	315.97	261.76	290.65	250.70	315.61	308.04	263.52
CLUG_05711	105.39	253.29	88.62	119.99	111.93	124.21	93.77	81.79	100.61	199.47	110.36	92.41	120.92	242.47	361.29	90.52	90.15	99.46	86.52	429.89	135.15	136.47	100.23	135.21	316.79	325.59	332.60	325.20	291.47	293.46	278.69	260.10	283.11	267.96	278.62	302.32	219.54	232.33	247.05	290.70	294.14	365.90	324.37	241.46	281.92	304.38	254.38	277.48	229.66	292.31	303.12	255.46
CLUG_05712	93.68	218.50	79.93	105.38	103.42	100.31	105.03	70.54	95.91	182.20	105.18	83.30	112.78	223.61	331.65	79.35	77.34	86.91	82.58	415.08	130.47	120.90	100.94	112.83	302.26	318.72	324.14	330.37	284.16	285.12	276.93	258.11	283.03	252.49	265.83	285.44	249.56	219.43	233.40	295.53	289.08	346.79	312.98	246.92	283.45	297.37	241.51	276.24	243.90	301.66	301.93	257.79
CLUG_05713	94.06	218.43	79.95	103.16	102.23	100.39	105.54	69.29	95.80	180.70	104.76	81.64	113.63	221.97	331.07	78.01	75.42	87.65	82.20	415.21	129.99	119.90	101.44	112.43	302.59	318.27	327.07	328.55	285.41	287.78	275.19	257.79	283.59	250.60	264.85	284.17	250.87	219.23	233.86	297.49	289.27	347.83	313.51	250.13	284.50	296.03	238.93	275.59	244.74	301.62	302.58	259.73
CLUG_05714	92.05	211.13	80.79	109.96	106.14	110.50	98.62	68.13	95.91	190.04	99.58	90.75	116.25	219.60	326.43	66.79	81.33	97.38	86.32	445.35	129.05	122.74	103.58	127.48	321.74	324.96	347.62	360.15	313.51	318.54	295.38	261.31	296.85	294.73	296.39	310.61	269.17	246.60	265.42	317.05	316.00	379.97	334.81	258.29	298.70	317.87	267.32	306.77	248.98	312.08	298.32	259.81
CLUG_05715	92.44	209.70	79.75	110.23	105.47	110.36	97.44	68.30	95.87	189.71	98.64	90.51	115.53	218.66	323.70	66.28	81.10	97.58	85.09	446.55	128.45	123.57	103.51	127.67	321.75	324.42	346.07	361.05	313.12	320.17	295.18	260.06	296.39	293.62	297.43	309.50	272.12	246.74	265.13	319.10	315.64	380.43	334.44	258.21	298.94	321.69	266.35	305.89	248.62	311.94	298.76	260.28
CLUG_05716	97.65	222.87	79.72	106.11	100.30	97.75	110.40	77.37	96.22	183.21	105.76	92.02	109.35	227.42	350.37	76.10	76.88	88.92	77.32	431.13	126.49	127.41	102.52	118.93	335.35	346.09	342.18	337.42	318.90	311.76	289.70	270.90	281.92	285.62	297.68	309.92	310.51	251.30	261.32	310.99	333.29	368.20	323.51	264.26	297.39	321.50	279.44	310.14	255.87	313.80	310.77	274.90
CLUG_05717	99.62	224.19	80.03	106.80	101.21	97.53	110.14	77.89	96.37	183.90	105.58	91.15	109.69	226.43	352.47	77.63	78.07	89.00	79.08	435.94	129.73	127.52	100.57	118.52	337.60	347.63	347.30	339.86	322.14	313.66	293.88	273.76	284.97	288.01	301.40	313.00	316.85	251.05	260.76	315.35	336.62	373.61	329.19	265.47	301.30	323.63	280.53	311.95	257.47	317.93	311.25	277.44
CLUG_05718	98.62	228.23	90.55	121.89	120.63	101.32	89.24	79.75	110.60	193.76	116.28	91.24	105.19	255.95	398.34	87.11	84.55	88.66	90.23	458.17	136.44	123.16	98.47	128.50	327.55	324.74	333.38	339.65	301.04	300.28	286.68	272.62	303.49	260.21	296.08	310.92	246.88	236.91	241.86	298.41	298.90	358.31	333.83	239.23	276.45	302.59	257.84	283.41	242.43	303.73	311.97	267.01
CLUG_05719	92.07	207.67	85.69	110.36	108.96	100.47	99.77	81.52	101.81	188.10	110.81	90.38	104.85	221.18	351.28	80.57	78.55	90.34	84.64	441.15	144.27	121.31	91.80	121.34	322.07	317.59	340.02	331.36	293.48	301.84	286.99	272.27	278.77	287.65	299.23	307.78	279.22	250.25	226.58	296.04	302.70	388.90	318.41	233.59	305.34	310.44	258.18	280.02	246.59	313.88	313.97	256.64
CLUG_05720	99.93	238.19	87.14	120.98	118.14	100.56	94.60	81.08	101.50	187.30	103.07	91.63	110.49	241.18	372.84	87.54	90.17	85.52	78.93	441.91	124.46	128.37	98.65	114.99	316.42	322.97	344.65	337.95	298.51	291.95	289.14	267.98	267.17	257.67	272.75	284.39	247.29	222.12	258.63	270.26	300.53	372.37	321.85	249.86	285.01	320.49	236.52	280.25	243.16	292.36	295.96	269.78
CLUG_05721	93.50	224.32	92.90	114.46	107.95	103.46	96.34	74.84	101.57	201.28	109.47	88.97	121.78	240.35	368.09	92.61	75.56	92.56	78.73	432.10	133.74	116.36	104.04	122.81	317.45	337.37	335.97	337.66	292.69	314.39	279.86	263.57	300.34	260.20	291.36	316.19	228.00	226.74	242.50	305.56	301.17	358.53	325.41	248.82	275.76	309.49	266.92	294.80	242.55	302.84	294.72	266.64
CLUG_05722	101.06	234.73	93.47	118.74	114.88	106.60	100.05	79.63	102.27	200.43	112.07	94.09	113.41	245.79	373.94	90.83	79.35	94.30	86.33	444.68	137.44	125.00	100.30	124.26	311.35	317.91	328.11	335.16	297.88	298.22	284.38	264.05	292.60	272.41	279.48	301.22	226.46	227.19	245.79	291.12	299.53	349.87	316.86	242.74	290.80	308.12	253.92	285.82	242.79	297.11	298.70	262.54
CLUG_05723	84.07	223.75	83.06	113.92	105.01	101.71	100.27	74.33	94.48	180.21	101.02	90.75	110.18	237.25	337.39	71.69	73.32	84.94	83.35	426.18	129.26	120.62	94.65	119.45	297.36	309.21	313.09	333.34	275.16	278.55	278.79	239.27	285.51	251.44	272.04	288.36	222.90	227.53	226.53	277.65	278.93	334.61	296.68	230.75	280.74	301.00	251.15	271.78	221.75	290.48	278.09	254.82
CLUG_05724	101.83	243.21	100.33	125.46	103.23	102.68	105.36	84.25	106.38	184.90	116.23	95.47	128.35	241.26	372.08	89.94	89.69	94.12	85.43	443.47	147.09	124.31	101.64	131.60	296.03	300.22	313.25	327.06	287.81	290.66	278.31	260.01	271.51	260.64	272.85	290.68	183.65	210.35	239.95	270.12	294.94	363.32	310.08	225.53	299.13	295.76	238.86	295.83	245.55	287.79	293.80	260.95
