GENE	A10.L4C	A11.L11G	A12.L10B	A13.L3B	A14.L4E	A15.L4G	A16.L7C	A17.L1B	A18.S4H	A19.S3B	A2.U10A	A20.S1E	A21.S8A	A22.UpperP	A23.LowerP	A24.SputuP	A3.U3G	A4.U3B	A5.U10D	A6.U5C	A7.U3E	A8.U2E	A9.L3D	ATCC42720	B16.1310D	B17.1311G	B18.1312G	B19.1310A	B20.1311A	B21.1312A	B22.134E	B23.133H	B24.133F	B25.135C	B26.131A	B27.136A	B28.13UM	B29.13MM	C10.9M3	C11.9M41	C12.9U1	C13.9U2	C14.9U3	C15.9U4s	C30.13LM	C31.13MP	C4.9L1	C5.9L2	C6.9L3	C7.9L4	C8.9M1	C9.9M2	ctl1.AL1B	ctl2.AL1B	ctl3.C9L1
CLUG_01375	117.08	144.72	110.85	156.78	141.45	130.11	113.59	95.45	113.83	236.77	139.06	105.37	146.76	275.52	413.91	106.19	92.55	115.22	107.60	538.67	171.02	146.49	115.13	178.33	337.75	371.33	340.44	368.63	320.38	294.30	297.25	319.56	316.05	288.77	334.19	345.59	192.59	210.46	278.78	273.89	324.46	369.16	361.74	356.60	299.29	356.12	281.46	353.50	331.82	294.88	358.03	279.69	327.23	326.48	303.76
CLUG_01376	127.26	132.71	119.38	123.36	146.53	119.65	109.19	92.83	116.87	210.95	127.92	95.32	134.68	279.84	388.85	97.84	96.66	112.78	103.75	499.64	177.87	139.27	127.59	153.05	329.72	374.64	348.00	348.45	324.72	296.74	327.42	301.69	319.63	296.07	310.61	330.16	207.38	235.75	282.99	272.35	294.94	337.14	370.82	347.90	324.35	336.91	298.69	339.94	352.40	301.71	345.21	264.29	348.69	318.60	329.19
CLUG_01377	117.05	139.79	99.86	124.48	128.28	116.27	109.77	98.12	128.54	215.14	128.59	103.35	127.39	274.75	384.73	120.88	93.39	111.14	98.25	497.12	177.56	141.43	120.91	163.77	327.80	359.29	333.22	353.24	289.32	308.34	303.41	301.37	294.51	289.14	299.91	317.66	219.53	235.99	264.84	282.59	321.69	358.58	380.59	329.35	311.15	337.72	290.08	329.15	338.56	290.52	349.32	281.41	337.00	317.69	285.32
CLUG_01378	116.94	139.65	93.24	133.31	122.66	110.84	97.54	95.33	108.43	194.58	130.24	101.21	122.47	265.44	363.20	111.78	87.87	106.09	88.07	469.87	161.98	124.46	111.57	152.64	326.34	354.05	342.71	348.52	270.26	296.86	282.37	288.09	294.29	266.67	303.13	317.33	224.06	229.94	244.48	274.72	303.25	335.47	354.43	339.36	313.34	332.33	272.78	323.74	317.34	269.33	333.05	292.04	304.19	304.16	274.84
CLUG_01379	99.17	132.99	90.30	129.21	122.02	117.66	111.48	84.03	98.76	194.82	130.81	100.96	118.64	242.59	361.90	98.16	97.60	93.99	90.20	447.52	153.70	137.20	109.27	141.17	305.05	350.24	313.07	311.76	263.78	283.58	268.30	264.50	281.53	261.15	282.24	304.03	221.52	251.88	255.22	264.10	284.59	305.12	337.48	320.12	305.40	336.29	258.64	312.44	308.95	264.98	304.11	242.96	303.77	298.52	266.47
CLUG_01380	110.85	134.50	97.63	120.49	121.46	110.64	98.97	98.90	103.17	207.38	126.81	110.85	132.82	256.21	356.31	104.36	92.12	111.70	94.04	470.98	156.82	143.63	125.82	126.82	340.90	387.39	343.80	347.56	301.91	301.74	282.44	273.28	303.77	281.48	308.41	316.13	229.38	257.15	268.29	295.00	320.33	341.58	330.68	339.99	297.61	335.79	292.11	323.38	339.89	300.09	337.27	278.83	330.01	334.23	261.47
CLUG_01381	106.31	133.96	90.52	135.11	131.91	114.81	103.89	81.98	101.78	202.59	123.28	93.94	119.43	249.52	366.00	97.28	82.68	99.84	92.42	465.79	159.54	136.70	112.10	147.96	313.34	366.57	321.09	333.18	289.19	290.53	288.12	283.69	297.45	278.24	303.19	317.98	234.88	253.21	267.72	277.85	313.49	331.19	360.05	328.79	302.38	357.14	294.07	322.68	320.40	278.69	337.58	273.50	315.86	319.40	290.51
CLUG_01382	96.45	122.84	93.06	118.63	116.42	103.49	101.43	78.35	97.58	195.03	110.51	90.55	120.16	232.17	327.02	85.49	79.00	96.37	83.48	445.08	141.68	123.75	103.42	127.61	307.21	344.03	316.78	339.29	277.34	277.07	274.13	257.52	284.76	265.86	298.97	300.23	247.38	266.05	250.27	267.04	299.65	320.02	335.82	319.77	307.32	333.98	266.50	310.99	307.24	255.24	326.45	274.32	300.61	298.45	275.84
CLUG_01383	98.78	120.56	89.29	122.17	115.11	104.94	101.62	76.71	102.72	197.92	113.88	83.54	116.84	224.68	326.22	87.86	83.96	96.91	84.43	422.40	143.95	118.37	107.94	133.70	304.93	354.34	330.25	340.06	283.74	277.05	282.20	278.35	283.42	273.34	292.33	312.52	275.89	282.12	255.76	266.67	305.28	328.64	343.60	322.63	298.07	339.58	271.64	316.02	328.09	269.76	325.10	263.45	305.70	302.89	280.47
CLUG_01384	104.33	112.77	81.43	111.67	102.76	97.01	88.45	77.57	91.75	188.80	106.22	86.13	104.39	211.86	291.44	78.48	76.10	81.30	75.56	399.45	127.53	119.10	93.89	117.60	278.65	338.80	308.48	310.59	262.53	267.60	244.43	263.46	272.68	247.46	284.28	288.03	268.69	282.49	253.08	265.19	294.34	323.09	336.32	317.04	289.30	327.04	264.69	307.70	307.59	266.04	313.42	258.96	290.10	282.97	273.95
CLUG_01385	86.41	112.25	80.09	112.38	110.60	100.92	95.82	64.21	96.24	186.99	99.63	80.66	111.67	204.74	299.54	79.69	78.25	92.32	79.08	424.77	136.32	114.25	98.13	118.66	279.54	315.89	309.94	319.86	256.50	269.57	251.30	252.56	275.19	240.61	288.92	291.59	266.53	266.41	249.94	264.96	292.51	326.01	319.84	314.99	294.05	312.46	271.66	314.54	306.65	270.52	303.53	256.35	292.05	289.51	271.49
CLUG_01386	99.93	126.50	92.24	124.69	122.59	112.90	98.23	73.20	102.42	196.91	119.55	98.73	128.80	241.07	362.06	86.86	81.34	90.37	89.17	437.23	152.15	126.92	107.19	128.93	308.81	341.08	301.31	340.72	289.25	286.14	271.88	277.32	272.65	257.23	273.71	321.99	236.17	238.53	246.98	254.65	283.32	311.18	332.67	328.28	302.46	327.18	263.75	301.52	301.03	271.30	307.83	264.10	308.09	316.88	280.28
CLUG_01387	111.00	132.64	108.21	131.25	122.23	122.40	108.14	90.45	105.53	208.46	127.88	93.41	129.40	258.92	381.57	105.98	89.77	103.36	99.99	471.36	157.03	131.20	107.34	147.40	317.47	355.54	338.63	349.80	275.39	294.75	276.19	287.01	296.31	263.90	300.25	312.28	204.26	218.79	257.25	263.52	298.12	327.29	356.20	320.41	316.78	331.52	266.60	329.91	309.91	264.83	321.90	251.75	315.64	301.80	277.20
CLUG_01388	115.20	136.17	111.34	138.02	129.20	120.97	106.00	83.77	115.95	210.69	126.87	98.92	139.47	272.83	404.04	114.58	88.41	104.20	93.09	496.32	175.86	145.13	113.82	153.03	319.17	364.95	339.05	348.16	290.45	303.22	283.99	290.67	312.65	277.46	305.99	321.79	211.66	229.18	262.35	268.29	299.98	340.79	362.56	350.43	308.63	344.58	280.95	318.49	306.39	293.73	332.94	263.09	320.66	317.51	291.18
CLUG_01389	118.77	135.10	107.55	139.67	128.66	119.57	106.97	82.69	111.13	218.19	127.88	104.22	138.03	270.78	389.21	110.12	94.23	113.32	99.27	483.37	174.99	140.30	117.60	158.03	320.38	361.96	341.18	347.54	288.80	301.69	281.89	293.63	300.05	278.44	310.95	312.22	210.14	229.54	271.33	274.91	299.48	332.51	370.48	337.69	313.45	343.93	283.24	326.85	319.53	282.86	338.04	284.72	323.19	319.20	301.74
CLUG_01390	126.27	135.20	110.03	132.74	140.38	118.47	114.65	89.37	111.17	238.12	138.49	106.87	148.66	269.94	404.85	114.48	92.43	117.21	99.99	493.37	176.14	139.71	110.15	153.15	322.79	381.41	326.87	353.06	289.07	297.13	287.23	287.93	293.30	303.95	300.95	325.90	222.02	234.17	289.18	287.96	313.24	346.10	366.08	340.30	296.67	356.14	283.04	348.05	323.95	290.27	357.93	290.36	321.87	325.14	307.65
CLUG_01391	114.29	141.02	102.41	138.35	130.68	126.14	111.33	81.03	114.46	212.87	123.44	96.22	127.33	254.80	368.22	99.62	88.92	95.05	95.96	468.16	166.89	136.78	111.25	136.67	319.46	351.14	346.99	344.35	286.82	280.14	274.96	294.17	293.23	273.55	305.51	312.65	222.66	230.33	260.29	272.58	294.94	339.77	353.30	333.24	302.46	336.03	276.53	328.84	322.48	271.71	343.69	259.01	312.84	308.00	300.67
CLUG_01392	0.00	0.02	0.28	0.00	0.49	0.00	0.21	0.28	0.00	1.08	0.01	0.14	0.26	0.21	0.53	0.42	0.16	0.28	0.24	0.79	0.27	0.36	0.38	133.16	1.62	0.35	0.34	1.61	0.31	0.42	0.93	0.23	0.13	0.89	0.44	0.55	1.38	1.76	254.92	268.24	241.75	327.03	346.70	318.82	0.19	0.59	281.79	313.99	304.51	284.46	322.39	269.72	0.59	0.35	275.22
CLUG_01393	96.40	126.81	93.77	130.24	115.83	119.07	95.69	80.68	103.55	194.08	126.10	83.22	132.72	241.65	339.25	93.37	79.65	107.54	92.03	439.15	155.64	128.76	108.71	137.55	300.54	342.81	321.56	328.59	282.80	278.35	264.56	276.87	267.60	261.59	287.49	307.41	212.02	225.08	251.02	260.85	315.86	326.00	346.31	313.66	291.38	332.60	254.27	301.43	306.79	260.39	327.34	265.43	298.41	290.36	279.29
CLUG_01394	108.46	129.05	98.66	129.24	125.85	115.48	102.64	87.32	104.19	198.39	121.50	97.34	126.70	245.82	355.91	103.80	80.38	95.41	92.94	458.42	164.66	130.85	112.12	132.64	303.28	341.01	330.27	333.51	270.54	278.46	266.43	294.52	278.87	273.67	292.11	300.00	216.36	228.86	248.00	256.00	294.47	314.88	337.29	309.45	307.54	320.56	267.58	305.13	313.46	275.76	319.18	244.85	302.86	303.38	274.53
CLUG_01395	93.47	119.64	90.08	117.48	109.18	104.70	94.69	75.47	97.99	186.12	108.36	85.19	115.35	219.24	312.07	82.24	76.35	88.87	86.00	416.52	145.36	119.37	101.22	123.94	285.11	334.34	308.92	329.96	262.39	272.35	264.64	271.82	270.40	265.69	288.14	300.92	237.50	247.49	253.29	248.70	269.79	307.00	334.86	304.95	298.51	322.26	266.43	301.79	302.20	263.08	315.04	261.64	293.02	286.37	271.39
CLUG_01396	87.60	128.47	84.50	117.21	109.91	95.41	87.52	70.50	93.59	199.25	97.33	82.77	103.71	215.07	303.81	88.15	71.61	85.63	79.00	425.25	145.32	125.36	105.30	124.58	275.28	325.46	301.02	332.09	270.77	282.49	256.22	258.48	265.57	250.50	280.78	271.38	290.99	338.03	248.40	252.28	296.86	330.53	359.37	339.96	303.83	313.44	288.80	316.53	322.19	253.24	325.32	268.86	294.31	302.86	271.55
CLUG_01397	98.51	115.33	87.90	119.38	119.05	106.32	96.63	78.48	95.81	186.01	105.92	84.91	110.24	229.95	315.63	88.91	77.21	92.51	84.41	432.13	142.80	112.07	98.38	117.16	295.90	326.93	322.50	319.83	274.36	270.00	260.24	274.22	278.65	281.81	271.81	297.56	239.32	245.54	235.35	236.28	262.77	308.70	308.56	316.10	296.21	316.41	249.48	284.66	265.33	247.28	293.74	242.13	288.70	296.18	253.28
CLUG_01398	101.98	126.77	86.96	118.65	130.48	112.22	102.01	77.99	98.60	183.15	107.87	92.01	118.68	237.88	314.94	98.19	79.89	100.16	82.74	438.64	153.18	128.50	106.22	135.21	302.46	345.47	311.94	327.58	264.67	279.42	264.57	279.94	278.45	270.71	285.21	286.45	226.09	232.35	247.86	248.33	266.98	304.62	325.35	292.19	312.90	318.40	262.21	299.16	287.69	259.74	315.31	244.66	299.83	309.40	270.49
CLUG_01399	97.97	120.81	92.60	118.43	114.21	108.33	102.99	83.03	106.64	179.66	120.80	90.78	114.77	239.62	346.06	102.04	81.13	100.43	87.74	424.29	145.64	121.45	109.23	127.70	297.59	339.64	310.31	329.67	267.58	276.35	257.36	296.73	296.63	254.22	293.10	311.58	228.64	226.58	248.19	265.06	282.58	302.49	335.91	298.05	276.39	320.70	257.48	297.52	296.20	249.58	311.10	252.60	305.52	296.77	268.82
CLUG_01400	108.66	124.47	102.26	131.03	114.34	119.91	100.72	79.14	99.86	194.46	106.11	90.53	119.09	239.76	345.88	97.64	77.19	93.96	91.49	442.29	157.98	126.62	106.08	138.45	309.50	369.62	325.99	335.31	282.15	292.09	273.17	293.61	278.58	254.14	289.30	311.97	230.32	223.51	253.91	268.91	284.58	325.39	325.65	307.03	301.41	319.57	287.17	324.45	310.82	264.16	310.81	265.30	315.66	314.99	287.83
CLUG_01401	97.11	117.83	92.88	114.63	130.74	108.99	99.39	93.87	112.16	186.79	124.52	99.39	108.30	218.16	316.42	93.14	79.92	89.68	81.68	417.82	138.26	120.51	101.82	122.24	311.55	344.36	299.38	334.59	261.70	259.67	267.66	297.96	279.32	255.60	282.23	301.79	198.38	236.00	242.69	255.17	283.39	312.82	319.50	311.31	303.92	285.48	246.63	308.02	307.76	264.52	316.62	268.88	284.77	301.26	276.13
CLUG_01402	96.47	120.15	92.28	116.04	112.34	104.77	94.26	83.09	101.39	185.87	108.08	92.51	115.41	222.84	327.90	82.91	79.78	92.35	85.17	410.05	155.92	117.60	97.74	122.36	290.89	348.89	302.31	327.51	257.25	274.34	255.96	274.14	275.56	258.63	271.38	304.17	216.31	221.48	250.59	253.04	270.35	316.64	330.96	313.18	302.95	303.69	262.06	297.68	300.30	256.41	311.33	242.86	288.41	291.55	267.40
CLUG_01403	95.75	111.60	85.36	108.31	106.43	108.21	96.23	72.25	97.03	176.52	107.19	83.47	105.88	215.77	287.05	80.39	76.25	88.47	79.10	391.55	135.13	112.08	90.02	120.19	281.50	310.69	306.15	319.61	247.16	256.26	247.67	252.28	254.54	255.87	267.22	264.74	228.15	250.97	229.82	238.56	264.72	296.70	308.56	272.92	275.27	298.21	243.06	301.38	265.62	230.48	281.51	232.47	292.83	284.45	249.85
CLUG_01404	105.49	130.15	96.32	126.15	115.60	120.30	105.53	77.58	108.03	200.58	119.59	101.72	118.68	242.67	358.01	101.75	74.72	93.99	94.54	446.69	153.32	120.33	104.49	127.41	296.15	358.06	320.64	335.39	271.29	274.84	261.02	289.60	275.01	260.89	310.32	294.73	218.75	224.16	257.31	249.02	279.94	327.45	336.75	321.67	303.86	312.98	265.93	302.10	309.51	259.11	315.76	256.53	313.06	281.98	271.46
CLUG_01405	119.13	132.23	97.82	129.06	139.25	130.07	110.70	102.86	107.68	217.04	119.92	103.46	133.04	266.19	369.32	110.74	81.89	108.61	97.61	460.72	172.39	151.12	125.34	138.79	296.28	365.90	333.21	337.24	263.14	275.05	287.90	292.98	266.75	296.59	290.37	312.90	222.27	228.89	244.31	239.32	273.51	323.65	357.80	335.74	289.77	331.44	268.11	311.97	312.79	252.45	322.77	278.16	310.83	308.65	277.84
CLUG_01406	121.96	132.78	105.75	143.59	140.08	107.99	118.77	92.71	119.09	208.93	132.49	101.67	138.51	294.34	416.22	108.38	90.32	118.81	92.62	486.01	148.12	126.85	130.30	143.41	298.64	354.82	363.75	316.72	285.03	276.16	278.49	312.19	298.01	274.22	316.06	302.38	216.98	231.92	223.21	244.62	264.07	315.80	325.66	320.50	297.08	313.81	256.75	284.15	296.58	278.57	295.71	268.55	319.00	289.58	292.06
CLUG_01407	97.95	119.25	91.16	141.77	116.25	112.52	95.92	75.51	108.20	189.13	116.14	93.29	125.72	226.38	341.35	93.54	77.76	103.67	90.27	426.58	143.12	122.07	109.99	129.50	319.90	356.07	323.29	331.20	274.43	271.30	267.75	293.99	284.51	266.03	288.96	310.22	224.38	230.14	249.24	263.13	285.30	316.87	322.98	324.34	300.59	317.26	278.32	300.96	299.88	262.73	330.39	244.22	322.77	314.57	270.46
CLUG_01408	95.22	130.42	98.10	127.36	123.16	104.73	105.85	88.38	104.82	206.91	125.74	99.71	118.63	241.03	349.19	94.10	75.93	96.98	81.48	435.40	163.85	109.02	102.76	120.51	304.21	348.81	331.85	344.05	280.96	284.64	279.63	300.64	284.07	266.80	293.59	301.88	237.95	256.66	258.44	245.56	280.76	325.21	344.52	313.53	312.82	323.79	271.53	314.75	315.37	265.41	324.59	259.23	303.02	307.95	269.84
CLUG_01409	105.84	121.65	104.27	130.89	118.28	114.21	103.54	86.43	106.28	194.71	123.27	99.80	131.60	249.79	355.91	98.78	85.52	105.27	92.64	448.14	156.72	134.40	105.17	132.03	320.78	356.10	333.74	348.77	287.08	280.79	275.93	302.49	296.00	273.06	290.59	304.54	256.68	266.57	251.58	258.05	268.17	326.22	346.56	323.19	321.50	302.04	259.78	298.41	306.99	257.60	325.41	278.61	311.23	312.16	268.57
CLUG_01410	86.88	104.35	78.39	114.15	101.24	91.93	85.97	61.08	83.30	173.57	97.80	75.72	115.56	196.54	274.54	68.93	71.15	75.35	69.20	379.55	142.67	117.76	99.13	112.33	266.32	309.22	311.62	304.21	249.26	249.88	248.40	267.25	282.23	228.24	286.53	277.40	261.79	284.39	234.57	229.92	262.11	324.65	321.48	299.59	276.03	286.44	244.90	287.09	263.10	223.06	289.15	253.75	273.02	269.95	255.18
CLUG_01411	97.44	119.69	92.18	115.97	117.07	109.49	101.42	81.77	95.37	182.22	104.49	93.55	114.29	224.98	322.36	89.66	81.59	95.10	82.92	422.80	150.02	124.82	102.23	123.32	307.86	337.28	317.73	327.51	283.21	270.12	263.04	286.94	290.73	258.14	284.46	295.91	249.28	259.59	255.77	249.60	264.91	332.72	318.16	312.13	303.92	305.16	254.37	302.06	303.49	256.88	318.65	255.28	305.46	291.72	269.82
CLUG_01412	94.75	105.76	78.54	110.39	97.12	106.31	90.57	75.90	86.34	160.93	101.49	80.01	107.17	191.63	286.06	74.86	67.99	83.99	82.94	403.33	139.29	113.25	83.19	107.32	289.48	322.85	328.14	324.03	266.71	270.14	269.07	273.74	277.80	268.49	286.04	286.34	282.99	304.74	233.20	242.82	249.36	309.31	326.38	286.99	285.15	307.02	250.01	292.68	284.04	241.38	281.72	236.88	301.58	283.24	252.50
CLUG_01413	99.88	120.87	83.54	129.86	100.05	110.15	93.24	76.88	86.17	191.48	106.03	89.69	113.09	218.20	302.50	90.85	80.93	96.08	80.64	398.61	137.63	114.42	98.57	128.64	300.52	346.44	307.50	319.56	270.46	268.17	265.99	280.06	272.11	253.18	279.37	295.95	242.09	256.02	243.15	246.61	263.84	290.66	313.16	304.56	296.39	289.31	260.67	281.62	283.76	237.95	302.73	254.81	296.31	282.02	266.37
CLUG_01414	87.58	106.52	80.39	110.91	105.64	101.62	90.13	70.87	90.69	173.40	97.36	83.13	100.66	201.65	281.01	72.62	68.78	85.99	72.72	386.17	129.77	116.73	93.26	107.95	261.31	306.13	304.28	306.28	239.31	245.35	258.96	257.16	259.77	233.00	273.38	272.29	231.81	253.30	220.20	219.67	257.00	297.88	305.38	281.72	278.36	269.54	244.21	274.28	269.53	234.67	272.97	242.02	273.53	270.86	258.23
CLUG_01415	105.23	130.57	92.95	117.37	118.14	113.68	104.30	77.17	101.98	192.54	110.14	96.75	120.41	231.94	329.69	94.17	86.01	95.54	85.89	427.24	144.23	115.77	105.97	126.73	315.56	341.13	319.26	314.93	256.64	271.62	262.94	287.18	288.46	240.76	265.64	297.29	228.68	247.45	224.93	234.62	260.37	300.80	322.62	302.52	291.08	306.92	248.39	291.75	298.72	250.76	298.86	245.67	303.67	300.49	259.42
CLUG_01416	118.32	149.67	102.72	114.84	112.42	115.61	108.99	78.72	103.62	218.64	123.66	75.35	115.64	247.84	340.75	99.44	90.34	118.48	99.82	444.64	161.23	127.46	123.13	132.26	306.45	362.91	310.09	306.16	260.02	264.60	262.47	296.88	300.13	265.89	267.83	287.33	183.72	240.14	255.09	237.74	264.58	317.11	340.77	340.41	340.60	309.64	266.54	288.70	286.25	245.30	291.02	253.88	320.43	288.01	269.40
CLUG_01417	111.47	126.64	100.72	134.41	128.23	116.37	108.91	90.48	106.62	199.91	127.81	102.00	129.83	260.59	378.23	103.12	90.47	108.43	94.77	472.26	163.55	135.24	111.86	143.04	314.89	343.95	335.81	343.95	276.39	291.15	279.21	293.02	293.30	267.67	295.52	309.47	194.04	218.41	251.74	238.78	266.33	319.74	338.42	314.31	306.38	314.90	256.05	301.49	290.37	255.09	308.47	247.10	301.54	303.80	274.87
CLUG_01418	109.14	118.96	92.77	121.90	112.99	107.27	107.43	90.50	102.51	196.07	120.50	92.06	122.12	231.05	335.64	89.22	78.62	100.27	84.53	429.06	153.81	129.46	107.10	135.49	285.86	323.56	325.62	325.03	264.46	271.44	268.54	287.47	289.31	268.12	281.80	300.31	213.17	236.76	244.93	269.06	267.58	326.45	346.29	322.02	299.27	286.70	252.69	298.55	296.37	252.83	306.87	256.00	290.49	301.14	263.81
CLUG_01419	111.63	132.60	104.63	136.42	132.08	126.87	120.72	86.89	118.87	205.55	124.41	109.33	121.97	262.79	382.93	98.77	87.75	98.73	100.35	464.91	154.35	134.38	113.38	145.46	308.66	357.99	342.58	342.90	275.25	289.46	285.68	293.33	301.64	271.81	302.25	300.18	204.37	238.01	253.31	255.44	266.94	319.98	342.26	316.67	306.45	306.00	253.17	303.94	289.96	251.64	302.50	256.03	304.90	305.91	287.82
CLUG_01420	97.62	106.93	93.27	119.74	107.07	123.22	104.12	80.70	97.72	184.55	111.64	83.02	113.55	226.64	321.74	83.47	78.99	86.48	80.26	415.02	146.25	125.90	93.19	117.40	284.13	304.44	303.64	316.39	236.85	263.74	255.48	284.40	263.90	245.29	291.74	280.68	202.96	231.65	224.95	225.17	251.23	284.63	314.92	291.08	281.73	289.91	239.29	286.74	263.56	223.60	272.99	245.89	284.09	275.04	239.09
CLUG_01421	96.34	110.44	101.23	113.86	106.39	118.23	103.79	85.41	102.29	186.73	106.43	82.32	114.91	213.05	328.07	84.38	77.41	87.39	77.34	422.80	150.51	120.97	95.24	111.21	272.88	318.16	295.81	311.91	238.25	258.59	251.57	290.84	261.14	248.80	287.74	275.56	205.04	236.15	223.60	225.66	246.32	279.06	309.77	296.56	272.83	299.64	243.67	289.54	263.72	231.32	280.13	244.43	290.83	274.68	246.41
CLUG_01422	106.28	109.57	95.26	99.43	89.46	113.27	92.49	71.82	105.64	175.62	104.74	89.15	120.71	224.48	313.13	85.96	81.06	94.60	67.29	403.51	146.09	113.53	108.55	105.64	274.09	330.20	315.10	307.14	252.36	251.86	257.06	268.73	271.36	245.52	300.66	283.19	219.33	248.12	220.05	223.21	245.29	285.81	299.70	302.71	274.30	277.23	237.49	275.85	261.41	227.40	284.71	225.93	294.24	291.07	252.50
CLUG_01423	97.67	113.80	98.30	125.10	122.55	107.46	110.53	80.88	97.25	187.13	121.80	87.35	118.93	229.69	322.81	90.31	82.42	82.00	86.90	418.81	147.34	124.14	101.50	120.31	293.15	329.56	305.18	322.37	251.97	274.59	266.94	288.73	276.56	257.57	282.23	277.85	210.51	240.04	238.68	233.08	253.80	289.62	323.39	302.41	306.74	309.23	255.92	269.72	264.15	243.38	294.28	242.03	298.45	302.93	261.79
CLUG_01424	104.02	114.50	89.65	108.38	100.36	100.72	95.50	81.16	99.03	177.11	101.63	80.78	105.92	202.69	285.97	81.68	68.16	90.80	74.79	403.52	140.43	116.00	94.80	113.78	296.47	347.36	319.54	334.34	283.22	292.88	264.48	265.99	275.27	260.03	300.86	296.80	294.46	297.46	236.16	240.36	263.16	319.64	338.47	301.95	312.87	306.33	249.70	308.00	306.71	279.93	298.73	260.77	310.10	293.58	272.26
CLUG_01425	88.71	115.90	82.44	128.90	102.94	110.05	92.40	64.71	98.29	181.45	101.57	88.88	112.26	218.95	305.43	80.54	72.03	86.10	84.20	390.68	138.73	105.75	82.94	125.00	277.77	306.32	299.63	307.28	256.77	246.69	250.57	257.67	261.53	232.16	262.81	261.69	171.44	210.96	200.62	229.03	241.85	283.57	288.23	298.34	279.89	274.01	226.30	275.64	260.72	213.02	265.65	217.55	269.85	273.66	245.25
CLUG_01426	103.89	134.95	108.44	136.87	126.44	109.96	118.37	83.06	113.79	202.37	135.41	115.34	127.70	269.37	374.20	86.07	82.55	104.78	98.40	480.10	165.45	142.38	109.58	159.27	321.92	379.86	364.57	358.20	301.60	290.50	313.37	324.30	309.41	273.25	320.96	331.53	222.12	243.05	239.49	259.60	286.36	342.02	332.10	322.18	336.97	313.73	270.84	303.33	299.30	266.82	319.63	259.60	348.79	316.16	309.50
CLUG_01427	106.02	119.44	95.41	125.87	118.31	107.66	104.16	72.30	109.62	194.13	120.02	90.49	123.14	239.75	313.65	95.75	77.50	99.23	93.17	439.36	156.68	125.66	103.48	123.17	298.75	332.12	305.70	330.93	272.26	267.36	268.43	267.54	286.46	272.96	285.00	293.43	245.02	271.79	232.27	241.41	257.44	310.01	319.39	304.01	302.28	289.77	262.72	297.73	283.64	245.12	288.36	254.04	303.96	288.07	255.50
CLUG_01428	101.85	116.79	89.59	117.35	118.39	124.75	102.76	68.49	97.58	203.36	130.07	94.06	119.74	233.95	335.63	98.38	73.36	93.33	91.17	418.83	144.96	128.82	98.69	137.37	271.92	308.02	301.16	316.71	257.21	269.36	252.11	280.54	253.19	247.22	281.34	298.33	193.17	242.24	205.99	236.36	247.88	276.90	310.43	278.33	273.13	290.25	242.75	287.17	277.31	233.38	271.48	221.29	293.99	293.75	263.40
CLUG_01429	94.71	111.30	92.21	118.69	126.43	113.49	115.83	78.73	89.76	190.79	109.75	83.60	115.21	231.64	334.54	75.73	76.69	85.80	83.77	427.17	139.38	123.50	95.32	122.83	287.68	330.56	307.53	329.21	260.15	258.61	241.55	287.76	272.31	247.82	282.80	280.83	206.43	217.59	215.73	242.24	248.03	308.80	317.25	302.80	273.83	286.86	264.03	269.68	288.03	246.25	284.39	239.41	305.53	285.74	261.86
CLUG_01430	97.39	104.21	91.05	117.17	112.28	115.41	110.05	87.58	100.41	176.50	106.99	84.89	116.87	237.41	315.43	89.16	85.80	88.22	90.87	420.34	146.47	129.30	104.21	119.68	285.90	344.71	309.34	341.03	258.63	250.92	244.09	276.41	271.57	255.84	276.97	297.67	209.19	226.13	236.34	245.92	242.89	328.02	342.88	297.35	275.32	293.46	257.59	285.62	292.65	233.45	277.69	254.34	288.63	283.30	265.91
CLUG_01431	101.99	118.21	100.29	114.49	132.96	109.40	110.17	84.84	112.52	182.84	109.32	90.07	112.12	241.47	338.60	113.02	82.43	98.88	96.50	420.54	147.01	117.25	120.43	121.29	304.55	359.00	324.75	336.46	277.57	273.90	268.48	285.15	268.70	262.04	273.39	296.53	214.10	235.60	227.31	259.73	258.10	319.47	307.51	313.59	280.61	287.04	236.40	285.71	296.50	250.80	315.48	245.99	295.29	279.68	260.98
CLUG_01432	101.49	125.93	91.94	125.77	113.34	111.91	103.82	80.30	97.53	199.90	111.23	85.60	112.45	237.12	332.85	89.12	77.11	95.03	87.00	435.81	151.46	130.07	99.96	117.83	285.89	321.68	304.86	321.65	271.59	277.69	259.76	276.68	275.54	247.34	281.87	284.06	205.01	222.75	231.30	237.68	247.91	319.90	323.16	296.05	291.28	298.22	242.19	285.82	271.93	236.04	287.74	241.51	285.92	282.79	266.67
CLUG_01433	86.92	116.91	83.66	108.21	95.79	105.44	85.93	74.36	84.94	169.75	107.32	76.85	97.43	198.81	290.21	73.38	70.29	84.85	80.31	379.57	133.49	114.60	86.07	115.50	273.70	309.70	305.63	314.33	262.87	263.31	255.46	269.94	264.65	247.68	268.76	291.11	236.42	275.18	232.44	237.21	246.92	301.34	318.69	310.81	283.02	273.54	242.92	283.22	286.97	237.25	294.86	245.41	287.79	285.41	257.46
