GENE	POSITION	COVERAGE	STRAIN	LOCALE	GROUP
CLUG_04298	406126	0.7952	A22.UpperP	U	A
CLUG_04298	406126	0.7289	A23.LowerP	L	A
CLUG_04298	406126	0.6968	A24.SputuP	S	A
CLUG_04298	406126	0.8138	A3.U3G	U	A
CLUG_04298	406126	0.7510	A4.U3B	U	A
CLUG_04298	406126	0.8586	A5.U10D	U	A
CLUG_04298	406126	0.7614	A6.U5C	U	A
CLUG_04298	406126	0.7025	A7.U3E	U	A
CLUG_04298	406126	0.8466	A8.U2E	U	A
CLUG_04298	406126	0.8220	A9.L3D	L	A
CLUG_04298	406126	0.8860	ATCC42720	Blood	ATCC42720
CLUG_04298	406126	0.8293	B16.1310D	L	B
CLUG_04298	406126	0.9027	B17.1311G	L	B
CLUG_04298	406126	0.8717	B18.1312G	L	B
CLUG_04298	406126	0.8272	B19.1310A	L	B
CLUG_04298	406126	0.8567	B20.1311A	L	B
CLUG_04298	406126	0.9171	B21.1312A	L	B
CLUG_04298	406126	0.9661	B22.134E	U	B
CLUG_04298	406126	0.9437	B23.133H	U	B
CLUG_04298	406126	0.8866	B24.133F	U	B
CLUG_04298	406126	0.8634	B25.135C	U	B
CLUG_04298	406126	0.8216	B26.131A	U	B
CLUG_04298	406126	0.8013	B27.136A	U	B
CLUG_04298	406126	0.8338	B28.13UM	U	B
CLUG_04298	406126	0.8860	B29.13MM	M	B
CLUG_04298	406126	0.8381	C10.9M3	M	C
CLUG_04298	406126	1.0679	C11.9M41	M	C
CLUG_04298	406126	0.9134	C12.9U1	U	C
CLUG_04298	406126	0.9470	C13.9U2	U	C
CLUG_04298	406126	0.9079	C14.9U3	U	C
CLUG_04298	406126	0.8249	C15.9U4s	U	C
CLUG_04298	406126	0.7967	C30.13LM	L	C
CLUG_04298	406126	0.8397	C31.13MP	U	C
CLUG_04298	406126	0.8837	C4.9L1	L	C
CLUG_04298	406126	0.8624	C5.9L2	L	C
CLUG_04298	406126	0.8519	C6.9L3	L	C
CLUG_04298	406126	0.9275	C7.9L4	L	C
CLUG_04298	406126	0.9098	C8.9M1	M	C
CLUG_04298	406126	0.9335	C9.9M2	M	C
CLUG_04298	406126	0.8907	ctl1.AL1B	L	A
CLUG_04298	406126	0.7822	ctl2.AL1B	L	A
CLUG_04299	406403	0.8276	POSITION	UNK	P
CLUG_04299	406403	0.7922	A10.L4C	L	A
CLUG_04299	406403	0.6998	A11.L11G	L	A
CLUG_04299	406403	0.7759	A12.L10B	L	A
CLUG_04299	406403	0.7855	A13.L3B	L	A
CLUG_04299	406403	0.8482	A14.L4E	L	A
CLUG_04299	406403	0.7840	A15.L4G	L	A
CLUG_04299	406403	0.8283	A16.L7C	L	A
CLUG_04299	406403	0.9029	A17.L1B	L	A
CLUG_04299	406403	0.8949	A18.S4H	S	A
CLUG_04299	406403	0.8476	A19.S3B	S	A
CLUG_04299	406403	0.7970	A2.U10A	U	A
CLUG_04299	406403	0.8087	A20.S1E	S	A
CLUG_04299	406403	0.8205	A21.S8A	S	A
CLUG_04299	406403	0.8160	A22.UpperP	U	A
CLUG_04299	406403	0.7618	A23.LowerP	L	A
CLUG_04299	406403	0.7594	A24.SputuP	S	A
CLUG_04299	406403	0.8183	A3.U3G	U	A
CLUG_04299	406403	0.7811	A4.U3B	U	A
CLUG_04299	406403	0.8522	A5.U10D	U	A
CLUG_04299	406403	0.7690	A6.U5C	U	A
CLUG_04299	406403	0.7207	A7.U3E	U	A
CLUG_04299	406403	0.8034	A8.U2E	U	A
CLUG_04299	406403	0.7974	A9.L3D	L	A
CLUG_04299	406403	0.8988	ATCC42720	Blood	ATCC42720
CLUG_04299	406403	0.8627	B16.1310D	L	B
CLUG_04299	406403	0.9198	B17.1311G	L	B
CLUG_04299	406403	0.8843	B18.1312G	L	B
CLUG_04299	406403	0.8352	B19.1310A	L	B
CLUG_04299	406403	0.8707	B20.1311A	L	B
CLUG_04299	406403	0.9127	B21.1312A	L	B
CLUG_04299	406403	1.0421	B22.134E	U	B
CLUG_04299	406403	0.9550	B23.133H	U	B
CLUG_04299	406403	0.8588	B24.133F	U	B
CLUG_04299	406403	0.9046	B25.135C	U	B
CLUG_04299	406403	0.8403	B26.131A	U	B
CLUG_04299	406403	0.8456	B27.136A	U	B
CLUG_04299	406403	0.8424	B28.13UM	U	B
CLUG_04299	406403	0.9276	B29.13MM	M	B
CLUG_04299	406403	0.8114	C10.9M3	M	C
CLUG_04299	406403	1.0853	C11.9M41	M	C
CLUG_04299	406403	0.9202	C12.9U1	U	C
CLUG_04299	406403	0.9622	C13.9U2	U	C
CLUG_04299	406403	0.8997	C14.9U3	U	C
CLUG_04299	406403	0.8292	C15.9U4s	U	C
CLUG_04299	406403	0.8024	C30.13LM	L	C
CLUG_04299	406403	0.8858	C31.13MP	U	C
CLUG_04299	406403	0.9395	C4.9L1	L	C
CLUG_04299	406403	0.8741	C5.9L2	L	C
CLUG_04299	406403	0.8697	C6.9L3	L	C
CLUG_04299	406403	0.9643	C7.9L4	L	C
CLUG_04299	406403	0.9505	C8.9M1	M	C
CLUG_04299	406403	0.9599	C9.9M2	M	C
CLUG_04299	406403	0.9013	ctl1.AL1B	L	A
CLUG_04299	406403	0.8297	ctl2.AL1B	L	A
CLUG_04300	407097	0.8682	POSITION	UNK	P
CLUG_04300	407097	0.7144	A10.L4C	L	A
CLUG_04300	407097	0.7911	A11.L11G	L	A
CLUG_04300	407097	0.8543	A12.L10B	L	A
CLUG_04300	407097	0.7842	A13.L3B	L	A
CLUG_04300	407097	0.7723	A14.L4E	L	A
CLUG_04300	407097	0.8110	A15.L4G	L	A
CLUG_04300	407097	0.8405	A16.L7C	L	A
CLUG_04300	407097	0.7913	A17.L1B	L	A
CLUG_04300	407097	0.8550	A18.S4H	S	A
CLUG_04300	407097	0.8207	A19.S3B	S	A
CLUG_04300	407097	0.7787	A2.U10A	U	A
CLUG_04300	407097	0.7683	A20.S1E	S	A
CLUG_04300	407097	0.7857	A21.S8A	S	A
CLUG_04300	407097	0.8052	A22.UpperP	U	A
CLUG_04300	407097	0.7327	A23.LowerP	L	A
CLUG_04300	407097	0.7620	A24.SputuP	S	A
CLUG_04300	407097	0.8237	A3.U3G	U	A
CLUG_04300	407097	0.7594	A4.U3B	U	A
CLUG_04300	407097	0.8691	A5.U10D	U	A
CLUG_04300	407097	0.8120	A6.U5C	U	A
CLUG_04300	407097	0.7608	A7.U3E	U	A
CLUG_04300	407097	0.7880	A8.U2E	U	A
CLUG_04300	407097	0.7813	A9.L3D	L	A
CLUG_04300	407097	0.9150	ATCC42720	Blood	ATCC42720
CLUG_04300	407097	0.8621	B16.1310D	L	B
CLUG_04300	407097	0.9338	B17.1311G	L	B
CLUG_04300	407097	0.8561	B18.1312G	L	B
CLUG_04300	407097	0.7954	B19.1310A	L	B
CLUG_04300	407097	0.8263	B20.1311A	L	B
CLUG_04300	407097	0.9296	B21.1312A	L	B
CLUG_04300	407097	0.9269	B22.134E	U	B
CLUG_04300	407097	0.8817	B23.133H	U	B
CLUG_04300	407097	0.8477	B24.133F	U	B
CLUG_04300	407097	0.8287	B25.135C	U	B
CLUG_04300	407097	0.8343	B26.131A	U	B
CLUG_04300	407097	0.9271	B27.136A	U	B
CLUG_04300	407097	1.0060	B28.13UM	U	B
CLUG_04300	407097	0.8835	B29.13MM	M	B
CLUG_04300	407097	0.8473	C10.9M3	M	C
CLUG_04300	407097	1.0836	C11.9M41	M	C
CLUG_04300	407097	0.9118	C12.9U1	U	C
CLUG_04300	407097	0.8973	C13.9U2	U	C
CLUG_04300	407097	0.8921	C14.9U3	U	C
CLUG_04300	407097	0.8723	C15.9U4s	U	C
CLUG_04300	407097	0.8066	C30.13LM	L	C
CLUG_04300	407097	0.8768	C31.13MP	U	C
CLUG_04300	407097	0.9065	C4.9L1	L	C
CLUG_04300	407097	0.8829	C5.9L2	L	C
CLUG_04300	407097	0.8171	C6.9L3	L	C
CLUG_04300	407097	0.9229	C7.9L4	L	C
CLUG_04300	407097	0.8625	C8.9M1	M	C
CLUG_04300	407097	0.9139	C9.9M2	M	C
CLUG_04300	407097	0.8880	ctl1.AL1B	L	A
CLUG_04300	407097	0.8720	ctl2.AL1B	L	A
CLUG_04301	412871	0.9204	POSITION	UNK	P
CLUG_04301	412871	0.8461	A10.L4C	L	A
CLUG_04301	412871	0.8791	A11.L11G	L	A
CLUG_04301	412871	0.9096	A12.L10B	L	A
CLUG_04301	412871	0.9033	A13.L3B	L	A
CLUG_04301	412871	0.8463	A14.L4E	L	A
CLUG_04301	412871	0.9062	A15.L4G	L	A
CLUG_04301	412871	0.8349	A16.L7C	L	A
CLUG_04301	412871	0.8879	A17.L1B	L	A
CLUG_04301	412871	0.8916	A18.S4H	S	A
CLUG_04301	412871	0.9124	A19.S3B	S	A
CLUG_04301	412871	0.8446	A2.U10A	U	A
CLUG_04301	412871	0.8618	A20.S1E	S	A
CLUG_04301	412871	0.8680	A21.S8A	S	A
CLUG_04301	412871	0.9393	A22.UpperP	U	A
CLUG_04301	412871	0.8543	A23.LowerP	L	A
CLUG_04301	412871	0.8224	A24.SputuP	S	A
CLUG_04301	412871	0.8986	A3.U3G	U	A
CLUG_04301	412871	0.8377	A4.U3B	U	A
CLUG_04301	412871	0.9352	A5.U10D	U	A
CLUG_04301	412871	0.9151	A6.U5C	U	A
CLUG_04301	412871	0.8699	A7.U3E	U	A
CLUG_04301	412871	0.9285	A8.U2E	U	A
CLUG_04301	412871	0.8550	A9.L3D	L	A
CLUG_04301	412871	0.9905	ATCC42720	Blood	ATCC42720
CLUG_04301	412871	0.9366	B16.1310D	L	B
CLUG_04301	412871	0.9951	B17.1311G	L	B
CLUG_04301	412871	0.9000	B18.1312G	L	B
CLUG_04301	412871	0.8834	B19.1310A	L	B
CLUG_04301	412871	0.9075	B20.1311A	L	B
CLUG_04301	412871	0.9885	B21.1312A	L	B
CLUG_04301	412871	0.9764	B22.134E	U	B
CLUG_04301	412871	0.9245	B23.133H	U	B
CLUG_04301	412871	0.8993	B24.133F	U	B
CLUG_04301	412871	0.8950	B25.135C	U	B
CLUG_04301	412871	0.8944	B26.131A	U	B
CLUG_04301	412871	0.8759	B27.136A	U	B
CLUG_04301	412871	0.9351	B28.13UM	U	B
CLUG_04301	412871	0.9444	B29.13MM	M	B
CLUG_04301	412871	0.8764	C10.9M3	M	C
CLUG_04301	412871	1.1887	C11.9M41	M	C
CLUG_04301	412871	0.9432	C12.9U1	U	C
CLUG_04301	412871	0.9618	C13.9U2	U	C
CLUG_04301	412871	0.9881	C14.9U3	U	C
CLUG_04301	412871	0.9059	C15.9U4s	U	C
CLUG_04301	412871	0.8588	C30.13LM	L	C
CLUG_04301	412871	0.8657	C31.13MP	U	C
CLUG_04301	412871	0.9264	C4.9L1	L	C
CLUG_04301	412871	0.9071	C5.9L2	L	C
CLUG_04301	412871	0.8929	C6.9L3	L	C
CLUG_04301	412871	0.9640	C7.9L4	L	C
CLUG_04301	412871	0.9300	C8.9M1	M	C
CLUG_04301	412871	0.9142	C9.9M2	M	C
CLUG_04301	412871	0.9815	ctl1.AL1B	L	A
CLUG_04301	412871	0.9223	ctl2.AL1B	L	A
CLUG_04302	416642	0.8469	POSITION	UNK	P
CLUG_04302	416642	0.7322	A10.L4C	L	A
CLUG_04302	416642	0.7747	A11.L11G	L	A
CLUG_04302	416642	0.8723	A12.L10B	L	A
CLUG_04302	416642	0.9046	A13.L3B	L	A
CLUG_04302	416642	0.8017	A14.L4E	L	A
CLUG_04302	416642	0.8420	A15.L4G	L	A
CLUG_04302	416642	0.8759	A16.L7C	L	A
CLUG_04302	416642	0.9109	A17.L1B	L	A
CLUG_04302	416642	0.8047	A18.S4H	S	A
CLUG_04302	416642	0.8514	A19.S3B	S	A
CLUG_04302	416642	0.8032	A2.U10A	U	A
CLUG_04302	416642	0.8265	A20.S1E	S	A
CLUG_04302	416642	0.8430	A21.S8A	S	A
CLUG_04302	416642	0.8498	A22.UpperP	U	A
CLUG_04302	416642	0.7688	A23.LowerP	L	A
CLUG_04302	416642	0.7986	A24.SputuP	S	A
CLUG_04302	416642	0.7698	A3.U3G	U	A
CLUG_04302	416642	0.7772	A4.U3B	U	A
CLUG_04302	416642	0.8818	A5.U10D	U	A
CLUG_04302	416642	0.8464	A6.U5C	U	A
CLUG_04302	416642	0.7882	A7.U3E	U	A
CLUG_04302	416642	0.8860	A8.U2E	U	A
CLUG_04302	416642	0.8126	A9.L3D	L	A
CLUG_04302	416642	0.9648	ATCC42720	Blood	ATCC42720
CLUG_04302	416642	0.9448	B16.1310D	L	B
CLUG_04302	416642	0.9988	B17.1311G	L	B
CLUG_04302	416642	0.9140	B18.1312G	L	B
CLUG_04302	416642	0.8252	B19.1310A	L	B
CLUG_04302	416642	0.8748	B20.1311A	L	B
CLUG_04302	416642	0.9489	B21.1312A	L	B
CLUG_04302	416642	0.9499	B22.134E	U	B
CLUG_04302	416642	0.9322	B23.133H	U	B
CLUG_04302	416642	0.8784	B24.133F	U	B
CLUG_04302	416642	0.8752	B25.135C	U	B
CLUG_04302	416642	0.8885	B26.131A	U	B
CLUG_04302	416642	0.9898	B27.136A	U	B
CLUG_04302	416642	0.9756	B28.13UM	U	B
CLUG_04302	416642	0.9549	B29.13MM	M	B
CLUG_04302	416642	0.8890	C10.9M3	M	C
CLUG_04302	416642	1.1740	C11.9M41	M	C
CLUG_04302	416642	0.9361	C12.9U1	U	C
CLUG_04302	416642	0.9604	C13.9U2	U	C
CLUG_04302	416642	0.9590	C14.9U3	U	C
CLUG_04302	416642	0.8795	C15.9U4s	U	C
CLUG_04302	416642	0.8345	C30.13LM	L	C
CLUG_04302	416642	0.9076	C31.13MP	U	C
CLUG_04302	416642	0.9321	C4.9L1	L	C
CLUG_04302	416642	0.9260	C5.9L2	L	C
CLUG_04302	416642	0.8785	C6.9L3	L	C
CLUG_04302	416642	0.9522	C7.9L4	L	C
CLUG_04302	416642	0.9234	C8.9M1	M	C
CLUG_04302	416642	0.9699	C9.9M2	M	C
CLUG_04302	416642	0.9815	ctl1.AL1B	L	A
CLUG_04302	416642	0.9006	ctl2.AL1B	L	A
CLUG_04303	418966	0.9809	POSITION	UNK	P
CLUG_04303	418966	0.8052	A10.L4C	L	A
CLUG_04303	418966	0.8471	A11.L11G	L	A
CLUG_04303	418966	0.9012	A12.L10B	L	A
CLUG_04303	418966	0.9455	A13.L3B	L	A
CLUG_04303	418966	0.8889	A14.L4E	L	A
CLUG_04303	418966	0.8955	A15.L4G	L	A
CLUG_04303	418966	0.9207	A16.L7C	L	A
CLUG_04303	418966	0.8470	A17.L1B	L	A
CLUG_04303	418966	0.8615	A18.S4H	S	A
CLUG_04303	418966	0.9150	A19.S3B	S	A
CLUG_04303	418966	0.8568	A2.U10A	U	A
CLUG_04303	418966	0.8984	A20.S1E	S	A
CLUG_04303	418966	0.9099	A21.S8A	S	A
CLUG_04303	418966	0.9538	A22.UpperP	U	A
CLUG_04303	418966	0.8174	A23.LowerP	L	A
CLUG_04303	418966	0.8384	A24.SputuP	S	A
CLUG_04303	418966	0.8957	A3.U3G	U	A
CLUG_04303	418966	0.8396	A4.U3B	U	A
CLUG_04303	418966	0.9240	A5.U10D	U	A
CLUG_04303	418966	0.8635	A6.U5C	U	A
CLUG_04303	418966	0.8105	A7.U3E	U	A
CLUG_04303	418966	0.8418	A8.U2E	U	A
CLUG_04303	418966	0.8893	A9.L3D	L	A
CLUG_04303	418966	0.9441	ATCC42720	Blood	ATCC42720
CLUG_04303	418966	0.9173	B16.1310D	L	B
CLUG_04303	418966	0.9789	B17.1311G	L	B
CLUG_04303	418966	0.8629	B18.1312G	L	B
CLUG_04303	418966	0.8583	B19.1310A	L	B
CLUG_04303	418966	0.8823	B20.1311A	L	B
CLUG_04303	418966	0.9554	B21.1312A	L	B
CLUG_04303	418966	0.9632	B22.134E	U	B
CLUG_04303	418966	0.9267	B23.133H	U	B
CLUG_04303	418966	0.9257	B24.133F	U	B
CLUG_04303	418966	0.8670	B25.135C	U	B
CLUG_04303	418966	0.8890	B26.131A	U	B
CLUG_04303	418966	0.8097	B27.136A	U	B
CLUG_04303	418966	0.8921	B28.13UM	U	B
CLUG_04303	418966	0.8842	B29.13MM	M	B
CLUG_04303	418966	0.8690	C10.9M3	M	C
CLUG_04303	418966	1.1596	C11.9M41	M	C
CLUG_04303	418966	0.9759	C12.9U1	U	C
CLUG_04303	418966	0.9235	C13.9U2	U	C
CLUG_04303	418966	0.9539	C14.9U3	U	C
CLUG_04303	418966	0.8632	C15.9U4s	U	C
CLUG_04303	418966	0.8353	C30.13LM	L	C
CLUG_04303	418966	0.8692	C31.13MP	U	C
CLUG_04303	418966	0.8918	C4.9L1	L	C
CLUG_04303	418966	0.9006	C5.9L2	L	C
CLUG_04303	418966	0.8443	C6.9L3	L	C
CLUG_04303	418966	0.9326	C7.9L4	L	C
CLUG_04303	418966	0.9343	C8.9M1	M	C
CLUG_04303	418966	0.8826	C9.9M2	M	C
CLUG_04303	418966	0.9161	ctl1.AL1B	L	A
CLUG_04303	418966	0.8858	ctl2.AL1B	L	A
CLUG_04304	420948	0.8563	POSITION	UNK	P
CLUG_04304	420948	0.7350	A10.L4C	L	A
CLUG_04304	420948	0.8162	A11.L11G	L	A
CLUG_04304	420948	0.8060	A12.L10B	L	A
CLUG_04304	420948	0.8328	A13.L3B	L	A
CLUG_04304	420948	0.8024	A14.L4E	L	A
CLUG_04304	420948	0.7986	A15.L4G	L	A
CLUG_04304	420948	0.8407	A16.L7C	L	A
CLUG_04304	420948	0.8528	A17.L1B	L	A
CLUG_04304	420948	0.8322	A18.S4H	S	A
CLUG_04304	420948	0.8308	A19.S3B	S	A
CLUG_04304	420948	0.8266	A2.U10A	U	A
CLUG_04304	420948	0.8467	A20.S1E	S	A
CLUG_04304	420948	0.8022	A21.S8A	S	A
CLUG_04304	420948	0.8545	A22.UpperP	U	A
CLUG_04304	420948	0.7503	A23.LowerP	L	A
CLUG_04304	420948	0.7736	A24.SputuP	S	A
CLUG_04304	420948	0.7858	A3.U3G	U	A
CLUG_04304	420948	0.7806	A4.U3B	U	A
CLUG_04304	420948	0.8997	A5.U10D	U	A
CLUG_04304	420948	0.7887	A6.U5C	U	A
CLUG_04304	420948	0.8083	A7.U3E	U	A
CLUG_04304	420948	0.8137	A8.U2E	U	A
CLUG_04304	420948	0.7731	A9.L3D	L	A
CLUG_04304	420948	0.9082	ATCC42720	Blood	ATCC42720
CLUG_04304	420948	0.8448	B16.1310D	L	B
CLUG_04304	420948	0.9565	B17.1311G	L	B
CLUG_04304	420948	0.8455	B18.1312G	L	B
CLUG_04304	420948	0.8201	B19.1310A	L	B
CLUG_04304	420948	0.8421	B20.1311A	L	B
CLUG_04304	420948	0.9569	B21.1312A	L	B
CLUG_04304	420948	0.9412	B22.134E	U	B
CLUG_04304	420948	0.8710	B23.133H	U	B
CLUG_04304	420948	0.8543	B24.133F	U	B
CLUG_04304	420948	0.8488	B25.135C	U	B
CLUG_04304	420948	0.8378	B26.131A	U	B
CLUG_04304	420948	0.8526	B27.136A	U	B
CLUG_04304	420948	0.8660	B28.13UM	U	B
CLUG_04304	420948	0.8913	B29.13MM	M	B
CLUG_04304	420948	0.8282	C10.9M3	M	C
CLUG_04304	420948	1.1660	C11.9M41	M	C
CLUG_04304	420948	0.8886	C12.9U1	U	C
CLUG_04304	420948	0.9271	C13.9U2	U	C
CLUG_04304	420948	0.9206	C14.9U3	U	C
CLUG_04304	420948	0.8532	C15.9U4s	U	C
CLUG_04304	420948	0.8151	C30.13LM	L	C
CLUG_04304	420948	0.8977	C31.13MP	U	C
CLUG_04304	420948	0.9225	C4.9L1	L	C
CLUG_04304	420948	0.8407	C5.9L2	L	C
CLUG_04304	420948	0.8675	C6.9L3	L	C
CLUG_04304	420948	0.9252	C7.9L4	L	C
CLUG_04304	420948	0.8707	C8.9M1	M	C
CLUG_04304	420948	0.9151	C9.9M2	M	C
CLUG_04304	420948	0.9161	ctl1.AL1B	L	A
CLUG_04304	420948	0.8932	ctl2.AL1B	L	A
CLUG_04305	423375	0.7625	POSITION	UNK	P
CLUG_04305	423375	0.6740	A10.L4C	L	A
CLUG_04305	423375	0.6970	A11.L11G	L	A
CLUG_04305	423375	0.7948	A12.L10B	L	A
CLUG_04305	423375	0.8075	A13.L3B	L	A
CLUG_04305	423375	0.7684	A14.L4E	L	A
CLUG_04305	423375	0.8044	A15.L4G	L	A
CLUG_04305	423375	0.7456	A16.L7C	L	A
CLUG_04305	423375	0.7637	A17.L1B	L	A
CLUG_04305	423375	0.7732	A18.S4H	S	A
CLUG_04305	423375	0.7178	A19.S3B	S	A
CLUG_04305	423375	0.7634	A2.U10A	U	A
CLUG_04305	423375	0.7060	A20.S1E	S	A
CLUG_04305	423375	0.7323	A21.S8A	S	A
CLUG_04305	423375	0.7684	A22.UpperP	U	A
CLUG_04305	423375	0.6343	A23.LowerP	L	A
CLUG_04305	423375	0.7602	A24.SputuP	S	A
CLUG_04305	423375	0.7496	A3.U3G	U	A
CLUG_04305	423375	0.6622	A4.U3B	U	A
CLUG_04305	423375	0.7896	A5.U10D	U	A
CLUG_04305	423375	0.8206	A6.U5C	U	A
CLUG_04305	423375	0.6817	A7.U3E	U	A
CLUG_04305	423375	0.7617	A8.U2E	U	A
CLUG_04305	423375	0.6951	A9.L3D	L	A
CLUG_04305	423375	0.9082	ATCC42720	Blood	ATCC42720
CLUG_04305	423375	0.8498	B16.1310D	L	B
CLUG_04305	423375	0.9163	B17.1311G	L	B
CLUG_04305	423375	0.8303	B18.1312G	L	B
CLUG_04305	423375	0.7797	B19.1310A	L	B
CLUG_04305	423375	0.7892	B20.1311A	L	B
CLUG_04305	423375	0.8941	B21.1312A	L	B
CLUG_04305	423375	0.9213	B22.134E	U	B
CLUG_04305	423375	0.8803	B23.133H	U	B
CLUG_04305	423375	0.8437	B24.133F	U	B
CLUG_04305	423375	0.8015	B25.135C	U	B
CLUG_04305	423375	0.8725	B26.131A	U	B
CLUG_04305	423375	0.9340	B27.136A	U	B
CLUG_04305	423375	1.0419	B28.13UM	U	B
CLUG_04305	423375	0.8501	B29.13MM	M	B
CLUG_04305	423375	0.8389	C10.9M3	M	C
CLUG_04305	423375	1.1572	C11.9M41	M	C
CLUG_04305	423375	0.8992	C12.9U1	U	C
CLUG_04305	423375	0.8890	C13.9U2	U	C
CLUG_04305	423375	0.8926	C14.9U3	U	C
CLUG_04305	423375	0.8042	C15.9U4s	U	C
CLUG_04305	423375	0.8009	C30.13LM	L	C
CLUG_04305	423375	0.8367	C31.13MP	U	C
CLUG_04305	423375	0.8580	C4.9L1	L	C
CLUG_04305	423375	0.8270	C5.9L2	L	C
CLUG_04305	423375	0.8640	C6.9L3	L	C
CLUG_04305	423375	0.9176	C7.9L4	L	C
CLUG_04305	423375	0.8042	C8.9M1	M	C
CLUG_04305	423375	0.9071	C9.9M2	M	C
CLUG_04305	423375	0.9027	ctl1.AL1B	L	A
CLUG_04305	423375	0.8744	ctl2.AL1B	L	A
CLUG_04306	423537	0.7729	POSITION	UNK	P
CLUG_04306	423537	0.6897	A10.L4C	L	A
CLUG_04306	423537	0.7182	A11.L11G	L	A
CLUG_04306	423537	0.8166	A12.L10B	L	A
CLUG_04306	423537	0.8413	A13.L3B	L	A
CLUG_04306	423537	0.7874	A14.L4E	L	A
CLUG_04306	423537	0.8019	A15.L4G	L	A
CLUG_04306	423537	0.7728	A16.L7C	L	A
CLUG_04306	423537	0.7824	A17.L1B	L	A
CLUG_04306	423537	0.7840	A18.S4H	S	A
CLUG_04306	423537	0.7333	A19.S3B	S	A
CLUG_04306	423537	0.7749	A2.U10A	U	A
CLUG_04306	423537	0.7274	A20.S1E	S	A
CLUG_04306	423537	0.7347	A21.S8A	S	A
CLUG_04306	423537	0.7856	A22.UpperP	U	A
CLUG_04306	423537	0.6596	A23.LowerP	L	A
CLUG_04306	423537	0.7855	A24.SputuP	S	A
CLUG_04306	423537	0.7465	A3.U3G	U	A
CLUG_04306	423537	0.6732	A4.U3B	U	A
CLUG_04306	423537	0.8032	A5.U10D	U	A
CLUG_04306	423537	0.8283	A6.U5C	U	A
CLUG_04306	423537	0.6943	A7.U3E	U	A
CLUG_04306	423537	0.7806	A8.U2E	U	A
CLUG_04306	423537	0.7095	A9.L3D	L	A
CLUG_04306	423537	0.9173	ATCC42720	Blood	ATCC42720
CLUG_04306	423537	0.8615	B16.1310D	L	B
CLUG_04306	423537	0.9073	B17.1311G	L	B
CLUG_04306	423537	0.8308	B18.1312G	L	B
CLUG_04306	423537	0.7829	B19.1310A	L	B
CLUG_04306	423537	0.7974	B20.1311A	L	B
CLUG_04306	423537	0.8927	B21.1312A	L	B
CLUG_04306	423537	0.9197	B22.134E	U	B
CLUG_04306	423537	0.8868	B23.133H	U	B
CLUG_04306	423537	0.8420	B24.133F	U	B
CLUG_04306	423537	0.8057	B25.135C	U	B
CLUG_04306	423537	0.8750	B26.131A	U	B
CLUG_04306	423537	0.9411	B27.136A	U	B
CLUG_04306	423537	1.0467	B28.13UM	U	B
CLUG_04306	423537	0.8567	B29.13MM	M	B
CLUG_04306	423537	0.8543	C10.9M3	M	C
CLUG_04306	423537	1.1633	C11.9M41	M	C
CLUG_04306	423537	0.9020	C12.9U1	U	C
CLUG_04306	423537	0.8935	C13.9U2	U	C
CLUG_04306	423537	0.8967	C14.9U3	U	C
CLUG_04306	423537	0.8146	C15.9U4s	U	C
CLUG_04306	423537	0.8010	C30.13LM	L	C
CLUG_04306	423537	0.8429	C31.13MP	U	C
CLUG_04306	423537	0.8567	C4.9L1	L	C
CLUG_04306	423537	0.8300	C5.9L2	L	C
CLUG_04306	423537	0.8746	C6.9L3	L	C
CLUG_04306	423537	0.9258	C7.9L4	L	C
CLUG_04306	423537	0.8173	C8.9M1	M	C
CLUG_04306	423537	0.9090	C9.9M2	M	C
CLUG_04306	423537	0.9132	ctl1.AL1B	L	A
CLUG_04306	423537	0.8768	ctl2.AL1B	L	A
CLUG_04307	425728	0.7789	POSITION	UNK	P
CLUG_04307	425728	0.6819	A10.L4C	L	A
CLUG_04307	425728	0.8678	A11.L11G	L	A
CLUG_04307	425728	0.7818	A12.L10B	L	A
CLUG_04307	425728	0.7945	A13.L3B	L	A
CLUG_04307	425728	0.7958	A14.L4E	L	A
CLUG_04307	425728	0.7978	A15.L4G	L	A
CLUG_04307	425728	0.8161	A16.L7C	L	A
CLUG_04307	425728	0.7861	A17.L1B	L	A
CLUG_04307	425728	0.8287	A18.S4H	S	A
CLUG_04307	425728	0.7799	A19.S3B	S	A
CLUG_04307	425728	0.6768	A2.U10A	U	A
CLUG_04307	425728	0.7585	A20.S1E	S	A
CLUG_04307	425728	0.7957	A21.S8A	S	A
CLUG_04307	425728	0.8201	A22.UpperP	U	A
CLUG_04307	425728	0.6878	A23.LowerP	L	A
CLUG_04307	425728	0.7598	A24.SputuP	S	A
CLUG_04307	425728	0.7972	A3.U3G	U	A
CLUG_04307	425728	0.7625	A4.U3B	U	A
CLUG_04307	425728	0.8541	A5.U10D	U	A
CLUG_04307	425728	0.7890	A6.U5C	U	A
CLUG_04307	425728	0.7392	A7.U3E	U	A
CLUG_04307	425728	0.8193	A8.U2E	U	A
CLUG_04307	425728	0.6895	A9.L3D	L	A
CLUG_04307	425728	0.8676	ATCC42720	Blood	ATCC42720
CLUG_04307	425728	0.8410	B16.1310D	L	B
CLUG_04307	425728	0.8461	B17.1311G	L	B
CLUG_04307	425728	0.8067	B18.1312G	L	B
CLUG_04307	425728	0.7717	B19.1310A	L	B
CLUG_04307	425728	0.7849	B20.1311A	L	B
CLUG_04307	425728	0.8448	B21.1312A	L	B
CLUG_04307	425728	0.9445	B22.134E	U	B
