STRAIN,READ,PAIR1_CHR,PAIR1_POSITION,PAIR2_CHR,PAIR2_POSITION
A6.U5C,NS500350:127:H7FHLBGXX:2:12202:20616:18935,Supercontig_1.6,726766,Supercontig_1.6,686802
A6.U5C,NS500350:127:H7FHLBGXX:2:12211:16759:3005,Supercontig_1.6,726766,Supercontig_1.6,686708
A6.U5C,NS500350:127:H7FHLBGXX:2:12211:3463:8559,Supercontig_1.6,726766,Supercontig_1.6,686748
A6.U5C,NS500350:127:H7FHLBGXX:2:12212:20584:12369,Supercontig_1.6,726766,Supercontig_1.6,686835
A6.U5C,NS500350:127:H7FHLBGXX:2:12302:9586:8362,Supercontig_1.6,726766,Supercontig_1.6,686845
A6.U5C,NS500350:127:H7FHLBGXX:2:12306:21862:3636,Supercontig_1.6,726766,Supercontig_1.6,686897
A6.U5C,NS500350:127:H7FHLBGXX:2:13106:25904:12210,Supercontig_1.6,726766,Supercontig_1.6,686637
A6.U5C,NS500350:127:H7FHLBGXX:2:13109:11480:16490,Supercontig_1.6,726766,Supercontig_1.6,686817
A6.U5C,NS500350:127:H7FHLBGXX:2:13202:20574:1151,Supercontig_1.6,726766,Supercontig_1.6,686834
A6.U5C,NS500350:127:H7FHLBGXX:2:13206:10520:3449,Supercontig_1.6,726766,Supercontig_1.6,686808
A6.U5C,NS500350:127:H7FHLBGXX:2:13211:10540:16670,Supercontig_1.6,726766,Supercontig_1.6,686837
A6.U5C,NS500350:127:H7FHLBGXX:2:13303:17845:18891,Supercontig_1.6,726766,Supercontig_1.6,686837
A6.U5C,NS500350:127:H7FHLBGXX:2:21105:25411:10668,Supercontig_1.6,726766,Supercontig_1.6,686892
A6.U5C,NS500350:127:H7FHLBGXX:2:21108:7439:13838,Supercontig_1.6,726766,Supercontig_1.6,686833
A6.U5C,NS500350:127:H7FHLBGXX:2:21202:3949:8190,Supercontig_1.6,726766,Supercontig_1.6,686710
A6.U5C,NS500350:127:H7FHLBGXX:2:21204:3421:14882,Supercontig_1.6,726766,Supercontig_1.6,686780
A6.U5C,NS500350:127:H7FHLBGXX:2:21210:6406:14434,Supercontig_1.6,726766,Supercontig_1.6,686903
A6.U5C,NS500350:127:H7FHLBGXX:2:21302:20689:14639,Supercontig_1.6,726766,Supercontig_1.6,686891
A6.U5C,NS500350:127:H7FHLBGXX:2:21304:24111:16149,Supercontig_1.6,726766,Supercontig_1.6,686894
A6.U5C,NS500350:127:H7FHLBGXX:2:22109:5830:4832,Supercontig_1.6,726766,Supercontig_1.6,686834
A6.U5C,NS500350:127:H7FHLBGXX:2:22109:9109:12947,Supercontig_1.6,726766,Supercontig_1.6,686844
A6.U5C,NS500350:127:H7FHLBGXX:2:22110:3299:20223,Supercontig_1.6,726766,Supercontig_1.6,686852
A6.U5C,NS500350:127:H7FHLBGXX:2:22208:15350:12831,Supercontig_1.6,726766,Supercontig_1.6,686738
A6.U5C,NS500350:127:H7FHLBGXX:2:22306:20608:5833,Supercontig_1.6,726766,Supercontig_1.6,686781
A6.U5C,NS500350:127:H7FHLBGXX:2:22310:15861:6539,Supercontig_1.6,726766,Supercontig_1.6,686916
A6.U5C,NS500350:127:H7FHLBGXX:2:23104:10321:7086,Supercontig_1.6,726766,Supercontig_1.6,686875
A6.U5C,NS500350:127:H7FHLBGXX:2:23112:15308:12384,Supercontig_1.6,726766,Supercontig_1.6,686843
A6.U5C,NS500350:127:H7FHLBGXX:2:23301:26698:4218,Supercontig_1.6,726766,Supercontig_1.6,686886
A6.U5C,NS500350:127:H7FHLBGXX:2:23309:20784:14499,Supercontig_1.6,726766,Supercontig_1.6,686915
A6.U5C,NS500350:127:H7FHLBGXX:2:23310:9245:14765,Supercontig_1.6,726766,Supercontig_1.6,686840
A6.U5C,NS500350:127:H7FHLBGXX:3:11506:3739:15098,Supercontig_1.6,726766,Supercontig_1.6,686881
A6.U5C,NS500350:127:H7FHLBGXX:3:11507:21768:2440,Supercontig_1.6,726766,Supercontig_1.6,686914
A6.U5C,NS500350:127:H7FHLBGXX:3:11509:23353:6464,Supercontig_1.6,726766,Supercontig_1.6,686813
A6.U5C,NS500350:127:H7FHLBGXX:3:12403:2608:8309,Supercontig_1.6,726766,Supercontig_1.6,686851
A6.U5C,NS500350:127:H7FHLBGXX:3:12512:22327:4201,Supercontig_1.6,726766,Supercontig_1.6,686909
A6.U5C,NS500350:127:H7FHLBGXX:3:12602:9957:5527,Supercontig_1.6,726766,Supercontig_1.6,686791
A6.U5C,NS500350:127:H7FHLBGXX:3:12611:22990:1760,Supercontig_1.6,726766,Supercontig_1.6,686758
A6.U5C,NS500350:127:H7FHLBGXX:3:13403:16476:13190,Supercontig_1.6,726766,Supercontig_1.6,686805
A6.U5C,NS500350:127:H7FHLBGXX:3:13409:25925:2555,Supercontig_1.6,726766,Supercontig_1.6,686836
A6.U5C,NS500350:127:H7FHLBGXX:3:13608:2061:9470,Supercontig_1.6,726766,Supercontig_1.6,686913
A6.U5C,NS500350:127:H7FHLBGXX:3:21402:20654:15675,Supercontig_1.6,726766,Supercontig_1.6,686774
A6.U5C,NS500350:127:H7FHLBGXX:3:21403:6891:4658,Supercontig_1.6,726766,Supercontig_1.6,686772
A6.U5C,NS500350:127:H7FHLBGXX:3:21508:22961:14784,Supercontig_1.6,726766,Supercontig_1.6,686874
A6.U5C,NS500350:127:H7FHLBGXX:3:21607:10578:6202,Supercontig_1.6,726766,Supercontig_1.6,686738
A6.U5C,NS500350:127:H7FHLBGXX:3:22403:9809:10458,Supercontig_1.6,726766,Supercontig_1.6,686686
A6.U5C,NS500350:127:H7FHLBGXX:3:22408:22039:10515,Supercontig_1.6,726766,Supercontig_1.6,686915
A6.U5C,NS500350:127:H7FHLBGXX:3:22502:17859:15030,Supercontig_1.6,726766,Supercontig_1.6,686833
A6.U5C,NS500350:127:H7FHLBGXX:3:22509:12963:16066,Supercontig_1.6,726766,Supercontig_1.6,686874
A6.U5C,NS500350:127:H7FHLBGXX:3:22604:6290:1545,Supercontig_1.6,726766,Supercontig_1.6,686755
A6.U5C,NS500350:127:H7FHLBGXX:3:22606:3123:8616,Supercontig_1.6,726766,Supercontig_1.6,686913
A6.U5C,NS500350:127:H7FHLBGXX:3:23402:5388:12877,Supercontig_1.6,726766,Supercontig_1.6,686864
A6.U5C,NS500350:127:H7FHLBGXX:3:23406:9240:10863,Supercontig_1.6,726766,Supercontig_1.6,686865
A6.U5C,NS500350:127:H7FHLBGXX:3:23502:16944:17452,Supercontig_1.6,726766,Supercontig_1.6,686720
A6.U5C,NS500350:127:H7FHLBGXX:3:23506:14712:1344,Supercontig_1.6,726766,Supercontig_1.6,686866
A6.U5C,NS500350:127:H7FHLBGXX:3:23509:15072:1873,Supercontig_1.6,726766,Supercontig_1.6,686861
A6.U5C,NS500350:127:H7FHLBGXX:3:23510:15278:7681,Supercontig_1.6,726766,Supercontig_1.6,686881
A6.U5C,NS500350:127:H7FHLBGXX:3:23511:7111:9332,Supercontig_1.6,726766,Supercontig_1.6,686860
A6.U5C,NS500350:127:H7FHLBGXX:3:23602:25564:4957,Supercontig_1.6,726766,Supercontig_1.6,686804
A6.U5C,NS500350:127:H7FHLBGXX:3:23605:18453:1572,Supercontig_1.6,726766,Supercontig_1.6,686808
A6.U5C,NS500350:127:H7FHLBGXX:4:11410:21307:4912,Supercontig_1.6,726766,Supercontig_1.6,686906
A6.U5C,NS500350:127:H7FHLBGXX:4:11506:12235:20244,Supercontig_1.6,726766,Supercontig_1.6,686889
A6.U5C,NS500350:127:H7FHLBGXX:4:11512:7899:10665,Supercontig_1.6,726766,Supercontig_1.6,686809
A6.U5C,NS500350:127:H7FHLBGXX:4:11607:6041:14659,Supercontig_1.6,726766,Supercontig_1.6,686870
A6.U5C,NS500350:127:H7FHLBGXX:4:11611:21129:15660,Supercontig_1.6,726766,Supercontig_1.6,686838
A6.U5C,NS500350:127:H7FHLBGXX:4:12403:17645:13128,Supercontig_1.6,726766,Supercontig_1.6,686767
A6.U5C,NS500350:127:H7FHLBGXX:4:12507:15316:12668,Supercontig_1.6,726766,Supercontig_1.6,686837
A6.U5C,NS500350:127:H7FHLBGXX:4:12508:21473:1513,Supercontig_1.6,726766,Supercontig_1.6,686914
A6.U5C,NS500350:127:H7FHLBGXX:4:12602:15759:1064,Supercontig_1.6,726766,Supercontig_1.6,686859
A6.U5C,NS500350:127:H7FHLBGXX:4:12602:23871:19968,Supercontig_1.6,726766,Supercontig_1.6,686888
A6.U5C,NS500350:127:H7FHLBGXX:4:12603:13249:10116,Supercontig_1.6,726766,Supercontig_1.6,686840
A6.U5C,NS500350:127:H7FHLBGXX:4:12603:13420:2656,Supercontig_1.6,726766,Supercontig_1.6,686817
A6.U5C,NS500350:127:H7FHLBGXX:4:12608:24287:14596,Supercontig_1.6,726766,Supercontig_1.6,686805
A6.U5C,NS500350:127:H7FHLBGXX:4:12611:6078:17259,Supercontig_1.6,726766,Supercontig_1.6,686651
A6.U5C,NS500350:127:H7FHLBGXX:4:13402:18408:3137,Supercontig_1.6,726766,Supercontig_1.6,686883
A6.U5C,NS500350:127:H7FHLBGXX:4:13404:15589:9713,Supercontig_1.6,726766,Supercontig_1.6,686817
A6.U5C,NS500350:127:H7FHLBGXX:4:13505:5632:16169,Supercontig_1.6,726766,Supercontig_1.6,686670
A6.U5C,NS500350:127:H7FHLBGXX:4:13603:6664:16950,Supercontig_1.6,726766,Supercontig_1.6,686807
A6.U5C,NS500350:127:H7FHLBGXX:4:21405:11705:17021,Supercontig_1.6,726766,Supercontig_1.6,686864
A6.U5C,NS500350:127:H7FHLBGXX:4:21405:22085:11780,Supercontig_1.6,726766,Supercontig_1.6,686766
A6.U5C,NS500350:127:H7FHLBGXX:4:21405:25952:12491,Supercontig_1.6,726766,Supercontig_1.6,686878
A6.U5C,NS500350:127:H7FHLBGXX:4:21409:17109:19934,Supercontig_1.6,726766,Supercontig_1.6,686881
A6.U5C,NS500350:127:H7FHLBGXX:4:21503:25976:14111,Supercontig_1.6,726766,Supercontig_1.6,686815
A6.U5C,NS500350:127:H7FHLBGXX:4:21504:5735:19428,Supercontig_1.6,726766,Supercontig_1.6,686840
A6.U5C,NS500350:127:H7FHLBGXX:4:21506:7313:20063,Supercontig_1.6,726766,Supercontig_1.6,686832
A6.U5C,NS500350:127:H7FHLBGXX:4:21601:8778:15978,Supercontig_1.6,726766,Supercontig_1.6,686707
A6.U5C,NS500350:127:H7FHLBGXX:4:21610:26370:8639,Supercontig_1.6,726766,Supercontig_1.6,686904
A6.U5C,NS500350:127:H7FHLBGXX:4:22501:24867:20166,Supercontig_1.6,726766,Supercontig_1.6,686687
A6.U5C,NS500350:127:H7FHLBGXX:4:22501:9198:19098,Supercontig_1.6,726766,Supercontig_1.6,686748
A6.U5C,NS500350:127:H7FHLBGXX:4:22512:8709:8554,Supercontig_1.6,726766,Supercontig_1.6,686837
A6.U5C,NS500350:127:H7FHLBGXX:4:22602:23947:4361,Supercontig_1.6,726766,Supercontig_1.6,686679
A6.U5C,NS500350:127:H7FHLBGXX:4:22603:14815:11641,Supercontig_1.6,726766,Supercontig_1.6,686778
A6.U5C,NS500350:127:H7FHLBGXX:4:22603:18102:15650,Supercontig_1.6,726766,Supercontig_1.6,686751
A6.U5C,NS500350:127:H7FHLBGXX:4:22605:11939:1085,Supercontig_1.6,726766,Supercontig_1.6,686833
A6.U5C,NS500350:127:H7FHLBGXX:4:23401:23336:18992,Supercontig_1.6,726766,Supercontig_1.6,686830
A6.U5C,NS500350:127:H7FHLBGXX:4:23605:13285:14135,Supercontig_1.6,726766,Supercontig_1.6,686847
A6.U5C,NS500350:127:H7FHLBGXX:4:23610:13419:15567,Supercontig_1.6,726766,Supercontig_1.6,686853
A6.U5C,NS500350:127:H7FHLBGXX:4:23610:6268:17493,Supercontig_1.6,726766,Supercontig_1.6,686691
A6.U5C,NS500350:127:H7FHLBGXX:1:13309:17096:11832,Supercontig_1.6,726767,Supercontig_1.6,686702
A6.U5C,NS500350:127:H7FHLBGXX:2:21203:12783:19952,Supercontig_1.6,726767,Supercontig_1.6,686833
A6.U5C,NS500350:127:H7FHLBGXX:1:13103:7184:13368,Supercontig_1.6,726769,Supercontig_1.6,686909
A6.U5C,NS500350:127:H7FHLBGXX:2:12107:26260:8909,Supercontig_1.6,726771,Supercontig_1.6,686894
A22.UpperP,NS500350:127:H7FHLBGXX:1:21204:4670:14750,Supercontig_1.6,726766,Supercontig_1.6,686929
A22.UpperP,NS500350:127:H7FHLBGXX:2:21110:13609:4388,Supercontig_1.6,726766,Supercontig_1.6,686926
A22.UpperP,NS500350:127:H7FHLBGXX:3:22506:14510:1324,Supercontig_1.6,726766,Supercontig_1.6,686891
A22.UpperP,NS500350:127:H7FHLBGXX:1:13205:4044:20264,Supercontig_1.6,726766,Supercontig_1.6,686833
A22.UpperP,NS500350:127:H7FHLBGXX:1:21104:23254:14206,Supercontig_1.6,726766,Supercontig_1.6,686913
A22.UpperP,NS500350:127:H7FHLBGXX:1:21110:6058:12468,Supercontig_1.6,726766,Supercontig_1.6,686854
A22.UpperP,NS500350:127:H7FHLBGXX:1:21204:4670:14750,Supercontig_1.6,726766,Supercontig_1.6,686931
A22.UpperP,NS500350:127:H7FHLBGXX:1:22108:2475:19429,Supercontig_1.6,726766,Supercontig_1.6,686924
A22.UpperP,NS500350:127:H7FHLBGXX:1:22306:6625:12690,Supercontig_1.6,726766,Supercontig_1.6,686851
A22.UpperP,NS500350:127:H7FHLBGXX:2:12102:20977:19060,Supercontig_1.6,726766,Supercontig_1.6,686694
A22.UpperP,NS500350:127:H7FHLBGXX:2:21110:13609:4388,Supercontig_1.6,726766,Supercontig_1.6,686926
A22.UpperP,NS500350:127:H7FHLBGXX:2:21310:13334:18793,Supercontig_1.6,726766,Supercontig_1.6,686776
A22.UpperP,NS500350:127:H7FHLBGXX:2:22106:14383:14076,Supercontig_1.6,726766,Supercontig_1.6,686743
A22.UpperP,NS500350:127:H7FHLBGXX:2:22109:16552:16826,Supercontig_1.6,726766,Supercontig_1.6,686777
A22.UpperP,NS500350:127:H7FHLBGXX:2:22311:25613:4987,Supercontig_1.6,726766,Supercontig_1.6,686855
A22.UpperP,NS500350:127:H7FHLBGXX:2:23304:14973:10223,Supercontig_1.6,726766,Supercontig_1.6,686873
A22.UpperP,NS500350:127:H7FHLBGXX:2:23310:7607:3205,Supercontig_1.6,726766,Supercontig_1.6,686907
A22.UpperP,NS500350:127:H7FHLBGXX:3:11508:22614:13748,Supercontig_1.6,726766,Supercontig_1.6,686845
A22.UpperP,NS500350:127:H7FHLBGXX:3:11602:13737:4388,Supercontig_1.6,726766,Supercontig_1.6,686785
A22.UpperP,NS500350:127:H7FHLBGXX:3:11604:4619:9044,Supercontig_1.6,726766,Supercontig_1.6,686869
A22.UpperP,NS500350:127:H7FHLBGXX:3:12405:3741:17007,Supercontig_1.6,726766,Supercontig_1.6,686836
A22.UpperP,NS500350:127:H7FHLBGXX:3:21604:12740:7607,Supercontig_1.6,726766,Supercontig_1.6,686849
A22.UpperP,NS500350:127:H7FHLBGXX:3:22506:14510:1324,Supercontig_1.6,726766,Supercontig_1.6,686891
A22.UpperP,NS500350:127:H7FHLBGXX:4:11510:12831:17421,Supercontig_1.6,726766,Supercontig_1.6,686838
A22.UpperP,NS500350:127:H7FHLBGXX:4:11610:4362:12242,Supercontig_1.6,726766,Supercontig_1.6,686833
A22.UpperP,NS500350:127:H7FHLBGXX:4:13602:11005:16557,Supercontig_1.6,726766,Supercontig_1.6,686826
A22.UpperP,NS500350:127:H7FHLBGXX:4:21510:26723:14763,Supercontig_1.6,726766,Supercontig_1.6,686899
A22.UpperP,NS500350:127:H7FHLBGXX:4:22406:2806:18603,Supercontig_1.6,726766,Supercontig_1.6,686897
A22.UpperP,NS500350:127:H7FHLBGXX:1:11207:2186:7957,Supercontig_1.6,726767,Supercontig_1.6,686875
A22.UpperP,NS500350:127:H7FHLBGXX:2:21305:8803:19895,Supercontig_1.6,726768,Supercontig_1.6,686781
B22.134E,NS500537:44:HWF7VBGXX:2:21210:5035:1175,Supercontig_1.6,727221,Supercontig_1.1,1227687
A15.L4G,NS500350:127:H7FHLBGXX:1:12106:19678:12743,Supercontig_1.6,726766,Supercontig_1.6,686904
A15.L4G,NS500350:127:H7FHLBGXX:2:22106:13194:19070,Supercontig_1.6,726766,Supercontig_1.6,686913
A15.L4G,NS500350:127:H7FHLBGXX:3:23407:21515:13802,Supercontig_1.6,726766,Supercontig_1.6,686916
A15.L4G,NS500350:127:H7FHLBGXX:4:12602:20642:18007,Supercontig_1.6,726766,Supercontig_1.6,686907
A15.L4G,NS500350:127:H7FHLBGXX:4:23506:25413:11810,Supercontig_1.6,726766,Supercontig_1.6,686901
A15.L4G,NS500350:127:H7FHLBGXX:4:23604:14103:8331,Supercontig_1.6,726766,Supercontig_1.6,686914
A15.L4G,NS500350:127:H7FHLBGXX:1:12106:19678:12743,Supercontig_1.6,726766,Supercontig_1.6,686888
A15.L4G,NS500350:127:H7FHLBGXX:1:13111:9068:4438,Supercontig_1.6,726766,Supercontig_1.6,686854
A15.L4G,NS500350:127:H7FHLBGXX:1:21110:14017:9485,Supercontig_1.6,726766,Supercontig_1.6,686885
A15.L4G,NS500350:127:H7FHLBGXX:1:23204:19268:11555,Supercontig_1.6,726766,Supercontig_1.6,686762
A15.L4G,NS500350:127:H7FHLBGXX:1:23306:4495:13646,Supercontig_1.6,726766,Supercontig_1.6,686787
A15.L4G,NS500350:127:H7FHLBGXX:2:11111:19835:8430,Supercontig_1.6,726766,Supercontig_1.6,686863
A15.L4G,NS500350:127:H7FHLBGXX:2:11210:14264:10315,Supercontig_1.6,726766,Supercontig_1.6,686808
A15.L4G,NS500350:127:H7FHLBGXX:2:11308:14756:13057,Supercontig_1.6,726766,Supercontig_1.6,686758
A15.L4G,NS500350:127:H7FHLBGXX:2:11310:17795:18383,Supercontig_1.6,726766,Supercontig_1.6,686916
A15.L4G,NS500350:127:H7FHLBGXX:2:11311:5143:8842,Supercontig_1.6,726766,Supercontig_1.6,686802
A15.L4G,NS500350:127:H7FHLBGXX:2:13312:4577:6503,Supercontig_1.6,726766,Supercontig_1.6,686913
A15.L4G,NS500350:127:H7FHLBGXX:2:13312:5386:10168,Supercontig_1.6,726766,Supercontig_1.6,686913
A15.L4G,NS500350:127:H7FHLBGXX:2:21207:13031:6536,Supercontig_1.6,726766,Supercontig_1.6,686854
A15.L4G,NS500350:127:H7FHLBGXX:2:21306:2109:3230,Supercontig_1.6,726766,Supercontig_1.6,686777
A15.L4G,NS500350:127:H7FHLBGXX:2:22106:13194:19070,Supercontig_1.6,726766,Supercontig_1.6,686892
A15.L4G,NS500350:127:H7FHLBGXX:2:22109:23721:11772,Supercontig_1.6,726766,Supercontig_1.6,686897
A15.L4G,NS500350:127:H7FHLBGXX:2:22207:24069:18549,Supercontig_1.6,726766,Supercontig_1.6,686830
A15.L4G,NS500350:127:H7FHLBGXX:2:23104:9086:17930,Supercontig_1.6,726766,Supercontig_1.6,686877
A15.L4G,NS500350:127:H7FHLBGXX:2:23208:7692:10434,Supercontig_1.6,726766,Supercontig_1.6,686672
A15.L4G,NS500350:127:H7FHLBGXX:3:12504:21631:8011,Supercontig_1.6,726766,Supercontig_1.6,686876
A15.L4G,NS500350:127:H7FHLBGXX:3:13407:10087:4461,Supercontig_1.6,726766,Supercontig_1.6,686830
A15.L4G,NS500350:127:H7FHLBGXX:3:22501:21323:9020,Supercontig_1.6,726766,Supercontig_1.6,686826
A15.L4G,NS500350:127:H7FHLBGXX:3:23401:23239:5751,Supercontig_1.6,726766,Supercontig_1.6,686747
A15.L4G,NS500350:127:H7FHLBGXX:3:23407:13265:7892,Supercontig_1.6,726766,Supercontig_1.6,686867
A15.L4G,NS500350:127:H7FHLBGXX:3:23407:21515:13802,Supercontig_1.6,726766,Supercontig_1.6,686872
A15.L4G,NS500350:127:H7FHLBGXX:3:23612:18511:6317,Supercontig_1.6,726766,Supercontig_1.6,686917
A15.L4G,NS500350:127:H7FHLBGXX:4:11410:8717:10056,Supercontig_1.6,726766,Supercontig_1.6,686784
A15.L4G,NS500350:127:H7FHLBGXX:4:11412:4935:15837,Supercontig_1.6,726766,Supercontig_1.6,686864
A15.L4G,NS500350:127:H7FHLBGXX:4:11502:18211:3809,Supercontig_1.6,726766,Supercontig_1.6,686862
A15.L4G,NS500350:127:H7FHLBGXX:4:12401:7216:12567,Supercontig_1.6,726766,Supercontig_1.6,686799
A15.L4G,NS500350:127:H7FHLBGXX:4:12507:10383:14747,Supercontig_1.6,726766,Supercontig_1.6,686906
A15.L4G,NS500350:127:H7FHLBGXX:4:12602:13064:16670,Supercontig_1.6,726766,Supercontig_1.6,686862
A15.L4G,NS500350:127:H7FHLBGXX:4:12602:20642:18007,Supercontig_1.6,726766,Supercontig_1.6,686905
A15.L4G,NS500350:127:H7FHLBGXX:4:13411:10781:18594,Supercontig_1.6,726766,Supercontig_1.6,686727
A15.L4G,NS500350:127:H7FHLBGXX:4:13505:3733:9376,Supercontig_1.6,726766,Supercontig_1.6,686811
A15.L4G,NS500350:127:H7FHLBGXX:4:21409:10635:16741,Supercontig_1.6,726766,Supercontig_1.6,686811
A15.L4G,NS500350:127:H7FHLBGXX:4:21411:11258:14747,Supercontig_1.6,726766,Supercontig_1.6,686814
A15.L4G,NS500350:127:H7FHLBGXX:4:23506:25413:11810,Supercontig_1.6,726766,Supercontig_1.6,686897
A15.L4G,NS500350:127:H7FHLBGXX:4:23510:19844:18847,Supercontig_1.6,726766,Supercontig_1.6,686833
A15.L4G,NS500350:127:H7FHLBGXX:4:23604:14103:8331,Supercontig_1.6,726766,Supercontig_1.6,686906
A15.L4G,NS500350:127:H7FHLBGXX:1:21306:9159:15813,Supercontig_1.6,726771,Supercontig_1.6,686864
A15.L4G,NS500350:127:H7FHLBGXX:3:12501:23297:18480,Supercontig_1.6,726771,Supercontig_1.6,686915
A15.L4G,NS500350:127:H7FHLBGXX:4:12512:12403:9799,Supercontig_1.6,726771,Supercontig_1.6,686810
B26.131A,NS500537:44:HWF7VBGXX:1:11204:21971:11011,Supercontig_1.6,726719,Supercontig_1.4,1654586
B26.131A,NS500537:44:HWF7VBGXX:2:23303:22777:17939,Supercontig_1.6,727181,Supercontig_1.4,1262947
ctl1.AL1B,NS500537:44:HWF7VBGXX:2:11203:8927:13400,Supercontig_1.6,726600,Supercontig_1.3,1724963
ctl1.AL1B,NS500537:44:HWF7VBGXX:2:12105:25931:19074,Supercontig_1.6,726828,Supercontig_1.3,315338
C10.9M3,NS500537:44:HWF7VBGXX:3:21605:17714:4493,Supercontig_1.6,726612,Supercontig_1.1,1319081
B23.133H,NS500537:44:HWF7VBGXX:1:13309:24956:16254,Supercontig_1.6,726678,Supercontig_1.4,1384439
A19.S3B,NS500350:127:H7FHLBGXX:1:11208:3251:10599,Supercontig_1.6,726766,Supercontig_1.6,686920
A19.S3B,NS500350:127:H7FHLBGXX:1:23104:13542:5624,Supercontig_1.6,726766,Supercontig_1.6,686904
A19.S3B,NS500350:127:H7FHLBGXX:4:11411:18389:4891,Supercontig_1.6,726766,Supercontig_1.6,686897
A19.S3B,NS500350:127:H7FHLBGXX:4:11503:3769:2232,Supercontig_1.6,726766,Supercontig_1.6,686907
A19.S3B,NS500350:130:H7FJNBGXX:1:11108:26343:18753,Supercontig_1.6,726766,Supercontig_1.6,686881
A19.S3B,NS500350:130:H7FJNBGXX:1:13101:21958:16681,Supercontig_1.6,726766,Supercontig_1.6,686897
A19.S3B,NS500350:130:H7FJNBGXX:2:23207:23180:7728,Supercontig_1.6,726766,Supercontig_1.6,686909
A19.S3B,NS500350:130:H7FJNBGXX:3:12407:26216:13935,Supercontig_1.6,726766,Supercontig_1.6,686933
A19.S3B,NS500350:127:H7FHLBGXX:1:11208:3251:10599,Supercontig_1.6,726766,Supercontig_1.6,686921
A19.S3B,NS500350:127:H7FHLBGXX:1:13204:15059:19791,Supercontig_1.6,726766,Supercontig_1.6,686789
A19.S3B,NS500350:127:H7FHLBGXX:1:23104:13542:5624,Supercontig_1.6,726766,Supercontig_1.6,686904
A19.S3B,NS500350:127:H7FHLBGXX:1:23107:7259:17610,Supercontig_1.6,726766,Supercontig_1.6,686831
A19.S3B,NS500350:127:H7FHLBGXX:1:23209:2818:10549,Supercontig_1.6,726766,Supercontig_1.6,686883
A19.S3B,NS500350:127:H7FHLBGXX:2:11107:9149:17134,Supercontig_1.6,726766,Supercontig_1.6,686918
A19.S3B,NS500350:127:H7FHLBGXX:2:11309:9820:8895,Supercontig_1.6,726766,Supercontig_1.6,686860
A19.S3B,NS500350:127:H7FHLBGXX:2:11311:5437:10422,Supercontig_1.6,726766,Supercontig_1.6,686834
A19.S3B,NS500350:127:H7FHLBGXX:2:12205:7756:4554,Supercontig_1.6,726766,Supercontig_1.6,686719
A19.S3B,NS500350:127:H7FHLBGXX:2:22102:23494:4630,Supercontig_1.6,726766,Supercontig_1.6,686770
A19.S3B,NS500350:127:H7FHLBGXX:2:22210:15149:19883,Supercontig_1.6,726766,Supercontig_1.6,686912
A19.S3B,NS500350:127:H7FHLBGXX:2:22304:26347:18907,Supercontig_1.6,726766,Supercontig_1.6,686771
A19.S3B,NS500350:127:H7FHLBGXX:3:11405:12182:4879,Supercontig_1.6,726766,Supercontig_1.6,686884
A19.S3B,NS500350:127:H7FHLBGXX:3:11508:25161:8242,Supercontig_1.6,726766,Supercontig_1.6,686623
A19.S3B,NS500350:127:H7FHLBGXX:3:12505:25329:7660,Supercontig_1.6,726766,Supercontig_1.6,686833
A19.S3B,NS500350:127:H7FHLBGXX:3:21407:13112:3509,Supercontig_1.6,726766,Supercontig_1.6,686898
A19.S3B,NS500350:127:H7FHLBGXX:3:22503:13779:7178,Supercontig_1.6,726766,Supercontig_1.6,686879
A19.S3B,NS500350:127:H7FHLBGXX:3:22512:12458:11891,Supercontig_1.6,726766,Supercontig_1.6,686779
A19.S3B,NS500350:127:H7FHLBGXX:3:23510:14733:20061,Supercontig_1.6,726766,Supercontig_1.6,686812
A19.S3B,NS500350:127:H7FHLBGXX:4:11411:18389:4891,Supercontig_1.6,726766,Supercontig_1.6,686895
A19.S3B,NS500350:127:H7FHLBGXX:4:11503:3769:2232,Supercontig_1.6,726766,Supercontig_1.6,686898
A19.S3B,NS500350:127:H7FHLBGXX:4:12511:23190:16206,Supercontig_1.6,726766,Supercontig_1.6,686766
A19.S3B,NS500350:127:H7FHLBGXX:4:22509:23975:8174,Supercontig_1.6,726766,Supercontig_1.6,686682
A19.S3B,NS500350:127:H7FHLBGXX:4:23409:20856:4643,Supercontig_1.6,726766,Supercontig_1.6,686855
A19.S3B,NS500350:130:H7FJNBGXX:1:11107:24646:2190,Supercontig_1.6,726766,Supercontig_1.6,686786
A19.S3B,NS500350:130:H7FJNBGXX:1:11108:26343:18753,Supercontig_1.6,726766,Supercontig_1.6,686877
A19.S3B,NS500350:130:H7FJNBGXX:1:13101:21958:16681,Supercontig_1.6,726766,Supercontig_1.6,686895
A19.S3B,NS500350:130:H7FJNBGXX:1:13208:19305:13485,Supercontig_1.6,726766,Supercontig_1.6,686880
A19.S3B,NS500350:130:H7FJNBGXX:1:21207:8865:11805,Supercontig_1.6,726766,Supercontig_1.6,686866
A19.S3B,NS500350:130:H7FJNBGXX:1:22102:10063:1650,Supercontig_1.6,726766,Supercontig_1.6,686916
A19.S3B,NS500350:130:H7FJNBGXX:1:22208:8784:5040,Supercontig_1.6,726766,Supercontig_1.6,686833
A19.S3B,NS500350:130:H7FJNBGXX:1:23109:21346:15286,Supercontig_1.6,726766,Supercontig_1.6,686636
A19.S3B,NS500350:130:H7FJNBGXX:2:11103:4998:17528,Supercontig_1.6,726766,Supercontig_1.6,686507
