STRAIN,READ,PAIR1_CHR,PAIR1_POSITION,PAIR2_CHR,PAIR2_POSITION
A6.U5C,NS500350:127:H7FHLBGXX:4:12508:21473:1513,Supercontig_1.6,686914,Supercontig_1.6,726766
A6.U5C,NS500350:127:H7FHLBGXX:2:11304:9278:3490,Supercontig_1.6,686915,Supercontig_1.6,726766
A6.U5C,NS500350:127:H7FHLBGXX:2:23309:20784:14499,Supercontig_1.6,686915,Supercontig_1.6,726766
A6.U5C,NS500350:127:H7FHLBGXX:3:11509:15939:8260,Supercontig_1.6,686915,Supercontig_1.6,726800
A6.U5C,NS500350:127:H7FHLBGXX:3:22408:22039:10515,Supercontig_1.6,686915,Supercontig_1.6,726766
A6.U5C,NS500350:127:H7FHLBGXX:2:22310:15861:6539,Supercontig_1.6,686916,Supercontig_1.6,726766
A6.U5C,NS500350:127:H7FHLBGXX:4:12510:22729:16416,Supercontig_1.6,686917,Supercontig_1.6,726766
A6.U5C,NS500350:127:H7FHLBGXX:1:23311:11361:17507,Supercontig_1.6,686918,Supercontig_1.6,726766
A6.U5C,NS500350:127:H7FHLBGXX:3:13608:10789:1662,Supercontig_1.6,686918,Supercontig_1.6,726836
A6.U5C,NS500350:127:H7FHLBGXX:3:23509:15130:4401,Supercontig_1.6,686919,Supercontig_1.6,726766
A6.U5C,NS500350:127:H7FHLBGXX:1:13309:14045:15837,Supercontig_1.6,686921,Supercontig_1.6,726766
A6.U5C,NS500350:127:H7FHLBGXX:3:11603:10963:19103,Supercontig_1.6,686923,Supercontig_1.6,726766
A6.U5C,NS500350:127:H7FHLBGXX:4:23411:7522:13187,Supercontig_1.6,686923,Supercontig_1.6,726775
A6.U5C,NS500350:127:H7FHLBGXX:1:11309:14394:20278,Supercontig_1.6,686925,Supercontig_1.6,726766
A6.U5C,NS500350:127:H7FHLBGXX:2:12306:2041:7074,Supercontig_1.6,686925,Supercontig_1.6,726766
A6.U5C,NS500350:127:H7FHLBGXX:3:21608:4546:19996,Supercontig_1.6,686925,Supercontig_1.6,726766
A6.U5C,NS500350:127:H7FHLBGXX:3:22608:15945:7840,Supercontig_1.6,686925,Supercontig_1.6,726766
A6.U5C,NS500350:127:H7FHLBGXX:4:21607:13804:13891,Supercontig_1.6,686925,Supercontig_1.6,726837
A6.U5C,NS500350:127:H7FHLBGXX:1:21110:16776:5467,Supercontig_1.6,686925,Supercontig_1.6,726766
A6.U5C,NS500350:127:H7FHLBGXX:4:13404:5602:8488,Supercontig_1.6,686926,Supercontig_1.6,726770
A6.U5C,NS500350:127:H7FHLBGXX:1:21110:16776:5467,Supercontig_1.6,686927,Supercontig_1.6,726766
A6.U5C,NS500350:127:H7FHLBGXX:3:13408:22418:4293,Supercontig_1.6,686927,Supercontig_1.6,726766
A6.U5C,NS500350:127:H7FHLBGXX:2:12103:8302:2730,Supercontig_1.6,686928,Supercontig_1.6,726766
A6.U5C,NS500350:127:H7FHLBGXX:1:21211:17705:6931,Supercontig_1.6,686929,Supercontig_1.6,726766
A6.U5C,NS500350:127:H7FHLBGXX:1:21211:17705:6931,Supercontig_1.6,686929,Supercontig_1.6,726766
A6.U5C,NS500350:127:H7FHLBGXX:2:21306:16303:10388,Supercontig_1.6,686929,Supercontig_1.6,726766
A6.U5C,NS500350:127:H7FHLBGXX:1:11109:23420:6275,Supercontig_1.6,686930,Supercontig_1.6,726766
A6.U5C,NS500350:127:H7FHLBGXX:3:11507:5969:12890,Supercontig_1.6,686930,Supercontig_1.6,726765
A6.U5C,NS500350:127:H7FHLBGXX:1:11307:24418:12544,Supercontig_1.6,686931,Supercontig_1.6,726766
A6.U5C,NS500350:127:H7FHLBGXX:2:12307:13522:10389,Supercontig_1.6,686931,Supercontig_1.6,726880
A6.U5C,NS500350:127:H7FHLBGXX:2:21306:16303:10388,Supercontig_1.6,686931,Supercontig_1.6,726766
A6.U5C,NS500350:127:H7FHLBGXX:1:11311:25186:8775,Supercontig_1.6,686933,Supercontig_1.6,726785
A6.U5C,NS500350:127:H7FHLBGXX:1:11309:14394:20278,Supercontig_1.6,686933,Supercontig_1.6,726766
A6.U5C,NS500350:127:H7FHLBGXX:2:12309:9304:8779,Supercontig_1.6,686934,Supercontig_1.6,726928
A6.U5C,NS500350:127:H7FHLBGXX:3:22611:25666:4921,Supercontig_1.6,686934,Supercontig_1.6,726837
A6.U5C,NS500350:127:H7FHLBGXX:4:23605:22506:12133,Supercontig_1.6,686936,Supercontig_1.6,726766
A6.U5C,NS500350:127:H7FHLBGXX:1:13307:15345:5015,Supercontig_1.6,686937,Supercontig_1.6,726766
A6.U5C,NS500350:127:H7FHLBGXX:1:23209:20457:19335,Supercontig_1.6,686937,Supercontig_1.6,726787
A6.U5C,NS500350:127:H7FHLBGXX:2:22101:23698:14238,Supercontig_1.6,686937,Supercontig_1.6,726807
A6.U5C,NS500350:127:H7FHLBGXX:4:23512:7624:2089,Supercontig_1.6,686937,Supercontig_1.6,726766
A6.U5C,NS500350:127:H7FHLBGXX:3:13408:22418:4293,Supercontig_1.6,686937,Supercontig_1.6,726766
A6.U5C,NS500350:127:H7FHLBGXX:3:12504:6796:5940,Supercontig_1.6,686938,Supercontig_1.6,726889
A6.U5C,NS500350:127:H7FHLBGXX:3:13409:12866:17566,Supercontig_1.6,686938,Supercontig_1.6,726856
A6.U5C,NS500350:127:H7FHLBGXX:3:23605:14575:11359,Supercontig_1.6,686938,Supercontig_1.6,726766
A6.U5C,NS500350:127:H7FHLBGXX:1:11301:10020:2122,Supercontig_1.6,686939,Supercontig_1.6,726806
A6.U5C,NS500350:127:H7FHLBGXX:3:21511:8014:4409,Supercontig_1.6,686939,Supercontig_1.6,726766
A6.U5C,NS500350:127:H7FHLBGXX:2:12102:7334:14217,Supercontig_1.6,686940,Supercontig_1.6,726853
A6.U5C,NS500350:127:H7FHLBGXX:2:12310:12149:20079,Supercontig_1.6,686940,Supercontig_1.6,726766
A6.U5C,NS500350:127:H7FHLBGXX:3:23509:15130:4401,Supercontig_1.6,686940,Supercontig_1.6,726766
A6.U5C,NS500350:127:H7FHLBGXX:4:11506:24631:18941,Supercontig_1.6,686941,Supercontig_1.6,726946
A6.U5C,NS500350:127:H7FHLBGXX:1:13307:15345:5015,Supercontig_1.6,686941,Supercontig_1.6,726766
A6.U5C,NS500350:127:H7FHLBGXX:2:11101:14826:16085,Supercontig_1.6,686942,Supercontig_1.6,726766
A6.U5C,NS500350:127:H7FHLBGXX:2:11211:5217:10040,Supercontig_1.6,686942,Supercontig_1.6,727020
A6.U5C,NS500350:127:H7FHLBGXX:2:11101:3304:4020,Supercontig_1.6,686943,Supercontig_1.6,726779
A6.U5C,NS500350:127:H7FHLBGXX:1:11302:23131:14114,Supercontig_1.6,686944,Supercontig_1.6,726793
A6.U5C,NS500350:127:H7FHLBGXX:3:22512:10690:14350,Supercontig_1.6,686946,Supercontig_1.6,727002
A6.U5C,NS500350:127:H7FHLBGXX:4:13407:9096:13929,Supercontig_1.6,686946,Supercontig_1.6,726766
A6.U5C,NS500350:127:H7FHLBGXX:4:23605:22506:12133,Supercontig_1.6,686946,Supercontig_1.6,726766
A6.U5C,NS500350:127:H7FHLBGXX:4:23610:6883:17166,Supercontig_1.6,686947,Supercontig_1.6,726805
A6.U5C,NS500350:127:H7FHLBGXX:3:21608:4546:19996,Supercontig_1.6,686948,Supercontig_1.6,726766
A6.U5C,NS500350:127:H7FHLBGXX:2:12112:18578:10145,Supercontig_1.6,686949,Supercontig_1.6,726927
A6.U5C,NS500350:127:H7FHLBGXX:4:13401:23397:1862,Supercontig_1.6,686949,Supercontig_1.6,726815
A6.U5C,NS500350:127:H7FHLBGXX:4:22506:9743:9004,Supercontig_1.6,686949,Supercontig_1.6,726853
A6.U5C,NS500350:127:H7FHLBGXX:4:22612:18087:16678,Supercontig_1.6,686949,Supercontig_1.6,726943
A6.U5C,NS500350:127:H7FHLBGXX:3:21610:24425:3439,Supercontig_1.6,686949,Supercontig_1.6,726766
A6.U5C,NS500350:127:H7FHLBGXX:2:11207:17706:13614,Supercontig_1.6,686950,Supercontig_1.6,726802
A6.U5C,NS500350:127:H7FHLBGXX:3:21605:21518:17286,Supercontig_1.6,686950,Supercontig_1.6,726766
A6.U5C,NS500350:127:H7FHLBGXX:3:21610:24425:3439,Supercontig_1.6,686950,Supercontig_1.6,726766
A6.U5C,NS500350:127:H7FHLBGXX:4:22601:16286:6300,Supercontig_1.6,686950,Supercontig_1.6,726834
A6.U5C,NS500350:127:H7FHLBGXX:1:13203:17804:15481,Supercontig_1.6,686951,Supercontig_1.6,726793
A6.U5C,NS500350:127:H7FHLBGXX:1:21210:20620:8886,Supercontig_1.6,686951,Supercontig_1.6,726766
A6.U5C,NS500350:127:H7FHLBGXX:1:13309:14045:15837,Supercontig_1.6,686952,Supercontig_1.6,726766
A6.U5C,NS500350:127:H7FHLBGXX:2:12203:8936:11197,Supercontig_1.6,686952,Supercontig_1.6,726766
A6.U5C,NS500350:127:H7FHLBGXX:4:11510:5611:10047,Supercontig_1.6,686952,Supercontig_1.6,726766
A6.U5C,NS500350:127:H7FHLBGXX:2:12110:23930:14389,Supercontig_1.6,686953,Supercontig_1.6,726771
A6.U5C,NS500350:127:H7FHLBGXX:4:11510:5611:10047,Supercontig_1.6,686953,Supercontig_1.6,726766
A6.U5C,NS500350:127:H7FHLBGXX:4:11512:9715:5811,Supercontig_1.6,686953,Supercontig_1.6,726768
A6.U5C,NS500350:127:H7FHLBGXX:3:13509:10593:2672,Supercontig_1.6,686954,Supercontig_1.6,726864
A6.U5C,NS500350:127:H7FHLBGXX:2:13202:13101:4827,Supercontig_1.6,686955,Supercontig_1.6,726766
A6.U5C,NS500350:127:H7FHLBGXX:2:13303:21052:17272,Supercontig_1.6,686955,Supercontig_1.6,726766
A6.U5C,NS500350:127:H7FHLBGXX:2:13312:13137:20408,Supercontig_1.6,686955,Supercontig_1.6,726801
A6.U5C,NS500350:127:H7FHLBGXX:4:22601:13270:2488,Supercontig_1.6,686955,Supercontig_1.6,726838
A6.U5C,NS500350:127:H7FHLBGXX:2:12104:14639:17391,Supercontig_1.6,686955,Supercontig_1.6,726766
A6.U5C,NS500350:127:H7FHLBGXX:3:23609:13827:12770,Supercontig_1.6,686956,Supercontig_1.6,726766
A6.U5C,NS500350:127:H7FHLBGXX:4:11403:4174:6062,Supercontig_1.6,686956,Supercontig_1.6,726808
A6.U5C,NS500350:127:H7FHLBGXX:4:11504:18361:3422,Supercontig_1.6,686956,Supercontig_1.6,726867
A6.U5C,NS500350:127:H7FHLBGXX:3:23607:17553:11419,Supercontig_1.6,686956,Supercontig_1.6,726766
A6.U5C,NS500350:127:H7FHLBGXX:3:23609:13827:12770,Supercontig_1.6,686956,Supercontig_1.6,726766
A6.U5C,NS500350:127:H7FHLBGXX:2:12203:8936:11197,Supercontig_1.6,686957,Supercontig_1.6,726766
A6.U5C,NS500350:127:H7FHLBGXX:1:23207:9100:6857,Supercontig_1.6,686958,Supercontig_1.6,726766
A6.U5C,NS500350:127:H7FHLBGXX:2:12104:14639:17391,Supercontig_1.6,686959,Supercontig_1.6,726766
A6.U5C,NS500350:127:H7FHLBGXX:2:21211:3379:20150,Supercontig_1.6,686959,Supercontig_1.6,726776
A6.U5C,NS500350:127:H7FHLBGXX:3:23607:17553:11419,Supercontig_1.6,686959,Supercontig_1.6,726766
A6.U5C,NS500350:127:H7FHLBGXX:4:11604:4231:5993,Supercontig_1.6,686959,Supercontig_1.6,726847
A6.U5C,NS500350:127:H7FHLBGXX:1:23308:8849:10084,Supercontig_1.6,686960,Supercontig_1.6,726781
A6.U5C,NS500350:127:H7FHLBGXX:4:23512:7624:2089,Supercontig_1.6,686960,Supercontig_1.6,726766
A6.U5C,NS500350:127:H7FHLBGXX:3:21610:18671:16122,Supercontig_1.6,686961,Supercontig_1.6,726766
A6.U5C,NS500350:127:H7FHLBGXX:2:13107:4951:9360,Supercontig_1.6,686962,Supercontig_1.6,726766
A6.U5C,NS500350:127:H7FHLBGXX:2:22306:16025:4415,Supercontig_1.6,686962,Supercontig_1.6,726795
A6.U5C,NS500350:127:H7FHLBGXX:2:13107:4951:9360,Supercontig_1.6,686962,Supercontig_1.6,726766
A6.U5C,NS500350:127:H7FHLBGXX:3:21511:8014:4409,Supercontig_1.6,686962,Supercontig_1.6,726766
A3.U3G,NS500350:127:H7FHLBGXX:4:21604:13038:4975,Supercontig_1.6,686875,Supercontig_1.6,726777
A3.U3G,NS500350:127:H7FHLBGXX:1:12202:15831:17506,Supercontig_1.6,686877,Supercontig_1.6,726766
A3.U3G,NS500350:127:H7FHLBGXX:2:11109:23589:18742,Supercontig_1.6,686888,Supercontig_1.6,726874
A3.U3G,NS500350:127:H7FHLBGXX:1:11206:25214:15773,Supercontig_1.6,686891,Supercontig_1.6,726766
A3.U3G,NS500350:127:H7FHLBGXX:1:21110:2615:7026,Supercontig_1.6,686891,Supercontig_1.6,726766
A3.U3G,NS500350:127:H7FHLBGXX:4:21605:19557:16591,Supercontig_1.6,686891,Supercontig_1.6,726766
A3.U3G,NS500350:127:H7FHLBGXX:4:11507:20145:5131,Supercontig_1.6,686893,Supercontig_1.6,726830
A3.U3G,NS500350:127:H7FHLBGXX:3:11609:6346:13575,Supercontig_1.6,686897,Supercontig_1.6,726766
A3.U3G,NS500350:127:H7FHLBGXX:2:13112:23688:2894,Supercontig_1.6,686903,Supercontig_1.6,726766
A3.U3G,NS500350:127:H7FHLBGXX:2:11209:13734:15691,Supercontig_1.6,686904,Supercontig_1.6,726792
A3.U3G,NS500350:127:H7FHLBGXX:4:23610:1542:11425,Supercontig_1.6,686907,Supercontig_1.6,726766
A3.U3G,NS500350:127:H7FHLBGXX:3:23407:20051:7980,Supercontig_1.6,686910,Supercontig_1.6,726771
A3.U3G,NS500350:127:H7FHLBGXX:4:12610:5803:2412,Supercontig_1.6,686910,Supercontig_1.6,726766
A3.U3G,NS500350:127:H7FHLBGXX:2:13205:10319:17212,Supercontig_1.6,686913,Supercontig_1.6,726766
A3.U3G,NS500350:127:H7FHLBGXX:2:12112:25629:3906,Supercontig_1.6,686914,Supercontig_1.6,726766
A3.U3G,NS500350:127:H7FHLBGXX:2:21311:13301:16455,Supercontig_1.6,686916,Supercontig_1.6,726766
A3.U3G,NS500350:127:H7FHLBGXX:3:13405:18217:9702,Supercontig_1.6,686916,Supercontig_1.6,726766
A3.U3G,NS500350:127:H7FHLBGXX:3:13607:3214:16324,Supercontig_1.6,686925,Supercontig_1.6,726766
A3.U3G,NS500350:127:H7FHLBGXX:4:13509:4481:15229,Supercontig_1.6,686925,Supercontig_1.6,726766
A3.U3G,NS500350:127:H7FHLBGXX:4:11412:16722:6423,Supercontig_1.6,686927,Supercontig_1.6,726799
A3.U3G,NS500350:127:H7FHLBGXX:1:21105:18783:8837,Supercontig_1.6,686928,Supercontig_1.6,726767
A3.U3G,NS500350:127:H7FHLBGXX:3:22509:5889:6634,Supercontig_1.6,686933,Supercontig_1.6,726766
A3.U3G,NS500350:127:H7FHLBGXX:3:23609:13769:11440,Supercontig_1.6,686933,Supercontig_1.6,726766
A3.U3G,NS500350:127:H7FHLBGXX:3:23609:13769:11440,Supercontig_1.6,686934,Supercontig_1.6,726766
A3.U3G,NS500350:127:H7FHLBGXX:3:22408:15559:8253,Supercontig_1.6,686937,Supercontig_1.6,726766
A3.U3G,NS500350:127:H7FHLBGXX:4:13509:4481:15229,Supercontig_1.6,686939,Supercontig_1.6,726766
A3.U3G,NS500350:127:H7FHLBGXX:1:22107:15016:1890,Supercontig_1.6,686962,Supercontig_1.6,726766
A3.U3G,NS500350:127:H7FHLBGXX:1:22107:15016:1890,Supercontig_1.6,686962,Supercontig_1.6,726766
A15.L4G,NS500350:127:H7FHLBGXX:2:23104:9086:17930,Supercontig_1.6,686877,Supercontig_1.6,726766
A15.L4G,NS500350:127:H7FHLBGXX:4:22511:19344:15827,Supercontig_1.6,686881,Supercontig_1.6,726852
A15.L4G,NS500350:127:H7FHLBGXX:1:21110:14017:9485,Supercontig_1.6,686885,Supercontig_1.6,726766
A15.L4G,NS500350:127:H7FHLBGXX:2:22109:23721:11772,Supercontig_1.6,686897,Supercontig_1.6,726766
A15.L4G,NS500350:127:H7FHLBGXX:2:23303:7741:18484,Supercontig_1.6,686901,Supercontig_1.6,726766
A15.L4G,NS500350:127:H7FHLBGXX:4:21401:9876:18664,Supercontig_1.6,686903,Supercontig_1.6,726884
A15.L4G,NS500350:127:H7FHLBGXX:3:11405:18015:15346,Supercontig_1.6,686904,Supercontig_1.6,726766
A15.L4G,NS500350:127:H7FHLBGXX:3:23601:18790:3479,Supercontig_1.6,686906,Supercontig_1.6,726807
A15.L4G,NS500350:127:H7FHLBGXX:4:12507:10383:14747,Supercontig_1.6,686906,Supercontig_1.6,726766
A15.L4G,NS500350:127:H7FHLBGXX:1:23310:18571:6138,Supercontig_1.6,686912,Supercontig_1.6,726804
A15.L4G,NS500350:127:H7FHLBGXX:2:22303:11968:14630,Supercontig_1.6,686912,Supercontig_1.6,726787
A15.L4G,NS500350:127:H7FHLBGXX:2:13312:4577:6503,Supercontig_1.6,686913,Supercontig_1.6,726766
A15.L4G,NS500350:127:H7FHLBGXX:2:13312:5386:10168,Supercontig_1.6,686913,Supercontig_1.6,726766
A15.L4G,NS500350:127:H7FHLBGXX:3:23612:5091:14982,Supercontig_1.6,686913,Supercontig_1.6,726820
A15.L4G,NS500350:127:H7FHLBGXX:4:12501:1598:17786,Supercontig_1.6,686914,Supercontig_1.6,726766
A15.L4G,NS500350:127:H7FHLBGXX:3:12501:23297:18480,Supercontig_1.6,686915,Supercontig_1.6,726771
A15.L4G,NS500350:127:H7FHLBGXX:2:11310:17795:18383,Supercontig_1.6,686916,Supercontig_1.6,726766
A15.L4G,NS500350:127:H7FHLBGXX:3:23612:18511:6317,Supercontig_1.6,686917,Supercontig_1.6,726766
A15.L4G,NS500350:127:H7FHLBGXX:4:12605:25522:8454,Supercontig_1.6,686926,Supercontig_1.6,726766
A15.L4G,NS500350:127:H7FHLBGXX:2:13205:4153:4569,Supercontig_1.6,686929,Supercontig_1.6,726811
A15.L4G,NS500350:127:H7FHLBGXX:4:11501:18853:3050,Supercontig_1.6,686930,Supercontig_1.6,726766
A15.L4G,NS500350:127:H7FHLBGXX:4:22507:9853:9279,Supercontig_1.6,686934,Supercontig_1.6,726776
A15.L4G,NS500350:127:H7FHLBGXX:3:22507:3303:4259,Supercontig_1.6,686940,Supercontig_1.6,726984
A15.L4G,NS500350:127:H7FHLBGXX:3:22608:12353:9660,Supercontig_1.6,686944,Supercontig_1.6,726766
A15.L4G,NS500350:127:H7FHLBGXX:4:12605:25522:8454,Supercontig_1.6,686944,Supercontig_1.6,726766
A15.L4G,NS500350:127:H7FHLBGXX:3:22602:17410:6126,Supercontig_1.6,686945,Supercontig_1.6,726766
A15.L4G,NS500350:127:H7FHLBGXX:1:12102:22240:19068,Supercontig_1.6,686946,Supercontig_1.6,726769
A15.L4G,NS500350:127:H7FHLBGXX:1:13103:8159:19796,Supercontig_1.6,686951,Supercontig_1.6,726766
A15.L4G,NS500350:127:H7FHLBGXX:3:12411:14315:5598,Supercontig_1.6,686951,Supercontig_1.6,726772
A15.L4G,NS500350:127:H7FHLBGXX:1:13103:8159:19796,Supercontig_1.6,686951,Supercontig_1.6,726766
A15.L4G,NS500350:127:H7FHLBGXX:3:22602:17410:6126,Supercontig_1.6,686953,Supercontig_1.6,726766
A15.L4G,NS500350:127:H7FHLBGXX:1:22110:1827:8388,Supercontig_1.6,686955,Supercontig_1.6,726847
A15.L4G,NS500350:127:H7FHLBGXX:1:13111:13069:15904,Supercontig_1.6,686956,Supercontig_1.6,726766
A15.L4G,NS500350:127:H7FHLBGXX:1:22208:15102:8695,Supercontig_1.6,686957,Supercontig_1.6,726828
A15.L4G,NS500350:127:H7FHLBGXX:2:13106:12868:17875,Supercontig_1.6,686958,Supercontig_1.6,726807
A15.L4G,NS500350:127:H7FHLBGXX:4:11501:18853:3050,Supercontig_1.6,686959,Supercontig_1.6,726766
A15.L4G,NS500350:127:H7FHLBGXX:4:21604:7182:1645,Supercontig_1.6,686961,Supercontig_1.6,726884
A19.S3B,NS500350:127:H7FHLBGXX:2:12203:5036:7695,Supercontig_1.6,686871,Supercontig_1.6,726785
A19.S3B,NS500350:127:H7FHLBGXX:3:13404:5884:6495,Supercontig_1.6,686872,Supercontig_1.6,726801
A19.S3B,NS500350:130:H7FJNBGXX:3:23402:23330:14897,Supercontig_1.6,686872,Supercontig_1.6,726771
A19.S3B,NS500350:127:H7FHLBGXX:3:22503:13779:7178,Supercontig_1.6,686879,Supercontig_1.6,726766
A19.S3B,NS500350:130:H7FJNBGXX:1:13208:19305:13485,Supercontig_1.6,686880,Supercontig_1.6,726766
A19.S3B,NS500350:130:H7FJNBGXX:1:21111:12416:11893,Supercontig_1.6,686881,Supercontig_1.6,726766
A19.S3B,NS500350:127:H7FHLBGXX:1:23209:2818:10549,Supercontig_1.6,686883,Supercontig_1.6,726766
A19.S3B,NS500350:127:H7FHLBGXX:3:11405:12182:4879,Supercontig_1.6,686884,Supercontig_1.6,726766
A19.S3B,NS500350:130:H7FJNBGXX:3:23411:25314:14717,Supercontig_1.6,686887,Supercontig_1.6,726766
A19.S3B,NS500350:127:H7FHLBGXX:2:22208:13004:4620,Supercontig_1.6,686888,Supercontig_1.6,726781
A19.S3B,NS500350:130:H7FJNBGXX:3:11610:7773:7621,Supercontig_1.6,686889,Supercontig_1.6,726845
A19.S3B,NS500350:130:H7FJNBGXX:3:22406:24190:5064,Supercontig_1.6,686891,Supercontig_1.6,726766
A19.S3B,NS500350:127:H7FHLBGXX:1:22201:8489:14712,Supercontig_1.6,686894,Supercontig_1.6,726766
A19.S3B,NS500350:130:H7FJNBGXX:2:11103:1579:8241,Supercontig_1.6,686894,Supercontig_1.6,726807
A19.S3B,NS500350:130:H7FJNBGXX:3:11406:16629:12389,Supercontig_1.6,686894,Supercontig_1.6,726766
A19.S3B,NS500350:127:H7FHLBGXX:3:12403:15795:2784,Supercontig_1.6,686896,Supercontig_1.6,726766
A19.S3B,NS500350:130:H7FJNBGXX:3:21501:22039:19596,Supercontig_1.6,686897,Supercontig_1.6,726815
A19.S3B,NS500350:130:H7FJNBGXX:3:21501:22050:19599,Supercontig_1.6,686897,Supercontig_1.6,726815
A19.S3B,NS500350:127:H7FHLBGXX:3:21407:13112:3509,Supercontig_1.6,686898,Supercontig_1.6,726766
A19.S3B,NS500350:127:H7FHLBGXX:3:11409:21957:10056,Supercontig_1.6,686899,Supercontig_1.6,726820
A19.S3B,NS500350:130:H7FJNBGXX:4:23605:17365:9045,Supercontig_1.6,686907,Supercontig_1.6,726818
A19.S3B,NS500350:130:H7FJNBGXX:4:11609:14633:5709,Supercontig_1.6,686910,Supercontig_1.6,726766
A19.S3B,NS500350:127:H7FHLBGXX:2:22210:15149:19883,Supercontig_1.6,686912,Supercontig_1.6,726766
A19.S3B,NS500350:127:H7FHLBGXX:4:22607:19807:19240,Supercontig_1.6,686913,Supercontig_1.6,726766
A19.S3B,NS500350:130:H7FJNBGXX:4:21602:4356:15044,Supercontig_1.6,686913,Supercontig_1.6,726766
A19.S3B,NS500350:130:H7FJNBGXX:2:22308:21855:9486,Supercontig_1.6,686914,Supercontig_1.6,726772
A19.S3B,NS500350:127:H7FHLBGXX:1:12210:7380:20166,Supercontig_1.6,686916,Supercontig_1.6,727141
A19.S3B,NS500350:130:H7FJNBGXX:1:22102:10063:1650,Supercontig_1.6,686916,Supercontig_1.6,726766
A19.S3B,NS500350:130:H7FJNBGXX:3:21406:15764:12964,Supercontig_1.6,686917,Supercontig_1.6,726843
A19.S3B,NS500350:127:H7FHLBGXX:2:11107:9149:17134,Supercontig_1.6,686918,Supercontig_1.6,726766
A19.S3B,NS500350:127:H7FHLBGXX:2:12305:15271:17033,Supercontig_1.6,686923,Supercontig_1.6,726791
A19.S3B,NS500350:130:H7FJNBGXX:1:21305:13554:14733,Supercontig_1.6,686924,Supercontig_1.6,726940
A19.S3B,NS500350:130:H7FJNBGXX:3:11508:14289:1810,Supercontig_1.6,686924,Supercontig_1.6,726766
A19.S3B,NS500350:130:H7FJNBGXX:4:23507:16269:1807,Supercontig_1.6,686925,Supercontig_1.6,726772
A19.S3B,NS500350:127:H7FHLBGXX:3:23505:19207:7411,Supercontig_1.6,686927,Supercontig_1.6,726798
A19.S3B,NS500350:130:H7FJNBGXX:2:12301:22806:13897,Supercontig_1.6,686928,Supercontig_1.6,726773
A19.S3B,NS500350:130:H7FJNBGXX:2:13103:2613:6687,Supercontig_1.6,686928,Supercontig_1.6,726766
A19.S3B,NS500350:130:H7FJNBGXX:2:13103:2613:6687,Supercontig_1.6,686928,Supercontig_1.6,726766
A19.S3B,NS500350:127:H7FHLBGXX:3:23601:24840:7696,Supercontig_1.6,686930,Supercontig_1.6,726766
A19.S3B,NS500350:130:H7FJNBGXX:4:23405:10379:9859,Supercontig_1.6,686932,Supercontig_1.6,726789
A19.S3B,NS500350:130:H7FJNBGXX:2:12106:19035:1715,Supercontig_1.6,686935,Supercontig_1.6,726766
A19.S3B,NS500350:127:H7FHLBGXX:3:13402:1906:12628,Supercontig_1.6,686936,Supercontig_1.6,726766
A19.S3B,NS500350:130:H7FJNBGXX:2:11303:25572:10470,Supercontig_1.6,686936,Supercontig_1.6,726766
A19.S3B,NS500350:130:H7FJNBGXX:1:12304:18387:18959,Supercontig_1.6,686936,Supercontig_1.6,726766
A19.S3B,NS500350:130:H7FJNBGXX:4:21406:17907:9392,Supercontig_1.6,686937,Supercontig_1.6,726766
A19.S3B,NS500350:130:H7FJNBGXX:4:21406:17907:9392,Supercontig_1.6,686937,Supercontig_1.6,726766
A19.S3B,NS500350:130:H7FJNBGXX:1:12304:18387:18959,Supercontig_1.6,686938,Supercontig_1.6,726766
A19.S3B,NS500350:130:H7FJNBGXX:3:13507:5327:12770,Supercontig_1.6,686940,Supercontig_1.6,726810
A19.S3B,NS500350:127:H7FHLBGXX:1:12109:14950:8379,Supercontig_1.6,686943,Supercontig_1.6,726766
A19.S3B,NS500350:130:H7FJNBGXX:3:11405:13776:2690,Supercontig_1.6,686943,Supercontig_1.6,726802
A19.S3B,NS500350:130:H7FJNBGXX:1:22303:21440:1153,Supercontig_1.6,686945,Supercontig_1.6,726766
A19.S3B,NS500350:130:H7FJNBGXX:1:22303:21440:1153,Supercontig_1.6,686946,Supercontig_1.6,726766
A19.S3B,NS500350:130:H7FJNBGXX:3:12401:19932:2078,Supercontig_1.6,686946,Supercontig_1.6,726766
A19.S3B,NS500350:130:H7FJNBGXX:1:23104:5345:17925,Supercontig_1.6,686947,Supercontig_1.6,726952
A19.S3B,NS500350:130:H7FJNBGXX:3:12401:19932:2078,Supercontig_1.6,686947,Supercontig_1.6,726771
A19.S3B,NS500350:130:H7FJNBGXX:2:11303:25572:10470,Supercontig_1.6,686948,Supercontig_1.6,726766
A19.S3B,NS500350:127:H7FHLBGXX:4:23501:22467:1784,Supercontig_1.6,686950,Supercontig_1.6,726766
A19.S3B,NS500350:127:H7FHLBGXX:3:13402:1906:12628,Supercontig_1.6,686950,Supercontig_1.6,726766
A19.S3B,NS500350:130:H7FJNBGXX:3:11508:14289:1810,Supercontig_1.6,686950,Supercontig_1.6,726766
A19.S3B,NS500350:130:H7FJNBGXX:2:22110:23500:14270,Supercontig_1.6,686951,Supercontig_1.6,726766
A19.S3B,NS500350:127:H7FHLBGXX:1:12109:14950:8379,Supercontig_1.6,686951,Supercontig_1.6,726766
A19.S3B,NS500350:127:H7FHLBGXX:4:22609:8070:10755,Supercontig_1.6,686952,Supercontig_1.6,726766
